Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Jeremy Vujnovich,G,47,100%,0,0%,3,11%
Korey Cunningham,T,47,100%,0,0%,3,11%
Mason Cole,C,47,100%,0,0%,0,0%
Mike Iupati,G,47,100%,0,0%,0,0%
Josh Rosen,QB,47,100%,0,0%,0,0%
Andre Smith,T,46,98%,0,0%,3,11%
Christian Kirk,WR,43,91%,0,0%,2,7%
Larry Fitzgerald,WR,43,91%,0,0%,0,0%
David Johnson,RB,37,79%,0,0%,0,0%
Jermaine Gresham,TE,31,66%,0,0%,3,11%
Trent Sherfield,WR,20,43%,0,0%,10,36%
Ricky Seals-Jones,TE,19,40%,0,0%,0,0%
JJ Nelson,WR,18,38%,0,0%,0,0%
Chase Edmonds,RB,9,19%,0,0%,16,57%
John Phillips,TE,9,19%,0,0%,11,39%
Derrick Coleman,FB,4,9%,0,0%,18,64%
T.J. Logan,RB,2,4%,0,0%,9,32%
Zack Golditch,G,1,2%,0,0%,0,0%
Patrick Peterson,CB,0,0%,69,100%,8,29%
Tre Boston,FS,0,0%,69,100%,7,25%
Antoine Bethea,FS,0,0%,69,100%,7,25%
Haason Reddick,LB,0,0%,69,100%,5,18%
Chandler Jones,DE,0,0%,59,86%,7,25%
Leonard Johnson,CB,0,0%,58,84%,5,18%
Gerald Hodges,LB,0,0%,46,67%,14,50%
David Amerson,CB,0,0%,44,64%,0,0%
Markus Golden,DE,0,0%,44,64%,0,0%
Rodney Gunter,DT,0,0%,43,62%,0,0%
Robert Nkemdiche,DT,0,0%,36,52%,0,0%
Bene Benwikere,CB,0,0%,35,51%,16,57%
Corey Peters,DT,0,0%,35,51%,10,36%
Benson Mayowa,DE,0,0%,25,36%,0,0%
Olsen Pierre,DT,0,0%,24,35%,7,25%
Josh Bynes,LB,0,0%,23,33%,2,7%
Zach Moore,DE,0,0%,10,14%,19,68%
Zeke Turner,LB,0,0%,1,1%,25,89%
Dennis Gardeck,LB,0,0%,0,0%,25,89%
Joe Walker,LB,0,0%,0,0%,25,89%
Brandon Williams,CB,0,0%,0,0%,18,64%
Andy Lee,P,0,0%,0,0%,8,29%
Aaron Brewer,LS,0,0%,0,0%,8,29%
Phil Dawson,K,0,0%,0,0%,6,21%
Daniel Munyer,C,0,0%,0,0%,3,11%
Oday Aboushi,G,0,0%,0,0%,3,11%
Chris Jones,CB,0,0%,0,0%,2,7%
