0,1
Officials,Officials
Referee,Walt Anderson
Umpire,Scott Dawson
Head Linesman,Steve Stelljes
Line Judge,Carl Johnson
Back Judge,Billy Smith
Side Judge,James Coleman
Field Judge,Scott Edwards
