Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Kerryon Johnson,DET,16,49,0,2,6,0.4,43,2.7,1,16.0
C.J. Anderson,DET,11,35,0,1,6,0.5,29,2.6,0,
Matthew Stafford,DET,3,22,0,2,22,7.3,0,0.0,0,
Ty Johnson,DET,1,6,0,,3,3.0,3,3.0,0,
Marvin Jones,DET,1,4,0,0,3,3.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
David Johnson,ARI,18,82,0,2,42,2.3,40,2.2,1,18.0
Kyler Murray,ARI,3,13,0,0,13,4.3,0,0.0,0,
Chase Edmonds,ARI,1,5,0,,3,3.0,2,2.0,0,
Christian Kirk,ARI,1,12,0,1,0,0.0,12,12.0,1,1.0
