Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
1,8:17,2,4,ARI 7,0,0,Kyler Murray pass incomplete short right intended for Christian Kirk (defended by Rashaan Melvin),-0.340,-0.720
1,8:13,3,4,ARI 7,0,0,Kyler Murray pass complete short right to Christian Kirk for 5 yards (tackle by Justin Coleman),-0.720,-0.350
1,7:48,1,10,ARI 12,0,0,Kyler Murray pass incomplete short middle intended for Larry Fitzgerald (defended by Damon Harrison),-0.350,-0.780
1,7:43,2,10,ARI 12,0,0,Kyler Murray sacked by Devon Kennard for -7 yards,-0.780,-2.240
1,7:00,3,17,ARI 5,0,0,Kyler Murray pass deep right intended for KeeSean Johnson is intercepted by Tracy Walker at ARI-24 and returned for no gain,-2.240,-3.970
1,6:51,1,10,ARI 24,0,0,"Matthew Stafford sacked by Chandler Jones for -10 yards. Matthew Stafford fumbles (forced by Chandler Jones), recovered by Chandler Jones at ARI-34 (tackle by Matthew Stafford)",3.970,-1.200
1,6:39,1,10,ARI 34,0,0,David Johnson up the middle for 6 yards (tackle by Rashaan Melvin and Mike Daniels),1.200,1.470
1,6:10,2,4,ARI 40,0,0,David Johnson up the middle for 3 yards (tackle by A'Shawn Robinson),1.470,1.160
1,5:30,3,1,ARI 43,0,0,David Johnson up the middle for no gain (tackle by A'Shawn Robinson),1.160,-0.520
1,4:56,4,1,ARI 43,0,0,"Andy Lee punts 57 yards, touchback.",-0.520,-0.280
1,4:45,1,10,DET 20,0,0,C.J. Anderson up the middle for 2 yards (tackle by Jordan Hicks),0.280,0.000
1,4:09,2,8,DET 22,0,0,Matthew Stafford pass complete short right to Marvin Jones for 5 yards (tackle by Haason Reddick),0.000,-0.030
1,3:23,3,3,DET 27,0,0,Matthew Stafford pass complete short middle to Kenny Golladay for 13 yards (tackle by Byron Murphy),-0.030,1.600
1,2:40,1,10,DET 40,0,0,Matthew Stafford pass complete short left to Danny Amendola for 10 yards (tackle by Byron Murphy),1.600,2.260
1,2:10,1,10,DET 50,0,0,C.J. Anderson up the middle for 7 yards (tackle by Budda Baker),2.260,2.660
1,1:33,2,3,ARI 43,0,0,Matthew Stafford right end for 4 yards (tackle by Zach Allen),2.660,2.980
1,0:56,1,10,ARI 39,0,0,Kerryon Johnson up the middle for 1 yard (tackle by Zach Allen),2.980,2.580
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,ARI 38,0,0,Kerryon Johnson up the middle for 1 yard (tackle by Jordan Hicks and D.J. Swearinger),2.580,2.020
2,14:18,3,8,ARI 37,0,0,Matthew Stafford pass incomplete deep right intended for Kenny Golladay,2.020,0.790
2,14:12,4,8,ARI 37,3,0,Matt Prater 55 yard field goal good,0.790,3.000
2,14:07,,,DET 35,3,0,"Sam Martin kicks off 63 yards, returned by Andy Isabella for 14 yards (tackle by Jalen Reeves-Maybin)",0.000,-0.140
2,14:02,1,10,ARI 16,3,0,David Johnson right end for 2 yards (tackle by Christian Jones),-0.140,-0.350
2,13:32,2,8,ARI 18,3,0,Kyler Murray pass incomplete short middle intended for Christian Kirk (defended by Damon Harrison),-0.350,-1.070
2,13:27,3,8,ARI 18,3,0,Kyler Murray pass incomplete deep left. Penalty on D.J. Humphries: Offensive Holding (Declined),-1.070,-2.240
2,13:19,4,8,ARI 18,3,0,Andy Lee punts 33 yards out of bounds,-2.240,-2.190
2,13:10,1,10,DET 49,3,0,Kerryon Johnson up the middle for 4 yards (tackle by Zach Allen),2.190,2.190
2,12:34,2,6,ARI 47,9,0,"Matthew Stafford pass complete deep right to Danny Amendola for 47 yards, touchdown",2.190,7.000
2,12:23,,,ARI 15,10,0,Matt Prater kicks extra point good,0.000,0.000
2,12:23,,,DET 35,10,0,"Sam Martin kicks off 58 yards, returned by Andy Isabella for 15 yards (tackle by Dee Virgin)",0.000,0.410
2,12:18,1,10,ARI 22,10,0,Kyler Murray pass complete short right to KeeSean Johnson for 12 yards (tackle by Rashaan Melvin),0.410,1.200
2,11:52,1,10,ARI 34,10,0,Kyler Murray pass complete short middle to Larry Fitzgerald for 3 yards (tackle by Christian Jones),1.200,1.060
2,11:21,,,,,,Timeout #1 by Arizona Cardinals,,
2,11:21,2,7,ARI 37,10,0,Kyler Murray sacked by Devon Kennard for -11 yards,1.060,-1.090
2,10:33,3,18,ARI 26,10,0,Kyler Murray pass complete short middle to David Johnson for 7 yards (tackle by Jamal Agnew),-1.090,-1.180
2,10:01,4,11,ARI 33,10,0,"Andy Lee punts 57 yards, returned by Jamal Agnew for no gain (tackle by Chase Edmonds). Penalty on Dee Virgin: Offensive Holding, 5 yards",-1.180,0.380
2,9:47,1,10,DET 5,10,0,Kerryon Johnson up the middle for -1 yards (tackle by Terrell Suggs),-0.380,-0.850
2,9:11,2,11,DET 4,10,0,Matthew Stafford pass complete short left to T.J. Hockenson for 10 yards (tackle by Budda Baker),-0.850,-0.370
2,8:25,3,1,DET 14,10,0,Matthew Stafford pass complete short right to Marvin Jones for 7 yards (tackle by Tramaine Brock),-0.370,0.340
2,7:46,1,10,DET 21,10,0,Matthew Stafford pass complete short left to T.J. Hockenson for 39 yards (tackle by D.J. Swearinger),0.340,2.920
2,7:03,1,10,ARI 40,10,0,Matthew Stafford left end for 12 yards (tackle by D.J. Swearinger),2.920,3.710
2,6:28,1,10,ARI 28,10,0,C.J. Anderson right tackle for 5 yards (tackle by Budda Baker and Joe Walker),3.710,3.840
2,5:48,2,5,ARI 23,10,0,C.J. Anderson up the middle for 4 yards (tackle by Haason Reddick and D.J. Swearinger),3.840,3.720
2,5:12,3,1,ARI 19,10,0,C.J. Anderson up the middle for no gain (tackle by Haason Reddick and D.J. Swearinger),3.720,2.340
2,4:38,4,1,ARI 19,10,0,"Penalty on Jordan Hicks: Neutral Zone Infraction, 5 yards (no play)",2.340,4.650
2,4:12,1,10,ARI 14,10,0,"Kerryon Johnson left end for no gain (tackle by Byron Murphy). Penalty on Terrell Suggs: Defensive Offside, 5 yards (no play)",4.650,5.800
2,3:45,1,5,ARI 9,16,0,"Matthew Stafford pass complete short left to Kenny Golladay for 9 yards, touchdown",5.800,7.000
2,3:38,,,ARI 15,17,0,Matt Prater kicks extra point good,0.000,0.000
2,3:38,,,DET 35,17,0,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
2,3:38,1,10,ARI 25,17,0,David Johnson right end for 1 yard (tackle by Jalen Reeves-Maybin),0.610,0.200
2,3:12,2,9,ARI 26,17,0,David Johnson right end for 2 yards (tackle by Jalen Reeves-Maybin),0.200,-0.230
2,2:37,3,7,ARI 28,17,0,Kyler Murray pass complete short right to David Johnson for 8 yards (tackle by Rashaan Melvin),-0.230,1.330
2,2:06,1,10,ARI 36,17,0,Kyler Murray pass incomplete short right intended for KeeSean Johnson (defended by Rashaan Melvin),1.330,0.790
2,2:02,2,10,ARI 36,17,0,Kyler Murray pass incomplete short left intended for Damiere Byrd (defended by Darius Slay),0.790,0.100
2,1:56,3,10,ARI 36,17,0,Kyler Murray pass incomplete short right intended for Chase Edmonds (defended by Christian Jones),0.100,-0.980
2,1:49,4,10,ARI 36,17,0,"Andy Lee punts 53 yards, muffed catch by Jamal Agnew, recovered by Trent Sherfield at DET-8. Penalty on Justin Coleman: Illegal Block Above the Waist (Declined)",-0.980,5.370
2,1:40,1,8,DET 8,17,0,David Johnson left end for 7 yards (tackle by Quandre Diggs),5.370,5.910
2,1:32,2,1,DET 1,17,0,Kyler Murray sacked by Devon Kennard for -1 yards,5.910,4.950
2,1:26,,,,,,Timeout #3 by Arizona Cardinals,,
2,1:26,3,2,DET 2,17,0,Kyler Murray pass incomplete short left intended for Larry Fitzgerald (defended by Justin Coleman),4.950,3.250
2,1:22,4,2,DET 2,17,3,Zane Gonzalez 20 yard field goal good,3.250,3.000
2,1:19,,,ARI 35,17,3,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,1:19,1,10,DET 25,17,3,Matthew Stafford pass incomplete short middle,0.610,0.060
2,1:13,2,10,DET 25,17,3,Matthew Stafford pass complete short left to Danny Amendola for 8 yards (tackle by Chris Jones),0.060,0.430
2,1:07,3,2,DET 33,17,3,"Penalty on Taylor Decker: False Start, 5 yards (no play)",0.430,-0.230
2,1:07,3,7,DET 28,17,3,"Matthew Stafford pass incomplete deep right intended for Marvin Jones. Penalty on Chandler Jones: Defensive Offside, 5 yards (no play)",-0.230,0.430
2,1:01,3,2,DET 33,17,3,Matthew Stafford pass complete short right to Danny Amendola for 9 yards (tackle by Haason Reddick),0.430,1.730
2,0:39,1,10,DET 42,17,3,Matthew Stafford pass incomplete short left intended for Danny Amendola,1.730,1.190
2,0:35,2,10,DET 42,17,3,Matthew Stafford pass incomplete short middle intended for Danny Amendola,1.190,0.500
2,0:31,3,10,DET 42,17,3,Matthew Stafford pass incomplete deep middle intended for Danny Amendola,0.500,-0.590
2,0:26,4,10,DET 42,17,3,"Sam Martin punts 44 yards, returned by Christian Kirk for 4 yards (tackle by Jalen Reeves-Maybin)",-0.590,-0.040
2,0:15,1,10,ARI 18,17,3,Chase Edmonds right tackle for 5 yards (tackle by Jalen Reeves-Maybin),0.040,0.280
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,17,3,"Sam Martin kicks off 65 yards, returned by Andy Isabella for 32 yards (tackle by Miles Killebrew)",0.000,1.070
3,14:55,1,10,ARI 32,17,3,Kyler Murray pass incomplete short left intended for David Johnson,1.070,0.530
3,14:48,2,10,ARI 32,17,3,Kyler Murray sacked by Jahlani Tavai for -11 yards,0.530,-1.620
3,14:07,3,21,ARI 21,17,3,Kyler Murray pass complete short right to KeeSean Johnson for 8 yards (tackle by Rashaan Melvin),-1.620,-1.440
3,13:36,4,13,ARI 29,17,3,"Andy Lee punts 41 yards, returned by Jamal Agnew for 1 yard (tackle by Zeke Turner)",-1.440,-1.000
3,13:27,1,10,DET 31,17,3,"Kerryon Johnson left end for 12 yards (tackle by Jordan Hicks). Penalty on Graham Glasgow: Offensive Holding, 10 yards (no play)",1.000,0.340
3,13:01,1,20,DET 21,17,3,Matthew Stafford up the middle for 6 yards (tackle by Jordan Hicks),0.340,-0.080
3,12:12,2,14,DET 27,17,3,"Matthew Stafford sacked by Terrell Suggs for -5 yards. Matthew Stafford fumbles (forced by Terrell Suggs), recovered by Frank Ragnow at DET-22",-0.080,-1.420
3,11:23,3,19,DET 22,17,3,Matthew Stafford pass complete short middle to J.D. McKissic for 12 yards (tackle by Budda Baker),-1.420,-1.110
3,10:51,4,7,DET 34,17,3,"Sam Martin punts 42 yards, fair catch by Christian Kirk at ARI-24. Penalty on Dennis Gardeck: Running Into the Kicker (Declined)",-1.110,-0.540
3,10:44,1,10,ARI 24,17,3,David Johnson right tackle for 3 yards (tackle by Devon Kennard),0.540,0.400
3,10:12,2,7,ARI 27,17,3,Kyler Murray pass incomplete deep right intended for Christian Kirk,0.400,-0.300
3,10:08,3,7,ARI 27,17,3,Kyler Murray pass incomplete short left intended for Larry Fitzgerald,-0.300,-1.570
3,9:57,4,7,ARI 27,17,3,"Andy Lee punts 43 yards, returned by Jamal Agnew for no gain (tackle by Trent Sherfield). Penalty on Dee Virgin: Offensive Holding, 10 yards",-1.570,-0.280
3,9:48,1,10,DET 20,17,3,Kerryon Johnson up the middle for -2 yards (tackle by Jordan Hicks),0.280,-0.630
3,9:08,2,12,DET 18,17,3,"Matthew Stafford pass complete deep left to Kenny Golladay for 17 yards (tackle by Budda Baker). Penalty on Taylor Decker: Offensive Holding, 9 yards (no play)",-0.630,-1.580
3,8:44,2,21,DET 9,17,3,Marvin Jones right end for 4 yards (tackle by Brooks Reed and Jordan Hicks),-1.580,-2.190
3,8:00,3,17,DET 13,17,3,Matthew Stafford pass complete short middle to J.D. McKissic for 12 yards (tackle by Tramaine Brock and Jordan Hicks),-2.190,-1.700
3,7:21,4,5,DET 25,17,3,Sam Martin punts 41 yards out of bounds,-1.700,-1.200
3,7:12,1,10,ARI 34,17,3,David Johnson up the middle for 18 yards (tackle by Quandre Diggs),1.200,2.390
3,6:47,1,10,DET 48,17,3,Kyler Murray pass incomplete deep right intended for Christian Kirk,2.390,1.850
3,6:42,2,10,DET 48,17,3,David Johnson up the middle for 3 yards (tackle by Damon Harrison),1.850,1.550
3,6:04,3,7,DET 45,17,3,Kyler Murray pass complete short middle to KeeSean Johnson for 15 yards (tackle by Rashaan Melvin),1.550,3.580
3,5:29,1,10,DET 30,17,3,Kyler Murray pass complete short middle to Larry Fitzgerald for 6 yards (tackle by Christian Jones),3.580,3.840
3,4:54,2,4,DET 24,17,3,Kyler Murray pass incomplete deep right intended for Christian Kirk,3.840,3.140
3,4:47,3,4,DET 24,17,3,Kyler Murray pass incomplete short right intended for Christian Kirk (defended by Rashaan Melvin),3.140,1.940
3,4:43,4,4,DET 24,17,6,Zane Gonzalez 42 yard field goal good,1.940,3.000
3,4:38,,,ARI 35,17,6,"Zane Gonzalez kicks off 57 yards, returned by Jamal Agnew for 10 yards (tackle by Zeke Turner)",0.000,0.040
3,4:32,1,10,DET 18,17,6,Matthew Stafford pass complete short left to Nick Bawden for no gain (tackle by Joe Walker),0.040,-0.490
3,3:51,2,10,DET 18,17,6,Matthew Stafford pass complete short left to Danny Amendola for 15 yards,-0.490,1.140
3,3:21,1,10,DET 33,17,6,Ty Johnson up the middle for 6 yards (tackle by Jordan Hicks),1.140,1.400
3,2:44,2,4,DET 39,17,6,Matthew Stafford pass complete deep left to T.J. Hockenson for 24 yards (tackle by Chris Jones),1.400,3.120
3,2:01,1,10,ARI 37,17,6,C.J. Anderson right tackle for 3 yards (tackle by Cassius Marsh and Jordan Hicks),3.120,2.980
3,1:23,2,7,ARI 34,17,6,Matthew Stafford pass incomplete short right intended for Danny Amendola,2.980,2.280
3,1:19,3,7,ARI 34,17,6,Matthew Stafford pass complete short middle to Jesse James for 15 yards (tackle by Budda Baker and Jordan Hicks),2.280,4.310
3,0:40,1,10,ARI 19,17,6,C.J. Anderson left tackle for 1 yard (tackle by Corey Peters and Jordan Hicks),4.310,3.880
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,ARI 18,17,6,"Penalty on Taylor Decker: False Start, 5 yards (no play)",3.880,3.220
4,15:00,2,14,ARI 23,17,6,Matthew Stafford pass incomplete short left intended for Kenny Golladay,3.220,2.540
4,14:56,3,14,ARI 23,23,6,"Matthew Stafford pass complete deep right to T.J. Hockenson for 23 yards, touchdown",2.540,7.000
4,14:47,,,ARI 15,24,6,Matt Prater kicks extra point good,0.000,0.000
4,14:47,,,DET 35,24,6,"Sam Martin kicks off 64 yards, returned by Andy Isabella for 25 yards (tackle by C.J. Moore)",0.000,0.670
4,14:40,1,10,ARI 26,24,6,Kyler Murray pass incomplete short right intended for Damiere Byrd,0.670,0.130
4,14:36,2,10,ARI 26,24,6,"Penalty on KeeSean Johnson: False Start, 5 yards (no play)",0.130,-0.550
4,14:36,2,15,ARI 21,24,6,Kyler Murray pass complete short right to Larry Fitzgerald for 6 yards (tackle by Justin Coleman),-0.550,-0.430
4,14:14,3,9,ARI 27,24,6,"Kyler Murray up the middle for 8 yards (tackle by Quandre Diggs). Penalty on D.J. Humphries: Illegal Formation, 5 yards (no play)",-0.430,-1.090
4,13:46,3,14,ARI 22,24,6,Kyler Murray pass complete deep right to Larry Fitzgerald for 41 yards (tackle by Tracy Walker). Penalty on Justin Coleman: Defensive Holding (Declined),-1.090,3.120
4,13:27,1,10,DET 37,24,6,David Johnson up the middle for 4 yards (tackle by Jahlani Tavai),3.120,3.110
4,12:57,2,6,DET 33,24,6,Kyler Murray pass complete short left to David Johnson for 4 yards (tackle by Jalen Reeves-Maybin),3.110,2.940
4,12:18,3,2,DET 29,24,6,Christian Kirk right end for 12 yards (tackle by Rashaan Melvin),2.940,4.440
4,11:47,1,10,DET 17,24,6,David Johnson left end for 1 yard (tackle by Trey Flowers),4.440,4.000
4,11:21,2,9,DET 16,24,6,Kyler Murray pass incomplete deep middle intended for Christian Kirk,4.000,3.190
4,11:16,3,9,DET 16,24,6,Kyler Murray pass incomplete short left intended for KeeSean Johnson,3.190,2.380
4,11:13,4,9,DET 16,24,9,Zane Gonzalez 34 yard field goal good,2.380,3.000
4,11:09,,,ARI 35,24,9,"Zane Gonzalez kicks off 57 yards, returned by Jamal Agnew for 21 yards (tackle by Charles Washington)",0.000,0.870
4,11:03,1,10,DET 29,24,9,Kerryon Johnson up the middle for 4 yards (tackle by Chandler Jones),0.870,0.870
4,10:26,2,6,DET 33,24,9,Kerryon Johnson right tackle for no gain (tackle by Corey Peters),0.870,0.170
4,9:44,3,6,DET 33,24,9,Matthew Stafford pass complete short right to Danny Amendola for 3 yards (tackle by Byron Murphy),0.170,-0.980
4,9:03,4,3,DET 36,24,9,"Sam Martin punts 40 yards, returned by Christian Kirk for 6 yards (tackle by Will Harris)",-0.980,-0.940
4,8:52,1,10,ARI 30,24,9,Kyler Murray pass complete short left to Larry Fitzgerald for 5 yards (tackle by Tracy Walker),0.940,1.070
4,8:28,2,5,ARI 35,24,9,Kyler Murray pass complete short right to Christian Kirk for 8 yards (tackle by Tracy Walker),1.070,1.800
4,8:07,1,10,ARI 43,24,9,"Kyler Murray up the middle for 2 yards (tackle by A'Shawn Robinson). Penalty on Damiere Byrd: Illegal Motion, 5 yards (no play)",1.800,1.470
4,7:42,1,15,ARI 38,24,9,Kyler Murray pass complete short right to David Johnson for 4 yards (tackle by Tracy Walker),1.470,1.120
4,7:19,2,11,ARI 42,24,9,"Kyler Murray pass complete short left to Damiere Byrd for 9 yards (tackle by Darius Slay). Penalty on Rashaan Melvin: Illegal Contact, 5 yards (no play)",1.120,2.060
4,7:04,1,10,ARI 47,24,9,Kyler Murray pass complete short right to KeeSean Johnson for 11 yards,2.060,2.790
4,6:48,1,10,DET 42,24,9,Kyler Murray pass complete short middle to David Johnson for 5 yards (tackle by Christian Jones),2.790,2.920
4,6:27,2,5,DET 37,24,9,Kyler Murray pass complete short middle to Christian Kirk for 10 yards (tackle by Tracy Walker),2.920,3.780
4,6:04,1,10,DET 27,24,15,"Kyler Murray pass complete deep middle to David Johnson for 27 yards, touchdown",3.780,7.000
4,5:57,,,DET 15,24,16,Zane Gonzalez kicks extra point good,0.000,0.000
4,5:57,,,ARI 35,24,16,"Zane Gonzalez kicks off 65 yards, returned by Jamal Agnew for 17 yards (tackle by Charles Washington)",0.000,-0.060
4,5:51,1,10,DET 17,24,16,Kerryon Johnson up the middle for 3 yards (tackle by Rodney Gunter),-0.060,-0.060
4,5:14,2,7,DET 20,24,16,Kerryon Johnson up the middle for 6 yards (tackle by Terrell Suggs),-0.060,-0.120
4,4:33,3,1,DET 26,24,16,Matthew Stafford pass complete short right to Kerryon Johnson for 6 yards,-0.120,1.070
4,3:49,1,10,DET 32,24,16,Kerryon Johnson up the middle for 3 yards (tackle by Haason Reddick),1.070,0.930
4,3:43,,,,,,Timeout #1 by Arizona Cardinals,,
4,3:43,2,7,DET 35,24,16,C.J. Anderson up the middle for 9 yards (tackle by Budda Baker),0.930,1.860
4,3:37,,,,,,Timeout #2 by Arizona Cardinals,,
4,3:37,1,10,DET 44,24,16,C.J. Anderson up the middle for -2 yards (tackle by Rodney Gunter),1.860,1.050
4,3:31,,,,,,Timeout #3 by Arizona Cardinals,,
4,3:31,2,12,DET 42,24,16,C.J. Anderson up the middle for 7 yards (tackle by Terrell Suggs),1.050,1.290
4,2:47,,,,,,Timeout #1 by Detroit Lions,,
4,2:47,3,5,DET 49,24,16,Matthew Stafford pass incomplete deep right intended for Kenny Golladay,1.290,-0.130
4,2:42,4,5,DET 49,24,16,Sam Martin punts 11 yards downed by Logan Thomas,-0.130,-1.600
4,2:31,1,10,ARI 40,24,16,Kyler Murray pass complete short left to Larry Fitzgerald for 3 yards (tackle by Justin Coleman),1.600,1.460
4,2:25,2,7,ARI 43,24,16,Kyler Murray pass incomplete deep left intended for Larry Fitzgerald (defended by Tracy Walker),1.460,0.760
4,2:19,3,7,ARI 43,24,16,Kyler Murray pass complete short middle to Damiere Byrd for 19 yards (tackle by Jamal Agnew),0.760,3.050
4,2:00,1,10,DET 38,24,16,Kyler Murray pass complete short right to KeeSean Johnson for no gain (tackle by Jamal Agnew),3.050,2.510
4,1:45,,,,,,Timeout #2 by Detroit Lions,,
4,1:45,2,10,DET 38,24,16,Kyler Murray up the middle for 9 yards (tackle by Mike Ford),2.510,3.010
4,1:40,3,1,DET 29,24,16,David Johnson up the middle for 10 yards (tackle by Tracy Walker),3.010,4.310
4,1:11,1,10,DET 19,24,16,David Johnson right end for 3 yards (tackle by Rashaan Melvin),4.310,4.180
4,1:04,2,7,DET 16,24,16,Kyler Murray pass complete short left to Damiere Byrd for 7 yards (tackle by Tavon Wilson),4.180,5.140
4,0:52,,,,,,Timeout #3 by Detroit Lions,,
4,0:52,1,9,DET 9,24,16,"Kyler Murray pass incomplete short right intended for Larry Fitzgerald. Penalty on Trey Flowers: Face Mask (15 Yards), 5 yards (no play)",5.140,6.280
4,0:47,1,4,DET 4,24,22,"Kyler Murray pass complete short right to Larry Fitzgerald for 4 yards, touchdown",6.280,7.000
4,0:43,,,DET 2,24,24,"Two Point Attempt: Kyler Murray pass complete to Christian Kirk, conversion succeeds",1.000,1.000
4,0:43,,,ARI 35,24,24,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
4,0:43,1,10,DET 25,24,24,Matthew Stafford pass complete short left to Kenny Golladay for 12 yards (tackle by Chris Jones),0.610,1.400
4,0:25,1,10,DET 37,24,24,Matthew Stafford spiked the ball,1.400,0.860
4,0:24,2,10,DET 37,24,24,Matthew Stafford pass incomplete deep left intended for Kenny Golladay (defended by Chris Jones),0.860,0.170
4,0:17,3,10,DET 37,24,24,Matthew Stafford pass incomplete deep left intended for T.J. Hockenson. Penalty on Taylor Decker: Offensive Holding (Declined),0.170,-0.910
4,0:09,4,10,DET 37,24,24,"Sam Martin punts 55 yards, returned by Christian Kirk for 8 yards (tackle by Miles Killebrew). Penalty on C.J. Moore: Unsportsmanlike Conduct (Declined)",-0.910,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DET,ARI,Detail,EPB,EPA
,,,,,,,"Cardinals won the coin toss, Cardinals to receive the overtime kickoff.",,
OT,10:00,,,DET 35,24,24,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,ARI 25,24,24,David Johnson up the middle for 7 yards (tackle by Damon Harrison),0.610,1.010
OT,9:31,2,3,ARI 32,24,24,Kyler Murray pass complete deep left to Larry Fitzgerald for 45 yards (tackle by Tracy Walker),1.010,4.040
OT,8:42,1,10,DET 23,24,24,Kyler Murray pass complete short middle to Maxx Williams for 15 yards (tackle by Quandre Diggs),4.040,5.370
OT,8:01,1,8,DET 8,24,24,Kyler Murray pass incomplete short right intended for KeeSean Johnson,5.370,4.570
OT,7:58,,,,,,Timeout #1 by Detroit Lions,,
OT,7:58,2,8,DET 8,24,24,Kyler Murray right end for -2 yards (tackle by Tracy Walker),4.570,3.130
OT,7:30,3,10,DET 10,24,24,Kyler Murray pass incomplete short right,3.130,2.760
OT,7:21,4,10,DET 10,24,27,Zane Gonzalez 28 yard field goal good,2.760,3.000
OT,7:17,,,ARI 35,24,27,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
OT,7:17,1,10,DET 25,24,27,Matthew Stafford pass complete deep middle to Marvin Jones for 21 yards (tackle by Budda Baker),0.610,1.990
OT,6:40,1,10,DET 46,24,27,Kerryon Johnson up the middle for 9 yards (tackle by Jordan Hicks),1.990,2.670
OT,6:03,2,1,ARI 45,24,27,Kerryon Johnson up the middle for 4 yards (tackle by Joe Walker and Jordan Hicks),2.670,2.850
OT,5:27,1,10,ARI 41,24,27,Matthew Stafford pass complete deep middle to Marvin Jones for 23 yards (tackle by Budda Baker),2.850,4.370
OT,4:50,1,10,ARI 18,24,27,Matthew Stafford pass incomplete short right intended for T.J. Hockenson,4.370,3.800
OT,4:46,2,10,ARI 18,24,27,Kerryon Johnson up the middle for 3 yards (tackle by D.J. Swearinger and Clinton McDonald),3.800,3.460
OT,3:58,3,7,ARI 15,24,27,Matthew Stafford pass incomplete short right intended for Kenny Golladay (defended by Tramaine Brock). Penalty on C.J. Anderson: Offensive Holding (Declined),3.460,2.440
OT,3:52,4,7,ARI 15,27,27,Matt Prater 33 yard field goal good,2.440,3.000
OT,3:48,,,DET 35,27,27,"Sam Martin kicks off 65 yards, touchback.",0.000,0.610
