Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
2,4:00,3,4,CHI 50,3,7,Justin Fields pass complete short left to D.J. Moore for 33 yards (tackle by Carrington Valentine),1.420,4.440
2,3:13,1,10,GNB 17,3,7,Khalil Herbert up the middle for -2 yards (tackle by Kingsley Enagbare),4.440,3.600
2,2:36,2,12,GNB 19,3,7,Justin Fields pass complete short middle to Cole Kmet for 6 yards (tackle by Quay Walker and De'Vondre Campbell),3.600,3.680
2,2:00,3,6,GNB 13,3,7,Justin Fields sacked by Kenny Clark for -8 yards,3.680,2.060
2,1:20,4,14,GNB 21,6,7,Cairo Santos 39 yard field goal good,2.060,3.000
2,1:17,,,CHI 35,6,7,"Trenton Gill kicks off 65 yards, touchback.",0.000,0.610
2,1:17,1,10,GNB 25,6,7,Jordan Love pass complete short left to Bo Melton for 24 yards (tackle by Tyrique Stevenson),0.610,2.190
2,0:53,1,10,GNB 49,6,7,Jordan Love pass complete short middle to Aaron Jones for 13 yards (tackle by Tremaine Edmunds and T.J. Edwards),2.190,3.050
2,0:46,,,,,,Timeout #2 by Green Bay Packers,,
2,0:46,1,10,CHI 38,6,7,Jordan Love pass complete short right to Tucker Kraft for 9 yards (tackle by Kyler Gordon),3.050,3.720
2,0:27,2,1,CHI 29,6,7,Jordan Love pass incomplete short left intended for Bo Melton,3.720,3.010
2,0:22,3,1,CHI 29,6,7,Jordan Love pass complete short right to Tucker Kraft for 7 yards (tackle by Tyrique Stevenson and T.J. Edwards),3.010,4.110
2,0:16,,,,,,Timeout #3 by Green Bay Packers,,
2,0:16,1,10,CHI 22,6,7,Jordan Love pass incomplete deep left intended for Malik Heath (defended by Terell Smith),4.110,3.560
2,0:11,2,10,CHI 22,6,7,Jordan Love pass complete short right to Dontayvion Wicks for 3 yards (tackle by Tyrique Stevenson),3.560,3.260
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 35,6,7,"Trenton Gill kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,GNB 25,6,7,Jordan Love pass complete short left to Dontayvion Wicks for 9 yards (tackle by Montez Sweat),0.610,1.280
3,14:16,2,1,GNB 34,6,7,Aaron Jones right end for 2 yards (tackle by Terell Smith and Tremaine Edmunds),1.280,1.330
3,13:36,1,10,GNB 36,6,7,Jordan Love pass complete deep left to Bo Melton for 17 yards (tackle by Terell Smith),1.330,2.460
3,13:01,1,10,CHI 47,6,7,Aaron Jones up the middle for 17 yards (tackle by Eddie Jackson and Jaquan Brisker),2.460,3.580
3,12:39,1,10,CHI 30,6,7,Aaron Jones up the middle for 7 yards (tackle by Tremaine Edmunds),3.580,3.980
3,12:00,2,3,CHI 23,6,7,Jordan Love pass complete short middle to Malik Heath for 4 yards (tackle by Kyler Gordon and Tremaine Edmunds),3.980,4.310
3,11:18,1,10,CHI 19,6,7,Aaron Jones right guard for 3 yards (tackle by Zacch Pickens),4.310,4.180
3,10:35,2,7,CHI 16,6,7,Aaron Jones left guard for 4 yards (tackle by Rasheem Green),4.180,4.190
3,9:52,3,3,CHI 12,6,13,"Jordan Love pass complete short middle to Dontayvion Wicks for 12 yards, touchdown",4.190,7.000
3,9:47,,,CHI 15,6,14,Anders Carlson kicks extra point good,0.000,0.000
3,9:47,,,GNB 35,6,14,"Anders Carlson kicks off 66 yards, returned by Velus Jones for 23 yards (tackle by Robert Rochell)",0.000,0.410
3,9:41,1,10,CHI 22,6,14,Khalil Herbert right end for 9 yards (tackle by De'Vondre Campbell and Jonathan Owens),0.410,1.080
3,9:01,2,1,CHI 31,6,14,Justin Fields left end for 7 yards (tackle by Jonathan Owens),1.080,1.470
3,8:21,1,10,CHI 38,6,14,Roschon Johnson left end for 6 yards (tackle by De'Vondre Campbell),1.470,1.730
3,7:41,2,4,CHI 44,6,14,Justin Fields scrambles left end for 5 yards (tackle by Jaire Alexander),1.730,2.190
3,7:02,1,10,CHI 49,6,14,Khalil Herbert left end for 1 yard (tackle by Jaire Alexander),2.190,1.780
3,6:26,2,9,GNB 50,6,14,Khalil Herbert up the middle for 2 yards (tackle by Lukas Van Ness and Quay Walker),1.780,1.360
3,5:44,3,7,GNB 48,6,14,Justin Fields sacked by Quay Walker for -3 yards,1.360,-0.130
3,5:04,4,10,CHI 49,6,14,"Trenton Gill punts 51 yards, touchback.",-0.130,-0.280
3,4:54,1,10,GNB 20,6,14,Bo Melton right end for 12 yards (tackle by Tyrique Stevenson),0.280,1.070
3,4:04,1,10,GNB 32,6,14,Jordan Love pass complete short left to Jayden Reed for 6 yards,1.070,1.340
3,3:35,2,4,GNB 38,6,14,Aaron Jones left guard for 4 yards (tackle by Tyrique Stevenson and Andrew Billings),1.340,1.730
3,2:52,1,10,GNB 42,6,14,Aaron Jones left guard for 4 yards (tackle by T.J. Edwards and Montez Sweat),1.730,1.730
3,2:08,2,6,GNB 46,6,14,Jordan Love pass complete short right to Bo Melton for 4 yards (tackle by Tremaine Edmunds),1.730,1.550
3,1:24,3,2,CHI 50,6,14,"Jordan Love scrambles right end for 1 yard. Jordan Love fumbles (forced by Tyrique Stevenson), recovered by Jaquan Brisker at CHI-42",1.550,-1.730
3,1:17,1,10,CHI 42,6,14,Justin Fields scrambles left end for 3 yards (tackle by Quay Walker),1.730,1.590
3,0:37,2,7,CHI 45,6,14,Khalil Herbert left guard for no gain (tackle by Colby Wooden),1.590,0.890
Quarter,Time,Down,ToGo,Location,CHI,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,7,CHI 45,6,14,"Justin Fields pass complete short left to D.J. Moore for 11 yards (tackle by Quay Walker) GNB challenged the pass completion ruling, and the play was upheld.",0.890,2.650
4,14:43,1,10,GNB 44,6,14,Justin Fields pass complete deep middle to Cole Kmet for 27 yards (tackle by Darnell Savage),2.650,4.440
4,13:57,1,10,GNB 17,6,14,Justin Fields pass incomplete deep left intended for Robert Tonyan (defended by Jaire Alexander),4.440,3.850
4,13:50,2,10,GNB 17,6,14,Roschon Johnson right end for no gain (tackle by Keisean Nixon),3.850,3.070
4,13:13,3,10,GNB 17,6,14,"Justin Fields pass incomplete deep right intended for Cole Kmet (defended by Carrington Valentine). Penalty on Darnell Wright: Offensive Holding, 10 yards (declined)",3.070,2.310
4,13:07,4,10,GNB 17,9,14,Cairo Santos 35 yard field goal good,2.310,3.000
4,13:03,,,CHI 35,9,14,"Trenton Gill kicks off 58 yards, returned by Keisean Nixon for 21 yards (tackle by Travis Homer)",0.000,0.810
4,12:57,1,10,GNB 28,9,14,Jordan Love pass complete deep left to Jayden Reed for 59 yards (tackle by Eddie Jackson),0.810,4.710
4,12:28,1,10,CHI 13,9,14,Jordan Love pass complete short middle to Aaron Jones for 1 yard (tackle by Tremaine Edmunds),4.710,4.220
4,11:47,2,9,CHI 12,9,14,Aaron Jones left end for 5 yards (tackle by Eddie Jackson),4.220,4.330
4,11:02,3,4,CHI 7,9,14,"Jordan Love pass complete short middle to Bo Melton for no gain, touchdown Replay Assistant challenged the pass completion ruling, and the original play was overturned. Jordan Love pass incomplete short middle intended for Bo Melton (defended by Eddie Jackson)",4.330,2.990
4,10:57,4,4,CHI 7,9,17,Anders Carlson 25 yard field goal good,2.990,3.000
4,10:54,,,GNB 35,9,17,"Anders Carlson kicks off 67 yards, returned by Velus Jones for 34 yards (tackle by Zayne Anderson)",0.000,1.070
4,10:49,1,10,CHI 32,9,17,Khalil Herbert left end for 4 yards (tackle by Tedarrell Slaton and Darnell Savage),1.070,1.070
4,10:11,2,6,CHI 36,9,17,Justin Fields pass complete short right to Khalil Herbert for 16 yards (tackle by Quay Walker),1.070,2.390
4,9:35,1,10,GNB 48,9,17,Justin Fields right end for 6 yards (tackle by Jonathan Owens),2.390,2.660
4,8:39,2,4,GNB 42,9,17,Khalil Herbert up the middle for -1 yards (tackle by Kingsley Enagbare),2.660,1.820
4,7:59,3,5,GNB 43,9,17,Justin Fields pass incomplete short right intended for D.J. Moore (defended by Rashan Gary),1.820,0.400
4,7:56,4,5,GNB 43,9,17,"Penalty on Rashan Gary: Defensive Offside, 5 yards (accepted) (no play)",0.400,3.050
4,7:56,1,10,GNB 38,9,17,Roschon Johnson right end for 4 yards (tackle by Keisean Nixon),3.050,3.050
4,7:17,2,6,GNB 34,9,17,"Khalil Herbert for no gain. Penalty on Dan Feeney: Offensive Holding, 10 yards (accepted) (no play)",3.050,1.700
4,6:58,2,16,GNB 44,9,17,Justin Fields sacked by Karl Brooks for -6 yards,1.700,0.230
4,6:17,3,22,GNB 50,9,17,Justin Fields pass incomplete short left intended for D.J. Moore,0.230,-0.060
4,6:15,4,22,GNB 50,9,17,"Trenton Gill punts 44 yards, fair catch by Jayden Reed at GB-6",-0.060,0.380
4,6:08,1,10,GNB 6,9,17,Aaron Jones right end for -3 yards (tackle by Montez Sweat),-0.380,-1.000
4,5:27,2,13,GNB 3,9,17,Jordan Love pass complete short middle to Luke Musgrave for 11 yards (tackle by T.J. Edwards and Jaquan Brisker),-1.000,-0.480
4,4:49,3,2,GNB 14,9,17,Jordan Love pass complete short right to Jayden Reed for 15 yards (tackle by Eddie Jackson),-0.480,0.870
4,4:06,1,10,GNB 29,9,17,Aaron Jones up the middle for 8 yards (tackle by Jaylon Jones and Jaquan Brisker),0.870,1.410
4,3:21,2,2,GNB 37,9,17,Aaron Jones up the middle for 3 yards (tackle by Andrew Billings),1.410,1.600
4,3:15,,,,,,Timeout #1 by Chicago Bears,,
4,3:15,1,10,GNB 40,9,17,Jordan Love pass complete short middle to Aaron Jones for 5 yards (tackle by Justin Jones and Eddie Jackson),1.600,1.730
4,3:08,,,,,,Timeout #2 by Chicago Bears,,
4,3:08,2,5,GNB 45,9,17,Aaron Jones right guard for -2 yards (tackle by Jaquan Brisker),1.730,0.760
4,2:25,,,,,,Timeout #2 by Green Bay Packers,,
4,2:25,3,7,GNB 43,9,17,Jordan Love pass complete short right to Tucker Kraft for 15 yards (tackle by Kyler Gordon),0.760,2.790
4,2:17,,,,,,Timeout #3 by Chicago Bears,,
4,2:17,1,10,CHI 42,9,17,Aaron Jones up the middle for 1 yard (tackle by Jaylon Jones),2.790,2.380
4,2:00,2,9,CHI 41,9,17,Aaron Jones left end for 10 yards (tackle by Eddie Jackson and Justin Jones),2.380,3.510
4,1:13,1,10,CHI 31,9,17,Jordan Love kneels for -1 yards,3.510,2.830
4,0:33,2,11,CHI 32,9,17,Jordan Love kneels for -1 yards,2.830,2.020
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
