Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Bengals won the coin toss, Bengals to receive the opening kickoff.",,
1,15:00,,,BAL 30,0,0,"Matt Stover kicks off 70 yards, returned by Cliff Russell for 21 yards (tackle by T.J. Slaughter)",0.000,0.340
1,14:56,1,10,CIN 21,0,0,Carson Palmer pass complete to T.J. Houshmandzadeh for 9 yards (tackle by Adalius Thomas),0.340,1.020
1,14:24,2,1,CIN 30,0,0,Rudi Johnson up the middle for 2 yards (tackle by Will Demps),1.020,1.070
1,13:51,1,10,CIN 32,0,0,Carson Palmer pass complete to Rudi Johnson for 3 yards (tackle by Adalius Thomas),1.070,0.930
1,13:28,2,7,CIN 35,0,0,Rudi Johnson up the middle for 7 yards (tackle by Marques Douglas and Ed Hartwell),0.930,1.730
1,12:53,1,10,CIN 42,0,0,Rudi Johnson up the middle for no gain (tackle by Ray Lewis and Adalius Thomas),1.730,1.190
1,12:20,2,10,CIN 42,0,0,Rudi Johnson up the middle for 5 yards (tackle by Will Demps and Kelly Gregg),1.190,1.160
1,11:41,3,5,CIN 47,0,0,"Carson Palmer pass complete to Matt Schobel for no gain. Matt Schobel fumbles (forced by Ed Reed), recovered by Ed Reed at CIN-47 and returned for 22 yards (tackle by Bobbie Williams)",1.160,-3.910
1,11:28,1,10,CIN 25,0,0,Chester Taylor up the middle for 14 yards (tackle by Brian Simmons),3.910,4.840
1,10:44,,,,0,0,Timeout #1 by Cincinnati Bengals,0.000,4.840
1,10:44,1,10,CIN 11,0,0,Chester Taylor right tackle for 2 yards (tackle by Duane Clemons and Brian Simmons),4.840,4.510
1,10:10,2,8,CIN 9,0,0,Kyle Boller pass incomplete intended for Darnell Dinkins,4.510,3.530
1,10:05,3,8,CIN 9,0,0,Kyle Boller pass complete to Todd Heap for 7 yards (tackle by Kevin Kaesviharn),3.530,3.250
1,9:18,4,1,CIN 2,0,3,Matt Stover 20 yard field goal good,3.250,3.000
1,,,,BAL 30,0,3,"Matt Stover kicks off 62 yards, returned by Cliff Russell for 20 yards (tackle by Harold Morrow)",0.000,0.810
1,9:12,1,10,CIN 28,0,3,Carson Palmer pass complete to Chad Ochocinco for 6 yards (tackle by Chris McAlister),0.810,1.070
1,8:31,2,4,CIN 34,0,3,Carson Palmer pass complete to T.J. Houshmandzadeh for 9 yards (tackle by Gary Baxter),1.070,1.800
1,7:54,,,,0,3,Timeout #2 by Cincinnati Bengals,0.000,1.800
1,7:54,1,10,CIN 43,0,3,Rudi Johnson up the middle for -1 yards (tackle by Kelly Gregg),1.800,1.120
1,7:21,2,11,CIN 42,0,3,Carson Palmer pass complete to T.J. Houshmandzadeh for 9 yards (tackle by Gary Baxter),1.120,1.620
1,6:38,3,2,BAL 49,0,3,Carson Palmer pass complete to Kenny Watson for 7 yards,1.620,2.790
1,6:15,1,10,BAL 42,0,3,Rudi Johnson up the middle for 4 yards (tackle by Ray Lewis and Marques Douglas),2.790,2.780
1,5:38,2,6,BAL 38,0,3,Rudi Johnson right tackle for 3 yards (tackle by Will Demps),2.780,2.480
1,5:01,3,3,BAL 35,0,3,Carson Palmer pass complete to Chad Ochocinco for 9 yards (tackle by Chris McAlister),2.480,3.840
1,4:26,1,10,BAL 26,0,3,Rudi Johnson up the middle for no gain (tackle by Will Demps and Ed Hartwell),3.840,3.300
1,3:52,2,10,BAL 26,0,3,Carson Palmer pass incomplete intended for Chad Ochocinco,3.300,2.610
1,3:46,3,10,BAL 26,0,3,Carson Palmer sacked by Terrell Suggs for -9 yards,2.610,0.970
1,3:23,4,19,BAL 35,0,3,"Kyle Larson punts 35 yards, touchback",0.970,-0.280
1,3:12,1,10,BAL 20,0,3,Chester Taylor up the middle for 5 yards (tackle by Landon Johnson and Kim Herring),0.280,0.410
1,2:38,2,5,BAL 25,0,3,Chester Taylor left guard for 10 yards (tackle by Kevin Kaesviharn and Larry Stevens),0.410,1.270
1,2:04,1,10,BAL 35,0,3,Chester Taylor left guard for 4 yards (tackle by Landon Johnson and Duane Clemons),1.270,1.260
1,1:31,2,6,BAL 39,0,3,"Penalty on Ethan Brooks: False Start, 5 yards (no play)",1.260,0.590
1,1:11,2,11,BAL 34,0,3,Kyle Boller pass incomplete intended for Travis Taylor,0.590,-0.100
1,1:07,3,11,BAL 34,0,3,Kyle Boller pass incomplete intended for B.J. Sams (defended by Brian Simmons),-0.100,-1.110
1,1:02,4,11,BAL 34,0,3,"Nick Murphy punts 43 yards, returned by Keiwan Ratliff for 8 yards (tackle by Harold Morrow)",-1.110,-1.000
1,0:52,1,10,CIN 31,0,3,Rudi Johnson up the middle for 4 yards (tackle by Ma'ake Kemoeatu and Jarret Johnson),1.000,1.000
1,0:21,2,6,CIN 35,0,3,Carson Palmer pass complete to Chad Ochocinco for 16 yards,1.000,2.320
Quarter,Time,Down,ToGo,Location,CIN,BAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,BAL 49,0,3,"Carson Palmer pass complete to Tony Stewart for 9 yards. Penalty on Tony Stewart: Illegal Touch Pass, 5 yards (no play)",2.320,1.990
2,14:37,1,15,CIN 46,0,3,Kenny Watson up the middle for 19 yards (tackle by Will Demps and Ed Reed),1.990,3.250
2,13:59,1,10,BAL 35,0,3,Rudi Johnson up the middle for -1 yards (tackle by Will Demps and Kelly Gregg),3.250,2.570
2,13:26,2,11,BAL 36,0,3,Carson Palmer pass complete to Reggie Kelly for 1 yard (tackle by Anthony Weaver),2.570,2.010
2,12:45,3,10,BAL 35,0,3,Carson Palmer pass incomplete intended for T.J. Houshmandzadeh,2.010,0.970
2,12:39,4,10,BAL 35,0,3,Shayne Graham 53 yard field goal no good,0.970,-1.800
2,12:34,1,10,BAL 43,0,3,Kyle Boller pass complete to Todd Heap for 8 yards (tackle by Brian Simmons),1.800,2.330
2,12:00,2,2,CIN 49,0,3,Kyle Boller pass incomplete intended for Kevin Johnson (defended by Madieu Williams),2.330,1.620
2,11:52,3,2,CIN 49,0,3,Chester Taylor left end for no gain (tackle by Madieu Williams),1.620,0.000
2,11:13,4,2,CIN 49,0,3,"Nick Murphy punts 49 yards, touchback. Penalty on Reggie Myles: Offensive Holding, 10 yards",0.000,0.380
2,11:01,1,10,CIN 10,0,3,Rudi Johnson left end for no gain (tackle by Ray Lewis and Terrell Suggs),-0.380,-0.780
2,10:23,2,10,CIN 10,0,3,Carson Palmer pass complete to Reggie Kelly for 2 yards (tackle by Will Demps),-0.780,-1.190
2,9:41,3,8,CIN 12,0,3,Carson Palmer pass complete to T.J. Houshmandzadeh for 7 yards (tackle by Gary Baxter),-1.190,-2.140
