Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Adam Thielen,MIN,9,8,97,1,5,50,6.3,47,5.9,5.6,0,,0,0.0,0,148.6
Irv Smith Jr.,MIN,9,6,53,2,6,35,5.8,18,3.0,7.0,1,6.0,0,0.0,0,121.8
Justin Jefferson,MIN,10,6,85,0,4,35,5.8,50,8.3,7.1,1,6.0,0,0.0,0,87.5
Tyler Conklin,MIN,6,4,31,0,1,14,3.5,17,4.3,2.3,0,,1,16.7,0,79.2
Dalvin Cook,MIN,2,2,12,0,0,-8,-4.0,20,10.0,-4.0,0,,0,0.0,0,91.7
Olabisi Johnson,MIN,1,1,13,0,1,1,1.0,12,12.0,1.0,0,,0,0.0,0,118.7
Ameer Abdullah,MIN,1,0,0,0,0,0,,0,,0.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Emmanuel Sanders,NOR,5,4,83,0,3,60,15.0,23,5.8,12.0,0,,1,20.0,1,79.2
Marquez Callaway,NOR,4,3,26,0,1,24,8.0,2,0.7,13.8,0,,0,0.0,0,91.7
Jared Cook,NOR,4,3,82,0,3,43,14.3,39,13.0,13.8,2,1.5,0,0.0,1,77.1
Alvin Kamara,NOR,5,3,17,0,1,2,0.7,15,5.0,3.6,1,3.0,1,20.0,0,66.2
Latavius Murray,NOR,3,3,24,0,2,-3,-1.0,27,9.0,-1.0,0,,0,0.0,0,100.0
Adam Trautman,NOR,2,2,45,0,2,14,7.0,31,15.5,7.0,2,1.0,0,0.0,0,118.7
Juwan Johnson,NOR,1,1,19,0,1,10,10.0,9,9.0,10.0,0,,0,0.0,0,118.7
Taysom Hill,NOR,1,1,19,0,1,19,19.0,0,0.0,19.0,0,,0,0.0,0,118.7
Michael Burton,NOR,1,1,4,0,0,1,1.0,3,3.0,1.0,0,,0,0.0,0,83.3
Ty Montgomery,NOR,1,0,0,0,,0,,0,,14.0,0,,0,0.0,0,39.6
Austin Carr,NOR,1,0,0,0,,0,,0,,16.0,0,,0,0.0,0,39.6
