Player,Pos
Daniel Jones,QB
Saquon Barkley,RB
David Sills,WR
Sterling Shepard,WR
Richie James,WR
Daniel Bellinger,TE
Jon Feliciano,OL
Mark Glowinski,OL
Evan Neal,T
Andrew Thomas,T
Ben Bredeson,G
Justin Ellis,DL
Dexter Lawrence,DL
Nick Williams,DL
Azeez Ojulari,OLB
Kayvon Thibodeaux,OLB
Tae Crowder,LB
Austin Calitro,LB
Adoree' Jackson,CB
Julian Love,S
Xavier McKinney,S
Cordale Flott,DB
