Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Tony Pollard,DAL,12,38,0,3,12,1.0,26,2.2,2,6.0
Dak Prescott,DAL,5,25,0,1,21,4.2,4,0.8,0,
Rico Dowdle,DAL,2,4,0,1,3,1.5,1,0.5,0,
CeeDee Lamb,DAL,2,14,0,0,11,5.5,3,1.5,1,2.0
Hunter Luepke,DAL,2,3,0,2,0,0.0,3,1.5,0,
Brandin Cooks,DAL,1,9,0,0,8,8.0,1,1.0,0,
KaVontae Turpin,DAL,1,4,0,,3,3.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Raheem Mostert,MIA,11,46,0,3,18,1.6,28,2.5,1,11.0
De'Von Achane,MIA,7,24,0,,4,0.6,20,2.9,1,7.0
Jeff Wilson,MIA,5,21,0,1,10,2.0,11,2.2,0,
Tua Tagovailoa,MIA,2,-2,0,0,-2,-1.0,0,0.0,0,
Jaylen Waddle,MIA,1,2,0,0,2,2.0,0,0.0,0,
