Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Markquese Bell,DAL,0,6,4,66.7%,32,8.0,5.3,0,79.9,6.2,13,19,0,0,0,0.0,0,8,0,0.0%
Donovan Wilson,DAL,0,4,4,100.0%,50,12.5,12.5,0,118.7,11.5,46,4,1,0,0,0.0,0,12,1,7.7%
Stephon Gilmore,DAL,0,6,4,66.7%,85,21.3,14.2,0,109.7,14.7,70,15,0,0,0,0.0,0,5,0,0.0%
Jayron Kearse,DAL,0,5,4,80.0%,48,12.0,9.6,0,106.7,10.0,36,12,1,0,0,0.0,0,2,0,0.0%
Damone Clark,DAL,0,2,2,100.0%,30,15.0,15.0,0,118.7,12.0,24,6,0,0,0,0.0,0,7,1,12.5%
Jourdan Lewis,DAL,0,4,2,50.0%,17,8.5,4.3,0,61.5,0.8,-8,25,2,0,0,0.0,0,5,1,16.7%
Micah Parsons,DAL,0,1,1,100.0%,8,8.0,8.0,0,100.0,4.0,4,4,0,0,2,0.5,3,7,1,12.5%
Malik Hooker,DAL,0,1,1,100.0%,21,21.0,21.0,0,118.7,13.0,13,8,0,0,0,0.0,0,4,1,20.0%
DeMarcus Lawrence,DAL,0,0,0,,,,,,,,,,0,1,0,0.0,1,2,2,50.0%
Osa Odighizuwa,DAL,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Dorance Armstrong Jr.,DAL,0,0,0,,,,,,,,,,0,0,0,0.5,1,1,0,0.0%
Nahshon Wright,DAL,0,0,0,,,,,,,,,,0,0,0,0.0,0,0,1,100.0%
DaRon Bland,DAL,0,4,0,0.0%,,,0.0,,39.6,22.0,,,0,0,0,0.0,0,2,0,0.0%
Juanyeh Thomas,DAL,0,1,0,0.0%,,,0.0,,39.6,5.0,,,0,0,0,0.0,0,0,0,
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Xavien Howard,MIA,0,6,4,66.7%,77,19.3,12.8,0,109.7,10.0,57,20,0,0,0,0.0,0,4,1,20.0%
Jalen Ramsey,MIA,0,5,4,80.0%,26,6.5,5.2,1,127.9,4.0,23,3,0,0,0,0.0,0,4,1,20.0%
Andrew Van Ginkel,MIA,0,4,3,75.0%,37,12.3,9.3,0,103.1,6.0,9,28,1,0,2,1.5,4,10,1,9.1%
Kader Kohou,MIA,0,3,2,66.7%,26,13.0,8.7,0,93.7,10.0,15,11,1,0,0,0.0,0,3,1,25.0%
Brandon Jones,MIA,0,2,2,100.0%,16,8.0,8.0,0,100.0,4.0,8,8,0,0,0,0.0,0,9,0,0.0%
Bradley Chubb,MIA,0,1,1,100.0%,-4,-4.0,-4.0,0,79.2,-2.0,-2,-2,0,1,1,1.5,4,4,1,20.0%
Duke Riley,MIA,0,1,1,100.0%,5,5.0,5.0,0,87.5,3.0,3,2,4,1,1,0.0,2,5,1,16.7%
David Long,MIA,0,4,1,25.0%,7,7.0,1.8,0,39.6,3.0,7,0,6,0,1,0.0,1,3,2,40.0%
DeShon Elliott,MIA,0,3,1,33.3%,49,49.0,16.3,1,121.5,5.7,10,39,0,0,0,0.0,0,2,2,50.0%
Nik Needham,MIA,0,1,1,100.0%,14,14.0,14.0,0,118.7,11.0,11,3,0,0,0,0.0,0,0,0,
Zach Sieler,MIA,0,0,0,,,,,,,,,,0,1,1,1.0,3,5,1,16.7%
Christian Wilkins,MIA,0,1,0,0.0%,,,0.0,,39.6,-7.0,,,0,0,1,0.0,1,4,0,0.0%
Cameron Goode,MIA,0,1,0,0.0%,,,0.0,,39.6,1.0,,,0,0,0,0.0,0,0,0,
Melvin Ingram,MIA,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
