Quarter,Time,Down,ToGo,Location,WAS,PIT,Detail,EPB,EPA
1,8:53,2,2,PIT 42,0,0,Jerome Bettis up the middle for 2 yards (tackle by Cornelius Griffin),1.740,1.860
1,8:12,1,10,PIT 44,0,0,Ben Roethlisberger pass incomplete intended for Hines Ward,1.860,1.320
1,8:04,2,10,PIT 44,0,0,"Ben Roethlisberger pass incomplete intended for Antwaan Randle El (defended by Shawn Springs). Penalty on Shawn Springs: Defensive Pass Interference, 32 yards, Penalty on Shawn Springs: Illegal Use of Hands (Declined) (no play)",1.320,3.970
1,7:56,1,10,WAS 24,0,0,Jerome Bettis left end for -2 yards (tackle by Ryan Boschetti),3.970,3.160
1,7:18,2,12,WAS 26,0,0,Jerome Bettis up the middle for no gain (tackle by Cornelius Griffin and Fred Smoot),3.160,2.480
1,6:40,3,12,WAS 26,0,0,Ben Roethlisberger sacked by Chris Clemons for -7 yards,2.480,1.150
1,5:52,4,19,WAS 33,0,0,Penalty on Chris Gardocki: Delay of Game (Declined),1.150,1.150
1,5:50,4,19,WAS 33,0,0,Chris Gardocki punts 9 yards,1.150,-0.540
1,5:45,1,10,WAS 24,0,0,Clinton Portis up the middle for 3 yards (tackle by James Farrior),0.540,0.400
1,5:11,2,7,WAS 27,0,0,Clinton Portis up the middle for 1 yard,0.400,-0.160
1,4:28,3,6,WAS 28,0,0,Patrick Ramsey pass complete to Ladell Betts for 4 yards (tackle by Deshea Townsend),-0.160,-1.240
1,4:28,4,2,WAS 32,0,0,"Tom Tupa punts 45 yards, returned by Antwaan Randle El for 60 yards (tackle by Marcus Washington)",-1.240,-4.440
1,3:34,1,10,WAS 17,0,0,Jerome Bettis right guard for 3 yards (tackle by Cornelius Griffin),4.440,4.320
1,2:58,2,7,WAS 14,0,0,Jerome Bettis left end for -1 yards (tackle by Marcus Washington),4.320,3.340
1,2:17,3,8,WAS 15,0,0,Ben Roethlisberger pass incomplete intended for Lee Mays,3.340,2.440
1,2:07,4,8,WAS 15,0,3,Jeff Reed 33 yard field goal good,2.440,3.000
1,,,,PIT 30,0,3,"Jeff Reed kicks off 63 yards, returned by Ladell Betts for 23 yards (tackle by James Harrison)",0.000,0.940
1,1:59,1,10,WAS 30,0,3,Patrick Ramsey pass incomplete intended for Rod Gardner,0.940,0.390
1,1:54,2,10,WAS 30,0,3,Clinton Portis right guard for 3 yards (tackle by Chris Hope and Chris Hoke),0.390,0.100
1,1:09,3,7,WAS 33,0,3,"Patrick Ramsey pass incomplete intended for Laveranues Coles. Penalty on Chris Hope: Defensive Pass Interference, 16 yards (no play)",0.100,2.190
1,1:04,1,10,WAS 49,0,3,Patrick Ramsey pass incomplete intended for Chris Cooley (defended by Chris Hope),2.190,1.650
1,0:58,2,10,WAS 49,0,3,Clinton Portis up the middle for 2 yards (tackle by Chris Hoke and Chris Hope),1.650,1.220
1,0:17,3,8,PIT 49,0,3,"Patrick Ramsey sacked by Aaron Smith for -7 yards. Patrick Ramsey fumbles (forced by Aaron Smith), recovered by Robert Royal at WAS-44",1.220,-0.460
Quarter,Time,Down,ToGo,Location,WAS,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,15,WAS 44,0,3,"Tom Tupa punts 38 yards, returned by Antwaan Randle El for 43 yards (tackle by Tom Tupa)",-0.460,-2.980
2,14:48,1,10,WAS 39,0,3,Jerome Bettis up the middle for 5 yards (tackle by Shawn Springs),2.980,3.120
2,14:10,2,5,WAS 34,0,3,Jerome Bettis left end for 3 yards (tackle by Antonio Pierce),3.120,2.810
2,13:28,3,2,WAS 31,0,3,Ben Roethlisberger left end for 1 yard (tackle by Sean Taylor),2.810,1.520
2,12:53,4,1,WAS 30,0,3,"Jerome Bettis up the middle for 2 yards (tackle by Antonio Pierce and Brandon Noble). Penalty on WAS: Defensive 12 On-field, 6 yards (no play)",1.520,3.970
2,12:29,1,10,WAS 24,0,3,Ben Roethlisberger pass incomplete intended for Dan Kreider,3.970,3.430
2,12:24,2,10,WAS 24,0,3,Ben Roethlisberger pass complete to Jerome Bettis for 20 yards (tackle by Antonio Pierce),3.430,6.280
2,11:56,1,4,WAS 4,0,9,"Jerome Bettis up the middle for 4 yards, touchdown",6.280,7.000
2,,,,WAS 2,0,10,Jeff Reed kicks extra point good,0.000,0.000
2,,,,PIT 30,0,10,"Jeff Reed kicks off 58 yards, returned by Ladell Betts for 15 yards (tackle by James Harrison)",0.000,0.740
2,11:46,1,10,WAS 27,0,10,Patrick Ramsey pass complete to Laveranues Coles for 2 yards (tackle by James Farrior),0.740,0.470
2,11:03,2,8,WAS 29,0,10,Ladell Betts left end for no gain (tackle by Larry Foote),0.470,-0.230
2,10:23,3,8,WAS 29,0,10,Patrick Ramsey pass incomplete intended for Rod Gardner,-0.230,-1.440
2,10:18,4,8,WAS 29,0,10,"Tom Tupa punts 47 yards, returned by Antwaan Randle El for 1 yard (tackle by Ladell Betts)",-1.440,-0.610
2,10:09,1,10,PIT 25,0,10,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Shawn Springs),0.610,0.060
2,10:02,2,10,PIT 25,0,10,Ben Roethlisberger pass incomplete intended for Hines Ward (defended by Fred Smoot),0.060,-0.620
2,9:57,3,10,PIT 25,0,10,Ben Roethlisberger pass complete to Verron Haynes for 21 yards (tackle by Antonio Pierce),-0.620,1.990
2,9:17,1,10,PIT 46,0,10,Jerome Bettis up the middle for no gain (tackle by Antonio Pierce and Brandon Noble),1.990,1.450
2,8:41,2,10,PIT 46,0,10,Jerome Bettis left end for 6 yards (tackle by Lemar Marshall),1.450,1.550
2,7:57,3,4,WAS 48,0,10,Ben Roethlisberger pass complete to Sean Morey for 8 yards (tackle by Sean Taylor),1.550,2.920
2,7:14,1,10,WAS 40,0,10,Verron Haynes left guard for 3 yards (tackle by Ryan Boschetti and Lemar Marshall),2.920,2.780
2,6:36,2,7,WAS 37,0,10,"Ben Roethlisberger pass complete to Verron Haynes for 3 yards (tackle by Shawn Springs). Penalty on Sean Taylor: Unnecessary Roughness, 15 yards",2.780,4.310
2,6:05,1,10,WAS 19,0,10,Jerome Bettis up the middle for no gain (tackle by Marcus Washington and Sean Taylor),4.310,3.750
2,5:24,2,10,WAS 19,0,10,Ben Roethlisberger sacked by Marcus Washington for -9 yards,3.750,1.880
2,4:55,3,19,WAS 28,0,10,Ben Roethlisberger pass complete to Antwaan Randle El for 10 yards (tackle by Ryan Clark),1.880,2.250
2,4:13,4,9,WAS 18,0,13,Jeff Reed 36 yard field goal good,2.250,3.000
2,,,,PIT 30,0,13,"Jeff Reed kicks off 63 yards, returned by Ladell Betts for 14 yards (tackle by Tyrone Carter)",0.000,0.340
2,4:02,1,10,WAS 21,0,13,Patrick Ramsey pass incomplete intended for Chris Cooley,0.340,-0.200
2,3:57,2,10,WAS 21,0,13,Patrick Ramsey pass complete to Rod Gardner for 11 yards (tackle by Deshea Townsend),-0.200,1.070
2,3:14,1,10,WAS 32,0,13,Patrick Ramsey pass incomplete intended for Rod Gardner,1.070,0.530
2,3:07,2,10,WAS 32,0,13,Patrick Ramsey pass complete to Chris Cooley for 6 yards (tackle by Deshea Townsend),0.530,0.630
2,2:22,3,4,WAS 38,0,13,Patrick Ramsey pass complete to Ladell Betts for 20 yards (tackle by Russell Stuvaints),0.630,2.790
2,2:00,1,10,PIT 42,0,13,Patrick Ramsey pass incomplete intended for Laveranues Coles (defended by Chris Hope),2.790,2.240
2,1:54,2,10,PIT 42,0,13,Patrick Ramsey sacked by Joey Porter for -9 yards,2.240,0.370
2,1:13,3,19,WAS 49,0,13,Patrick Ramsey pass complete to Laveranues Coles for 15 yards (tackle by Ricardo Colclough),0.370,0.890
2,0:42,,,,0,13,Timeout #1 by Pittsburgh Steelers,0.000,0.890
2,0:42,4,4,PIT 36,0,13,Patrick Ramsey pass incomplete intended for James Thrash (defended by Willie J. Williams),0.890,-1.330
2,0:39,1,10,PIT 36,0,13,Jerome Bettis right end for -1 yards (tackle by Marcus Washington),1.330,0.660
Quarter,Time,Down,ToGo,Location,WAS,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 30,0,13,"Jeff Reed kicks off 62 yards, returned by Ladell Betts for 17 yards (tackle by James Harrison)",0.000,0.610
3,14:54,1,10,WAS 25,0,13,Clinton Portis left guard for 1 yard (tackle by Joey Porter and Chris Hope),0.610,0.200
3,14:18,2,9,WAS 26,0,13,Patrick Ramsey pass complete to Chris Cooley for 2 yards (tackle by Chris Hope),0.200,-0.230
3,13:33,3,7,WAS 28,0,13,Patrick Ramsey pass incomplete intended for Chris Cooley (defended by James Farrior),-0.230,-1.500
3,13:27,4,7,WAS 28,0,13,Tom Tupa punts 29 yards,-1.500,-1.800
3,13:16,1,10,PIT 43,0,13,Jerome Bettis up the middle for 5 yards (tackle by Marcus Washington),1.800,1.930
3,12:38,2,5,PIT 48,0,13,Jerome Bettis up the middle for 2 yards (tackle by Antonio Pierce and Cornelius Griffin),1.930,1.490
3,11:56,3,3,PIT 50,0,13,Ben Roethlisberger pass complete to Hines Ward for 10 yards (tackle by Ade Jimoh),1.490,2.920
3,11:11,1,10,WAS 40,0,13,Jerome Bettis up the middle for 2 yards (tackle by Lemar Marshall and Renaldo Wynn),2.920,2.640
3,10:33,2,8,WAS 38,0,13,Jerome Bettis up the middle for 5 yards (tackle by Antonio Pierce and Lemar Marshall),2.640,2.610
3,9:50,3,3,WAS 33,0,13,Ben Roethlisberger pass incomplete intended for Hines Ward,2.610,1.190
3,9:50,4,3,WAS 33,0,13,"Penalty on Chris Gardocki: Delay of Game, 5 yards (no play)",1.190,0.720
3,9:46,4,8,WAS 38,0,13,"Chris Gardocki punts 32 yards. Penalty on Chidi Iwuoma: Taunting, 15 yards",0.720,-0.340
3,9:35,1,10,WAS 21,0,13,Patrick Ramsey pass incomplete intended for Darnerien McCants,0.340,-0.200
3,9:27,2,10,WAS 21,0,13,Patrick Ramsey pass complete to Chris Cooley for 12 yards (tackle by James Farrior),-0.200,1.140
3,8:50,1,10,WAS 33,0,13,Ladell Betts left guard for 4 yards (tackle by Aaron Smith and Chris Hope),1.140,1.130
3,8:17,2,6,WAS 37,0,13,Patrick Ramsey pass complete to Laveranues Coles for 5 yards (tackle by Larry Foote),1.130,1.090
3,7:36,3,1,WAS 42,0,13,Ladell Betts right tackle for 26 yards (tackle by Troy Polamalu),1.090,3.450
3,7:11,1,10,PIT 32,0,13,"Penalty on Derrick Dockery: False Start, 5 yards (no play)",3.450,3.120
3,6:48,1,15,PIT 37,0,13,Patrick Ramsey pass complete to Laveranues Coles for 13 yards (tackle by Troy Polamalu),3.120,3.980
3,6:06,2,2,PIT 24,0,13,Ladell Betts up the middle for 3 yards (tackle by Kendrick Clancy and Clark Haggans),3.980,4.170
3,5:35,1,10,PIT 21,0,13,Patrick Ramsey pass complete to Laveranues Coles for 17 yards (tackle by Troy Polamalu),4.170,6.280
3,4:55,1,4,PIT 4,0,13,Patrick Ramsey pass incomplete intended for Brian Kozlowski (defended by Deshea Townsend),6.280,5.340
3,4:46,2,4,PIT 4,0,13,"Patrick Ramsey pass incomplete intended for Laveranues Coles. Penalty on Deshea Townsend: Defensive Pass Interference, 3 yards (no play)",5.340,6.970
3,4:44,1,1,PIT 1,0,13,Ladell Betts up the middle for no gain (tackle by Larry Foote and Troy Polamalu),6.970,5.910
3,4:09,2,1,PIT 1,0,13,Ladell Betts up the middle for -1 yards (tackle by Aaron Smith),5.910,4.950
3,3:32,3,2,PIT 2,0,13,Patrick Ramsey pass incomplete intended for Brian Kozlowski,4.950,3.250
3,3:29,,,,0,13,Timeout #1 by Washington Redskins,0.000,3.250
3,3:29,4,2,PIT 2,6,13,"Patrick Ramsey pass complete to Chris Cooley for 2 yards, touchdown",3.250,7.000
3,,,,PIT 2,7,13,John Hall kicks extra point good,0.000,0.000
3,,,,WAS 30,7,13,"John Hall kicks off 64 yards, returned by Ike Taylor for 21 yards (tackle by Sean Taylor)",0.000,0.740
3,3:18,1,10,PIT 27,7,13,Ben Roethlisberger left end for 3 yards (tackle by Lemar Marshall),0.740,0.600
3,2:53,2,7,PIT 30,7,13,Jerome Bettis right tackle for 2 yards (tackle by Shawn Springs),0.600,0.170
3,2:10,3,5,PIT 32,7,13,Ben Roethlisberger pass incomplete intended for Hines Ward,0.170,-1.240
3,2:06,4,5,PIT 32,7,13,"Chris Gardocki punts 51 yards, returned by James Thrash for 8 yards (tackle by James Harrison)",-1.240,-0.610
3,1:53,1,10,WAS 25,7,13,Clinton Portis left end for 7 yards (tackle by Larry Foote),0.610,1.010
3,1:26,2,3,WAS 32,7,13,Ladell Betts right tackle for 2 yards (tackle by Clark Haggans),1.010,0.560
3,0:49,3,1,WAS 34,7,13,Ladell Betts up the middle for no gain (tackle by Aaron Smith),0.560,-1.110
3,0:31,4,1,WAS 34,7,13,"Tom Tupa punts 56 yards, returned by Antwaan Randle El for 5 yards (tackle by Marcus Washington)",-1.110,0.220
3,0:17,1,10,PIT 15,7,13,Jerome Bettis up the middle for 6 yards (tackle by Sean Taylor and Ryan Clark),-0.220,0.210
Quarter,Time,Down,ToGo,Location,WAS,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,PIT 21,7,13,Jerome Bettis up the middle for 3 yards (tackle by Antonio Pierce),0.210,-0.270
4,14:24,3,1,PIT 24,7,13,Jerome Bettis up the middle for 3 yards (tackle by Renaldo Wynn and Joe Salave'a),-0.270,0.740
4,13:43,1,10,PIT 27,7,13,Ben Roethlisberger pass complete to Hines Ward for 17 yards (tackle by Antonio Pierce),0.740,1.860
4,13:00,1,10,PIT 44,7,13,Ben Roethlisberger pass complete to Hines Ward for 15 yards (tackle by Ryan Clark),1.860,2.850
4,12:15,1,10,WAS 41,7,13,Ben Roethlisberger right end for 3 yards (tackle by Marcus Washington and Ryan Clark),2.850,2.710
4,11:25,2,7,WAS 38,7,13,Jerome Bettis left tackle for 16 yards (tackle by Fred Smoot and Ryan Clark),2.710,4.110
4,10:42,1,10,WAS 22,7,13,Ben Roethlisberger pass incomplete intended for Antwaan Randle El (defended by Fred Smoot),4.110,3.560
4,10:33,2,10,WAS 22,7,13,Jerome Bettis left end for 8 yards (tackle by Sean Taylor),3.560,4.150
4,10:00,3,2,WAS 14,7,13,Ben Roethlisberger pass incomplete intended for Hines Ward,4.150,2.630
4,9:57,4,2,WAS 14,7,16,Jeff Reed 32 yard field goal good,2.630,3.000
4,,,,PIT 30,7,16,"Jeff Reed kicks off 49 yards, returned by Ladell Betts for 5 yards (tackle by James Harrison)",0.000,0.670
4,9:49,1,10,WAS 26,7,16,Patrick Ramsey pass complete to Chris Cooley for 5 yards (tackle by Chris Hope),0.670,0.810
4,9:12,2,5,WAS 31,7,16,Patrick Ramsey pass incomplete intended for Clinton Portis,0.810,0.100
4,9:06,3,5,WAS 31,7,16,Patrick Ramsey sacked by Joey Porter for -8 yards,0.100,-1.830
4,8:42,4,13,WAS 23,7,16,"Tom Tupa punts 50 yards, returned by Antwaan Randle El for 3 yards. Penalty on Sean Morey: Illegal Block Above the Waist, 10 yards",-1.830,-0.280
4,8:27,1,10,PIT 20,7,16,Jerome Bettis up the middle for 2 yards (tackle by Brandon Noble and Ryan Boschetti),0.280,0.000
4,7:43,2,8,PIT 22,7,16,Ben Roethlisberger sacked by Lemar Marshall for -8 yards,0.000,-2.030
4,7:14,3,16,PIT 14,7,16,Ben Roethlisberger pass incomplete intended for Willie Parker (defended by Sean Taylor),-2.030,-2.470
4,7:04,4,16,PIT 14,7,16,"Chris Gardocki punts 41 yards, returned by James Thrash for 5 yards (tackle by Chidi Iwuoma)",-2.470,-2.260
4,6:54,1,10,PIT 50,7,16,Rod Gardner pass incomplete intended for Laveranues Coles,2.260,1.710
4,6:46,2,10,PIT 50,7,16,Patrick Ramsey sacked by Clark Haggans for -3 yards,1.710,0.630
4,6:17,3,13,WAS 47,7,16,Patrick Ramsey pass complete to Ladell Betts for 11 yards (tackle by Chris Hope),0.630,0.460
4,5:32,4,2,PIT 42,7,16,Patrick Ramsey pass complete to Chris Cooley for 2 yards (tackle by Willie J. Williams),0.460,2.920
4,4:48,1,10,PIT 40,7,16,Patrick Ramsey pass incomplete intended for Laveranues Coles is intercepted by Deshea Townsend at PIT-13 and returned for 15 yards (tackle by Ladell Betts),2.920,-0.810
4,4:39,1,10,PIT 28,7,16,Jerome Bettis right guard for no gain (tackle by Cornelius Griffin),0.810,0.260
4,3:56,2,10,PIT 28,7,16,Jerome Bettis up the middle for 10 yards (tackle by Sean Taylor),0.260,1.470
4,3:18,1,10,PIT 38,7,16,Jerome Bettis up the middle for 4 yards (tackle by Marcus Washington),1.470,1.460
4,2:36,2,6,PIT 42,7,16,Jerome Bettis right guard for 2 yards (tackle by Brandon Noble),1.460,1.020
4,2:30,,,,7,16,Timeout #2 by Washington Redskins,0.000,1.020
4,2:30,3,4,PIT 44,7,16,Jerome Bettis up the middle for no gain (tackle by Ryan Boschetti and Sean Taylor),1.020,-0.460
4,2:23,,,,7,16,Timeout #3 by Washington Redskins,0.000,-0.460
4,2:23,4,4,PIT 44,7,16,"Chris Gardocki punts 51 yards, returned by James Thrash for 5 yards (tackle by Chidi Iwuoma)",-0.460,0.380
4,2:11,1,10,WAS 10,7,16,Patrick Ramsey pass incomplete intended for Robert Royal,-0.380,-0.780
4,2:06,2,10,WAS 10,7,16,Patrick Ramsey pass complete to Clinton Portis for no gain,-0.780,-1.420
4,1:59,3,10,WAS 10,7,16,Patrick Ramsey pass incomplete intended for Laveranues Coles (defended by Ricardo Colclough),-1.420,-2.490
4,1:53,4,10,WAS 10,7,16,"Penalty on Patrick Ramsey: Delay of Game, 5 yards (no play)",-2.490,-2.490
4,1:52,4,15,WAS 5,7,16,Patrick Ramsey pass complete to Robert Royal for 6 yards (tackle by Chris Hope),-2.490,-4.840
4,1:44,1,10,WAS 11,7,16,Ben Roethlisberger kneels for -1 yards,4.840,3.980
4,1:04,2,11,WAS 12,7,16,Ben Roethlisberger kneels for -1 yards,3.980,3.080
4,0:28,3,12,WAS 13,7,16,Ben Roethlisberger kneels for -1 yards,3.080,2.510
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
