#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:48,CHI 7,10,4:34,45,Punt
2,1,5:13,CHI 25,5,3:25,17,Punt
3,1,0:13,CHI 35,10,4:19,60,Field Goal
4,2,7:49,CHI 20,3,1:20,9,Punt
5,2,3:36,BAL 20,2,0:43,20,Touchdown
6,2,2:07,CHI 35,3,0:27,-9,Punt
7,2,0:03,CHI 25,1,0:03,-1,End of Half
8,3,15:00,CHI 26,6,3:16,26,Punt
9,3,9:42,CHI 34,7,3:41,66,Touchdown
10,3,5:47,CHI 20,3,1:35,0,Punt
11,3,2:27,CHI 21,4,2:03,18,Fumble
12,4,11:26,CHI 44,5,2:05,8,Fumble
13,4,2:56,CHI 17,4,1:19,7,Punt
14,4,1:37,CHI 25,3,1:25,-2,Punt
15,5,10:00,CHI 20,4,2:56,12,Punt
16,5,5:40,CHI 7,8,5:40,71,Field Goal
