Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Josh Sitton,G,80,100%,0,0%,5,14%
Bobby Massie,T,80,100%,0,0%,5,14%
Charles Leno Jr.,T,80,100%,0,0%,5,14%
Cody Whitehair,C,80,100%,0,0%,0,0%
Mitchell Trubisky,QB,80,100%,0,0%,0,0%
Kyle Long,G,77,96%,0,0%,0,0%
Tanner Gentry,WR,76,95%,0,0%,1,3%
Dion Sims,TE,69,86%,0,0%,6,16%
Tre McBride,WR,58,72%,0,0%,0,0%
Zach Miller,TE,55,69%,0,0%,1,3%
Jordan Howard,RB,54,68%,0,0%,0,0%
Tarik Cohen,RB,26,32%,0,0%,11,30%
Kendall Wright,WR,25,31%,0,0%,0,0%
Adam Shaheen,TE,19,24%,0,0%,28,76%
Michael Burton,FB,15,19%,0,0%,16,43%
Tom Compton,T,3,4%,0,0%,5,14%
Josh Bellamy,WR,2,2%,0,0%,19,51%
Benny Cunningham,RB,1,1%,0,0%,18,49%
Adrian Amos,FS,0,0%,73,100%,14,38%
Eddie Jackson,FS,0,0%,73,100%,13,35%
Kyle Fuller,CB,0,0%,73,100%,9,24%
Prince Amukamara,CB,0,0%,73,100%,2,5%
Danny Trevathan,LB,0,0%,72,99%,1,3%
Leonard Floyd,LB,0,0%,72,99%,0,0%
Akiem Hicks,DE,0,0%,64,88%,0,0%
Christian Jones,LB,0,0%,56,77%,14,38%
Eddie Goldman,NT,0,0%,47,64%,4,11%
Bryce Callahan,CB,0,0%,46,63%,0,0%
Mitch Unrein,DE,0,0%,40,55%,9,24%
Pernell McPhee,LB,0,0%,37,51%,0,0%
Sam Acho,LB,0,0%,36,49%,25,68%
Jonathan Bullard,DE,0,0%,25,34%,4,11%
Roy Robertson-Harris,DE,0,0%,7,10%,21,57%
DeAndre Houston-Carson,FS,0,0%,7,10%,19,51%
Isaiah Irving,LB,0,0%,1,1%,7,19%
Jonathan Anderson,LB,0,0%,0,0%,32,86%
Cre'von LeBlanc,CB,0,0%,0,0%,26,70%
Deon Bush,SS,0,0%,0,0%,18,49%
Daniel Brown,TE,0,0%,0,0%,17,46%
Pat O'Donnell,P,0,0%,0,0%,14,38%
Andrew DePaola,LS,0,0%,0,0%,14,38%
Connor Barth,K,0,0%,0,0%,10,27%
Marcus Cooper,CB,0,0%,0,0%,6,16%
Bradley Sowell,T,0,0%,0,0%,5,14%
Sherrick McManis,CB,0,0%,0,0%,3,8%
