Quarter,Time,Down,ToGo,Location,CAR,TAM,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Panthers won the coin toss, Panthers to receive the opening kickoff.",,
1,15:00,,,TAM 30,0,0,"Connor Barth kicks off 68 yards, returned by Jordan Pugh for 21 yards (tackle by Dekoda Watson)",0.000,0.480
1,14:54,1,10,CAR 23,0,0,Mike Goodson left guard for 2 yards (tackle by Barrett Ruud),0.480,0.200
1,14:21,2,8,CAR 25,0,0,Mike Goodson right tackle for 6 yards (tackle by Ronde Barber and Barrett Ruud),0.200,0.300
1,13:48,3,2,CAR 31,0,0,Mike Goodson left end for 7 yards (tackle by Barrett Ruud),0.300,1.470
1,13:13,1,10,CAR 38,0,0,Jimmy Clausen pass complete short right to Steve Smith for 7 yards (tackle by Aqib Talib),1.470,1.870
1,12:51,2,3,CAR 45,0,0,"Mike Goodson middle for no gain (tackle by Gerald McCoy). Mike Goodson fumbles (forced by Gerald McCoy), recovered by Sean Jones at CAR-47 (tackle by Geoff Schwartz)",1.870,-2.460
1,12:44,1,10,CAR 47,0,0,Josh Freeman right end for 5 yards (tackle by Nic Harris),2.460,2.590
1,12:16,2,5,CAR 42,0,0,Josh Freeman pass complete short left to John Gilmore for 29 yards (tackle by Nic Harris),2.590,4.710
1,11:28,1,10,CAR 13,0,0,LeGarrette Blount left tackle for 5 yards (tackle by Richard Marshall and Nic Harris),4.710,4.960
1,10:45,2,5,CAR 8,0,6,"Josh Freeman pass complete short left to Arrelious Benn for 8 yards, touchdown",4.960,7.000
1,,,,CAR 2,0,7,Connor Barth kicks extra point good,0.000,0.000
1,,,,TAM 30,0,7,"Connor Barth kicks off 67 yards, returned by Jordan Pugh for 26 yards (tackle by Niko Koutouvides)",0.000,0.870
1,10:31,1,10,CAR 29,0,7,Jimmy Clausen pass incomplete short right intended for Jeff King,0.870,0.330
1,10:25,2,10,CAR 29,0,7,Jimmy Clausen pass incomplete short left intended for Steve Smith,0.330,-0.360
1,10:22,3,10,CAR 29,0,7,Jimmy Clausen pass complete short middle to Brandon LaFell for 15 yards (tackle by Elbert Mack),-0.360,1.860
1,9:47,1,10,CAR 44,0,7,Mike Goodson right guard for -4 yards (tackle by Adam Hayward),1.860,0.780
