Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
2,11:44,2,7,WAS 23,14,3,John Simon left tackle for 6 yards (tackle by Marcus Trufant),0.140,0.230
2,11:01,3,1,WAS 29,14,3,Rock Cartwright left end for 8 yards (tackle by Reggie Tongue),0.230,1.400
2,10:20,1,10,WAS 37,14,3,Patrick Ramsey pass complete to Laveranues Coles for 3 yards (tackle by Ken Hamlin),1.400,1.260
2,9:44,2,7,WAS 40,14,3,Patrick Ramsey pass incomplete intended for Rod Gardner (defended by Ken Hamlin),1.260,0.560
2,9:29,3,7,WAS 40,14,3,"Patrick Ramsey pass incomplete intended for Patrick Johnson is intercepted by Shawn Springs at SEA-40 and returned for 18 yards (tackle by Rock Cartwright). Penalty on Marcus Trufant: Defensive Pass Interference, 12 yards (no play)",0.560,2.390
2,9:15,1,10,SEA 48,14,3,Trung Canidate up the middle for 3 yards (tackle by Cedric Woodard),2.390,2.250
2,8:44,2,7,SEA 45,14,3,Trung Canidate left end for 5 yards (tackle by Chike Okeafor),2.250,2.210
2,8:02,3,2,SEA 40,14,3,Patrick Ramsey pass complete to Rod Gardner for 7 yards (tackle by Ken Lucas),2.210,3.380
2,7:26,1,10,SEA 33,14,3,Rock Cartwright up the middle for 8 yards (tackle by Randall Godfrey),3.380,3.920
2,6:52,2,2,SEA 25,14,3,Patrick Ramsey pass complete to Rod Gardner for 10 yards (tackle by Chad Brown),3.920,4.580
2,6:07,1,10,SEA 15,14,9,"Patrick Ramsey pass complete to Laveranues Coles for 15 yards, touchdown",4.580,7.000
2,,,,SEA 2,14,10,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,14,10,"John Hall kicks off 62 yards, returned by Maurice Morris for 32 yards (tackle by Ade Jimoh). Penalty on Ade Jimoh: Personal Foul, 15 yards",0.000,2.590
2,5:46,1,10,WAS 45,14,10,Matt Hasselbeck pass complete to Darrell Jackson for 6 yards (tackle by Ifeanyi Ohalete),2.590,2.850
2,5:18,2,4,WAS 39,14,10,Shaun Alexander right tackle for 4 yards (tackle by Ifeanyi Ohalete),2.850,3.250
2,4:47,1,10,WAS 35,14,10,Shaun Alexander right end for 4 yards (tackle by Jeremiah Trotter),3.250,3.240
2,4:06,2,6,WAS 31,14,10,Matt Hasselbeck pass complete to Itula Mili for 16 yards (tackle by Regan Upshaw),3.240,4.580
2,3:36,1,10,WAS 15,14,10,Matt Hasselbeck pass incomplete intended for Darrell Jackson (defended by Daryl Terrell),4.580,3.950
2,3:28,2,10,WAS 15,14,10,Matt Hasselbeck sacked by Regan Upshaw for -7 yards,3.950,2.410
2,2:55,3,17,WAS 22,14,10,Matt Hasselbeck pass complete to Darrell Jackson for 13 yards (tackle by Ifeanyi Ohalete),2.410,2.900
2,2:16,4,4,WAS 9,17,10,Josh Brown 27 yard field goal good,2.900,3.000
2,,,,SEA 30,17,10,"Josh Brown kicks off 49 yards, returned by Rock Cartwright for 13 yards (tackle by Alex Bannister)",0.000,1.200
2,2:01,1,10,WAS 34,17,10,Trung Canidate left guard for 1 yard (tackle by Damien Robinson),1.200,0.790
2,1:55,2,9,WAS 35,17,10,Patrick Ramsey pass complete to Zeron Flemister for 8 yards (tackle by Anthony Simmons),0.790,1.160
2,1:34,3,1,WAS 43,17,10,Rock Cartwright left tackle for 4 yards (tackle by Anthony Simmons),1.160,2.060
2,1:07,1,10,WAS 47,17,10,"Patrick Ramsey pass complete to Darnerien McCants for 7 yards (tackle by Damien Robinson). Penalty on Chris Samuels: Illegal Formation, 5 yards (no play)",2.060,1.730
2,0:57,1,15,WAS 42,17,10,Rock Cartwright left end for 9 yards (tackle by Ken Hamlin),1.730,2.060
2,0:33,2,6,SEA 49,17,10,Patrick Ramsey pass complete to Laveranues Coles for 31 yards (tackle by Reggie Tongue),2.060,4.370
2,0:21,,,,17,10,Timeout #2 by Washington Redskins,0.000,4.370
2,0:21,1,10,SEA 18,17,10,Patrick Ramsey pass complete to Rock Cartwright for 4 yards (tackle by Anthony Simmons),4.370,4.430
2,0:11,,,,17,10,Timeout #3 by Washington Redskins,0.000,4.430
2,0:11,2,6,SEA 14,17,16,"Patrick Ramsey pass complete to Rod Gardner for 14 yards, touchdown. Penalty on Shawn Springs: Defensive Pass Interference (Declined)",4.430,7.000
2,,,,SEA 2,17,17,John Hall kicks extra point good,0.000,0.000
2,,,,WAS 30,17,17,"John Hall kicks off 44 yards, returned by Mack Strong for 11 yards (tackle by Antonio Pierce)",0.000,0.940
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,17,17,"Josh Brown kicks off 61 yards, returned by Patrick Johnson for 17 yards (tackle by Orlando Huff)",0.000,0.670
3,14:53,1,10,WAS 26,17,17,Trung Canidate left guard for no gain (tackle by Cedric Woodard),0.670,0.130
3,14:24,2,10,WAS 26,17,17,Patrick Ramsey pass complete to Laveranues Coles for 64 yards (tackle by Ken Hamlin),0.130,4.910
3,13:26,1,10,SEA 10,17,17,Trung Canidate right end for 4 yards (tackle by Brandon Mitchell),4.910,4.950
3,12:51,2,6,SEA 6,17,17,Patrick Ramsey pass incomplete intended for Rod Gardner,4.950,4.040
3,12:43,3,6,SEA 6,17,17,Patrick Ramsey pass incomplete intended for Laveranues Coles is intercepted by Anthony Simmons at SEA-5 and returned for 4 yards (tackle by Jon Jansen),4.040,0.380
3,12:37,1,10,SEA 9,17,17,Shaun Alexander up the middle for 4 yards (tackle by Ifeanyi Ohalete),-0.380,-0.480
3,12:07,2,6,SEA 13,17,17,Matt Hasselbeck pass incomplete intended for Darrell Jackson,-0.480,-0.950
3,11:59,3,6,SEA 13,17,17,Matt Hasselbeck pass incomplete intended for Koren Robinson,-0.950,-2.490
3,11:56,4,6,SEA 13,17,17,"Tom Rouen punts 44 yards, returned by Patrick Johnson for 11 yards (tackle by Alex Bannister)",-2.490,-2.520
3,11:42,1,10,SEA 46,17,17,Laveranues Coles right end for 14 yards (tackle by Koren Robinson),2.520,3.450
3,11:20,1,10,SEA 32,17,17,Patrick Ramsey pass complete to Rod Gardner for 5 yards (tackle by Marcus Trufant),3.450,3.580
3,10:44,2,5,SEA 27,17,17,Rock Cartwright left tackle for 8 yards (tackle by Ken Hamlin),3.580,4.310
3,10:06,1,10,SEA 19,17,17,Patrick Ramsey pass complete to Bryan Johnson for 3 yards (tackle by Ken Hamlin),4.310,4.180
3,9:31,2,7,SEA 16,17,17,Trung Canidate left end for no gain (tackle by Chad Brown),4.180,3.410
3,8:49,3,7,SEA 16,17,17,Patrick Ramsey pass incomplete,3.410,2.380
3,8:40,4,7,SEA 16,17,20,John Hall 34 yard field goal good,2.380,3.000
3,,,,WAS 30,17,20,"John Hall kicks off 56 yards, returned by Maurice Morris for 21 yards (tackle by Taylor Jacobs)",0.000,1.270
3,8:27,1,10,SEA 35,17,20,Matt Hasselbeck pass complete to Bobby Engram for 8 yards (tackle by Daryl Terrell),1.270,1.800
3,7:56,2,2,SEA 43,17,20,Mack Strong right end for 1 yard (tackle by Champ Bailey),1.800,1.220
3,7:21,3,1,SEA 44,17,20,Matt Hasselbeck pass complete to Itula Mili for 3 yards (tackle by Ifeanyi Ohalete),1.220,2.060
3,6:40,1,10,SEA 47,17,20,Shaun Alexander left end for 1 yard (tackle by Peppi Zellner),2.060,1.650
3,6:03,2,9,SEA 48,17,20,Matt Hasselbeck pass complete to Koren Robinson for 12 yards (tackle by Daryl Terrell),1.650,2.920
3,5:25,1,10,WAS 40,17,20,Matt Hasselbeck pass incomplete intended for Koren Robinson,2.920,2.370
3,5:15,2,10,WAS 40,17,20,Shaun Alexander left guard for 12 yards (tackle by Fred Smoot),2.370,3.710
3,4:45,1,10,WAS 28,17,20,Shaun Alexander right guard for 1 yard (tackle by Peppi Zellner),3.710,3.300
3,4:08,2,9,WAS 27,17,20,Matt Hasselbeck sacked by Lional Dalton for -6 yards,3.300,1.820
3,3:29,3,15,WAS 33,17,20,Matt Hasselbeck left end for 1 yard (tackle by Peppi Zellner),1.820,1.240
3,2:43,4,14,WAS 32,17,20,Josh Brown 49 yard field goal no good,1.240,-1.600
3,2:38,1,10,WAS 40,17,20,Trung Canidate right guard for 3 yards (tackle by Lamar King),1.600,1.460
3,2:08,2,7,WAS 43,17,20,Patrick Ramsey pass incomplete intended for Rod Gardner,1.460,0.760
3,1:59,3,7,WAS 43,17,20,Patrick Ramsey pass complete to Rod Gardner for 10 yards (tackle by Marcus Trufant),0.760,2.460
3,1:37,1,10,SEA 47,17,20,Patrick Ramsey pass incomplete intended for Laveranues Coles,2.460,1.910
3,1:28,2,10,SEA 47,17,20,Rock Cartwright right guard for 2 yards (tackle by Rashad Moore),1.910,1.490
3,0:53,3,8,SEA 45,17,20,Patrick Ramsey pass incomplete intended for Laveranues Coles,1.490,0.270
3,0:42,4,8,SEA 45,17,20,Bryan Barker punts 41 yards,0.270,0.380
3,0:30,1,10,SEA 4,17,20,Shaun Alexander up the middle for 14 yards (tackle by Andre Lott and Daryl Terrell),-0.380,0.040
Quarter,Time,Down,ToGo,Location,SEA,WAS,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 18,17,20,Matt Hasselbeck sacked by Bruce Smith for -7 yards,0.040,-1.290
4,14:32,2,17,SEA 11,17,20,Matt Hasselbeck pass complete to Mack Strong for 15 yards (tackle by Ifeanyi Ohalete),-1.290,-0.140
4,13:44,3,2,SEA 26,17,20,Matt Hasselbeck pass complete to Bobby Engram for 24 yards (tackle by Daryl Terrell),-0.140,2.260
4,13:09,1,10,WAS 50,17,20,"Shaun Alexander left guard for 7 yards (tackle by Daryl Terrell). Penalty on WAS: Defensive 12 On-field, 5 yards (no play)",2.260,2.990
4,12:46,1,5,WAS 45,17,20,Shaun Alexander left end for 2 yards (tackle by Darrell Russell),2.990,2.660
4,12:17,2,3,WAS 43,17,20,Matt Hasselbeck pass complete to Darrell Jackson for 8 yards (tackle by Champ Bailey),2.660,3.250
4,11:42,1,10,WAS 35,17,20,Shaun Alexander right end for -4 yards (tackle by LaVar Arrington),3.250,2.160
4,11:00,2,14,WAS 39,17,20,Shaun Alexander right tackle for 9 yards (tackle by Champ Bailey),2.160,2.680
4,10:18,3,5,WAS 30,17,20,Matt Hasselbeck pass incomplete intended for Koren Robinson (defended by Ifeanyi Ohalete),2.680,1.450
4,10:04,,,,17,20,Timeout #1 by Seattle Seahawks,0.000,1.450
4,10:04,4,5,WAS 30,20,20,Josh Brown 48 yard field goal good,1.450,3.000
4,,,,SEA 30,20,20,"Josh Brown kicks off 52 yards, returned by Patrick Johnson for 18 yards (tackle by Isaiah Kacyvenski)",0.000,1.330
4,9:54,1,10,WAS 36,20,20,Rock Cartwright up the middle for 3 yards (tackle by Cedric Woodard),1.330,1.200
4,9:24,2,7,WAS 39,20,20,Patrick Ramsey pass incomplete,1.200,0.500
4,9:15,3,7,WAS 39,20,20,Patrick Ramsey pass incomplete intended for Laveranues Coles,0.500,-0.780
4,9:10,4,7,WAS 39,20,20,Bryan Barker punts 31 yards,-0.780,-1.530
4,9:00,1,10,SEA 39,20,20,Shaun Alexander left end for 7 yards (tackle by LaVar Arrington),1.530,1.930
4,8:30,2,3,SEA 46,20,20,Shaun Alexander right guard for 2 yards (tackle by Jeremiah Trotter),1.930,1.490
4,7:55,3,1,SEA 48,20,20,Shaun Alexander up the middle for -2 yards (tackle by Jessie Armstead),1.490,-0.320
4,7:22,4,3,SEA 46,20,20,"Tom Rouen punts 38 yards, fair catch by Patrick Johnson",-0.320,0.140
4,7:10,1,10,WAS 16,20,20,Patrick Ramsey pass incomplete intended for Darnerien McCants,-0.140,-0.660
4,7:03,2,10,WAS 16,20,20,Rock Cartwright left end for 9 yards (tackle by Chike Okeafor),-0.660,-0.200
4,6:41,3,1,WAS 25,20,20,Rock Cartwright up the middle for no gain (tackle by Chad Brown),-0.200,-1.700
4,6:13,4,1,WAS 25,20,20,Rock Cartwright left guard for 2 yards (tackle by Anthony Simmons),-1.700,0.740
4,5:34,1,10,WAS 27,20,20,Patrick Ramsey pass complete to Laveranues Coles for 12 yards (tackle by Marcus Trufant),0.740,1.530
4,4:58,1,10,WAS 39,20,20,Rock Cartwright up the middle for 5 yards (tackle by Ken Hamlin),1.530,1.660
4,4:21,2,5,WAS 44,20,20,Patrick Ramsey pass complete to Rod Gardner for 20 yards (tackle by Ken Lucas),1.660,3.180
4,3:38,1,10,SEA 36,20,20,Rock Cartwright up the middle for 21 yards (tackle by Marcus Trufant),3.180,4.580
4,2:50,,,,20,20,Timeout #2 by Seattle Seahawks,0.000,4.580
4,2:50,1,10,SEA 15,20,20,Trung Canidate left end for 4 yards (tackle by Reggie Tongue),4.580,4.640
4,2:18,2,6,SEA 11,20,20,Trung Canidate right end for 1 yard (tackle by Chad Brown),4.640,4.000
4,2:02,,,,20,20,Timeout #2 by Washington Redskins,0.000,4.000
4,2:02,3,5,SEA 10,20,26,"Rod Gardner pass complete to Trung Canidate for 10 yards, touchdown",4.000,7.000
4,,,,SEA 2,20,27,John Hall kicks extra point good,0.000,0.000
4,,,,WAS 30,20,27,"John Hall kicks off 45 yards, returned by Jerry Wunsch for 10 yards (tackle by Ifeanyi Ohalete)",0.000,1.270
4,1:53,1,10,SEA 35,20,27,Matt Hasselbeck pass complete to Darrell Jackson for 14 yards (tackle by Champ Bailey),1.270,2.190
4,1:24,1,10,SEA 49,20,27,Matt Hasselbeck pass complete to Bobby Engram for 5 yards (tackle by Jeremiah Trotter),2.190,2.320
4,1:11,2,5,WAS 46,20,27,Matt Hasselbeck pass complete to Koren Robinson for 16 yards (tackle by Ifeanyi Ohalete),2.320,3.580
4,0:50,1,10,WAS 30,20,27,Matt Hasselbeck pass incomplete intended for Shaun Alexander,3.580,3.030
4,0:44,2,10,WAS 30,20,27,"Penalty on SEA: Delay of Game, 5 yards (no play)",3.030,2.360
4,0:44,2,15,WAS 35,20,27,Matt Hasselbeck pass incomplete intended for Darrell Jackson is intercepted by Fred Smoot at WAS-23,2.360,-0.480
4,0:39,1,10,WAS 23,20,27,Patrick Ramsey kneels for -1 yards,0.480,-0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
