Quarter,Time,Down,ToGo,Location,DET,KAN,Detail,EPB,EPA
1,9:32,1,10,DET 43,0,0,Trent Green pass complete to Priest Holmes for 3 yards (tackle by Boss Bailey),2.720,2.580
1,8:51,2,7,DET 40,0,0,Trent Green pass complete to Priest Holmes for 8 yards (tackle by Barrett Green),2.580,3.450
1,8:11,1,10,DET 32,0,0,Trent Green pass complete to Johnnie Morton for 14 yards (tackle by Brian Walker),3.450,4.370
1,7:30,1,10,DET 18,0,0,"Johnnie Morton right end for 1 yard. Penalty on Tony Gonzalez: Offensive Holding, 10 yards",4.370,3.780
1,7:02,1,19,DET 27,0,0,Trent Green pass incomplete intended for Tony Gonzalez,3.780,2.610
1,6:58,2,19,DET 27,0,6,"Trent Green pass complete to Tony Gonzalez for 27 yards, touchdown",2.610,7.000
1,,,,DET 2,0,7,Morten Andersen kicks extra point good,0.000,0.000
1,,,,KAN 30,0,7,"Jason Baker kicks off 60 yards, returned by Reggie Swinton for 25 yards (tackle by Julian Battle)",0.000,1.270
1,6:45,1,10,DET 35,0,7,Artose Pinner up the middle for 4 yards (tackle by Shawn Barber),1.270,1.260
1,6:12,2,6,DET 39,0,7,Artose Pinner left tackle for 5 yards (tackle by Scott Fujita),1.260,1.220
1,5:39,3,1,DET 44,0,7,Cory Schlesinger up the middle for 2 yards (tackle by Eric Hicks),1.220,1.990
1,5:01,1,10,DET 46,0,7,Joey Harrington pass incomplete intended for Cory Schlesinger is intercepted by Kawika Mitchell at KAN-47 and returned for 3 yards (tackle by Dominic Raiola),1.990,-2.260
1,4:55,1,10,KAN 50,0,7,Priest Holmes up the middle for 9 yards (tackle by Cory Redding),2.260,2.930
1,4:20,2,1,DET 41,0,7,Priest Holmes left end for 6 yards (tackle by Earl Holmes),2.930,3.250
1,3:44,1,10,DET 35,0,7,Trent Green pass complete to Eddie Kennison for 16 yards (tackle by Earl Holmes),3.250,4.310
1,3:44,1,10,DET 19,0,7,"Penalty on Shaun Rogers: Encroachment, 5 yards (no play)",4.310,5.300
1,2:47,1,5,DET 14,0,13,"Priest Holmes left end for 14 yards, touchdown",5.300,7.000
1,,,,DET 2,0,14,Morten Andersen kicks extra point good,0.000,0.000
1,,,,KAN 30,0,14,"Jason Baker kicks off 70 yards, touchback",0.000,0.280
1,2:41,1,10,DET 20,0,14,Shawn Bryson up the middle for 6 yards (tackle by Kawika Mitchell and Vonnie Holliday),0.280,0.540
1,2:03,2,4,DET 26,0,14,Joey Harrington pass incomplete intended for Az-Zahir Hakim,0.540,-0.160
1,1:56,3,4,DET 26,0,14,Joey Harrington pass incomplete intended for Artose Pinner,-0.160,-1.630
1,1:51,4,4,DET 26,0,14,"Nick Harris punts 39 yards, returned by Dante Hall for no gain",-1.630,-1.270
1,1:42,1,10,KAN 35,0,14,Trent Green pass complete to Priest Holmes for 12 yards (tackle by Brian Walker),1.270,2.060
1,1:01,1,10,KAN 47,0,14,Johnnie Morton right end for 7 yards (tackle by Boss Bailey),2.060,2.460
1,0:21,2,3,DET 46,0,14,Priest Holmes up the middle for 1 yard (tackle by Barrett Green),2.460,1.880
Quarter,Time,Down,ToGo,Location,DET,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,DET 45,0,14,Priest Holmes up the middle for 8 yards (tackle by Bracy Walker),1.880,3.120
2,14:26,1,10,DET 37,0,14,Trent Green pass incomplete intended for Johnnie Morton,3.120,2.570
2,14:20,2,10,DET 37,0,14,Trent Green pass complete to Priest Holmes for 9 yards (tackle by Dre' Bly),2.570,3.070
2,13:43,3,1,DET 28,0,14,Priest Holmes left end for 5 yards (tackle by Boss Bailey and Terrence Holt),3.070,4.040
2,12:59,1,10,DET 23,0,14,"Trent Green pass incomplete. Penalty on Earl Holmes: Roughing the Passer, 12 yards (no play)",4.040,4.840
2,12:54,1,10,DET 11,0,14,Derrick Blaylock right end for 2 yards (tackle by Barrett Green),4.840,4.510
2,12:13,2,8,DET 9,0,20,"Priest Holmes left end for 9 yards, touchdown",4.510,7.000
2,,,,DET 2,0,21,Morten Andersen kicks extra point good,0.000,0.000
2,,,,KAN 30,0,21,"Jason Baker kicks off 68 yards, returned by Reggie Swinton for 16 yards (tackle by Jimmy Wilkerson)",0.000,0.040
2,12:02,1,10,DET 18,0,21,Artose Pinner up the middle for 1 yard (tackle by Jerome Woods),0.040,-0.320
2,11:25,2,9,DET 19,0,21,Shawn Bryson right end for 2 yards (tackle by Scott Fujita),-0.320,-0.790
2,10:48,3,7,DET 21,0,21,"Joey Harrington pass incomplete intended for Reggie Swinton. Penalty on Eric Warfield: Illegal Contact, 5 yards (no play)",-0.790,0.670
2,10:42,1,10,DET 26,0,21,Artose Pinner up the middle for 12 yards (tackle by Jerome Woods),0.670,1.470
2,10:03,1,10,DET 38,0,21,Reggie Swinton right end for 2 yards (tackle by Greg Wesley),1.470,1.190
2,9:21,2,8,DET 40,0,21,Shawn Bryson up the middle for 3 yards (tackle by Vonnie Holliday),1.190,0.890
2,8:39,3,5,DET 43,0,21,Joey Harrington pass complete to Reggie Swinton for 7 yards (tackle by Eric Warfield),0.890,2.260
2,8:05,1,10,KAN 50,0,21,Shawn Bryson left end for 4 yards (tackle by Dexter McCleon),2.260,2.250
2,7:24,2,6,KAN 46,0,21,Joey Harrington pass complete to Cory Schlesinger for 2 yards (tackle by Shawn Barber),2.250,1.820
2,6:53,3,4,KAN 44,0,21,Joey Harrington pass complete to Cory Schlesinger for 9 yards (tackle by Scott Fujita),1.820,3.250
2,6:16,1,10,KAN 35,0,21,Shawn Bryson right end for -1 yards (tackle by Eric Warfield),3.250,2.570
2,5:47,2,11,KAN 36,0,21,--,2.570,4.580
2,5:01,1,10,KAN 15,0,21,Artose Pinner left end for 1 yard (tackle by Kawika Mitchell),4.580,4.110
2,4:25,2,9,KAN 14,0,21,Joey Harrington pass complete to Mikhael Ricks for 3 yards (tackle by Scott Fujita),4.110,3.780
2,3:43,3,6,KAN 11,0,21,Joey Harrington pass incomplete intended for Bill Schroeder,3.780,2.720
2,3:43,4,6,KAN 11,3,21,Jason Hanson 29 yard field goal good,2.720,3.000
2,,,,DET 30,3,21,"Jason Hanson kicks off 53 yards, returned by Dante Hall for 13 yards (tackle by Donte Curry)",0.000,0.940
2,3:29,1,10,KAN 30,3,21,Trent Green pass complete to Priest Holmes for 10 yards (tackle by Boss Bailey),0.940,1.600
2,3:02,1,10,KAN 40,3,21,Trent Green pass complete to Tony Gonzalez for 7 yards (tackle by Dan Wilkinson),1.600,2.000
2,2:50,2,3,KAN 47,3,21,"Trent Green pass complete to Priest Holmes for 20 yards. Penalty on Willie Roaf: Offensive Holding, 10 yards, Penalty on John Tait: Offensive Holding (Declined) (no play)",2.000,0.650
2,2:22,2,13,KAN 37,3,27,"Trent Green pass complete to Derrick Blaylock for 63 yards, touchdown",0.650,7.000
2,,,,DET 2,3,28,Morten Andersen kicks extra point good,0.000,0.000
2,,,,KAN 30,3,28,"Jason Baker kicks off 68 yards, returned by Reggie Swinton for 41 yards. Penalty on KAN: Offside on Free Kick (Declined)",,
2,2:03,1,10,DET 43,3,28,"Shawn Bryson up the middle for 1 yard (tackle by John Browning). Penalty on John Browning: Face Mask (5 Yards), 5 yards",1.800,2.670
2,1:59,1,4,DET 49,3,28,Joey Harrington pass complete to Mikhael Ricks for 4 yards (tackle by Greg Wesley),2.670,2.460
2,1:37,1,10,KAN 47,3,28,Joey Harrington pass complete to Bill Schroeder for 2 yards (tackle by Eric Warfield),2.460,2.180
2,1:18,2,8,KAN 45,3,28,Shawn Bryson up the middle for 3 yards (tackle by Ryan Sims),2.180,1.880
2,1:10,,,,3,28,Timeout #1 by Detroit Lions,0.000,1.880
2,1:10,3,5,KAN 42,3,28,Joey Harrington pass complete to Bill Schroeder for 6 yards (tackle by William Bartee),1.880,3.180
2,0:49,1,10,KAN 36,3,28,Joey Harrington spiked the ball,3.180,2.640
2,0:49,2,10,KAN 36,3,28,Joey Harrington pass complete to Az-Zahir Hakim for 28 yards (tackle by Jerome Woods),2.640,5.370
2,0:30,1,8,KAN 8,3,28,Joey Harrington spiked the ball,5.370,4.570
2,0:30,2,8,KAN 8,3,28,Joey Harrington pass incomplete intended for Bill Schroeder,4.570,3.580
2,0:26,3,8,KAN 8,3,28,Joey Harrington pass incomplete intended for Az-Zahir Hakim,3.580,2.950
2,0:22,,,,3,28,Timeout #2 by Detroit Lions,0.000,2.950
2,0:22,4,8,KAN 8,9,28,"Joey Harrington pass complete to Az-Zahir Hakim for 8 yards, touchdown",2.950,7.000
2,,,,KAN 2,10,28,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,10,28,"Jason Hanson kicks off 32 yards, returned by Jimmy Wilkerson for no gain",0.000,1.470
2,0:17,1,10,KAN 38,10,28,Trent Green pass complete to Derrick Blaylock for 26 yards (tackle by Bracy Walker),1.470,3.180
2,0:07,,,,10,28,Timeout #2 by Kansas City Chiefs,0.000,3.180
2,0:07,1,10,DET 36,10,28,Trent Green pass complete to Derrick Blaylock for 6 yards (tackle by Bracy Walker),3.180,3.450
2,0:00,2,4,DET 30,10,28,Morten Andersen 48 yard field goal no good,3.450,1.400
Quarter,Time,Down,ToGo,Location,DET,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 30,10,28,"Jason Hanson kicks off 65 yards, returned by Dante Hall for 49 yards (tackle by Jason Hanson)",0.000,2.520
3,14:51,1,10,DET 46,10,28,Trent Green pass complete to Johnnie Morton for 9 yards (tackle by Bracy Walker),2.520,3.190
3,14:14,2,1,DET 37,10,28,Priest Holmes up the middle for no gain (tackle by Dre' Bly),3.190,2.480
3,14:01,3,1,DET 37,10,28,Priest Holmes up the middle for 2 yards (tackle by James Hall),2.480,3.250
3,13:19,1,10,DET 35,10,28,Dante Hall up the middle for no gain (tackle by Boss Bailey),3.250,2.700
3,12:37,2,10,DET 35,10,28,Trent Green pass incomplete intended for Tony Gonzalez,2.700,2.010
3,12:31,3,10,DET 35,10,28,Trent Green pass complete to Eddie Kennison for 16 yards (tackle by Terrence Holt),2.010,4.310
3,12:05,1,10,DET 19,10,28,Priest Holmes right end for -4 yards (tackle by Dre' Bly),4.310,3.220
3,12:05,2,14,DET 23,10,28,"Penalty on Shaun Rogers: Encroachment, 5 yards (no play)",3.220,3.880
3,11:06,2,9,DET 18,10,28,Trent Green pass complete to Tony Gonzalez for 15 yards (tackle by Wali Rainer),3.880,6.510
3,10:35,1,3,DET 3,10,34,"Priest Holmes up the middle for 3 yards, touchdown",6.510,7.000
3,,,,DET 2,10,35,Morten Andersen kicks extra point good,0.000,0.000
3,,,,KAN 30,10,35,"Jason Baker kicks off 55 yards, returned by Reggie Swinton for 30 yards (tackle by Fred Jones). Reggie Swinton fumbles (forced by Fred Jones), recovered by William Bartee at KAN-47 (tackle by Donte Curry)",0.000,-2.060
3,10:22,1,10,KAN 47,10,35,"Trent Green pass complete to Tony Gonzalez for 3 yards (tackle by Brian Walker). Penalty on Johnnie Morton: Offensive Holding, 10 yards",2.060,1.600
3,10:00,1,17,KAN 40,10,35,Priest Holmes up the middle for -1 yards (tackle by Robert Porcher),1.600,0.440
3,9:23,,,,10,35,Timeout #1 by Kansas City Chiefs,0.000,0.440
3,9:23,2,18,KAN 39,10,35,Trent Green pass complete to Dante Hall for 38 yards (tackle by Bracy Walker),0.440,4.040
3,9:23,1,10,DET 23,10,35,Priest Holmes up the middle for 5 yards (tackle by Wali Rainer),4.040,4.210
3,8:20,2,5,DET 18,10,35,Priest Holmes right tackle for 3 yards (tackle by Robert Porcher),4.210,4.050
3,7:36,3,2,DET 15,10,35,Priest Holmes up the middle for -2 yards (tackle by Robert Porcher),4.050,2.390
3,7:36,4,4,DET 17,10,38,Morten Andersen 35 yard field goal good,2.390,3.000
3,,,,KAN 30,10,38,"Jason Baker kicks off 59 yards, returned by Reggie Swinton for 36 yards (tackle by William Bartee)",0.000,2.060
3,6:49,1,10,DET 47,10,38,Shawn Bryson left tackle for 14 yards (tackle by Jerome Woods and Shawn Barber),2.060,2.980
3,6:11,1,10,KAN 39,10,38,Joey Harrington pass complete to Bill Schroeder for 15 yards (tackle by Jerome Woods),2.980,3.970
3,5:45,1,10,KAN 24,10,38,Shawn Bryson left tackle for 8 yards (tackle by Jerome Woods),3.970,4.650
3,5:18,2,2,KAN 16,10,38,Shawn Bryson up the middle for 3 yards (tackle by Kawika Mitchell),4.650,4.710
3,4:41,1,10,KAN 13,10,38,Joey Harrington pass complete to Cory Schlesinger for 12 yards (tackle by Greg Wesley),4.710,6.970
3,3:57,1,1,KAN 1,16,38,"Shawn Bryson up the middle for 1 yard, touchdown",6.970,7.000
3,,,,KAN 2,17,38,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,17,38,"Jason Hanson kicks off 73 yards, returned by Dante Hall for 26 yards",,
3,3:46,1,10,KAN 23,17,38,Trent Green pass complete to Tony Gonzalez for 32 yards (tackle by Bracy Walker),0.480,2.590
3,3:21,1,10,DET 45,17,38,Trent Green up the middle for 14 yards (tackle by Kalimba Edwards),2.590,3.510
3,2:40,1,10,DET 31,17,38,Trent Green pass incomplete intended for Tony Gonzalez (defended by Cory Redding),3.510,2.970
3,2:36,2,10,DET 31,17,38,Priest Holmes up the middle for 17 yards (tackle by Doug Evans),2.970,4.650
3,1:48,1,10,DET 14,17,38,Derrick Blaylock right end for 5 yards (tackle by Terrence Holt and Earl Holmes),4.650,4.900
3,1:07,2,5,DET 9,17,44,"Trent Green pass complete to Tony Gonzalez for 9 yards, touchdown",4.900,7.000
3,,,,DET 2,17,45,Morten Andersen kicks extra point good,0.000,0.000
3,,,,KAN 30,17,45,"Jason Baker kicks off 64 yards, returned by Reggie Swinton for 22 yards (tackle by Omar Easy)",0.000,0.810
3,0:56,1,10,DET 28,17,45,Joey Harrington pass complete to Mikhael Ricks for 8 yards (tackle by Dexter McCleon),0.810,1.340
3,0:31,2,2,DET 36,17,45,--,1.340,0.630
Quarter,Time,Down,ToGo,Location,DET,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,2,DET 36,17,45,Joey Harrington pass complete to Az-Zahir Hakim for 4 yards (tackle by William Bartee),0.630,1.600
4,14:27,1,10,DET 40,17,45,Artose Pinner up the middle for no gain (tackle by Ryan Sims),1.600,1.050
4,13:48,2,10,DET 40,17,45,Shawn Bryson up the middle for 1 yard (tackle by Vonnie Holliday),1.050,0.500
4,13:08,3,9,DET 41,17,45,"Joey Harrington pass incomplete intended for Bill Schroeder. Penalty on Jerome Woods: Roughing the Passer, 15 yards (no play)",0.500,2.650
4,13:04,1,10,KAN 44,17,45,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Eric Warfield),2.650,2.110
4,12:57,2,10,KAN 44,17,45,Shawn Bryson up the middle for 5 yards (tackle by Shawn Barber),2.110,2.080
4,12:57,3,5,KAN 39,17,45,Joey Harrington pass incomplete intended for James Williams,2.080,0.660
4,12:15,4,5,KAN 39,17,45,Joey Harrington pass incomplete,0.660,-1.530
4,12:10,1,10,KAN 39,17,45,Larry Johnson up the middle for 1 yard (tackle by Kelvin Pritchett),1.530,1.120
4,11:31,2,9,KAN 40,17,45,Todd Collins pass complete to Larry Johnson for 2 yards (tackle by Cory Redding),1.120,0.700
4,10:42,3,7,KAN 42,17,45,Todd Collins pass complete to Derrick Blaylock for 6 yards (tackle by Kalimba Edwards),0.700,-0.190
4,10:16,4,1,KAN 48,17,45,Larry Johnson up the middle for 4 yards (tackle by Wali Rainer),-0.190,2.390
4,9:35,1,10,DET 48,17,45,Todd Collins pass incomplete intended for Larry Johnson,2.390,1.850
4,9:30,2,10,DET 48,17,45,Todd Collins pass incomplete intended for Larry Johnson,1.850,1.160
4,9:26,3,10,DET 48,17,45,Todd Collins pass complete to Derrick Blaylock for 5 yards (tackle by Cory Redding),1.160,0.400
4,8:43,4,5,DET 43,17,45,Jason Baker punts 42 yards,0.400,0.380
4,8:32,1,10,DET 1,17,45,Joey Harrington pass incomplete intended for Az-Zahir Hakim (defended by Greg Wesley),-0.380,-0.780
4,8:27,2,10,DET 1,17,45,Cory Schlesinger up the middle for 2 yards (tackle by Eric Warfield),-0.780,-1.190
4,7:44,3,8,DET 3,17,45,Shawn Bryson left end for 39 yards (tackle by Greg Wesley),-1.190,1.730
4,7:15,1,10,DET 42,17,45,Shawn Bryson left tackle for 4 yards (tackle by Scott Fujita),1.730,1.730
4,6:29,2,6,DET 46,17,45,Artose Pinner left end for 2 yards (tackle by Shawn Barber and John Browning),1.730,1.290
4,5:46,3,4,DET 48,17,45,Joey Harrington pass complete to Az-Zahir Hakim for 20 yards (tackle by Eric Warfield),1.290,3.450
4,5:00,1,10,KAN 32,17,45,Joey Harrington pass complete to Az-Zahir Hakim for 5 yards (tackle by Shawn Barber),3.450,3.580
4,4:25,2,5,KAN 27,17,45,Joey Harrington pass complete to Reggie Swinton for 17 yards (tackle by Scott Fujita),3.580,4.910
4,3:47,1,10,KAN 10,17,45,Joey Harrington pass complete to Az-Zahir Hakim for 7 yards (tackle by Eric Warfield),4.910,5.530
4,3:11,2,3,KAN 3,17,45,Artose Pinner up the middle for 1 yard (tackle by Shawn Barber and Eric Hicks),5.530,4.950
4,2:34,3,2,KAN 2,17,45,Joey Harrington pass incomplete intended for Bill Schroeder (defended by Greg Wesley),4.950,3.250
4,2:31,4,2,KAN 2,17,45,Joey Harrington pass incomplete,3.250,0.380
4,2:28,1,10,KAN 2,17,45,Todd Collins pass complete to Johnnie Morton for 5 yards (tackle by Earl Holmes),-0.380,-0.420
4,2:00,2,5,KAN 7,17,45,Todd Collins pass complete to Johnnie Morton for 13 yards (tackle by Brian Walker),-0.420,0.280
4,1:20,1,10,KAN 20,17,45,Larry Johnson up the middle for 6 yards (tackle by Terrence Holt),0.280,0.540
4,0:40,2,4,KAN 26,17,45,Larry Johnson up the middle for 15 yards (tackle by Julius Curry),0.540,1.660
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
