Quarter,Time,Down,ToGo,Location,CLE,TEN,Detail,EPB,EPA
1,6:42,1,15,CLE 6,3,7,Cody Kessler pass complete short left to Duke Johnson for 8 yards (tackle by Jason McCourty and Avery Williamson),-0.570,-0.530
1,6:05,2,7,CLE 14,3,7,Cody Kessler pass complete short left to Andrew Hawkins for 10 yards (tackle by Wesley Woodyard),-0.530,0.540
1,5:24,1,10,CLE 24,3,7,"Cody Kessler pass incomplete deep left intended for Duke Johnson. Penalty on Jason McCourty: Defensive Pass Interference, 39 yards (no play)",0.540,3.120
1,5:18,1,10,TEN 37,3,7,Terrelle Pryor right end for 3 yards (tackle by Kevin Dodd),3.120,2.980
1,4:38,2,7,TEN 34,3,7,Cody Kessler pass complete short right to Terrelle Pryor for 12 yards (tackle by Perrish Cox),2.980,4.110
1,4:12,1,10,TEN 22,3,7,Isaiah Crowell middle for no gain (tackle by Kevin Byard),4.110,3.560
1,3:32,2,10,TEN 22,3,7,Cody Kessler pass complete short middle to Isaiah Crowell for 9 yards (tackle by Avery Williamson),3.560,4.390
1,2:55,3,1,TEN 13,3,7,Isaiah Crowell left end for -5 yards (tackle by Karl Klug),4.390,2.270
1,2:12,4,6,TEN 18,6,7,Cody Parkey 37 yard field goal good,2.270,3.000
1,2:12,,,CLE 35,6,7,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
1,2:08,1,10,TEN 25,6,7,DeMarco Murray left guard for 1 yard (tackle by Danny Shelton),0.610,0.200
1,1:28,2,9,TEN 26,6,7,Marcus Mariota pass complete short left to Kendall Wright for 7 yards (tackle by Jamar Taylor),0.200,0.430
1,0:55,3,2,TEN 33,6,7,Marcus Mariota pass incomplete short left intended for DeMarco Murray,0.430,-1.180
1,0:52,4,2,TEN 33,6,7,"Brett Kern punts 51 yards, returned by Duke Johnson for 6 yards (tackle by Antonio Andrews)",-1.180,-0.410
1,0:39,1,10,CLE 22,6,7,Cody Kessler pass complete short right to Terrelle Pryor for 4 yards (tackle by Perrish Cox),0.410,0.410
1,0:16,2,6,CLE 26,6,7,Isaiah Crowell right tackle for 1 yard (tackle by David Bass),0.410,-0.160
Quarter,Time,Down,ToGo,Location,CLE,TEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,5,CLE 27,6,7,Cody Kessler sacked by Jurrell Casey for -10 yards,-0.160,-2.320
2,14:19,4,15,CLE 17,6,7,"Britton Colquitt punts 49 yards, returned by Marc Mariani for 7 yards (tackle by Joe Schobert)",-2.320,-1.660
2,14:07,1,10,TEN 41,6,7,Marcus Mariota middle for 1 yard (tackle by Demario Davis),1.660,1.260
2,13:26,2,9,TEN 42,6,7,DeMarco Murray right guard for 2 yards (tackle by Jamie Meder),1.260,0.830
2,12:46,3,7,TEN 44,6,7,Marcus Mariota pass complete short right to Phillip Supernaw for 8 yards (tackle by Briean Boddy-Calhoun),0.830,2.390
2,12:02,1,10,CLE 48,6,13,"Marcus Mariota pass complete deep left to Kendall Wright for 48 yards, touchdown",2.390,7.000
2,12:02,,,CLE 48,6,14,Ryan Succop kicks extra point good,0.000,0.000
2,12:02,,,TEN 35,6,14,"Ryan Succop kicks off 65 yards, returned by George Atkinson for 19 yards (tackle by Nate Palmer)",0.000,-0.150
2,11:45,1,10,CLE 19,6,14,Terrelle Pryor pass complete short right to Ricardo Louis for 1 yard (tackle by Perrish Cox),0.150,-0.200
2,11:09,2,9,CLE 20,6,14,Isaiah Crowell left end for 1 yard (tackle by Brian Orakpo),-0.200,-0.810
2,10:27,3,8,CLE 21,6,14,Cody Kessler pass incomplete short right intended for Ricardo Louis (defended by Perrish Cox),-0.810,-1.960
2,10:19,4,8,CLE 21,6,14,"Britton Colquitt punts 40 yards, fair catch by Marc Mariani. Penalty on Christian Kirksey: Face Mask (15 Yards), 10 yards (no play)",-1.960,-2.490
2,10:11,4,18,CLE 11,6,14,"Britton Colquitt punts 44 yards, returned by Marc Mariani for 4 yards (tackle by Jordan Poyer)",-2.490,-2.190
2,10:01,1,10,TEN 49,6,14,DeMarco Murray middle for 16 yards (tackle by Ibraheim Campbell),2.190,3.250
2,9:14,1,10,CLE 35,6,14,"DeMarco Murray left guard for no gain (tackle by Danny Shelton). Penalty on TEN: Illegal Shift, 5 yards (no play)",3.250,2.920
2,8:43,1,15,CLE 40,6,14,DeMarco Murray middle for 3 yards (tackle by Danny Shelton),2.920,2.430
2,8:03,2,12,CLE 37,6,14,Marcus Mariota pass incomplete short middle intended for Tajae Sharpe (defended by Demario Davis),2.430,1.750
2,7:59,3,12,CLE 37,6,14,Marcus Mariota pass incomplete deep right intended for Delanie Walker,1.750,0.790
2,7:52,4,12,CLE 37,6,14,"Brett Kern punts 29 yards, fair catch by Jordan Poyer",0.790,0.380
2,7:45,1,10,CLE 8,6,14,Cody Kessler pass incomplete deep left intended for Andrew Hawkins,-0.380,-0.780
2,7:38,2,10,CLE 8,6,14,Isaiah Crowell left guard for 3 yards (tackle by Avery Williamson),-0.780,-1.070
2,6:55,3,7,CLE 11,6,14,Cody Kessler pass incomplete short left intended for Gary Barnidge (defended by Jason McCourty),-1.070,-2.490
2,6:49,4,7,CLE 11,6,14,"Britton Colquitt punts 45 yards, returned by Marc Mariani for 10 yards (tackle by Tank Carder). Penalty on Antonio Andrews: Illegal Blindside Block, 15 yards",-2.490,-0.940
2,6:33,1,10,TEN 30,6,14,Marcus Mariota sacked by Danny Shelton for -10 yards,0.940,-0.960
2,5:53,2,20,TEN 20,6,14,DeMarco Murray left tackle for 5 yards (tackle by Gabe Wright),-0.960,-0.960
2,5:17,3,15,TEN 25,6,14,Marcus Mariota pass complete short right to Derrick Henry for 12 yards (tackle by Tramon Williams and Briean Boddy-Calhoun),-0.960,-0.910
2,4:39,4,3,TEN 37,6,14,"Brett Kern punts 52 yards. Penalty on Tracy Howard: Offensive Holding, 5 yards",-0.910,0.380
2,4:29,1,10,CLE 6,6,14,Duke Johnson middle for 5 yards (tackle by Wesley Woodyard),-0.380,-0.420
2,4:05,2,5,CLE 11,6,14,Cody Kessler pass complete short right to Isaiah Crowell for 11 yards (tackle by Kevin Byard),-0.420,0.410
2,3:24,1,10,CLE 22,6,14,"Penalty on Ricardo Louis: False Start, 5 yards (no play)",0.410,-0.120
2,2:58,1,15,CLE 17,6,14,Cody Kessler pass complete short right to Ricardo Louis for 10 yards (tackle by Perrish Cox),-0.120,0.540
2,2:26,2,5,CLE 27,6,14,Cody Kessler pass complete deep right to Ricardo Louis for 42 yards (tackle by Perrish Cox),0.540,3.510
2,2:00,1,10,TEN 31,6,14,Cody Kessler pass incomplete deep right intended for Terrelle Pryor (defended by Perrish Cox),3.510,2.970
2,1:54,2,10,TEN 31,6,14,Cody Kessler pass complete short left to Duke Johnson for 7 yards (tackle by Da'Norris Searcy),2.970,3.200
2,1:47,3,3,TEN 24,6,14,Cody Kessler pass complete short middle to Gary Barnidge for 13 yards (tackle by Avery Williamson),3.200,4.840
2,1:25,1,10,TEN 11,6,14,Cody Kessler pass complete short left to Terrelle Pryor for 4 yards (tackle by Jason McCourty),4.840,4.840
2,0:47,1,10,TEN 11,6,14,Timeout #1 by Cleveland Browns,4.840,4.890
2,0:47,2,6,TEN 7,12,14,"Cody Kessler pass complete short right to Terrelle Pryor for 7 yards, touchdown",4.890,7.000
2,0:47,,,TEN 7,13,14,Cody Parkey kicks extra point good,0.000,0.000
2,0:47,,,CLE 35,13,14,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
2,0:40,1,10,TEN 25,13,14,Marcus Mariota pass complete short right to Kendall Wright for 17 yards,0.610,1.730
2,0:35,1,10,TEN 42,13,14,"Marcus Mariota pass incomplete short right intended for Rishard Matthews. Penalty on Josh Kline: Offensive Holding, 10 yards (no play)",1.730,1.070
2,0:29,1,20,TEN 32,13,14,Marcus Mariota pass incomplete short right intended for DeMarco Murray,1.070,-0.160
2,0:25,2,20,TEN 32,13,14,"Marcus Mariota pass incomplete short left intended for Tajae Sharpe. Penalty on Tyrone Holmes: Defensive Offside, 5 yards (no play)",-0.160,0.510
2,0:20,2,15,TEN 37,13,14,Marcus Mariota pass complete short left to Rishard Matthews for 16 yards (tackle by Tramon Williams),0.510,2.460
2,0:13,1,10,CLE 47,13,14,Marcus Mariota pass incomplete short left intended for Tajae Sharpe,2.460,1.910
2,0:07,2,10,CLE 47,13,14,Marcus Mariota pass complete short left to Kendall Wright for 7 yards,1.910,2.150
2,0:02,3,3,CLE 40,13,14,Ryan Succop 58 yard field goal no good,2.150,2.060
Quarter,Time,Down,ToGo,Location,CLE,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,13,14,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,CLE 25,13,14,"Isaiah Crowell left tackle for 2 yards (tackle by DaQuan Jones). Penalty on Cameron Erving: Face Mask (15 Yards), 12 yards (no play)",0.610,-0.640
3,14:40,1,22,CLE 13,13,14,Isaiah Crowell middle for 11 yards (tackle by Sean Spence),-0.640,-0.070
3,14:07,2,11,CLE 24,13,14,Isaiah Crowell left end for 2 yards (tackle by Karl Klug and Avery Williamson),-0.070,-0.490
3,13:25,3,9,CLE 26,13,14,Cody Kessler pass incomplete short left intended for Gary Barnidge,-0.490,-1.630
3,13:21,4,9,CLE 26,13,14,"Britton Colquitt punts 54 yards, returned by Marc Mariani for 10 yards (tackle by Tank Carder)",-1.630,-0.940
3,13:09,1,10,TEN 30,13,14,DeMarco Murray left end for 7 yards (tackle by Tracy Howard and Emmanuel Ogbah),0.940,1.340
3,12:33,2,3,TEN 37,13,14,"Marcus Mariota pass complete short right to Phillip Supernaw for 17 yards (tackle by Briean Boddy-Calhoun). Penalty on Delanie Walker: Unnecessary Roughness, 15 yards",1.340,1.530
3,12:07,1,10,TEN 39,13,14,Marcus Mariota pass complete deep left to Rishard Matthews for 43 yards,1.530,4.370
3,11:39,1,10,CLE 18,13,14,Tajae Sharpe middle for 1 yard (tackle by Briean Boddy-Calhoun),4.370,3.940
3,10:59,2,9,CLE 17,13,14,Marcus Mariota right tackle for 7 yards (tackle by Demario Davis),3.940,4.510
3,10:21,3,2,CLE 10,13,14,Marcus Mariota right end for 7 yards (tackle by Briean Boddy-Calhoun),4.510,6.510
3,9:36,1,3,CLE 3,13,20,"DeMarco Murray left guard for 3 yards, touchdown",6.510,7.000
3,9:36,,,CLE 3,13,21,Ryan Succop kicks extra point good,0.000,0.000
3,9:36,,,TEN 35,13,21,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
3,9:33,1,10,CLE 25,13,21,Cody Kessler sacked by Brian Orakpo for -9 yards,0.610,-1.290
3,8:51,2,19,CLE 16,13,21,Cody Kessler pass incomplete short right intended for Ricardo Louis (defended by Jurrell Casey),-1.290,-2.140
3,8:47,3,19,CLE 16,13,21,Cody Kessler pass complete short middle to Duke Johnson for 13 yards (tackle by Brice McCain and Avery Williamson),-2.140,-1.440
3,8:01,4,6,CLE 29,13,21,"Britton Colquitt punts 52 yards, returned by Marc Mariani for 8 yards (tackle by Tracy Howard)",-1.440,-0.740
3,7:50,1,10,TEN 27,13,21,DeMarco Murray left tackle for 8 yards (tackle by Tracy Howard),0.740,1.280
3,7:11,2,2,TEN 35,13,21,DeMarco Murray right guard for 7 yards (tackle by Demario Davis and Corey Lemonier),1.280,1.730
3,6:26,1,10,TEN 42,13,21,Marcus Mariota sacked by Emmanuel Ogbah for -4 yards,1.730,0.650
3,5:41,2,14,TEN 38,13,21,Marcus Mariota right end for 2 yards (tackle by Demario Davis),0.650,0.230
3,5:04,3,12,TEN 40,13,21,Marcus Mariota pass complete short left to Derrick Henry for 8 yards (tackle by Demario Davis),0.230,-0.190
3,4:22,4,4,TEN 48,13,21,"Brett Kern punts 46 yards, fair catch by Duke Johnson",-0.190,0.380
3,4:13,1,10,CLE 6,13,21,Isaiah Crowell middle for no gain (tackle by Daimion Stafford),-0.380,-0.780
3,3:36,2,10,CLE 6,13,21,Cody Kessler pass complete short left to Terrelle Pryor for 4 yards (tackle by Jason McCourty),-0.780,-0.950
3,2:54,3,6,CLE 10,13,21,"Penalty on Andrew Hawkins: False Start, 5 yards (no play)",-0.950,-1.540
3,2:24,3,11,CLE 5,13,21,"Penalty on Cody Kessler: Delay of Game, 2 yards (no play)",-1.540,-1.770
3,2:04,3,13,CLE 3,13,21,Duke Johnson middle for 6 yards (tackle by Karl Klug and Rashad Johnson),-1.770,-2.490
3,1:21,4,7,CLE 9,13,21,"Britton Colquitt punts 47 yards, fair catch by Marc Mariani",-2.490,-1.860
3,1:13,1,10,TEN 44,13,21,Derrick Henry left end for 3 yards (tackle by Tracy Howard),1.860,1.720
3,0:43,2,7,TEN 47,13,21,Derrick Henry middle for 4 yards (tackle by Christian Kirksey and Emmanuel Ogbah),1.720,1.550
Quarter,Time,Down,ToGo,Location,CLE,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,CLE 49,13,21,Marcus Mariota pass incomplete short right intended for Kendall Wright is intercepted by Tramon Williams at CLE-40,1.550,-1.600
4,14:45,1,10,CLE 40,13,21,Cody Kessler sacked by Avery Williamson for -5 yards,1.600,0.380
4,14:03,2,15,CLE 35,13,21,Cody Kessler pass incomplete deep left intended for Terrelle Pryor (defended by Jason McCourty),0.380,-0.300
4,13:57,3,15,CLE 35,13,21,Cody Kessler pass incomplete deep middle intended for Ricardo Louis,-0.300,-1.040
4,13:51,4,15,CLE 35,13,21,"Britton Colquitt punts 65 yards, touchback",-1.040,-0.280
4,13:42,1,10,TEN 20,13,21,Marcus Mariota pass complete deep right to Delanie Walker for 21 yards,0.280,1.660
4,13:12,1,10,TEN 41,13,21,DeMarco Murray middle for 4 yards (tackle by Danny Shelton),1.660,1.660
4,12:34,2,6,TEN 45,13,21,DeMarco Murray middle for 2 yards (tackle by Christian Kirksey and Stephen Paea),1.660,1.220
4,11:55,3,4,TEN 47,13,21,Marcus Mariota pass complete short right to Kendall Wright for 13 yards (tackle by Briean Boddy-Calhoun),1.220,2.920
4,11:24,1,10,CLE 40,13,21,DeMarco Murray middle for 4 yards (tackle by Jamie Meder),2.920,2.910
4,10:46,2,6,CLE 36,13,21,DeMarco Murray right guard for 4 yards (tackle by Christian Kirksey),2.910,2.740
4,10:06,3,2,CLE 32,13,21,Marcus Mariota pass complete short left to Kendall Wright for 4 yards (tackle by Tramon Williams),2.740,3.710
4,9:34,1,10,CLE 28,13,21,DeMarco Murray left end for 3 yards (tackle by Stephen Paea),3.710,3.570
4,9:00,2,7,CLE 25,13,21,DeMarco Murray right tackle for -1 yards (tackle by Gabe Wright and Ibraheim Campbell),3.570,2.740
4,8:20,3,8,CLE 26,13,21,Marcus Mariota pass complete short left to Kendall Wright for 11 yards (tackle by Tyrone Holmes and Tramon Williams),2.740,4.580
4,7:39,1,10,CLE 15,13,21,DeMarco Murray left tackle for no gain (tackle by Cam Johnson and Christian Kirksey),4.580,3.950
4,6:54,2,10,CLE 15,13,27,"Marcus Mariota pass complete short left to Anthony Fasano for 15 yards, touchdown",3.950,7.000
4,6:54,,,CLE 15,13,28,Ryan Succop kicks extra point good,0.000,0.000
4,6:54,,,TEN 35,13,28,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.610
4,6:43,1,10,CLE 25,13,28,Cody Kessler pass incomplete short left intended for Duke Johnson,0.610,0.060
4,6:39,2,10,CLE 25,13,28,Cody Kessler pass complete short left to Terrelle Pryor for 9 yards (tackle by Jason McCourty),0.060,0.560
4,5:52,3,1,CLE 34,13,28,Cody Kessler pass incomplete short left intended for Terrelle Pryor (defended by Jason McCourty),0.560,-1.110
4,5:48,4,1,CLE 34,13,28,Cody Kessler pass complete short right to Terrelle Pryor for 14 yards (tackle by Daimion Stafford),-1.110,2.130
4,5:01,1,10,CLE 48,13,28,Duke Johnson middle for 6 yards (tackle by Sean Spence),2.130,2.390
4,4:34,2,4,TEN 46,13,28,Cody Kessler sacked by Sean Spence for -2 yards,2.390,1.420
4,3:49,3,6,TEN 48,13,28,Cody Kessler pass complete deep middle to Andrew Hawkins for 16 yards (tackle by Brice McCain). Penalty on Sean Spence: Defensive Holding (Declined),1.420,3.450
4,3:42,1,10,TEN 32,13,28,Cody Kessler pass complete short right to Gary Barnidge for 3 yards (tackle by Kevin Byard),3.450,3.310
4,3:11,2,7,TEN 29,13,28,Cody Kessler pass incomplete short right intended for Ricardo Louis,3.310,3.310
4,3:05,2,7,TEN 29,13,28,Timeout #1 by Cleveland Browns,3.310,2.610
4,3:05,3,7,TEN 29,13,28,"Penalty on Austin Pasztor: False Start, 5 yards (no play)",2.610,1.950
4,3:05,3,12,TEN 34,13,28,Cody Kessler pass complete short right to Ricardo Louis for 7 yards (tackle by Perrish Cox),1.950,1.720
4,2:23,4,5,TEN 27,13,28,Cody Kessler pass complete short right to Andrew Hawkins for 22 yards (tackle by Avery Williamson),1.720,6.060
4,2:14,1,5,TEN 5,13,28,Cody Kessler pass incomplete short right intended for Duke Johnson,6.060,5.150
4,2:10,2,5,TEN 5,19,28,"Cody Kessler pass complete short right to Terrelle Pryor for 5 yards, touchdown",5.150,7.000
4,2:10,2,,TEN 5,19,28,"Two Point Attempt: Cody Kessler pass incomplete intended for Ricardo Louis, conversion fails",5.150,-1.000
4,2:10,,,CLE 35,19,28,"Cody Parkey kicks onside 3 yards, recovered by Rashard Higgins (onside kick successful)",0.000,1.470
4,2:05,1,10,CLE 38,19,28,Cody Kessler pass incomplete deep right intended for Jordan Payton,1.470,0.920
,,,,,,,"TEN challenged the pass completion ruling, and the original play was overturned.",,
4,1:56,2,10,CLE 38,19,28,Cody Kessler pass complete short middle to Duke Johnson for 28 yards (tackle by Jurrell Casey),0.920,3.310
4,1:17,1,10,TEN 34,19,28,Cody Kessler pass incomplete short right intended for Jordan Payton,3.310,2.770
4,1:09,2,10,TEN 34,19,28,Cody Kessler pass complete short left to Rashard Higgins for 14 yards,2.770,4.240
4,1:02,1,10,TEN 20,19,28,Cody Kessler sacked by Derrick Morgan for -10 yards,4.240,4.240
4,0:56,1,10,TEN 20,19,28,Timeout #2 by Cleveland Browns,4.240,2.340
4,0:56,2,20,TEN 30,19,28,"Cody Kessler pass complete deep middle to Terrelle Pryor for 16 yards (tackle by Daimion Stafford). Penalty on Daimion Stafford: Horse Collar Tackle, 7 yards",2.340,5.600
4,0:48,1,7,TEN 7,19,28,Isaiah Crowell middle for 3 yards (tackle by Avery Williamson),5.600,5.600
4,0:40,1,7,TEN 7,19,28,Timeout #3 by Cleveland Browns,5.600,5.340
4,0:40,2,4,TEN 4,19,28,Cody Kessler right end for 3 yards (tackle by Sean Spence),5.340,5.340
4,0:30,2,4,TEN 4,19,28,Timeout #1 by Tennessee Titans,5.340,5.170
4,0:30,3,1,TEN 1,25,28,"Duke Johnson middle for 1 yard, touchdown",5.170,7.000
4,0:30,,,TEN 1,26,28,Cody Parkey kicks extra point good,0.000,0.000
4,0:27,3,1,TEN 1,26,28,Timeout #2 by Tennessee Titans,5.170,0.000
4,0:27,,,CLE 35,26,28,Cody Parkey kicks onside 14 yards,0.000,-2.320
4,0:25,1,10,CLE 49,26,28,Marcus Mariota kneels for -1 yards,2.320,1.650
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
