#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,GNB 32,3,2:09,4,Punt
2,1,10:30,GNB 20,7,4:24,35,Punt
3,1,5:09,GNB 46,3,1:13,-7,Punt
4,1,1:46,GNB 33,3,0:56,2,Interception
5,1,0:50,GNB 40,11,4:38,54,Field Goal
6,2,11:04,CHI 21,4,1:07,1,Field Goal
7,2,7:53,GNB 14,9,5:10,86,Touchdown
8,2,1:01,GNB 20,3,0:31,4,Punt
9,3,11:31,GNB 48,9,4:39,35,Field Goal
10,3,5:44,GNB 37,8,5:01,36,Field Goal
11,4,7:36,GNB 20,3,0:56,-1,Punt
12,4,6:05,GNB 37,5,2:28,24,Punt
13,4,3:15,CHI 1,2,0:49,1,Touchdown
14,4,2:13,GNB 46,4,1:06,9,Downs
15,4,0:17,GNB 33,1,0:17,-1,End of Game
