Quarter,Time,Tm,Detail,MIN,GNB
1.0,5:07,Packers,Brandon Jackson 1 yard rush (Mason Crosby kick),0,7
,1:11,Vikings,Percy Harvin 17 yard rush (Ryan Longwell kick),7,7
2.0,14:53,Packers,Andrew Quarless 9 yard pass from Aaron Rodgers (Mason Crosby kick),7,14
,10:16,Vikings,Adrian Peterson 1 yard rush (Ryan Longwell kick),14,14
,3:59,Vikings,Ryan Longwell 28 yard field goal,17,14
3.0,8:44,Packers,Greg Jennings 14 yard pass from Aaron Rodgers (Mason Crosby kick),17,21
,7:45,Packers,Desmond Bishop 32 yard interception return (Mason Crosby kick),17,28
,4:12,Vikings,Randy Moss 4 yard pass from Brett Favre (Ryan Longwell kick),24,28
