Player,Pos
Matt Ryan,QB
Todd Gurley,RB
Keith Smith,FB
Russell Gage,WR
Calvin Ridley,WR
Luke Stocker,TE
Matt Hennessy,OL
Matt Gono,T
Jake Matthews,T
Kaleb McGary,T
Chris Lindstrom,G
Dante Fowler,DE
Steven Means,DE
Tyeler Davison,DT
Grady Jarrett,DT
Foyesade Oluokun,LB
Deion Jones,LB
Isaiah Oliver,CB
Kendall Sheffield,CB
AJ Terrell,CB
Keanu Neal,S
Ricardo Allen,S
