Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Hayden Hurst,ATL,6,5,47,1,3,37,7.4,10,2.0,5.8,0,,0,0.0,0,138.9
Calvin Ridley,ATL,9,5,130,0,4,64,12.8,66,13.2,15.0,0,,0,0.0,0,100.5
Russell Gage,ATL,5,4,23,0,3,2,0.5,21,5.3,1.4,0,,0,0.0,0,85.8
Todd Gurley,ATL,3,3,34,0,2,26,8.7,8,2.7,8.7,0,,0,0.0,0,113.9
Brian Hill,ATL,3,3,25,0,1,2,0.7,23,7.7,0.7,0,,0,0.0,0,101.4
Laquon Treadwell,ATL,2,2,11,1,1,10,5.0,1,0.5,5.0,0,,0,0.0,0,129.2
Keith Smith,ATL,2,2,14,0,2,7,3.5,7,3.5,3.5,0,,0,0.0,0,95.8
Brandon Powell,ATL,2,1,2,0,,1,1.0,1,1.0,2.5,0,,0,0.0,0,56.2
Luke Stocker,ATL,1,1,9,0,1,1,1.0,8,8.0,1.0,0,,0,0.0,0,104.2
Ito Smith,ATL,1,1,5,0,0,0,0.0,5,5.0,0.0,0,,0,0.0,0,87.5
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Travis Kelce,KAN,13,7,98,1,7,58,8.3,40,5.7,8.4,1,7.0,0,0.0,1,72.0
Tyreek Hill,KAN,6,4,65,0,3,11,2.8,54,13.5,13.3,0,,0,0.0,0,102.8
Darrel Williams,KAN,6,4,27,0,0,-14,-3.5,41,10.3,-0.8,0,,1,16.7,0,76.4
Mecole Hardman,KAN,6,3,24,0,1,16,5.3,8,2.7,8.3,0,,1,16.7,0,60.4
Demarcus Robinson,KAN,2,2,29,1,1,29,14.5,0,0.0,14.5,0,,0,0.0,0,158.3
Sammy Watkins,KAN,4,2,14,0,1,8,4.0,6,3.0,4.0,0,,0,0.0,0,58.3
Le'Veon Bell,KAN,3,1,9,0,0,-4,-4.0,13,13.0,1.3,0,,0,0.0,0,42.4
Deon Yelder,KAN,1,1,12,0,1,4,4.0,8,8.0,4.0,0,,0,0.0,0,116.7
Patrick Mahomes,KAN,1,0,0,0,0,0,,0,,24.0,0,,0,0.0,1,0.0
