Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Ito Smith,ATL,10,46,0,1,33,3.3,13,1.3,0,
Brian Hill,ATL,7,36,0,1,18,2.6,18,2.6,0,
Todd Gurley,ATL,4,16,0,2,10,2.5,6,1.5,0,
Calvin Ridley,ATL,1,-7,0,0,-7,-7.0,0,0.0,0,
Matt Ryan,ATL,1,-1,0,0,-1,-1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Darrel Williams,KAN,10,46,0,4,24,2.4,22,2.2,0,
Le'Veon Bell,KAN,7,30,0,3,12,1.7,18,2.6,1,7.0
Patrick Mahomes,KAN,3,21,0,1,20,6.7,1,0.3,0,
Mecole Hardman,KAN,1,20,0,1,2,2.0,18,18.0,0,
