Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Gus Edwards,BAL,19,80,3,7,49,2.6,31,1.6,0,
Lamar Jackson,BAL,5,17,0,1,8,1.6,9,1.8,0,
Justice Hill,BAL,4,15,0,0,11,2.8,4,1.0,0,
Rashod Bateman,BAL,1,18,0,1,17,17.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Emari Demercado,ARI,20,78,0,3,53,2.7,25,1.3,0,
Joshua Dobbs,ARI,6,26,1,2,24,4.0,2,0.3,0,
Keaontay Ingram,ARI,2,9,0,1,-3,-1.5,12,6.0,0,
Rondale Moore,ARI,2,11,0,1,7,3.5,4,2.0,1,2.0
Damien Williams,ARI,2,5,0,,-1,-0.5,6,3.0,0,
