Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Leonard Fournette,TAM,13,44,0,1,16,1.2,28,2.2,0,
Giovani Bernard,TAM,1,3,0,0,2,2.0,1,1.0,0,
Tom Brady,TAM,1,-1,0,0,-1,-1.0,0,0.0,0,
Chris Godwin,TAM,1,9,0,1,6,6.0,3,3.0,0,
Ronald Jones II,TAM,1,2,0,,1,1.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Cordarrelle Patterson,ATL,13,78,0,3,31,2.4,47,3.6,1,13.0
Mike Davis,ATL,4,32,1,1,28,7.0,4,1.0,0,
Matt Ryan,ATL,3,2,0,0,1,0.3,1,0.3,0,
Qadree Ollison,ATL,2,7,0,0,1,0.5,6,3.0,0,
Olamide Zaccheaus,ATL,1,2,0,1,0,0.0,2,2.0,0,
