Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
1,7:13,3,5,SEA 34,0,0,Russell Wilson for 4 yards (tackle by Connor Barwin and Mychal Kendricks),0.300,-0.850
1,6:34,4,1,SEA 38,0,0,"Jon Ryan for no gain. Jon Ryan fumbles, recovered by Zach Ertz at SEA-23 and returned for 9 yards (tackle by DeShawn Shead)",-0.850,-4.650
1,6:25,1,10,SEA 14,0,0,LeSean McCoy left end for 6 yards (tackle by K.J. Wright),4.650,5.090
1,6:08,2,4,SEA 8,0,0,LeSean McCoy up the middle for 1 yard (tackle by Kam Chancellor and Tony McDaniel),5.090,4.500
1,5:34,3,3,SEA 7,0,0,Darren Sproles right end for 2 yards (tackle by Bobby Wagner),4.500,3.030
1,4:48,4,1,SEA 5,0,0,LeSean McCoy right tackle for 2 yards (tackle by Tony McDaniel),3.030,6.510
1,4:15,1,3,SEA 3,0,0,LeSean McCoy up the middle for 2 yards (tackle by Bobby Wagner),6.510,5.910
1,3:41,2,1,SEA 1,0,6,"Mark Sanchez pass complete short right to Jeremy Maclin for 1 yard, touchdown",5.910,7.000
1,3:41,,,SEA 2,0,7,Cody Parkey kicks extra point good,0.000,0.000
1,3:41,,,PHI 35,0,7,"Cody Parkey kicks off 70 yards, returned by Paul Richardson for 23 yards (tackle by Chris Prosinski)",0.000,-0.040
1,3:33,1,10,SEA 18,0,7,Marshawn Lynch left end for 2 yards (tackle by Brandon Bair),0.040,-0.130
1,3:03,2,8,SEA 20,0,7,Marshawn Lynch up the middle for no gain (tackle by Mychal Kendricks),-0.130,-0.910
1,2:23,3,8,SEA 20,0,7,"Russell Wilson pass incomplete short left intended for Marshawn Lynch. Penalty on Brandon Boykin: Defensive Holding, 5 yards (no play)",-0.910,0.610
1,2:14,1,10,SEA 25,0,7,Russell Wilson pass incomplete deep right intended for Luke Willson,0.610,0.060
1,2:08,2,10,SEA 25,0,7,"Jermaine Kearse left end for 4 yards (tackle by Nate Allen). Penalty on Ricardo Lockette: Illegal Block Above the Waist, 10 yards",0.060,-0.810
1,1:45,2,16,SEA 19,0,7,Russell Wilson pass complete deep left to Doug Baldwin for 25 yards (tackle by Nate Allen),-0.810,1.860
1,1:06,1,10,SEA 44,0,7,Marshawn Lynch up the middle for 2 yards (tackle by Fletcher Cox),1.860,1.590
1,0:31,2,8,SEA 46,0,7,Russell Wilson pass complete short right to Tony Moeaki for 15 yards (tackle by Bradley Fletcher). Penalty on Cedric Thornton: Defensive Holding (Declined),1.590,2.980
1,0:02,1,10,PHI 39,0,7,Russell Wilson pass complete short right to Marshawn Lynch for 6 yards (tackle by Casey Matthews),2.980,3.250
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,4,PHI 33,0,7,Christine Michael right end for 7 yards (tackle by Trent Cole),3.250,3.840
2,14:24,1,10,PHI 26,6,7,"Russell Wilson left end for 26 yards, touchdown",3.840,7.000
2,14:24,,,PHI 2,7,7,Steven Hauschka kicks extra point good,0.000,0.000
2,14:24,,,SEA 35,7,7,"Steven Hauschka kicks off 69 yards, returned by Josh Huff for 25 yards (tackle by Kam Chancellor)",0.000,-0.340
2,14:12,1,10,PHI 21,7,7,LeSean McCoy up the middle for 10 yards (tackle by Earl Thomas),0.340,1.000
2,13:55,1,10,PHI 31,7,7,Mark Sanchez pass complete short left to Jordan Matthews for 17 yards (tackle by Byron Maxwell),1.000,2.130
2,13:36,1,10,PHI 48,7,7,Mark Sanchez pass incomplete deep middle intended for Riley Cooper,2.130,1.580
2,13:28,2,10,PHI 48,7,7,Darren Sproles right end for -8 yards (tackle by Jordan Hill),1.580,-0.160
2,12:51,3,18,PHI 40,7,7,Darren Sproles right end for 6 yards (tackle by K.J. Wright and O'Brien Schofield),-0.160,-0.320
2,12:21,4,12,PHI 46,7,7,Donnie Jones punts 38 yards,-0.320,0.140
2,12:10,1,10,SEA 16,7,7,Marshawn Lynch up the middle for 3 yards (tackle by Fletcher Cox),-0.140,-0.180
2,11:27,2,7,SEA 19,7,7,Marshawn Lynch left end for 2 yards (tackle by Trent Cole),-0.180,-0.700
2,10:45,3,5,SEA 21,7,7,Russell Wilson pass incomplete short middle intended for Doug Baldwin,-0.700,-1.960
2,10:39,4,5,SEA 21,7,7,"Jon Ryan punts 32 yards, out of bounds",-1.960,-2.060
2,10:34,1,10,PHI 47,7,7,LeSean McCoy left end for 3 yards (tackle by Tony McDaniel and Kevin Williams),2.060,1.920
2,10:17,2,7,,7,7,LeSean McCoy left end for -2 yards (tackle by Michael Bennett),1.920,0.960
2,9:46,3,9,PHI 48,7,7,Mark Sanchez pass incomplete short middle intended for Jordan Matthews (defended by Byron Maxwell),0.960,-0.190
2,9:39,4,9,PHI 48,7,7,"Donnie Jones punts 41 yards, returned by Doug Baldwin for 5 yards (tackle by Chris Prosinski)",-0.190,0.140
2,9:27,1,10,SEA 16,7,7,Russell Wilson for 8 yards (tackle by Connor Barwin),-0.140,0.550
2,8:57,2,2,SEA 24,7,7,Russell Wilson up the middle for -2 yards (tackle by Mychal Kendricks),0.550,-0.570
2,8:14,3,4,SEA 22,7,7,"Penalty on Trent Cole: Neutral Zone Infraction, 5 yards (no play)",-0.570,0.740
2,7:58,1,10,SEA 27,7,7,Marshawn Lynch left end for no gain (tackle by Trent Cole and Casey Matthews),0.740,0.200
2,7:19,2,10,SEA 27,7,7,Russell Wilson pass complete deep right to Doug Baldwin for 20 yards (tackle by Malcolm Jenkins),0.200,2.060
2,6:41,1,10,SEA 47,7,7,Russell Wilson pass complete short right to Kevin Norwood for 11 yards (tackle by Casey Matthews and Mychal Kendricks),2.060,2.790
2,6:06,1,10,PHI 42,7,7,Russell Wilson for 7 yards,2.790,3.190
2,5:33,2,3,PHI 35,7,7,Marshawn Lynch up the middle for 2 yards (tackle by Casey Matthews and Trent Cole),3.190,2.740
2,4:49,3,1,PHI 33,7,7,Marshawn Lynch right end for 2 yards (tackle by Trent Cole),2.740,3.510
2,4:08,1,10,PHI 31,7,7,Russell Wilson pass incomplete,3.510,2.970
2,3:58,2,10,PHI 31,7,7,Robert Turbin left end for -1 yards (tackle by Fletcher Cox),2.970,2.970
2,3:24,2,10,PHI 31,7,7,Timeout #1 by Seattle Seahawks,2.970,2.150
2,3:24,3,11,PHI 32,7,7,"Russell Wilson pass incomplete. Penalty on Russell Wilson: Intentional Grounding, 15 yards",2.150,0.130
2,3:09,4,26,PHI 47,7,7,"Jon Ryan punts 40 yards, out of bounds",0.130,0.380
2,3:09,1,10,PHI 7,7,7,LeSean McCoy up the middle for 4 yards (tackle by Bobby Wagner),-0.380,-0.490
2,2:40,2,6,PHI 11,7,7,LeSean McCoy up the middle for 4 yards (tackle by Jordan Hill),-0.490,-0.480
2,2:17,3,2,PHI 15,7,7,LeSean McCoy right end for 5 yards (tackle by Richard Sherman),-0.480,0.280
2,1:59,1,10,PHI 20,7,7,LeSean McCoy right end for 4 yards (tackle by Bobby Wagner),0.280,0.270
2,1:54,2,6,PHI 24,7,7,Mark Sanchez pass incomplete short left intended for Jeremy Maclin (defended by Kam Chancellor),0.270,-0.430
2,1:48,3,6,PHI 24,7,7,Mark Sanchez pass complete short right to Riley Cooper for 4 yards (tackle by Byron Maxwell),-0.430,-0.430
2,1:43,3,6,PHI 24,7,7,Timeout #2 by Seattle Seahawks,-0.430,-1.500
2,1:42,4,2,PHI 28,7,7,"Donnie Jones punts 39 yards, returned by Doug Baldwin for no gain",-1.500,-1.140
2,1:34,1,10,SEA 33,7,7,Robert Turbin up the middle for 4 yards (tackle by Connor Barwin),1.140,1.130
2,1:13,2,6,SEA 37,7,7,Russell Wilson sacked by Vinny Curry for -7 yards,1.130,1.130
2,1:08,2,6,SEA 37,7,7,Timeout #1 by Philadelphia Eagles,1.130,-0.490
2,1:08,3,13,SEA 30,7,7,Russell Wilson pass complete deep left to Doug Baldwin for 20 yards (tackle by Cary Williams),-0.490,2.260
2,0:43,1,10,,7,7,Russell Wilson pass incomplete deep right intended for Jermaine Kearse,2.260,1.710
2,0:35,2,10,,7,7,Russell Wilson pass incomplete,1.710,1.030
2,0:28,3,10,,7,7,"Penalty on Russell Wilson: Delay of Game, 5 yards (no play)",1.030,0.370
2,0:28,3,15,SEA 45,7,7,Russell Wilson pass complete deep left to Paul Richardson for 20 yards (tackle by Nate Allen),0.370,0.370
2,0:20,3,15,SEA 45,7,7,Timeout #3 by Seattle Seahawks,0.370,3.250
2,0:20,1,10,PHI 35,7,7,Russell Wilson pass incomplete,3.250,2.700
2,0:16,2,10,PHI 35,7,7,Russell Wilson pass incomplete short left intended for Tony Moeaki,2.700,2.010
2,0:11,3,10,PHI 35,7,7,Russell Wilson pass complete short left to Doug Baldwin for 9 yards,2.010,2.010
2,0:07,3,10,PHI 35,7,7,Timeout #2 by Philadelphia Eagles,2.010,1.890
2,0:07,4,1,PHI 26,10,7,Steven Hauschka 44 yard field goal good,1.890,3.000
2,0:07,,,SEA 35,10,7,"Steven Hauschka kicks off 32 yards, returned by James Casey for 11 yards (tackle by Malcolm Smith)",0.000,1.270
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 35,10,7,"Steven Hauschka kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,PHI 20,10,7,"LeSean McCoy right tackle for -1 yards (tackle by K.J. Wright). LeSean McCoy fumbles (forced by K.J. Wright), recovered by Earl Thomas at PHI-19",0.280,-4.310
3,14:50,1,10,PHI 19,10,7,Marshawn Lynch right end for 4 yards (tackle by Bennie Logan),4.310,4.350
3,14:12,2,6,PHI 15,16,7,"Russell Wilson pass complete short left to Marshawn Lynch for 15 yards, touchdown",4.350,7.000
3,14:12,,,PHI 2,17,7,Steven Hauschka kicks extra point good,0.000,0.000
3,14:12,,,SEA 35,17,7,"Steven Hauschka kicks off 65 yards, returned by Josh Huff for 46 yards (tackle by Steven Hauschka)",0.000,-1.990
,,,,,,,"SEA challenged the runner was down by contact ruling, and the play was upheld.",,
3,13:56,1,10,PHI 46,17,7,Mark Sanchez pass complete short left to Riley Cooper for 4 yards (tackle by Bobby Wagner),1.990,1.990
3,13:28,2,6,,17,7,Darren Sproles right end for no gain (tackle by Tony McDaniel and Cliff Avril),1.990,1.290
3,12:51,3,6,,17,7,"Mark Sanchez pass incomplete short right intended for Zach Ertz. Penalty on Bobby Wagner: Defensive Pass Interference, 12 yards (no play)",1.290,3.050
3,12:46,1,10,SEA 38,17,7,LeSean McCoy left end for 3 yards (tackle by Kevin Williams),3.050,2.910
3,12:16,2,7,SEA 35,17,13,"Mark Sanchez pass complete deep left to Zach Ertz for 35 yards, touchdown",2.910,7.000
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the play was upheld.",,
3,12:16,,,SEA 2,17,14,Cody Parkey kicks extra point good,0.000,0.000
3,12:16,,,PHI 35,17,14,"Cody Parkey kicks off 70 yards, returned by Paul Richardson for 14 yards (tackle by Chris Prosinski)",0.000,0.380
3,12:03,1,10,SEA 9,17,14,Russell Wilson left end for 12 yards (tackle by Nate Allen),-0.380,0.340
3,11:21,1,10,SEA 21,17,14,"Russell Wilson pass incomplete deep right intended for Doug Baldwin (defended by Bradley Fletcher). Penalty on Bradley Fletcher: Defensive Pass Interference, 44 yards (no play)",0.340,3.250
3,11:12,1,10,PHI 35,17,14,Russell Wilson pass complete short middle to Marshawn Lynch for 1 yard (tackle by Mychal Kendricks),3.250,2.840
3,10:31,2,9,PHI 34,17,14,Marshawn Lynch for 7 yards (tackle by Cedric Thornton),2.840,3.070
3,9:53,3,2,PHI 27,17,14,Russell Wilson pass complete short left to Will Tukuafu for 4 yards (tackle by Nate Allen),3.070,4.040
3,9:06,1,10,PHI 23,23,14,"Russell Wilson pass complete deep right to Doug Baldwin for 23 yards, touchdown",4.040,7.000
3,9:06,,,PHI 2,24,14,Steven Hauschka kicks extra point good,0.000,0.000
3,9:06,,,SEA 35,24,14,"Steven Hauschka kicks off 69 yards, returned by Josh Huff for 22 yards (tackle by Chris Matthews)",0.000,-0.040
3,8:56,1,10,PHI 18,24,14,Mark Sanchez pass complete short right to Jeremy Maclin for 12 yards (tackle by Richard Sherman),0.040,0.940
3,8:25,1,10,PHI 30,24,14,LeSean McCoy right tackle for 3 yards (tackle by Michael Bennett),0.940,0.800
3,7:59,2,7,PHI 33,24,14,LeSean McCoy right tackle for 4 yards (tackle by Bobby Wagner),0.800,0.630
3,7:28,3,3,PHI 37,24,14,Mark Sanchez pass incomplete deep right intended for Jeremy Maclin,0.630,-0.910
3,7:20,4,3,PHI 37,24,14,"Donnie Jones punts 47 yards, fair catch by Doug Baldwin",-0.910,0.140
3,7:12,1,10,SEA 16,24,14,Marshawn Lynch up the middle for 3 yards (tackle by Mychal Kendricks and Fletcher Cox),-0.140,-0.180
3,6:37,2,7,SEA 19,24,14,Russell Wilson pass complete short right to Kevin Norwood for 11 yards (tackle by Malcolm Jenkins),-0.180,0.940
3,5:54,1,10,SEA 30,24,14,Marshawn Lynch right tackle for no gain (tackle by Fletcher Cox),0.940,0.390
3,5:10,2,10,SEA 30,24,14,Russell Wilson pass complete short right to Marshawn Lynch for 1 yard (tackle by Connor Barwin),0.390,-0.160
3,4:37,3,9,SEA 31,24,14,Russell Wilson pass incomplete deep left intended for Jermaine Kearse,-0.160,-1.310
3,4:32,4,9,SEA 31,24,14,"Jon Ryan punts 36 yards, muffed catch by Darren Sproles, recovered by Darren Sproles and returned for no gain",-1.310,-1.140
3,4:23,1,10,PHI 33,24,14,Mark Sanchez pass incomplete short left intended for Jordan Matthews,1.140,0.590
3,4:17,2,10,PHI 33,24,14,Mark Sanchez pass complete short left to Zach Ertz for 4 yards (tackle by Byron Maxwell),0.590,0.430
3,3:45,3,6,PHI 37,24,14,"Mark Sanchez pass incomplete short right intended for Jordan Matthews (defended by Byron Maxwell). Penalty on Jason Peters: Unsportsmanlike Conduct, 15 yards",0.430,-1.900
3,3:38,4,21,PHI 22,24,14,"Donnie Jones punts 46 yards, returned by Doug Baldwin for no gain. Penalty on Tharold Simon: Offensive Holding, 10 yards",-1.900,-0.410
3,3:21,1,10,SEA 22,24,14,Russell Wilson up the middle for no gain (tackle by Trent Cole),0.410,-0.130
3,2:47,2,10,SEA 22,24,14,Russell Wilson pass complete deep middle to Jermaine Kearse for 20 yards (tackle by Malcolm Jenkins),-0.130,1.730
3,2:11,1,10,SEA 42,24,14,Russell Wilson pass complete deep left to Ricardo Lockette for 19 yards (tackle by Cary Williams),1.730,2.980
3,1:32,1,10,PHI 39,24,14,Marshawn Lynch left guard for -2 yards (tackle by Vinny Curry),2.980,2.170
3,0:52,2,12,PHI 41,24,14,Russell Wilson pass complete short right to Luke Willson for 1 yard (tackle by Malcolm Jenkins),2.170,1.620
3,0:12,3,11,PHI 40,24,14,Russell Wilson pass incomplete deep right intended for Paul Richardson (defended by Bradley Fletcher),1.620,0.590
3,0:05,4,11,PHI 40,24,14,"Jon Ryan punts 40 yards, touchback",0.590,-0.280
Quarter,Time,Down,ToGo,Location,SEA,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,PHI 20,24,14,Mark Sanchez sacked by Michael Bennett for -5 yards,0.280,-1.070
4,14:25,2,15,PHI 15,24,14,LeSean McCoy left end for 1 yard (tackle by Jordan Hill),-1.070,-1.690
4,13:51,3,14,PHI 16,24,14,Mark Sanchez pass incomplete deep left intended for Zach Ertz,-1.690,-2.390
4,13:44,4,14,PHI 16,24,14,Donnie Jones punts 48 yards,-2.390,-1.330
4,13:33,1,10,SEA 36,24,14,Russell Wilson pass complete short left to Jermaine Kearse for 11 yards (tackle by Cary Williams),1.330,2.060
4,12:54,1,10,SEA 47,24,14,Jermaine Kearse right end for 11 yards (tackle by Casey Matthews),2.060,2.790
4,12:15,1,10,PHI 42,24,14,Marshawn Lynch right end for 6 yards (tackle by Casey Matthews and Bradley Fletcher),2.790,3.050
4,11:34,2,4,PHI 36,24,14,Marshawn Lynch up the middle for 3 yards (tackle by Fletcher Cox and Casey Matthews),3.050,2.740
4,10:49,3,1,PHI 33,24,14,Marshawn Lynch up the middle for 2 yards (tackle by Bennie Logan),2.740,2.740
4,10:04,3,1,PHI 33,24,14,Timeout #2 by Seattle Seahawks,2.740,3.510
4,10:04,1,10,PHI 31,24,14,Russell Wilson left end for -5 yards (tackle by Trent Cole),3.510,2.290
4,9:21,2,15,PHI 36,24,14,Russell Wilson pass incomplete short left intended for Doug Baldwin,2.290,1.620
4,9:17,3,15,PHI 36,24,14,"Russell Wilson pass complete short left to Marshawn Lynch for 4 yards (tackle by Mychal Kendricks). Marshawn Lynch fumbles (forced by Mychal Kendricks), recovered by Malcolm Jenkins at PHI-30 (tackle by Luke Willson)",1.620,-0.940
4,9:07,1,10,PHI 30,24,14,Mark Sanchez pass incomplete deep left intended for Riley Cooper is intercepted by Tharold Simon at SEA-30,0.940,-0.940
,,,,,,,"Replay Assistant challenged the runner was down by contact ruling, and the original play was overturned.",,
4,9:00,1,10,SEA 30,24,14,Marshawn Lynch left end for 8 yards (tackle by Mychal Kendricks and Fletcher Cox),0.940,1.470
4,8:16,2,2,SEA 38,24,14,"Penalty on Lemuel Jeanpierre: False Start, 5 yards (no play)",1.470,0.800
4,7:58,2,7,SEA 33,24,14,Russell Wilson pass incomplete short right intended for Jermaine Kearse,0.800,0.100
4,7:52,3,7,SEA 33,24,14,Russell Wilson pass incomplete short right intended for Tony Moeaki (defended by Malcolm Jenkins),0.100,-1.180
4,7:43,4,7,SEA 33,24,14,"Jon Ryan punts 53 yards, out of bounds",-1.180,0.280
4,7:38,1,10,PHI 14,24,14,LeSean McCoy left end for 1 yard (tackle by Bruce Irvin),-0.280,-0.640
4,7:05,2,9,PHI 15,24,14,Mark Sanchez up the middle for 7 yards (tackle by Bobby Wagner),-0.640,-0.440
4,6:37,3,2,PHI 22,24,14,Mark Sanchez pass complete short left to Riley Cooper for 5 yards (tackle by Tharold Simon),-0.440,0.740
4,6:20,1,10,PHI 27,24,14,Mark Sanchez sacked by Jordan Hill for -4 yards,0.740,-0.340
4,5:41,2,14,PHI 23,24,14,Mark Sanchez sacked by Marcus Burley for -5 yards,-0.340,-1.880
4,4:59,3,19,PHI 18,24,14,Mark Sanchez pass complete short left to Jeremy Maclin for 8 yards (tackle by Marcus Burley),-1.880,-1.630
4,4:15,4,11,PHI 26,24,14,"Donnie Jones punts 35 yards, out of bounds",-1.630,-1.530
4,4:07,1,10,SEA 39,24,14,Marshawn Lynch right end for 5 yards (tackle by Casey Matthews),1.530,1.660
4,3:23,2,5,SEA 44,24,14,"Penalty on Russell Wilson: Delay of Game, 5 yards (no play)",1.660,0.990
4,3:21,2,10,SEA 39,24,14,Marshawn Lynch up the middle for 11 yards (tackle by Malcolm Jenkins),0.990,0.990
4,3:12,2,10,SEA 39,24,14,Timeout #1 by Philadelphia Eagles,0.990,2.260
4,3:12,1,10,,24,14,Christine Michael left end for 2 yards (tackle by Fletcher Cox),2.260,2.260
4,3:07,1,10,,24,14,Timeout #2 by Philadelphia Eagles,2.260,1.980
4,3:07,2,8,PHI 48,24,14,Christine Michael right end for 8 yards (tackle by Mychal Kendricks),1.980,1.980
4,3:00,2,8,PHI 48,24,14,Timeout #3 by Philadelphia Eagles,1.980,2.920
4,3:00,1,10,PHI 40,24,14,Christine Michael right end for 1 yard (tackle by Bennie Logan),2.920,2.510
4,2:18,2,9,PHI 39,24,14,Christine Michael right end for 3 yards (tackle by Cedric Thornton and Bennie Logan),2.510,2.210
4,2:00,3,6,PHI 36,24,14,Christine Michael up the middle for 11 yards (tackle by Mychal Kendricks),2.210,3.910
4,1:16,1,10,PHI 25,24,14,Russell Wilson kneels for -1 yards,3.910,3.230
4,0:37,2,11,PHI 26,24,14,Russell Wilson kneels for -1 yards,3.230,2.410
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
