Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
J.R. Sweezy,G,86,100%,0,0%,7,24%
Justin Britt,T,86,100%,0,0%,4,14%
Russell Okung,T,86,100%,0,0%,4,14%
Lemuel Jeanpierre,C,86,100%,0,0%,4,14%
Russell Wilson,QB,86,100%,0,0%,0,0%
James Carpenter,G,85,99%,0,0%,4,14%
Jermaine Kearse,WR,60,70%,0,0%,4,14%
Marshawn Lynch,RB,59,69%,0,0%,0,0%
Doug Baldwin,WR,58,67%,0,0%,8,28%
Luke Willson,TE,52,60%,0,0%,14,48%
Tony Moeaki,TE,45,52%,0,0%,0,0%
Paul Richardson,WR,43,50%,0,0%,3,10%
Kevin Norwood,WR,33,38%,0,0%,4,14%
Will Tukuafu,FB,24,28%,0,0%,3,10%
Ricardo Lockette,WR,18,21%,0,0%,9,31%
Robert Turbin,RB,17,20%,0,0%,0,0%
Christine Michael,RB,9,10%,0,0%,0,0%
Chris Matthews,WR,8,9%,0,0%,16,55%
Garry Gilliam,T,4,5%,0,0%,4,14%
Alvin Bailey,T,1,1%,0,0%,4,14%
Richard Sherman,CB,0,0%,46,100%,8,28%
Kam Chancellor,SS,0,0%,46,100%,4,14%
Byron Maxwell,CB,0,0%,46,100%,3,10%
Earl Thomas,FS,0,0%,46,100%,2,7%
Bobby Wagner,LB,0,0%,46,100%,0,0%
K.J. Wright,LB,0,0%,46,100%,0,0%
Michael Bennett,DE,0,0%,43,93%,2,7%
Cliff Avril,DE,0,0%,37,80%,2,7%
Tharold Simon,CB,0,0%,36,78%,8,28%
Bruce Irvin,LB,0,0%,30,65%,0,0%
Jordan Hill,DT,0,0%,23,50%,0,0%
Kevin Williams,DT,0,0%,22,48%,2,7%
Tony McDaniel,DT,0,0%,20,43%,2,7%
O'Brien Schofield,DE,0,0%,16,35%,16,55%
Marcus Burley,CB,0,0%,3,7%,19,66%
DeShawn Shead,FS,0,0%,0,0%,25,86%
Malcolm Smith,LB,0,0%,0,0%,25,86%
Mike Morgan,LB,0,0%,0,0%,25,86%
Brock Coyle,LB,0,0%,0,0%,25,86%
Jeron Johnson,SS,0,0%,0,0%,25,86%
Jon Ryan,P,0,0%,0,0%,11,38%
Clint Gresham,LS,0,0%,0,0%,11,38%
Stephen Hauschka,K,0,0%,0,0%,9,31%
Demarcus Dobbs,DE,0,0%,0,0%,3,10%
