Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2,7:39,2,10,DEN 15,0,10,Peyton Manning pass complete deep right to Eric Decker for 55 yards (tackle by Quentin Jammer and Antoine Cason),-0.710,3.580
2,6:53,1,10,SDG 30,0,10,Willis McGahee up the middle for 4 yards (tackle by Aubrayo Franklin and Corey Liuget),3.580,3.570
2,6:21,2,6,SDG 26,0,10,Peyton Manning pass incomplete deep right intended for Joel Dreessen,3.570,2.870
2,6:15,3,6,SDG 26,0,16,"Peyton Manning pass incomplete short right intended for Matt Willis is intercepted by Quentin Jammer at SDG-20 and returned for 80 yards, touchdown",2.870,-7.000
2,,,,DEN 2,0,17,Nick Novak kicks extra point good,0.000,0.000
2,6:00,,,SDG 35,0,17,"Nick Novak kicks off 67 yards, returned by Omar Bolden for 24 yards (tackle by Dante Rosario)",0.000,0.410
2,5:55,1,10,DEN 22,0,17,Willis McGahee left tackle for -1 yards (tackle by Takeo Spikes),0.410,-0.270
2,5:21,2,11,DEN 21,0,17,Peyton Manning pass complete short right to Jacob Tamme for 2 yards (tackle by Atari Bigby),-0.270,-0.690
2,4:38,3,9,DEN 23,0,17,Peyton Manning pass incomplete short middle intended for Willis McGahee,-0.690,-1.830
2,4:33,4,9,DEN 23,0,17,"Britton Colquitt punts 50 yards, returned by Eddie Royal for 7 yards (tackle by Wesley Woodyard)",-1.830,-1.200
2,4:20,1,10,SDG 34,0,17,Ryan Mathews up the middle for 5 yards (tackle by Elvis Dumervil and Danny Trevathan),1.200,1.330
2,3:42,2,5,SDG 39,0,17,Philip Rivers pass complete short left to Antonio Gates for 7 yards (tackle by Chris Harris),1.330,1.990
2,3:08,1,10,SDG 46,0,17,Ryan Mathews up the middle for 4 yards (tackle by Wesley Woodyard),1.990,1.990
2,2:25,2,6,,0,17,Philip Rivers pass complete short right to Randy McMichael for 2 yards (tackle by Chris Harris),1.990,1.550
2,2:00,3,4,DEN 48,0,17,"Philip Rivers pass incomplete deep middle intended for Antonio Gates. Penalty on Danny Trevathan: Defensive Holding, 5 yards (no play)",1.550,2.720
2,1:54,1,10,DEN 43,0,17,Ryan Mathews left end for 10 yards (tackle by Wesley Woodyard),2.720,0.000
2,1:23,,,,0,17,Timeout #1 by Denver Broncos,0.000,3.380
2,1:23,1,10,DEN 33,0,17,Ryan Mathews up the middle for 3 yards (tackle by Justin Bannan and Wesley Woodyard),3.380,3.240
2,0:59,2,7,DEN 30,0,17,Ryan Mathews right tackle for 6 yards (tackle by Keith Brooking),3.240,0.000
2,0:47,,,,0,17,Timeout #1 by San Diego Chargers,0.000,3.340
2,0:47,3,1,DEN 24,0,17,Jackie Battle right tackle for 1 yard (tackle by Kevin Vickerson and Justin Bannan),3.340,0.000
2,0:35,,,,0,17,Timeout #2 by San Diego Chargers,0.000,4.040
2,0:35,1,10,DEN 23,0,17,Philip Rivers pass complete short right to Ronnie Brown for 12 yards (tackle by Tony Carter),4.040,4.840
2,0:29,1,10,DEN 11,0,23,"Philip Rivers pass complete short middle to Antonio Gates for 11 yards, touchdown",4.840,7.000
2,0:29,,,DEN 2,0,24,Nick Novak kicks extra point good,0.000,0.000
2,0:24,,,SDG 35,0,24,"Nick Novak kicks off 70 yards, touchback",0.000,0.280
2,0:24,1,10,DEN 20,0,24,Peyton Manning kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,0,24,"Nick Novak kicks off 70 yards, returned by Omar Bolden for 20 yards (tackle by Darrell Stuckey)",0.000,-0.220
3,14:55,1,10,DEN 15,0,24,Peyton Manning pass complete short left to Joel Dreessen for 11 yards (tackle by Antoine Cason),-0.220,0.670
3,14:28,1,10,DEN 26,0,24,Willis McGahee up the middle for 2 yards (tackle by Corey Liuget),0.670,0.400
3,13:57,2,8,DEN 28,0,24,Peyton Manning pass complete deep middle to Joel Dreessen for 19 yards (tackle by Shaun Phillips),0.400,2.060
3,13:20,1,10,DEN 47,0,24,Peyton Manning pass complete short left to Willis McGahee for no gain,2.060,1.520
3,12:49,2,10,DEN 47,0,24,Peyton Manning pass complete short left to Eric Decker for 14 yards (tackle by Antoine Cason),1.520,2.980
3,12:09,1,10,SDG 39,0,24,Peyton Manning pass complete short right to Joel Dreessen for 10 yards (tackle by Jarret Johnson),2.980,3.640
3,11:31,1,10,SDG 29,0,24,Ronnie Hillman right tackle for no gain (tackle by Takeo Spikes and Kendall Reyes),3.640,3.100
3,11:02,2,10,SDG 29,6,24,"Peyton Manning pass complete deep right to Demaryius Thomas for 29 yards, touchdown",3.100,7.000
3,11:02,,,SDG 2,7,24,Matt Prater kicks extra point good,0.000,0.000
3,10:56,,,DEN 35,7,24,"Matt Prater kicks off 65 yards, returned by Richard Goodman for 15 yards (tackle by Chris Gronkowski)",0.000,-0.220
3,10:49,1,10,SDG 15,7,24,Ryan Mathews left tackle for 3 yards (tackle by Mike Adams),-0.220,-0.280
3,10:10,2,7,SDG 18,7,24,Philip Rivers pass complete short middle to Malcom Floyd for 8 yards (tackle by Mike Adams),-0.280,0.670
3,9:29,1,10,SDG 26,7,24,Ryan Mathews up the middle for 13 yards (tackle by Keith Brooking),0.670,1.530
3,8:46,1,10,SDG 39,7,24,Jackie Battle right end for 2 yards (tackle by Rahim Moore),1.530,1.260
3,8:06,2,8,SDG 41,7,24,Philip Rivers pass complete short left to Eddie Royal for 12 yards (tackle by Danny Trevathan),1.260,2.460
3,7:23,1,10,DEN 47,7,24,Ryan Mathews left end for 1 yard (tackle by Wesley Woodyard),2.460,2.050
3,6:53,2,9,DEN 46,7,24,Philip Rivers pass complete short left to Ryan Mathews for 1 yard (tackle by Kevin Vickerson and Wesley Woodyard),2.050,1.490
3,6:05,3,8,DEN 45,7,24,"Philip Rivers pass complete short left to Randy McMichael for 5 yards (tackle by Mike Adams). Randy McMichael fumbles (forced by Mike Adams), recovered by Ronnie Brown at DEN-35",1.490,3.250
3,5:38,1,10,DEN 35,7,24,Ryan Mathews up the middle for 2 yards (tackle by Justin Bannan and Mitch Unrein),3.250,2.970
3,5:02,2,8,DEN 33,7,24,Philip Rivers pass incomplete deep middle intended for Dante Rosario,2.970,2.280
3,4:56,3,8,DEN 33,13,24,"Philip Rivers sacked by Elvis Dumervil for -2 yards. Philip Rivers fumbles (forced by Elvis Dumervil), recovered by Tony Carter at DEN-35 and returned for 65 yards, touchdown",2.280,-7.000
,,,,,,,"Replay Assistant challenged the fumble ruling, and the play was upheld.",,
3,,,,SDG 2,14,24,Matt Prater kicks extra point good,0.000,0.000
3,4:41,,,DEN 35,14,24,"Matt Prater kicks off 66 yards, returned by Richard Goodman for 23 yards (tackle by Nate Irving)",0.000,0.410
3,4:34,1,10,SDG 22,14,24,Ryan Mathews up the middle for 1 yard (tackle by Keith Brooking and Von Miller),0.410,0.000
3,3:54,2,9,SDG 23,14,24,Philip Rivers pass complete short right to Ryan Mathews for 4 yards (tackle by Justin Bannan),0.000,-0.160
3,3:26,3,5,SDG 27,14,24,Philip Rivers sacked by Derek Wolfe for -9 yards,-0.160,-2.240
3,2:50,4,14,SDG 18,14,24,"Mike Scifres punts 49 yards, returned by Trindon Holliday for 12 yards (tackle by Dante Rosario)",-2.240,-1.930
3,2:47,1,10,DEN 45,14,24,Willis McGahee up the middle for 9 yards (tackle by Atari Bigby and Donald Butler),1.930,2.600
3,2:23,2,1,SDG 46,14,24,Willis McGahee left tackle for 2 yards (tackle by Cam Thomas),2.600,2.650
3,1:53,1,10,SDG 44,14,24,Peyton Manning pass complete short left to Joel Dreessen for 9 yards (tackle by Antoine Cason),2.650,3.330
3,1:24,2,1,SDG 35,14,24,Willis McGahee left end for no gain (tackle by Jarret Johnson and Demorrio Williams),3.330,2.610
3,0:55,3,1,SDG 35,14,24,"Penalty on Orlando Franklin: False Start, 5 yards (no play)",2.610,0.000
3,0:27,,,,14,24,Timeout #1 by Denver Broncos,0.000,1.950
3,0:27,3,6,SDG 40,14,24,"Peyton Manning pass complete short left to Jacob Tamme for 8 yards (tackle by Atari Bigby). Penalty on Willis McGahee: Offensive Holding, 10 yards (no play)",1.950,0.630
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,16,,14,24,Peyton Manning pass complete deep left to Jacob Tamme for 25 yards (tackle by Corey Lynch),0.630,3.910
4,14:47,1,10,SDG 25,14,24,Willis McGahee up the middle for 9 yards (tackle by Atari Bigby and Corey Liuget). Penalty on Shaun Phillips: Defensive Offside (Declined),3.910,4.750
4,14:35,2,1,SDG 16,14,24,Willis McGahee up the middle for 2 yards (tackle by Melvin Ingram),4.750,4.650
4,14:12,1,10,SDG 14,14,24,Peyton Manning pass complete short left to Eric Decker for 7 yards (tackle by Antoine Cason),4.650,5.280
4,13:40,2,3,SDG 7,20,24,"Peyton Manning pass complete short right to Eric Decker for 7 yards, touchdown",5.280,7.000
4,13:40,,,SDG 2,21,24,Matt Prater kicks extra point good,0.000,0.000
4,13:33,,,DEN 35,21,24,"Matt Prater kicks off 61 yards, returned by Curtis Brinkley for 11 yards (tackle by Omar Bolden)",0.000,-0.220
4,13:25,1,10,SDG 15,21,24,Philip Rivers pass complete short middle to Ryan Mathews for 5 yards (tackle by Von Miller),-0.220,0.080
4,12:44,2,5,SDG 20,21,24,Philip Rivers pass complete short right to Robert Meachem for 9 yards (tackle by Chris Harris),0.080,0.870
4,12:07,1,10,SDG 29,21,24,Ryan Mathews right end for 2 yards (tackle by Nate Irving),0.870,0.600
4,11:29,2,8,SDG 31,21,24,Philip Rivers pass incomplete short left intended for Ryan Mathews,0.600,-0.100
4,11:24,3,8,SDG 31,21,24,Philip Rivers pass incomplete deep middle intended for Robert Meachem is intercepted by Tony Carter at DEN-35 and returned for 15 yards (tackle by Robert Meachem),-0.100,-2.260
4,11:11,1,10,,21,24,Peyton Manning pass complete short left to Brandon Stokley for 6 yards (tackle by Eric Weddle),2.260,2.520
4,10:47,2,4,SDG 44,21,24,Willis McGahee left end for 9 yards (tackle by Shaun Phillips),2.520,3.250
4,10:04,1,10,SDG 35,21,24,Peyton Manning pass complete short left to Brandon Stokley for 9 yards (tackle by Marcus Gilchrist),3.250,3.920
4,9:32,2,1,SDG 26,21,24,"Penalty on Corey Liuget: Encroachment, 5 yards (no play)",3.920,4.170
4,9:09,1,10,SDG 21,27,24,"Peyton Manning pass complete deep right to Brandon Stokley for 21 yards, touchdown",4.170,7.000
4,9:09,,,SDG 2,28,24,Matt Prater kicks extra point good,0.000,0.000
4,9:03,,,DEN 35,28,24,"Matt Prater kicks off 72 yards, returned by Richard Goodman for 39 yards (tackle by Omar Bolden)",0.000,1.070
4,8:55,1,10,SDG 32,28,24,Philip Rivers pass complete short left to Antonio Gates for 13 yards (tackle by Danny Trevathan),1.070,1.930
4,8:17,1,10,SDG 45,28,24,Philip Rivers pass complete short left to Malcom Floyd for 6 yards (tackle by Rahim Moore),1.930,2.190
4,7:52,2,4,DEN 49,28,24,Ryan Mathews up the middle for 5 yards (tackle by Rahim Moore),2.190,2.650
4,7:27,1,10,DEN 44,28,24,Ronnie Brown up the middle for 3 yards (tackle by Mike Adams),2.650,2.520
4,6:59,2,7,DEN 41,28,24,Philip Rivers pass incomplete short right intended for Robert Meachem,2.520,1.820
4,6:54,3,7,DEN 41,28,24,Philip Rivers pass incomplete intended for Eddie Royal is intercepted by Chris Harris at DEN-34,1.820,-1.200
4,6:48,1,10,DEN 34,28,24,Willis McGahee right guard for 8 yards (tackle by Takeo Spikes and Eric Weddle),1.200,1.740
4,6:06,2,2,DEN 42,28,24,"Willis McGahee left end for no gain (tackle by Cam Thomas). Penalty on Marcus Gilchrist: Defensive Offside, 5 yards (no play)",1.740,2.060
4,5:35,1,10,DEN 47,28,24,Willis McGahee right tackle for 5 yards (tackle by Marcus Gilchrist and Donald Butler),2.060,2.190
4,4:57,2,5,SDG 48,28,24,Peyton Manning pass incomplete short left intended for Eric Decker (defended by Eric Weddle),2.190,1.490
4,4:52,3,5,SDG 48,28,24,"Peyton Manning pass complete deep left to Eric Decker for 28 yards (tackle by Antoine Cason). Penalty on Eric Decker: Offensive Pass Interference, 11 yards (no play)",1.490,0.040
4,4:45,3,16,DEN 41,28,24,"Penalty on Vaughn Martin: Encroachment, 5 yards (no play)",0.040,0.700
4,4:45,3,11,DEN 46,28,24,Willis McGahee up the middle for 5 yards (tackle by Antwan Barnes and Melvin Ingram),0.700,0.000
4,4:01,4,6,SDG 49,28,24,"Britton Colquitt punts 35 yards, fair catch by Eddie Royal",0.000,0.280
4,3:52,1,10,SDG 14,28,24,Philip Rivers pass complete short right to Malcom Floyd for 10 yards (tackle by Champ Bailey),-0.280,0.540
4,3:48,1,10,SDG 24,28,24,Ronnie Brown up the middle for 6 yards (tackle by Derek Wolfe),0.540,0.810
4,3:19,2,4,SDG 30,28,24,Philip Rivers pass incomplete short right intended for Robert Meachem (defended by Tony Carter),0.810,0.100
4,3:13,3,4,SDG 30,28,24,Philip Rivers pass complete short left to Malcom Floyd for 11 yards (tackle by Champ Bailey),0.100,1.660
4,2:41,1,10,SDG 41,28,24,Ronnie Brown up the middle for 4 yards (tackle by Wesley Woodyard and Robert Ayers),1.660,1.660
4,2:15,2,6,SDG 45,34,24,"Philip Rivers pass incomplete short left intended for Eddie Royal is intercepted by Chris Harris at SDG-46 and returned for 46 yards, touchdown",1.660,-7.000
4,,,,SDG 2,35,24,Matt Prater kicks extra point good,0.000,0.000
4,2:05,,,DEN 35,35,24,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,2:05,1,10,SDG 20,35,24,Philip Rivers pass complete short middle to Eddie Royal for 10 yards (tackle by Mike Adams),0.280,0.940
4,1:59,1,10,SDG 30,35,24,Philip Rivers pass incomplete short right intended for Antonio Gates,0.940,0.390
4,1:54,2,10,SDG 30,35,24,Philip Rivers pass complete short right to Ronnie Brown for 5 yards (tackle by Jim Leonhard),0.390,0.370
4,1:28,3,5,SDG 35,35,24,Philip Rivers pass complete short right to Robert Meachem for 12 yards (tackle by Tony Carter),0.370,0.000
4,1:20,,,,35,24,Timeout #1 by San Diego Chargers,0.000,2.060
4,1:20,1,10,SDG 47,35,24,Philip Rivers sacked by Von Miller for -6 yards,2.060,0.000
4,1:12,,,,35,24,Timeout #2 by San Diego Chargers,0.000,0.710
4,1:12,2,16,SDG 41,35,24,Philip Rivers pass incomplete deep right intended for Richard Goodman,0.710,0.040
4,1:06,3,16,SDG 41,35,24,Philip Rivers pass incomplete short middle intended for Richard Goodman (defended by Elvis Dumervil),0.040,-0.650
4,0:52,4,16,SDG 41,35,24,"Philip Rivers sacked by Elvis Dumervil for -7 yards. Philip Rivers fumbles (forced by Elvis Dumervil), recovered by Mike Adams at SDG-34 (tackle by Tyronne Green)",-0.650,-3.380
4,0:52,1,10,SDG 33,35,24,Peyton Manning kneels for no gain,3.380,2.840
4,0:20,2,10,SDG 33,35,24,Peyton Manning kneels for -1 yards,2.840,2.010
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
