0,1
Game Info,Game Info
Won Toss,Jaguars (deferred)
Roof,outdoors
Surface,grass
Duration,2:56
Attendance,67808
Weather,"45 degrees, relative humidity 58%, no wind"
Vegas Line,Tennessee Titans -8.5
Over/Under,43.5 (under)
