Quarter,Time,Down,ToGo,Location,DAL,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,DAL 35,0,0,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
1,15:00,1,10,CLE 25,0,0,Cody Kessler pass complete short right to Terrelle Pryor for 16 yards (tackle by Orlando Scandrick),0.610,1.660
1,14:27,1,10,CLE 41,0,0,Cody Kessler pass complete deep middle to Isaiah Crowell for 44 yards (tackle by Anthony Hitchens),1.660,4.580
1,13:41,1,10,DAL 15,0,0,Isaiah Crowell right tackle for 2 yards (tackle by Anthony Hitchens and Sean Lee),4.580,4.280
1,13:00,2,8,DAL 13,0,0,Cody Kessler pass incomplete short left intended for Andrew Hawkins,4.280,3.400
1,12:55,3,8,DAL 13,0,0,"Cody Kessler pass incomplete short left intended for Andrew Hawkins. Penalty on David Irving: Disqualification (Offsetting), Penalty on Cameron Erving: Disqualification (Offsetting)",3.400,2.570
1,12:44,4,8,DAL 13,0,3,Cody Parkey 31 yard field goal good,2.570,3.000
1,12:40,,,CLE 35,0,3,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
1,12:40,1,10,DAL 25,0,3,Ezekiel Elliott left guard for 8 yards (tackle by Christian Kirksey and Emmanuel Ogbah),0.610,1.140
1,12:16,2,2,DAL 33,0,3,Ezekiel Elliott right guard for 4 yards (tackle by Demario Davis),1.140,1.400
1,11:42,1,10,DAL 37,0,3,Dak Prescott pass complete short right to Geoff Swaim for 3 yards (tackle by Tracy Howard),1.400,1.260
1,11:05,2,7,DAL 40,0,3,Dak Prescott pass complete short middle to Cole Beasley for 9 yards (tackle by Jamar Taylor),1.260,2.190
1,10:27,1,10,DAL 49,0,3,Ezekiel Elliott right guard for -4 yards (tackle by Christian Kirksey),2.190,1.110
1,9:46,2,14,DAL 45,0,3,Dak Prescott pass complete short middle to Jason Witten for 5 yards (tackle by Jamie Collins and Christian Kirksey),1.110,1.090
1,9:46,3,9,,0,3,"Penalty on Emmanuel Ogbah: Defensive Offside, 5 yards (no play)",1.090,1.750
1,8:53,3,4,CLE 45,0,3,Dak Prescott for 7 yards (tackle by Jamie Collins),1.750,0.000
1,8:53,,,,0,3,Timeout #1 by Dallas Cowboys,0.000,-3.050
1,8:14,1,10,CLE 38,0,3,Ezekiel Elliott right tackle for 10 yards (tackle by Demario Davis),3.050,0.000
1,8:14,,,,0,3,Timeout #1 by Dallas Cowboys,0.000,-3.710
1,7:39,1,10,CLE 28,0,3,Ezekiel Elliott right end for 2 yards (tackle by Derrick Kindred and Demario Davis),3.710,3.440
1,6:53,2,8,CLE 26,6,3,"Dak Prescott pass complete deep right to Jason Witten for 26 yards, touchdown",3.440,7.000
1,6:47,,,CLE 15,7,3,Dan Bailey kicks extra point good,0.000,0.000
1,6:47,,,DAL 35,7,3,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
1,6:47,1,10,CLE 25,7,3,Cody Kessler pass complete short right to Isaiah Crowell for 2 yards (tackle by J.J. Wilcox and Sean Lee),0.610,0.330
1,6:13,2,8,CLE 27,7,3,Cody Kessler pass complete short left to Andrew Hawkins for 9 yards (tackle by Brandon Carr),0.330,1.330
1,5:45,1,10,CLE 36,7,3,Isaiah Crowell left end for -5 yards (tackle by Sean Lee). Penalty on John Greco: Offensive Holding (Declined),1.330,0.120
1,5:27,2,15,CLE 31,7,3,Cody Kessler pass incomplete deep left intended for Corey Coleman,0.120,-0.560
1,5:22,3,15,CLE 31,7,3,Cody Kessler pass complete short left to Duke Johnson for 9 yards (tackle by Justin Durant),-0.560,-0.720
1,4:44,4,6,CLE 40,7,3,Britton Colquitt punts 59 yards,-0.720,0.380
1,4:33,1,10,DAL 1,7,3,Ezekiel Elliott right tackle for 5 yards (tackle by Derrick Kindred),-0.380,-0.420
1,3:58,2,5,DAL 6,7,3,Ezekiel Elliott left guard for no gain (tackle by Cam Johnson),-0.420,-0.840
1,3:16,3,5,DAL 6,7,3,Dak Prescott pass incomplete short right intended for Dez Bryant (defended by Tramon Williams),-0.840,-2.490
1,3:11,4,5,DAL 6,7,3,"Chris Jones punts 50 yards, returned by Duke Johnson for 2 yards (tackle by Damien Wilson)",-2.490,-1.990
1,3:01,1,10,CLE 46,7,3,Cody Kessler sacked by Anthony Hitchens and Damien Wilson for -8 yards,1.990,0.370
1,2:23,2,18,CLE 38,7,3,Isaiah Crowell left guard for 8 yards (tackle by Anthony Hitchens),0.370,0.760
1,1:50,3,10,CLE 46,7,3,Cody Kessler pass complete short right to Gary Barnidge for 9 yards (tackle by Sean Lee),0.760,0.270
1,1:17,4,1,DAL 45,7,3,Cody Kessler middle for 3 yards (tackle by Benson Mayowa),0.270,2.790
1,0:47,1,10,DAL 42,7,3,Cody Kessler pass complete short right to Corey Coleman for 11 yards (tackle by Orlando Scandrick),2.790,3.510
1,0:18,1,10,DAL 31,7,3,Cody Kessler pass incomplete deep right intended for Corey Coleman,3.510,2.970
1,0:13,2,10,DAL 31,7,3,Duke Johnson left tackle for 8 yards (tackle by Sean Lee),2.970,3.340
Quarter,Time,Down,ToGo,Location,DAL,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,2,DAL 23,7,3,Cody Kessler pass incomplete deep left intended for Terrelle Pryor,3.340,2.050
2,14:54,4,2,DAL 23,7,3,Cody Parkey 41 yard field goal no good,2.050,-1.000
2,14:50,1,10,DAL 31,7,3,Dak Prescott pass complete short right to Terrance Williams for 15 yards (tackle by Ibraheim Campbell),1.000,1.990
2,14:11,1,10,DAL 46,7,3,Alfred Morris right guard for 5 yards (tackle by Jamie Collins),1.990,2.130
2,13:29,2,5,CLE 49,7,3,Alfred Morris right tackle for 13 yards (tackle by Ibraheim Campbell and Demario Davis),2.130,3.180
2,12:46,1,10,CLE 36,7,3,Alfred Morris left tackle for 2 yards (tackle by Emmanuel Ogbah and Jamie Collins),3.180,2.910
2,12:11,2,8,CLE 34,7,3,Dak Prescott pass complete short middle to Jason Witten for 10 yards (tackle by Christian Kirksey),2.910,3.970
2,11:32,1,10,CLE 24,7,3,Dak Prescott pass incomplete deep right intended for Dez Bryant,3.970,3.430
2,11:27,2,10,CLE 24,7,3,"Penalty on Doug Free: False Start, 5 yards (no play)",3.430,2.760
2,11:27,2,15,CLE 29,7,3,Dak Prescott pass complete short left to Brice Butler for 9 yards (tackle by Jamar Taylor),2.760,3.270
2,10:47,3,6,CLE 20,7,3,Dak Prescott pass complete short middle to Jason Witten for 10 yards (tackle by Ibraheim Campbell),3.270,4.910
2,10:09,1,10,CLE 10,13,3,"Ezekiel Elliott right tackle for 10 yards, touchdown",4.910,7.000
2,10:02,,,CLE 15,14,3,Dan Bailey kicks extra point good,0.000,0.000
2,10:02,,,DAL 35,14,3,"Dan Bailey kicks off 63 yards, returned by Ricardo Louis for 18 yards (tackle by J.J. Wilcox). Penalty on Ibraheim Campbell: Offensive Holding, 10 yards",0.000,0.380
2,9:54,1,10,CLE 10,14,3,Duke Johnson right tackle for 2 yards (tackle by Orlando Scandrick),-0.380,-0.630
2,9:13,2,8,CLE 12,14,3,Duke Johnson right tackle for 9 yards (tackle by Byron Jones and J.J. Wilcox),-0.630,0.340
2,8:34,1,10,CLE 21,14,3,Cody Kessler pass complete short right to Terrelle Pryor for 4 yards (tackle by Sean Lee),0.340,0.340
2,7:59,2,6,CLE 25,14,3,Isaiah Crowell right guard for -1 yards (tackle by Cedric Thornton),0.340,-0.490
2,7:16,3,7,CLE 24,14,3,Cody Kessler pass complete short left to Gary Barnidge for 5 yards (tackle by Jeff Heath),-0.490,-1.440
2,6:38,4,2,CLE 29,14,3,"Britton Colquitt punts 38 yards, returned by Lucky Whitehead for no gain",-1.440,-1.140
2,6:29,1,10,DAL 33,14,3,Ezekiel Elliott for 12 yards,1.140,1.930
2,5:49,1,10,DAL 45,14,3,Dak Prescott pass complete short right to Jason Witten for 15 yards (tackle by Derrick Kindred),1.930,2.920
2,5:03,1,10,CLE 40,14,3,Ezekiel Elliott left tackle for -3 yards (tackle by Jamie Collins),2.920,1.970
2,4:21,2,13,CLE 43,14,3,Dak Prescott pass complete short right to Cole Beasley for 12 yards (tackle by Joe Haden),1.970,2.870
2,3:38,3,1,CLE 31,14,3,Ezekiel Elliott for 6 yards,2.870,3.910
2,3:05,1,10,CLE 25,14,3,Ezekiel Elliott left end for 15 yards (tackle by Ed Reynolds),3.910,4.910
2,2:25,1,10,CLE 10,14,3,Dak Prescott pass complete short right to Terrance Williams for 4 yards (tackle by Ed Reynolds),4.910,4.950
2,2:00,2,6,CLE 6,14,3,Dak Prescott pass incomplete short right intended for Jason Witten,4.950,4.040
2,1:54,3,6,CLE 6,20,3,"Dak Prescott pass complete short left to Cole Beasley for 6 yards, touchdown",4.040,7.000
2,1:50,,,CLE 15,21,3,Dan Bailey kicks extra point good,0.000,0.000
2,1:50,,,DAL 35,21,3,Dan Bailey kicks off 64 yards (tackle by Kyle Wilber),0.000,-0.280
2,1:43,1,10,CLE 20,21,3,Cody Kessler pass complete deep right to Corey Coleman for 18 yards (tackle by Anthony Hitchens),0.280,1.470
2,1:18,1,10,CLE 38,21,3,Cody Kessler pass complete short middle to Duke Johnson for 7 yards (tackle by Sean Lee and Orlando Scandrick),1.470,1.870
2,0:53,2,3,CLE 45,21,3,Duke Johnson right guard for 9 yards (tackle by Maliek Collins),1.870,0.000
2,0:50,,,,21,3,Timeout #1 by Cleveland Browns,0.000,-2.520
2,0:50,1,10,DAL 46,21,3,Cody Kessler pass complete short right to Corey Coleman for 12 yards,2.520,3.310
2,0:44,1,10,DAL 34,21,3,"Cody Kessler pass complete short left to Terrelle Pryor for 9 yards (tackle by Brandon Carr). Penalty on Demarcus Lawrence: Roughing the Passer, 13 yards",3.310,4.780
2,0:35,1,10,DAL 12,21,3,Cody Kessler pass incomplete short left intended for Corey Coleman (defended by Brandon Carr),4.780,4.100
2,0:30,2,10,DAL 12,21,9,"Cody Kessler pass complete short right to Terrelle Pryor for 12 yards, touchdown. Penalty on Demarcus Lawrence: Defensive Offside (Declined)",4.100,7.000
2,0:23,,,DAL 15,21,10,Cody Parkey kicks extra point good,0.000,0.000
2,0:23,,,CLE 35,21,10,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
2,0:23,1,10,DAL 25,21,10,Dak Prescott kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,DAL,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,21,10,"Cody Parkey kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,DAL 25,21,10,Dak Prescott pass complete short right to Jason Witten for 35 yards (tackle by Derrick Kindred),0.610,2.920
3,14:18,1,10,CLE 40,21,10,"Ezekiel Elliott left guard for 1 yard (tackle by Demario Davis). Ezekiel Elliott fumbles (forced by Demario Davis), recovered by Ezekiel Elliott at CLE-39",2.920,2.510
3,13:36,2,9,CLE 39,21,10,Dak Prescott pass complete deep left to Dez Bryant for 19 yards (tackle by Joe Haden),2.510,4.240
3,12:52,1,10,CLE 20,21,10,Dak Prescott pass incomplete deep right intended for Terrance Williams,4.240,3.690
3,12:47,2,10,CLE 20,21,10,Dak Prescott right end for 1 yard (tackle by Demario Davis),3.690,3.100
3,12:07,3,9,CLE 19,21,10,"Dak Prescott pass incomplete short left intended for Cole Beasley. Penalty on Tyrone Holmes: Defensive Offside, 5 yards (no play)",3.100,3.890
3,12:03,3,4,CLE 14,21,10,Dak Prescott pass complete short right to Jason Witten for 6 yards (tackle by Christian Kirksey). Penalty on Xavier Cooper: Defensive Offside (Declined),3.890,5.370
3,11:36,1,8,CLE 8,27,10,"Ezekiel Elliott left tackle for 8 yards, touchdown",5.370,7.000
3,11:30,,,CLE 15,28,10,Dan Bailey kicks extra point good,0.000,0.000
3,11:30,,,DAL 35,28,10,"Dan Bailey kicks off 65 yards, returned by Ricardo Louis for 16 yards (tackle by Leon McFadden). Penalty on Cam Johnson: Offensive Holding, 8 yards",0.000,0.380
3,11:24,1,10,CLE 8,28,10,Isaiah Crowell right guard for 2 yards (tackle by Anthony Hitchens and Terrell McClain),-0.380,-0.630
3,11:00,2,8,CLE 10,28,10,Cody Kessler pass complete short right to Gary Barnidge for 9 yards (tackle by Sean Lee),-0.630,0.150
3,10:32,1,10,CLE 19,28,10,Cody Kessler sacked by Maliek Collins for -8 yards,0.150,-1.360
3,9:47,2,18,CLE 11,28,10,Cody Kessler pass complete short right to Isaiah Crowell for 13 yards (tackle by Terrell McClain),-1.360,-0.420
3,9:10,3,5,CLE 24,28,10,Cody Kessler pass complete short right to Terrelle Pryor for 6 yards (tackle by Anthony Brown),-0.420,0.940
3,8:31,1,10,CLE 30,28,10,Duke Johnson right guard for 2 yards (tackle by Tyrone Crawford),0.940,0.660
3,8:01,2,8,CLE 32,28,10,Cody Kessler pass incomplete short left intended for Terrelle Pryor,0.660,-0.030
3,7:57,3,8,CLE 32,28,10,Cody Kessler sacked by Justin Durant for -2 yards,-0.030,-1.370
3,7:19,4,10,CLE 30,28,10,"Britton Colquitt punts 34 yards, fair catch by Lucky Whitehead",-1.370,-1.330
3,7:11,1,10,DAL 36,28,10,Ezekiel Elliott right tackle for 1 yard (tackle by Derrick Kindred),1.330,0.930
3,6:32,2,9,DAL 37,28,10,Dak Prescott left guard for 13 yards (tackle by Briean Boddy-Calhoun),0.930,2.260
3,5:52,1,10,,28,10,Dak Prescott pass complete short right to Ezekiel Elliott for 5 yards (tackle by Christian Kirksey),2.260,2.390
3,5:05,2,5,CLE 45,28,10,"Ezekiel Elliott right tackle for 4 yards (tackle by Jamie Collins). Penalty on Xavier Cooper: Defensive Offside, 5 yards (no play)",2.390,2.920
3,4:45,1,10,CLE 40,28,10,Alfred Morris right tackle for -1 yards (tackle by Demario Davis),2.920,2.240
3,4:04,2,11,CLE 41,28,10,Dak Prescott pass complete short left to Jason Witten for 27 yards (tackle by Tramon Williams),2.240,4.650
3,3:20,1,10,CLE 14,28,10,Dak Prescott pass incomplete short middle intended for Dez Bryant,4.650,4.000
3,3:16,2,10,CLE 14,28,10,Ezekiel Elliott left end for 10 yards (tackle by Jamie Meder),4.000,6.280
3,2:27,1,4,CLE 4,28,10,Ezekiel Elliott right guard for 2 yards (tackle by Derrick Kindred and Christian Kirksey),6.280,5.720
3,1:46,2,2,CLE 2,34,10,"Dak Prescott pass complete short left to Gavin Escobar for 2 yards, touchdown",5.720,7.000
3,1:41,,,CLE 15,35,10,Dan Bailey kicks extra point good,0.000,0.000
3,1:41,,,DAL 35,35,10,"Dan Bailey kicks off 65 yards, touchback",0.000,-0.610
3,1:41,1,10,CLE 25,35,10,"Penalty on Benson Mayowa: Neutral Zone Infraction, 5 yards (no play)",0.610,1.340
3,1:41,1,5,CLE 30,35,10,Cody Kessler sacked by Maliek Collins for -8 yards,1.340,-0.340
3,1:08,2,13,CLE 22,35,10,Cody Kessler pass incomplete short left intended for Corey Coleman,-0.340,-1.020
3,1:02,3,13,CLE 22,35,10,Cody Kessler for 8 yards,-1.020,-1.370
3,0:25,4,5,CLE 30,35,10,"Britton Colquitt punts 37 yards, returned by Lucky Whitehead for 3 yards",-1.370,-1.330
3,0:17,1,10,DAL 36,35,10,Alfred Morris left tackle for 3 yards (tackle by Cam Johnson),1.330,1.200
Quarter,Time,Down,ToGo,Location,DAL,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,DAL 39,35,10,Alfred Morris right end for 1 yard (tackle by Christian Kirksey and Emmanuel Ogbah),1.200,0.630
4,14:18,3,6,DAL 40,35,10,Dak Prescott pass complete short right to Cole Beasley for 18 yards (tackle by Ed Reynolds),0.630,2.790
4,13:38,1,10,CLE 42,35,10,Ezekiel Elliott left tackle for 5 yards (tackle by Jamie Collins),2.790,2.920
4,12:59,2,5,CLE 37,35,10,Alfred Morris left end for 2 yards (tackle by Christian Kirksey and Xavier Cooper),2.920,2.480
4,12:20,3,3,CLE 35,35,10,Dak Prescott pass complete short right to Cole Beasley for 6 yards (tackle by Briean Boddy-Calhoun),2.480,3.640
4,11:44,1,10,CLE 29,35,10,Alfred Morris right guard for 2 yards (tackle by Danny Shelton and Ibraheim Campbell),3.640,3.370
4,10:59,2,8,CLE 27,35,10,"Alfred Morris right end for 14 yards (tackle by Ibraheim Campbell). Penalty on Travis Frederick: Face Mask (15 Yards), 15 yards (no play)",3.370,1.350
4,10:35,2,23,CLE 42,35,10,Dak Prescott pass complete short left to Cole Beasley for 5 yards (tackle by Ibraheim Campbell),1.350,1.360
4,9:55,3,18,CLE 37,35,10,Dak Prescott pass incomplete deep left intended for Jason Witten,1.360,0.790
4,9:50,4,18,CLE 37,35,10,"Chris Jones punts 25 yards, fair catch by Tramon Williams",0.790,0.350
4,9:41,1,10,CLE 12,35,10,Cody Kessler pass complete short left to Isaiah Crowell for 4 yards (tackle by Demarcus Lawrence),-0.350,-0.370
4,9:08,2,6,CLE 16,35,10,Isaiah Crowell left tackle for -2 yards (tackle by Demarcus Lawrence),-0.370,-1.190
4,8:33,3,8,CLE 14,35,10,Cody Kessler pass complete short right to Andrew Hawkins for 4 yards (tackle by Orlando Scandrick),-1.190,-2.240
4,7:59,4,4,CLE 18,35,10,"Britton Colquitt punts 52 yards, returned by Lucky Whitehead for 15 yards (tackle by Charley Hughlett)",-2.240,-1.930
4,7:48,1,10,DAL 45,35,10,Alfred Morris right tackle for 5 yards (tackle by Cam Johnson),1.930,2.060
4,7:08,2,5,,35,10,Alfred Morris left tackle for 4 yards (tackle by Demario Davis),2.060,1.880
4,6:26,3,1,CLE 46,35,10,Alfred Morris left guard for 3 yards (tackle by Jamie Collins),1.880,2.720
4,5:46,1,10,CLE 43,35,10,Alfred Morris right tackle for 2 yards (tackle by Danny Shelton),2.720,0.000
4,5:17,,,,35,10,Timeout #1 by Dallas Cowboys,0.000,-2.450
4,5:17,2,8,CLE 41,35,10,Alfred Morris left tackle for 5 yards (tackle by Ed Reynolds and Jamie Meder),2.450,2.410
4,4:34,3,3,CLE 36,35,10,Lucky Whitehead left end for 2 yards (tackle by Briean Boddy-Calhoun),2.410,1.100
4,3:53,4,1,CLE 34,35,10,Alfred Morris right guard for 1 yard (tackle by Demario Davis),1.100,3.380
,,,,,,,"CLE challenged the first down ruling, and the play was upheld.",,
4,3:14,1,10,CLE 33,35,10,Alfred Morris right tackle for 2 yards (tackle by Jamie Collins and Cam Johnson),3.380,3.110
4,2:29,2,8,CLE 31,35,10,Alfred Morris right tackle for 4 yards (tackle by Cam Johnson),3.110,2.940
4,2:00,3,4,CLE 27,35,10,Alfred Morris right tackle for 3 yards (tackle by Danny Shelton and Jamie Meder),2.940,0.000
4,1:13,,,,35,10,Timeout #2 by Dallas Cowboys,0.000,-2.020
4,1:13,4,1,CLE 24,35,10,Mark Sanchez pass complete short right to Geoff Swaim for 8 yards (tackle by Ibraheim Campbell and Ed Reynolds),2.020,0.000
4,0:55,,,,35,10,Timeout #2 by Cleveland Browns,0.000,-4.510
4,0:55,1,10,CLE 16,35,10,Mark Sanchez kneels for -1 yards,4.510,3.770
4,0:18,2,11,CLE 17,35,10,Mark Sanchez kneels for -1 yards,3.770,2.940
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
