Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Jakeem Grant,MIA,7,4,27,0,1,21,5.3,6,1.5,8.9,0,,0,0.0,0,65.8
Preston Williams,MIA,12,4,68,0,4,64,16.0,4,1.0,12.9,0,,0,0.0,0,53.5
Kenyan Drake,MIA,6,3,34,0,2,-2,-0.7,36,12.0,0.8,0,,1,16.7,0,67.4
Mike Gesicki,MIA,3,3,9,0,,5,1.7,4,1.3,1.7,0,,0,0.0,0,79.2
DeVante Parker,MIA,6,3,56,0,3,42,14.0,14,4.7,20.5,0,,1,16.7,0,82.6
Kalen Ballage,MIA,3,1,10,0,1,-5,-5.0,15,15.0,-1.7,0,,0,0.0,0,43.7
Allen Hurns,MIA,2,1,6,0,,5,5.0,1,1.0,14.5,0,,0,0.0,0,56.2
Nick O'Leary,MIA,1,1,19,0,1,9,9.0,10,10.0,9.0,0,,0,0.0,0,118.7
Durham Smythe,MIA,1,0,0,0,,0,,0,,6.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Amari Cooper,DAL,7,6,88,2,5,68,11.3,20,3.3,12.7,0,,1,14.3,0,158.3
Jason Witten,DAL,4,3,54,0,2,32,10.7,22,7.3,10.5,0,,0,0.0,0,116.7
Tony Pollard,DAL,3,3,25,0,1,-1,-0.3,26,8.7,-0.3,0,,0,0.0,0,101.4
Randall Cobb,DAL,4,2,23,0,1,9,4.5,14,7.0,13.3,0,,0,0.0,1,28.1
Devin Smith,DAL,5,2,39,0,2,25,12.5,14,7.0,23.6,1,2.0,0,0.0,0,67.9
Ezekiel Elliott,DAL,3,2,14,0,1,6,3.0,8,4.0,4.0,0,,0,0.0,0,77.1
Blake Jarwin,DAL,3,1,3,0,,2,2.0,1,1.0,6.7,0,,1,33.3,0,42.4
Cedrick Wilson Jr.,DAL,1,0,0,0,,0,,0,,33.0,0,,0,0.0,0,39.6
