Quarter,Time,Down,ToGo,Location,SDG,CLE,Detail,EPB,EPA
1,5:15,4,1,SDG 28,0,0,Brandon Weeden up the middle for 2 yards (tackle by Vaughn Martin and Corey Liuget),1.720,3.840
1,4:33,1,10,SDG 26,0,0,Brandon Weeden pass incomplete deep left intended for Josh Gordon,3.840,3.300
1,4:26,2,10,SDG 26,0,6,"Trent Richardson right guard for 26 yards, touchdown",3.300,7.000
1,4:26,,,SDG 2,0,7,Phil Dawson kicks extra point good,0.000,0.000
1,4:17,,,CLE 35,0,7,"Phil Dawson kicks off 58 yards, returned by Chris Carr for 11 yards (tackle by Johnson Bademosi)",0.000,0.040
1,4:11,1,10,SDG 18,0,7,Philip Rivers pass incomplete short right intended for Robert Meachem,0.040,-0.490
,,,,,,,"CLE challenged the pass completion ruling, and the original play was overturned.",,
1,4:06,2,10,SDG 18,0,7,Philip Rivers pass complete short right to Ryan Mathews for 6 yards (tackle by Ishmaa'ily Kitchen and Usama Young),-0.490,-0.400
1,3:25,3,4,SDG 24,0,7,Philip Rivers pass complete short left to Ronnie Brown for 1 yard (tackle by Juqua Parker and John Hughes),-0.400,-1.700
1,2:49,4,3,SDG 25,0,7,"Mike Scifres punts 47 yards, returned by Josh Cribbs for 7 yards (tackle by Corey Lynch)",-1.700,-1.270
1,2:37,1,10,CLE 35,0,7,Brandon Weeden pass complete short left to Josh Cribbs for 7 yards (tackle by Eric Weddle),1.270,1.670
1,2:02,2,3,CLE 42,0,7,Trent Richardson right guard for 1 yard (tackle by Takeo Spikes and Kendall Reyes),1.670,1.090
1,2:02,3,2,CLE 43,0,7,Trent Richardson right guard for 1 yard (tackle by Shaun Phillips),1.090,-0.460
1,2:02,4,1,CLE 44,0,7,"Reggie Hodges punts 31 yards, returned by Eric Weddle for 11 yards (tackle by Kaluka Maiava)",-0.460,-1.330
1,0:50,1,10,SDG 36,0,7,"Ryan Mathews right tackle for 4 yards (tackle by James-Michael Johnson). Ryan Mathews fumbles (forced by James-Michael Johnson), recovered by Billy Winn at SDG-46",1.330,-2.520
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
1,0:41,1,10,SDG 46,0,7,Trent Richardson right tackle for 6 yards (tackle by Donald Butler),2.520,2.790
1,0:06,2,4,SDG 40,0,7,"Josh Cribbs for no gain. Josh Cribbs fumbles, recovered by Travis Benjamin at CLE-40",2.790,-0.560
Quarter,Time,Down,ToGo,Location,SDG,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,24,CLE 40,0,7,Trent Richardson right guard for -1 yards (tackle by Antwan Barnes),-0.560,-0.780
2,14:24,4,25,CLE 39,0,7,"Reggie Hodges punts 34 yards, fair catch by Eric Weddle",-0.780,-0.740
2,14:16,1,10,SDG 27,0,7,Philip Rivers sacked by Billy Winn for -6 yards,0.740,-0.610
2,13:44,2,16,SDG 21,0,7,Ryan Mathews left guard for no gain (tackle by Kaluka Maiava and D'Qwell Jackson),-0.610,-1.290
2,13:03,3,16,SDG 21,0,7,Philip Rivers pass incomplete deep right intended for Danario Alexander (defended by Usama Young),-1.290,-1.960
2,12:56,4,16,SDG 21,0,7,Mike Scifres punts 34 yards,-1.960,-1.930
2,12:45,1,10,CLE 45,0,7,Brandon Weeden pass complete short left to Josh Gordon for 5 yards (tackle by Donald Butler and Shaun Phillips),1.930,2.060
2,12:45,2,5,,0,7,"Penalty on Vaughn Martin: Encroachment, 5 yards (no play)",2.060,2.590
2,12:00,1,10,SDG 45,0,7,Montario Hardesty right guard for 1 yard (tackle by Takeo Spikes),2.590,2.180
2,11:28,2,9,SDG 44,0,7,Montario Hardesty left guard for 2 yards (tackle by Atari Bigby),2.180,1.750
2,10:49,3,7,SDG 42,0,7,Brandon Weeden pass incomplete short right intended for Chris Ogbonnaya,1.750,0.460
2,10:44,4,7,SDG 42,0,7,"Reggie Hodges punts 30 yards, out of bounds",0.460,0.350
2,10:38,1,10,SDG 12,0,7,Ryan Mathews left guard for 7 yards (tackle by John Hughes and Joe Haden),-0.350,0.100
2,10:01,2,3,SDG 19,0,7,Ryan Mathews left guard for 6 yards (tackle by Kaluka Maiava),0.100,0.610
2,9:26,1,10,SDG 25,0,7,Ryan Mathews right guard for 1 yard (tackle by James-Michael Johnson and D'Qwell Jackson),0.610,0.200
2,8:45,2,9,SDG 26,0,7,Philip Rivers pass incomplete short right intended for Malcom Floyd,0.200,-0.490
2,8:40,3,9,SDG 26,0,7,Philip Rivers pass complete short left to Ronnie Brown for 11 yards (tackle by D'Qwell Jackson),-0.490,1.400
2,7:59,1,10,SDG 37,0,7,Philip Rivers pass incomplete deep left intended for Malcom Floyd (defended by Usama Young),1.400,0.860
2,7:50,2,10,SDG 37,0,7,Philip Rivers pass complete short right to Ryan Mathews for 3 yards (tackle by Kaluka Maiava and Joe Haden),0.860,0.560
2,7:04,3,7,SDG 40,0,7,Philip Rivers pass incomplete short middle intended for Dante Rosario,0.560,-0.720
2,6:59,4,7,SDG 40,0,7,"Mike Scifres punts 40 yards, returned by Josh Cribbs for 15 yards (tackle by Melvin Ingram). Penalty on CLE: Offensive Holding, 10 yards",-0.720,0.380
2,6:51,1,10,CLE 10,0,7,Trent Richardson left guard for no gain (tackle by Donald Butler),-0.380,-0.780
2,6:17,2,10,CLE 10,0,7,Brandon Weeden pass complete short right to Jordan Cameron for 12 yards (tackle by Takeo Spikes),-0.780,0.410
2,5:37,1,10,CLE 22,0,7,Brandon Weeden pass incomplete short right intended for Greg Little,0.410,-0.130
2,5:29,2,10,CLE 22,0,7,Brandon Weeden pass complete short right to Josh Gordon for 15 yards (tackle by Antoine Cason),-0.130,1.400
2,4:58,1,10,CLE 37,0,7,Trent Richardson right guard for no gain (tackle by Eric Weddle),1.400,0.860
2,4:22,2,10,CLE 37,0,7,Trent Richardson right guard for 12 yards (tackle by Atari Bigby),0.860,2.190
2,3:42,1,10,CLE 49,0,7,Trent Richardson right guard for 11 yards (tackle by Donald Butler and Melvin Ingram),2.190,2.920
2,3:06,1,10,SDG 40,0,7,Trent Richardson for 4 yards,2.920,2.910
2,2:29,2,6,SDG 36,0,7,"Penalty on John Greco: False Start, 5 yards (no play)",2.910,2.240
2,2:08,2,11,SDG 41,0,7,Trent Richardson right guard for 3 yards (tackle by Corey Liuget),2.240,1.950
2,2:00,3,8,SDG 38,0,7,Brandon Weeden pass incomplete short left intended for Jordan Cameron,1.950,0.720
2,1:54,4,8,SDG 38,0,7,"Reggie Hodges punts 38 yards, touchback",0.720,-0.280
2,1:48,1,10,SDG 20,0,7,Philip Rivers pass complete short middle to Ronnie Brown for 25 yards (tackle by Usama Young and D'Qwell Jackson),0.280,1.930
2,1:25,1,10,SDG 45,0,7,Philip Rivers pass complete short left to Dante Rosario for 6 yards (tackle by Kaluka Maiava),1.930,2.190
2,1:19,2,4,CLE 49,0,7,Philip Rivers pass complete short left to Ronnie Brown for 5 yards,2.190,2.650
2,1:13,1,10,CLE 44,0,7,Philip Rivers pass complete short right to Dante Rosario for 5 yards (tackle by D'Qwell Jackson),2.650,0.000
2,1:06,,,,0,7,Timeout #1 by San Diego Chargers,0.000,2.780
2,1:06,2,5,CLE 39,0,7,Ronnie Brown left tackle for 7 yards (tackle by John Hughes),2.780,3.450
2,0:43,1,10,CLE 32,0,7,Philip Rivers pass complete short left to Malcom Floyd for 10 yards (tackle by Sheldon Brown),3.450,0.000
2,0:38,,,,0,7,Timeout #2 by San Diego Chargers,0.000,4.110
2,0:38,1,10,CLE 22,0,7,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by Buster Skrine),4.110,4.290
2,0:17,2,5,CLE 17,0,7,Philip Rivers spiked the ball,4.290,3.560
2,0:14,3,5,CLE 17,0,7,Philip Rivers pass complete short right to Jeromey Clary for -8 yards (tackle by Juqua Parker),3.560,0.000
2,0:03,,,,0,7,Timeout #3 by San Diego Chargers,0.000,1.800
2,0:03,4,13,CLE 25,3,7,Nick Novak 43 yard field goal good,1.800,3.000
Quarter,Time,Down,ToGo,Location,SDG,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SDG 35,3,7,"Nick Novak kicks off 60 yards, returned by Josh Cribbs for 30 yards (tackle by Antoine Cason). Penalty on Jordan Cameron: Offensive Holding, 10 yards",0.000,-0.060
3,14:55,1,10,CLE 17,3,7,Trent Richardson left guard for 4 yards (tackle by Atari Bigby and Takeo Spikes),-0.060,0.080
3,14:18,2,6,CLE 21,3,7,Trent Richardson right guard for 4 yards (tackle by Atari Bigby and Corey Liuget),0.080,-0.240
3,13:39,3,2,CLE 25,3,7,Brandon Weeden pass complete short right to Greg Little for 6 yards (tackle by Antoine Cason),-0.240,1.000
3,12:58,1,10,CLE 31,3,7,Brandon Weeden pass incomplete short left intended for Ben Watson (defended by Corey Liuget),1.000,0.460
3,12:53,2,10,CLE 31,3,7,Brandon Weeden pass incomplete short left intended for Ben Watson (defended by Eric Weddle),0.460,-0.230
3,12:48,3,10,CLE 31,3,7,Brandon Weeden pass incomplete short right intended for Greg Little,-0.230,-1.310
3,12:43,4,10,CLE 31,3,7,"Reggie Hodges punts 50 yards, returned by Eric Weddle for 5 yards (tackle by Buster Skrine)",-1.310,-0.540
3,12:31,1,10,SDG 24,3,7,Ryan Mathews left tackle for 4 yards (tackle by Kaluka Maiava and D'Qwell Jackson),0.540,0.540
3,11:46,2,6,SDG 28,3,7,Ryan Mathews right guard for 3 yards (tackle by Jabaal Sheard and D'Qwell Jackson),0.540,0.230
3,11:02,3,3,SDG 31,3,7,Philip Rivers pass incomplete short right intended for Antonio Gates,0.230,-1.310
3,10:56,4,3,SDG 31,3,7,Mike Scifres punts 60 yards,-1.310,0.380
3,10:45,1,10,CLE 9,3,7,Trent Richardson left guard for 2 yards (tackle by Eric Weddle and Takeo Spikes),-0.380,-0.630
3,10:03,2,8,CLE 11,3,7,Brandon Weeden pass incomplete short right intended for Greg Little,-0.630,-1.190
3,9:56,3,8,CLE 11,3,7,Brandon Weeden pass incomplete short middle intended for Chris Ogbonnaya,-1.190,-2.490
3,9:51,4,8,CLE 11,3,7,"Reggie Hodges punts 51 yards, returned by Eric Weddle for 10 yards (tackle by Josh Cribbs)",-2.490,-2.130
3,9:40,1,10,SDG 48,3,7,Ryan Mathews right guard for 1 yard (tackle by James-Michael Johnson and Joe Haden),2.130,1.720
3,9:03,2,9,SDG 49,3,7,Philip Rivers pass incomplete short middle intended for Ryan Mathews,1.720,1.020
3,8:57,3,9,SDG 49,3,7,Philip Rivers pass incomplete deep middle intended for Robert Meachem,1.020,-0.130
3,8:52,4,9,SDG 49,3,7,"Mike Scifres punts 43 yards, out of bounds",-0.130,0.380
3,8:44,1,10,CLE 8,3,7,Brandon Weeden pass incomplete short left intended for Josh Gordon,-0.380,-0.780
3,8:41,2,10,CLE 8,3,7,Trent Richardson right tackle for 9 yards (tackle by Donald Butler),-0.780,-0.370
3,7:59,3,1,CLE 17,3,7,Trent Richardson left guard for -2 yards (tackle by Donald Butler and Cam Thomas),-0.370,-2.440
3,7:20,4,3,CLE 15,3,7,"Reggie Hodges punts 48 yards, returned by Eric Weddle for 20 yards (tackle by Christian Yount)",-2.440,-2.720
3,7:09,1,10,CLE 43,3,7,Ryan Mathews right guard for 8 yards (tackle by Usama Young),2.720,3.260
3,6:37,2,2,CLE 35,3,7,Le'Ron McClain right tackle for 3 yards (tackle by D'Qwell Jackson),3.260,3.450
3,6:02,1,10,CLE 32,3,7,Ryan Mathews right guard for 3 yards (tackle by Ishmaa'ily Kitchen),3.450,3.310
3,5:26,2,7,CLE 29,3,7,Ryan Mathews left tackle for 3 yards (tackle by Kaluka Maiava),3.310,3.010
3,4:47,3,4,CLE 26,3,7,Ryan Mathews right tackle for 8 yards (tackle by Usama Young),3.010,4.370
3,4:04,1,10,CLE 18,3,7,Robert Meachem right tackle for -6 yards (tackle by James-Michael Johnson),4.370,3.020
3,3:27,2,16,CLE 24,3,7,Philip Rivers pass incomplete deep middle intended for Antonio Gates,3.020,2.340
3,3:21,3,16,CLE 24,3,7,Philip Rivers pass complete short middle to Ronnie Brown for 11 yards (tackle by Craig Robertson and D'Qwell Jackson),2.340,2.620
3,2:36,4,5,CLE 13,6,7,Nick Novak 31 yard field goal good,2.620,3.000
3,2:33,,,SDG 35,6,7,"Nick Novak kicks off 60 yards, returned by Josh Cribbs for 25 yards (tackle by Atari Bigby)",0.000,0.940
3,2:28,1,10,CLE 30,6,7,Trent Richardson right tackle for -2 yards (tackle by Donald Butler),0.940,0.120
3,1:54,2,12,CLE 28,6,7,Brandon Weeden pass incomplete short right intended for Jordan Cameron (defended by Shaun Phillips),0.120,-0.560
3,1:49,3,12,CLE 28,6,7,Brandon Weeden pass complete deep right to Greg Little for 22 yards (tackle by Quentin Jammer),-0.560,2.260
3,1:22,1,10,,6,7,"Trent Richardson left tackle for 5 yards (tackle by Jarret Johnson). Penalty on Greg Little: Offensive Holding, 10 yards (no play)",2.260,1.600
3,0:59,1,20,CLE 40,6,7,Brandon Weeden pass complete short right to Josh Gordon for 26 yards (tackle by Jarret Johnson),1.600,3.310
3,0:30,1,10,SDG 34,6,7,Brandon Weeden pass incomplete short right intended for Alex Smith,3.310,2.770
3,0:25,2,10,SDG 34,6,7,Brandon Weeden pass incomplete short middle intended for Josh Cooper,2.770,0.000
3,0:21,,,,6,7,Timeout #1 by Cleveland Browns,0.000,2.080
3,0:21,3,10,SDG 34,6,7,Brandon Weeden sacked by Corey Liuget for -9 yards,2.080,0.400
Quarter,Time,Down,ToGo,Location,SDG,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,19,SDG 43,6,7,Reggie Hodges punts 40 yards,0.400,0.380
4,14:52,1,10,SDG 3,6,7,Le'Ron McClain right tackle for 2 yards (tackle by Kaluka Maiava and D'Qwell Jackson),-0.380,-0.630
4,14:17,2,8,SDG 5,6,7,Ryan Mathews left tackle for 7 yards (tackle by D'Qwell Jackson),-0.630,-0.370
4,13:43,3,1,SDG 12,6,7,Ryan Mathews right guard for 1 yard (tackle by John Hughes),-0.370,-0.320
4,13:12,1,10,SDG 13,6,7,Ryan Mathews left tackle for 5 yards (tackle by James-Michael Johnson and Usama Young),-0.320,-0.140
4,12:40,2,5,SDG 18,6,7,Ryan Mathews right guard for 3 yards (tackle by D'Qwell Jackson),-0.140,-0.470
4,11:58,3,2,SDG 21,6,7,Philip Rivers pass complete short middle to Malcom Floyd for 8 yards (tackle by Kaluka Maiava),-0.470,0.870
4,11:20,1,10,SDG 29,6,7,Jackie Battle left tackle for 6 yards (tackle by Joe Haden),0.870,1.140
4,10:46,2,4,SDG 35,6,7,Jackie Battle right guard for no gain (tackle by D'Qwell Jackson and James-Michael Johnson),1.140,0.430
4,10:01,3,4,SDG 35,6,7,Philip Rivers pass complete short left to Malcom Floyd for 11 yards (tackle by Usama Young),0.430,1.990
4,9:42,1,10,SDG 46,6,7,Ryan Mathews right tackle for 6 yards (tackle by T.J. Ward),1.990,2.260
4,9:00,2,4,CLE 48,6,7,Ryan Mathews left tackle for -5 yards (tackle by Juqua Parker),2.260,0.890
4,8:17,3,9,SDG 47,6,7,"Penalty on Jared Gaither: False Start, 5 yards (no play)",0.890,0.230
4,7:53,3,14,SDG 42,6,7,Philip Rivers pass incomplete deep right intended for Robert Meachem,0.230,-0.590
4,7:49,4,14,SDG 42,6,7,Mike Scifres punts 55 yards,-0.590,0.380
4,7:37,1,10,CLE 3,6,7,Chris Ogbonnaya up the middle for 4 yards (tackle by Donald Butler),-0.380,0.000
4,6:51,,,,6,7,Timeout #2 by Cleveland Browns,0.000,-0.490
4,6:51,2,6,CLE 7,6,7,Brandon Weeden pass incomplete short right intended for Alex Smith,-0.490,0.000
4,6:48,,,,6,7,Timeout #1 by San Diego Chargers,0.000,-0.950
4,6:48,3,6,CLE 7,6,7,Brandon Weeden pass complete short right to Trent Richardson for 12 yards (tackle by Eric Weddle),-0.950,0.150
4,6:09,1,10,CLE 19,6,7,Brandon Weeden pass complete short left to Ben Watson for 14 yards (tackle by Eric Weddle),0.150,1.140
4,5:43,1,10,CLE 33,6,7,Trent Richardson left tackle for 4 yards (tackle by Melvin Ingram and Takeo Spikes),1.140,1.130
4,5:13,2,6,CLE 37,6,7,Trent Richardson right guard for 13 yards (tackle by Donald Butler and Marcus Gilchrist),1.130,2.260
4,4:27,1,10,,6,7,Trent Richardson right guard for 4 yards (tackle by Takeo Spikes and Atari Bigby),2.260,2.250
4,3:44,2,6,SDG 46,6,7,"Montario Hardesty up the middle for no gain (tackle by Eric Weddle). Montario Hardesty fumbles (forced by Eric Weddle), recovered by Montario Hardesty at SDG-46",2.250,1.550
4,2:54,3,6,SDG 46,6,7,Brandon Weeden sacked by Melvin Ingram and Shaun Phillips for -3 yards,1.550,0.000
4,2:46,,,,6,7,Timeout #2 by San Diego Chargers,0.000,0.000
4,2:46,4,9,SDG 49,6,7,"Reggie Hodges punts 34 yards, muffed catch by Eric Weddle, recovered by Eric Weddle and returned for no gain",0.000,0.350
4,2:36,1,10,SDG 12,6,7,Philip Rivers pass complete short left to Antonio Gates for 9 yards (tackle by Buster Skrine),-0.350,0.420
4,2:11,2,1,SDG 21,6,7,Ronnie Brown left guard for 3 yards (tackle by D'Qwell Jackson),0.420,0.540
4,2:00,1,10,SDG 24,6,7,Philip Rivers pass incomplete short middle intended for Ronnie Brown,0.540,0.000
4,1:57,2,10,SDG 24,6,7,Philip Rivers pass complete short left to Ronnie Brown for 21 yards (tackle by Sheldon Brown),0.000,1.930
4,1:49,1,10,SDG 45,6,7,Philip Rivers pass complete short right to Ronnie Brown for 11 yards (tackle by Joe Haden),1.930,2.650
4,1:41,1,10,CLE 44,6,7,Philip Rivers pass incomplete short middle intended for Dante Rosario,2.650,2.110
4,1:38,2,10,CLE 44,6,7,Philip Rivers pass incomplete short right intended for Ryan Mathews,2.110,1.420
4,1:30,3,10,CLE 44,6,7,Philip Rivers pass incomplete deep right intended for Dante Rosario,1.420,0.000
4,1:24,,,,6,7,Timeout #3 by San Diego Chargers,0.000,0.330
4,1:24,4,10,CLE 44,6,7,Philip Rivers pass incomplete short left intended for Malcom Floyd (defended by Buster Skrine),0.330,-1.860
4,1:20,1,10,CLE 44,6,7,Brandon Weeden kneels for -1 yards,1.860,1.180
4,0:39,2,11,CLE 43,6,7,Brandon Weeden kneels for -1 yards,1.180,0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
