Quarter,Time,Tm,Detail,DEN,SDG
1.0,7:30,Chargers,Nate Kaeding 40 yard field goal,0,3
,1:51,Chargers,LaDainian Tomlinson 17 yard rush (Nate Kaeding kick),0,10
2.0,3:43,Chargers,Nate Kaeding 23 yard field goal,0,13
,0:00,Chargers,Nate Kaeding 29 yard field goal,0,16
3.0,7:56,Chargers,Chris Chambers 14 yard pass from Philip Rivers (Nate Kaeding kick),0,23
,2:47,Broncos,Jason Elam 23 yard field goal,3,23
