Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Broncos won the coin toss, Broncos to receive the opening kickoff.",,
1,15:00,,,SDG 30,0,0,"Nate Kaeding kicks off 58 yards, returned by Glenn Martinez for 35 yards (tackle by Steve Gregory)",0.000,2.060
1,14:52,1,10,DEN 47,0,0,Selvin Young left end for 2 yards (tackle by Igor Olshansky),2.060,1.790
1,14:17,2,8,DEN 49,0,0,Selvin Young right end for 10 yards (tackle by Marlon McCree and Shaun Phillips),1.790,2.850
1,13:43,1,10,SDG 41,0,0,Jay Cutler pass complete deep middle to Tony Scheffler for 20 yards (tackle by Clinton Hart). Penalty on Antonio Cromartie: Illegal Use of Hands (Declined),2.850,4.170
1,13:23,1,10,SDG 21,0,0,Selvin Young right end for 3 yards (tackle by Brandon McKinney and Shaun Phillips),4.170,4.040
1,12:51,2,7,SDG 18,0,0,Jay Cutler pass incomplete short right intended for Brandon Marshall,4.040,3.310
1,12:46,3,7,SDG 18,0,0,"Jay Cutler sacked by Igor Olshansky for 0 yards. Jay Cutler fumbles (forced by Igor Olshansky), recovered by Shawne Merriman at SDG-16 (tackle by Chris Kuper)",3.310,0.140
1,12:40,1,10,SDG 16,0,0,LaDainian Tomlinson left tackle for 3 yards (tackle by Marcus Thomas and D.J. Williams),-0.140,-0.180
1,12:04,2,7,SDG 19,0,0,Philip Rivers pass complete short right to Vincent Jackson for 9 yards (tackle by Champ Bailey),-0.180,0.810
1,11:22,1,10,SDG 28,0,0,LaDainian Tomlinson for 8 yards (tackle by Nate Webster),0.810,1.340
1,10:58,2,2,SDG 36,0,0,LaDainian Tomlinson right end for 16 yards (tackle by Nate Webster),1.340,2.390
1,10:11,1,10,DEN 48,0,0,Philip Rivers pass incomplete short right intended for LaDainian Tomlinson,2.390,1.850
1,10:07,2,10,DEN 48,0,0,"LaDainian Tomlinson up the middle for 2 yards (tackle by John Lynch). Penalty on John Lynch: Unsportsmanlike Conduct, 15 yards",1.850,3.510
1,9:43,1,10,DEN 31,0,0,Craig Davis right end for 6 yards (tackle by Jamie Winborn),3.510,3.780
1,8:58,2,4,DEN 25,0,0,LaDainian Tomlinson up the middle for no gain (tackle by D.J. Williams),3.780,3.070
1,8:15,3,4,DEN 25,0,0,Philip Rivers pass complete short left to LaDainian Tomlinson for 2 yards (tackle by Dre' Bly),3.070,2.050
1,7:32,4,2,DEN 23,0,3,Nate Kaeding 40 yard field goal good,2.050,3.000
1,,,,SDG 30,0,3,"Mike Scifres kicks off 66 yards, returned by Andre Hall for 30 yards (tackle by Brandon Siler)",0.000,1.200
1,7:23,1,10,DEN 34,0,3,"Jay Cutler pass incomplete intended for Tony Scheffler. Penalty on Daniel Graham: False Start, 5 yards (no play)",1.200,0.870
1,7:23,1,15,DEN 29,0,3,Selvin Young left end for 4 yards (tackle by Shawne Merriman and Antonio Cromartie),0.870,0.520
1,6:42,2,11,DEN 33,0,3,"Selvin Young left end for no gain (tackle by Matt Wilhelm and Clinton Hart). Penalty on Matt Lepsis: Face Mask (5 Yards), 15 yards (no play)",0.520,-1.610
1,6:14,2,26,DEN 18,0,3,Selvin Young up the middle for 6 yards (tackle by Quentin Jammer),-1.610,-1.350
1,5:33,3,20,DEN 24,0,3,Jay Cutler pass complete short right to Selvin Young for 3 yards (tackle by Shaun Phillips),-1.350,-1.570
1,4:54,4,17,DEN 27,0,3,Paul Ernster punts 17 yards,-1.570,-2.650
1,4:46,1,10,DEN 44,0,3,LaDainian Tomlinson right end for 1 yard (tackle by Nate Webster),2.650,2.250
1,4:17,2,9,DEN 43,0,3,LaDainian Tomlinson left tackle for 1 yard (tackle by Jamie Winborn),2.250,1.690
1,3:35,3,8,DEN 42,0,3,"Philip Rivers pass complete deep left to Chris Chambers for 30 yards (tackle by Domonique Foxworth). Chris Chambers fumbles (forced by Domonique Foxworth), ball out of bounds at DEN-12",1.690,4.780
1,3:06,1,10,DEN 12,0,3,"LaDainian Tomlinson left tackle for no gain (tackle by Nate Webster and Elvis Dumervil). Penalty on Jeromey Clary: Offensive Holding, 10 yards (no play)",4.780,4.110
1,2:38,1,20,DEN 22,0,3,Philip Rivers pass complete short middle to LaDainian Tomlinson for 5 yards (tackle by Jamie Winborn),4.110,3.420
1,1:59,2,15,DEN 17,0,9,"LaDainian Tomlinson up the middle for 17 yards, touchdown",3.420,7.000
1,,,,DEN 2,0,10,Nate Kaeding kicks extra point good,0.000,0.000
1,,,,SDG 30,0,10,"Mike Scifres kicks off 65 yards, returned by Andre Hall for 27 yards (tackle by Antonio Cromartie)",0.000,1.070
1,1:45,1,10,DEN 32,0,10,Travis Henry left end for 5 yards (tackle by Ryon Bingham),1.070,1.200
1,1:07,2,5,DEN 37,0,10,Jay Cutler sacked by Clinton Hart for -9 yards,1.200,-0.690
1,0:30,3,14,DEN 28,0,10,Jay Cutler pass complete short right to Tony Scheffler for 17 yards (tackle by Drayton Florence),-0.690,1.930
1,0:03,1,10,DEN 45,0,10,Travis Henry right end for 1 yard (tackle by Clinton Hart and Stephen Cooper),1.930,1.520
Quarter,Time,Down,ToGo,Location,DEN,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,DEN 46,0,10,Jay Cutler pass incomplete deep left intended for Brandon Marshall,1.520,0.830
2,14:54,3,9,DEN 46,0,10,Jay Cutler sacked by Luis Castillo for -6 yards,0.830,-0.720
2,14:23,4,15,DEN 40,0,10,Paul Ernster punts 59 yards,-0.720,0.380
2,14:11,1,10,SDG 1,0,10,Penalty on Marcus McNeill: False Start (no play),-0.380,-0.380
2,14:11,1,10,SDG 1,0,10,LaDainian Tomlinson left end for 1 yard (tackle by D.J. Williams),-0.380,-0.710
2,13:34,2,9,SDG 2,0,10,Philip Rivers pass incomplete intended for Vincent Jackson (defended by Champ Bailey),-0.710,-1.300
2,13:26,3,9,SDG 2,0,10,LaDainian Tomlinson left end for 11 yards (tackle by Hamza Abdullah),-1.300,-0.320
2,12:43,1,10,SDG 13,0,10,Michael Turner right tackle for no gain (tackle by D.J. Williams),-0.320,-0.770
2,12:01,2,10,SDG 13,0,10,Philip Rivers pass complete short middle to Michael Turner for 8 yards (tackle by Marcus Thomas),-0.770,-0.470
2,11:11,3,2,SDG 21,0,10,Philip Rivers pass complete short right to Chris Chambers for 11 yards (tackle by Champ Bailey),-0.470,1.070
2,10:55,1,10,SDG 32,0,10,Philip Rivers pass incomplete short left intended for Andrew Pinnock,1.070,0.530
2,10:49,2,10,SDG 32,0,10,Philip Rivers pass incomplete deep left intended for Antonio Gates,0.530,-0.160
2,10:41,,,,0,10,Timeout #1 by San Diego Chargers,0.000,-0.160
2,10:41,3,10,SDG 32,0,10,Philip Rivers sacked by Josh Mallard for -3 yards,-0.160,-1.440
2,10:08,4,13,SDG 29,0,10,"Mike Scifres punts 59 yards, fair catch by Glenn Martinez",-1.440,0.350
2,9:59,1,10,DEN 12,0,10,Jay Cutler pass complete short right to Brandon Marshall for 5 yards (tackle by Matt Wilhelm),-0.350,-0.230
2,9:19,2,5,DEN 17,0,10,Jay Cutler sacked by Shaun Phillips for -7 yards,-0.230,-1.650
2,8:38,,,,0,10,Timeout #1 by Denver Broncos,0.000,-1.650
2,8:38,3,12,DEN 10,0,10,Jay Cutler pass incomplete short right intended for Javon Walker,-1.650,-2.490
2,8:32,4,12,DEN 10,0,10,Paul Ernster punts 33 yards,-2.490,-2.720
2,8:20,1,10,DEN 43,0,10,LaDainian Tomlinson left end for 1 yard (tackle by Jamie Winborn),2.720,2.310
2,7:42,2,9,DEN 42,0,10,LaDainian Tomlinson up the middle for 3 yards (tackle by D.J. Williams),2.310,2.010
2,7:07,3,6,DEN 39,0,10,Philip Rivers pass complete short middle to Craig Davis for 10 yards (tackle by Champ Bailey),2.010,3.640
2,6:27,1,10,DEN 29,0,10,Chris Chambers left end for 8 yards (tackle by Champ Bailey),3.640,4.180
2,5:46,2,2,DEN 21,0,10,LaDainian Tomlinson right end for 15 yards (tackle by Champ Bailey),4.180,5.830
2,5:06,1,6,DEN 6,0,10,LaDainian Tomlinson left tackle for -2 yards (tackle by D.J. Williams),5.830,4.570
2,4:24,2,8,DEN 8,0,10,LaDainian Tomlinson right end for 3 yards (tackle by John Lynch),4.570,4.260
2,3:50,3,5,DEN 5,0,10,Philip Rivers pass incomplete short middle intended for Vincent Jackson,4.260,3.010
2,3:45,4,5,DEN 5,0,13,Nate Kaeding 23 yard field goal good,3.010,3.000
2,,,,SDG 30,0,13,"Mike Scifres kicks off 64 yards, returned by Andre Hall for 27 yards (tackle by Brandon Siler)",0.000,1.140
2,3:37,1,10,DEN 33,0,13,Jay Cutler pass incomplete deep right intended for Tony Scheffler (defended by Clinton Hart),1.140,0.590
2,3:31,2,10,DEN 33,0,13,Selvin Young left end for 1 yard (tackle by Shaun Phillips and Shawne Merriman),0.590,0.040
2,2:48,3,9,DEN 34,0,13,Jay Cutler pass incomplete short left intended for Brandon Marshall (defended by Antonio Cromartie),0.040,-1.110
2,2:40,4,9,DEN 34,0,13,Paul Ernster punts 31 yards,-1.110,-1.270
2,2:33,1,10,SDG 35,0,13,Darren Sproles up the middle for 4 yards (tackle by John Lynch),1.270,1.260
2,2:04,2,6,SDG 39,0,13,Philip Rivers pass complete short right to Darren Sproles for 8 yards,1.260,2.060
2,1:58,1,10,SDG 47,0,13,Philip Rivers pass incomplete short middle intended for Darren Sproles,2.060,1.520
2,1:54,2,10,SDG 47,0,13,Darren Sproles up the middle for -1 yards (tackle by Josh Mallard),1.520,0.700
2,1:10,3,11,SDG 46,0,13,Philip Rivers pass complete deep left to Vincent Jackson for 28 yards (tackle by Domonique Foxworth),0.700,3.840
2,1:10,,,,0,13,Timeout #2 by San Diego Chargers,0.000,3.840
2,0:57,1,10,DEN 26,0,13,Philip Rivers pass incomplete deep left intended for Antonio Gates,3.840,3.300
2,0:52,2,10,DEN 26,0,13,Philip Rivers pass complete short left to Darren Sproles for -1 yards (tackle by Nate Webster),3.300,2.480
2,0:16,3,11,DEN 27,0,13,Philip Rivers pass complete deep middle to Chris Chambers for 16 yards (tackle by Domonique Foxworth),2.480,4.840
2,0:09,,,,0,13,Timeout #3 by San Diego Chargers,0.000,4.840
2,0:09,1,10,DEN 11,0,13,Philip Rivers pass incomplete short left intended for Chris Chambers (defended by Domonique Foxworth),4.840,4.140
2,0:02,2,10,DEN 11,0,16,Nate Kaeding 29 yard field goal good,4.140,3.000
