Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
2,14:13,2,5,JAX 35,7,7,Elijah McGuire right guard for no gain (tackle by Calais Campbell and Abry Jones),3.050,2.340
2,13:37,3,5,JAX 35,7,7,"Penalty on Brian Winters: False Start, 5 yards (no play)",2.340,1.680
2,13:13,3,10,JAX 40,7,7,Josh McCown sacked by Barry Church for -5 yards,1.680,0.270
2,12:33,4,15,JAX 45,7,7,"Lac Edwards punts 32 yards, fair catch by Marqise Lee",0.270,0.320
2,12:25,1,10,JAX 13,7,7,Leonard Fournette left tackle for 6 yards (tackle by Jamal Adams),-0.320,0.030
2,11:56,2,4,JAX 19,7,7,Leonard Fournette left guard for 5 yards (tackle by Marcus Maye),0.030,0.540
2,11:05,1,10,JAX 24,7,7,Leonard Fournette left tackle for 4 yards (tackle by Marcus Maye),0.540,0.540
2,10:17,2,6,JAX 28,7,7,Chris Ivory right guard for 3 yards (tackle by David Bass),0.540,0.230
2,9:35,3,3,JAX 31,7,7,Chris Ivory middle for 10 yards (tackle by David Bass),0.230,1.660
2,8:54,1,10,JAX 41,7,7,"Penalty on Steve McLendon: Encroachment, 5 yards (no play)",1.660,2.390
2,8:36,1,5,JAX 46,7,7,Blake Bortles pass complete short left to Tommy Bohanon for 1 yard (tackle by Jordan Jenkins),2.390,1.930
2,7:57,2,4,JAX 47,7,7,Corey Grant middle for 5 yards (tackle by Dylan Donahue),1.930,2.390
2,7:30,1,10,NYJ 48,7,7,Leonard Fournette right guard for 4 yards (tackle by Mike Pennel and Dylan Donahue),2.390,2.390
2,6:47,2,6,NYJ 44,7,7,Blake Bortles pass complete short right to Leonard Fournette for 28 yards (tackle by Marcus Maye),2.390,4.510
2,6:06,1,10,NYJ 16,7,7,Blake Bortles pass incomplete short left intended for Marcedes Lewis,4.510,3.900
2,6:01,2,10,NYJ 16,7,7,Corey Grant left tackle for 4 yards (tackle by Muhammad Wilkerson),3.900,3.730
2,5:17,3,6,NYJ 12,7,7,Blake Bortles pass incomplete short right intended for Allen Hurns,3.730,2.660
2,5:13,4,6,NYJ 12,10,7,Jason Myers 30 yard field goal good,2.660,3.000
2,5:10,,,JAX 35,10,7,"Jason Myers kicks off 66 yards, returned by ArDarius Stewart for 32 yards (tackle by Jarrod Wilson)",0.000,-1.000
2,5:04,1,10,NYJ 31,10,7,Bilal Powell right guard for no gain (tackle by Barry Church),1.000,0.460
2,4:31,2,10,NYJ 31,10,7,Josh McCown pass complete short middle to Austin Seferian-Jenkins for 7 yards (tackle by Telvin Smith),0.460,0.700
2,3:48,3,3,NYJ 38,10,7,Josh McCown pass complete short right to Bilal Powell for 5 yards (tackle by Telvin Smith),0.700,1.800
2,3:11,1,10,NYJ 43,10,7,Bilal Powell right tackle for -1 yards (tackle by Telvin Smith),1.800,1.120
2,2:36,2,11,NYJ 42,10,7,Bilal Powell right tackle for 33 yards (tackle by Tashaun Gipson),1.120,3.910
2,2:00,1,10,JAX 25,10,7,Elijah McGuire middle for 4 yards (tackle by Barry Church),3.910,3.900
2,1:29,2,6,JAX 21,10,7,Josh McCown sacked by Yannick Ngakoue for -9 yards,3.900,0.000
2,1:18,,,,,,Timeout #1 by New York Jets,0.000,-2.010
2,1:18,3,15,JAX 30,10,7,Bilal Powell middle for 3 yards (tackle by Telvin Smith),2.010,0.000
2,1:14,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-1.670
2,1:14,4,12,JAX 27,10,10,Chandler Catanzaro 45 yard field goal good,1.670,3.000
2,1:11,,,NYJ 35,10,10,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
2,1:11,1,10,JAX 25,10,10,Blake Bortles pass incomplete short middle intended for Keelan Cole,0.610,0.060
2,1:06,2,10,JAX 25,10,10,Blake Bortles pass incomplete deep left intended for Keelan Cole,0.060,-0.620
2,1:02,3,10,JAX 25,10,10,Blake Bortles pass incomplete short left intended for Keelan Cole,-0.620,-1.700
2,0:57,4,10,JAX 25,10,10,"Brad Nortman punts 44 yards, fair catch by Jeremy Kerley",-1.700,-1.000
2,0:51,1,10,NYJ 31,10,10,Josh McCown pass complete deep right to Austin Seferian-Jenkins for 27 yards (tackle by Telvin Smith),1.000,0.000
2,0:43,,,,,,Timeout #2 by New York Jets,0.000,-2.790
2,0:43,1,10,JAX 42,10,10,"Josh McCown sacked by Yannick Ngakoue for -10 yards. Josh McCown fumbles (forced by Yannick Ngakoue), recovered by Josh McCown at NYJ-48",2.790,0.000
2,0:37,,,,,,Timeout #3 by New York Jets,0.000,-0.890
2,0:37,2,20,NYJ 48,10,10,Josh McCown sacked by Calais Campbell for -8 yards,0.890,0.000
2,0:27,,,,,,Timeout #2 by Jacksonville Jaguars,0.000,0.820
2,0:27,3,28,NYJ 40,10,10,Bilal Powell middle for 7 yards (tackle by Telvin Smith),-0.820,0.000
2,0:22,,,,,,Timeout #3 by Jacksonville Jaguars,0.000,0.260
2,0:22,4,21,NYJ 47,10,10,Lac Edwards pass complete short right to Marcus Williams for 31 yards,-0.260,4.110
2,0:22,1,10,JAX 22,10,10,"Penalty on Chandler Catanzaro: Delay of Game, 5 yards (no play)",4.110,3.780
2,0:12,1,15,JAX 27,10,10,Chandler Catanzaro 45 yard field goal no good,3.780,-1.270
2,0:08,1,10,JAX 35,10,10,Blake Bortles kneels for -1 yards,1.270,0.590
Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,10,10,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,15:00,1,10,JAX 25,10,10,Leonard Fournette left guard for 4 yards (tackle by Demario Davis),0.610,0.600
3,14:30,2,6,JAX 29,10,10,Leonard Fournette left guard for 2 yards (tackle by Steve McLendon),0.600,0.170
3,13:52,3,4,JAX 31,10,10,Blake Bortles pass complete short right to Allen Hurns for 12 yards (tackle by Buster Skrine),0.170,1.800
3,13:22,1,10,JAX 43,10,10,Chris Ivory left guard for 4 yards (tackle by Muhammad Wilkerson and Mike Pennel),1.800,1.790
3,12:44,2,6,JAX 47,10,10,Blake Bortles middle for 5 yards (tackle by Leonard Williams),1.790,1.750
3,11:58,3,1,NYJ 48,10,10,Leonard Fournette right end for -4 yards (tackle by Morris Claiborne and Darron Lee),1.750,-0.190
3,10:56,4,5,JAX 48,10,10,"Brad Nortman punts 34 yards, fair catch by Jeremy Kerley",-0.190,-0.040
3,10:49,1,10,NYJ 18,10,10,Bilal Powell left tackle for 13 yards (tackle by Myles Jack),0.040,1.000
3,10:13,1,10,NYJ 31,10,16,"Elijah McGuire left guard for 69 yards, touchdown",1.000,7.000
3,10:02,,,JAX 15,10,17,Chandler Catanzaro kicks extra point good,0.000,0.000
3,10:02,,,NYJ 35,10,17,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,10:02,1,10,JAX 25,10,17,Blake Bortles pass complete short right to Allen Hurns for 13 yards (tackle by Morris Claiborne and Darron Lee),0.610,1.470
3,9:30,1,10,JAX 38,10,17,"Blake Bortles pass incomplete short left intended for Allen Hurns (defended by Marcus Maye). Penalty on Patrick Omameh: Illegal Use of Hands, 10 yards (no play)",1.470,0.810
3,9:23,1,20,JAX 28,10,17,Blake Bortles pass incomplete short middle intended for Chris Ivory (defended by Kony Ealy),0.810,-0.430
3,9:19,2,20,JAX 28,10,17,Chris Ivory left tackle for 1 yard (tackle by Demario Davis),-0.430,-0.960
3,8:38,3,19,JAX 29,10,17,Blake Bortles pass complete short left to Chris Ivory for 2 yards (tackle by Leonard Williams and Rontez Miles). Penalty on Patrick Omameh: Offensive Holding (Declined),-0.960,-1.310
3,8:19,4,17,JAX 31,10,17,"Brad Nortman punts 61 yards, out of bounds",-1.310,0.380
3,8:09,1,10,NYJ 8,10,17,Bilal Powell left tackle for 12 yards (tackle by Abry Jones),-0.380,0.280
3,7:29,1,10,NYJ 20,10,17,Bilal Powell right guard for 5 yards (tackle by Telvin Smith and Paul Posluszny),0.280,0.410
3,6:49,2,5,NYJ 25,10,17,Bilal Powell right tackle for no gain (tackle by Tashaun Gipson),0.410,-0.300
3,6:09,3,5,NYJ 25,10,17,Josh McCown pass complete short left to Robby Anderson for 10 yards (tackle by Jalen Ramsey),-0.300,1.270
3,5:41,1,10,NYJ 35,10,17,Josh McCown pass complete short right to Jeremy Kerley for 6 yards (tackle by Tashaun Gipson),1.270,1.530
3,5:03,2,4,NYJ 41,10,17,Elijah McGuire middle for -1 yards (tackle by Eli Ankou and Aaron Colvin),1.530,0.700
3,4:19,3,5,NYJ 40,10,17,Josh McCown pass incomplete short right intended for Jermaine Kearse,0.700,-0.720
3,4:13,4,5,NYJ 40,10,17,"Lac Edwards punts 47 yards, fair catch by Marqise Lee",-0.720,0.320
3,4:06,1,10,JAX 13,10,17,Leonard Fournette left end for 2 yards (tackle by David Bass and Jamal Adams),-0.320,-0.570
3,3:30,2,8,JAX 15,10,17,Blake Bortles pass incomplete short middle intended for Leonard Fournette,-0.570,-1.180
3,3:26,3,8,JAX 15,10,17,Blake Bortles pass complete short left to Keelan Cole for 10 yards (tackle by Darryl Roberts),-1.180,0.610
3,2:50,1,10,JAX 25,10,17,Chris Ivory middle for 6 yards (tackle by Mike Pennel and Leonard Williams),0.610,0.870
3,2:11,2,4,JAX 31,10,17,Blake Bortles pass incomplete short left intended for Allen Hurns is intercepted by Kony Ealy at JAX-16 and returned for 9 yards,0.870,-5.600
3,2:05,1,7,JAX 7,10,17,Bilal Powell left end for -3 yards (tackle by Malik Jackson),5.600,4.190
3,1:25,2,10,JAX 10,10,17,Josh McCown pass incomplete short left intended for Jermaine Kearse,4.190,3.130
3,1:20,3,10,JAX 10,10,17,Josh McCown pass complete short left to Bilal Powell for 2 yards (tackle by Jalen Ramsey),3.130,2.950
3,0:38,4,8,JAX 8,10,20,Chandler Catanzaro 26 yard field goal good,2.950,3.000
3,0:34,,,NYJ 35,10,20,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
3,0:34,1,10,JAX 25,10,20,"Leonard Fournette middle for 6 yards (tackle by Kony Ealy). Penalty on Jordan Jenkins: Illegal Use of Hands, 5 yards",0.610,1.330
3,0:09,1,10,JAX 36,10,20,Blake Bortles right end for 27 yards (tackle by Juston Burris),1.330,3.120
Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 37,10,20,Leonard Fournette left guard for 8 yards (tackle by Morris Claiborne and Julian Stanford),3.120,3.650
4,14:29,2,2,NYJ 29,10,20,Leonard Fournette right guard for no gain (tackle by Leonard Williams),3.650,2.940
4,13:45,3,2,NYJ 29,10,20,Blake Bortles pass complete short left to Corey Grant for -5 yards (tackle by Julian Stanford),2.940,1.060
4,13:06,4,7,NYJ 34,10,20,Jason Myers 52 yard field goal no good,1.060,-1.730
4,13:02,1,10,NYJ 42,10,20,Bilal Powell middle for 3 yards (tackle by Sheldon Day and Calais Campbell),1.730,1.590
4,12:18,2,7,NYJ 45,10,20,"Penalty on James Carpenter: False Start, 5 yards (no play)",1.590,0.920
4,11:58,2,12,NYJ 40,10,20,Josh McCown pass complete short left to Jeremy Kerley for 5 yards (tackle by Tashaun Gipson),0.920,0.890
4,11:21,3,7,NYJ 45,10,20,Josh McCown pass complete deep left to Robby Anderson for 41 yards (tackle by A.J. Bouye),0.890,4.650
4,10:33,1,10,JAX 14,16,20,"Josh McCown for no gain. Josh McCown fumbles, recovered by Myles Jack at JAX-19 and returned for 81 yards, touchdown",4.650,-7.000
4,,,,NYJ 15,17,20,Jason Myers kicks extra point good,,
4,10:20,,,JAX 35,17,20,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
4,10:20,1,10,NYJ 25,17,20,Elijah McGuire right tackle for 7 yards (tackle by Paul Posluszny),0.610,1.010
4,9:46,2,3,NYJ 32,17,20,Elijah McGuire left guard for no gain (tackle by Tashaun Gipson),1.010,0.300
4,9:11,3,3,NYJ 32,17,20,Elijah McGuire right end for 6 yards (tackle by Calais Campbell and Myles Jack),0.300,1.470
4,8:27,1,10,NYJ 38,17,20,Josh McCown pass complete short middle to Elijah McGuire for 16 yards (tackle by Barry Church),1.470,2.520
4,7:50,1,10,JAX 46,17,20,Elijah McGuire middle for 5 yards (tackle by Barry Church),2.520,2.650
4,7:12,2,5,JAX 41,17,20,Josh McCown pass incomplete short right intended for Robby Anderson (defended by Tashaun Gipson),2.650,1.950
4,7:08,3,5,JAX 41,17,20,Josh McCown pass incomplete short left intended for Robby Anderson (defended by A.J. Bouye),1.950,0.530
4,7:04,4,5,JAX 41,17,20,"Lac Edwards punts 41 yards, touchback",0.530,-0.280
4,6:56,1,10,JAX 20,17,20,Leonard Fournette right guard for 1 yard (tackle by Steve McLendon),0.280,-0.130
4,6:14,2,9,JAX 21,17,20,Blake Bortles pass complete short left to Marqise Lee for 8 yards (tackle by Demario Davis and Darron Lee),-0.130,0.230
4,5:33,3,1,JAX 29,17,20,Chris Ivory left guard for no gain (tackle by Jamal Adams and Muhammad Wilkerson),0.230,0.000
4,5:01,,,,,,Timeout #1 by New York Jets,0.000,1.440
4,5:01,4,1,JAX 29,17,20,"Brad Nortman punts 51 yards, fair catch by Jeremy Kerley",-1.440,-0.280
4,4:54,1,10,NYJ 20,17,20,Bilal Powell right guard for no gain (tackle by Tashaun Gipson),0.280,-0.270
4,4:11,2,10,NYJ 20,17,20,Josh McCown pass complete short left to Jermaine Kearse for 10 yards (tackle by Jalen Ramsey),-0.270,0.940
4,3:33,1,10,NYJ 30,17,20,Bilal Powell middle for 3 yards (tackle by Telvin Smith),0.940,0.000
4,3:28,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-0.800
4,3:28,2,7,NYJ 33,17,20,Bilal Powell left guard for 1 yard (tackle by Myles Jack),0.800,0.000
4,3:22,,,,,,Timeout #2 by Jacksonville Jaguars,0.000,-0.230
4,3:22,3,6,NYJ 34,17,20,Josh McCown pass incomplete short left intended for Bilal Powell is intercepted by A.J. Bouye at NYJ-35,0.230,-3.250
4,3:19,1,10,NYJ 35,17,20,Leonard Fournette left guard for 9 yards (tackle by Demario Davis),3.250,3.920
4,2:37,2,1,NYJ 26,17,20,Leonard Fournette left tackle for 3 yards (tackle by Muhammad Wilkerson and Buster Skrine),3.920,4.040
4,2:00,1,10,NYJ 23,17,20,"Blake Bortles pass complete short right to Leonard Fournette for 17 yards. Penalty on Arrelious Benn: Offensive Holding, 10 yards",4.040,5.310
4,1:51,1,3,NYJ 16,17,20,Chris Ivory right end for 10 yards (tackle by Jamal Adams),5.310,5.830
4,1:46,1,6,NYJ 6,17,20,Blake Bortles pass incomplete short left intended for Chris Ivory,5.830,4.950
4,1:42,2,6,NYJ 6,17,20,Blake Bortles pass complete short left to Allen Hurns for 2 yards (tackle by Buster Skrine),4.950,4.490
4,0:54,3,4,NYJ 4,17,20,Blake Bortles pass incomplete short left intended for Marcedes Lewis (defended by Kony Ealy),4.490,3.030
4,0:49,4,4,NYJ 4,20,20,Jason Myers 22 yard field goal good,3.030,3.000
4,0:46,,,JAX 35,20,20,"Jason Myers kicks off 65 yards, touchback",0.000,-0.610
4,0:46,1,10,NYJ 25,20,20,Josh McCown pass complete short left to Jermaine Kearse for 7 yards (tackle by Telvin Smith),0.610,1.010
4,0:25,2,3,NYJ 32,20,20,Josh McCown pass complete short middle to Bilal Powell for 7 yards (tackle by Telvin Smith and Barry Church),1.010,0.000
4,0:21,,,,,,Timeout #2 by New York Jets,0.000,-1.530
4,0:21,1,10,NYJ 39,20,20,"Josh McCown sacked by Dante Fowler for -8 yards. Josh McCown fumbles (forced by Dante Fowler), recovered by Josh McCown at NYJ-31",1.530,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,JAX,NYJ,Detail,EPB,EPA
,,,,,,,"Jaguars won the coin toss, Jaguars to receive the overtime kickoff.",,
OT,10:00,,,NYJ 35,20,20,"Chandler Catanzaro kicks off 65 yards, touchback",0.000,-0.610
OT,10:00,1,10,JAX 25,20,20,Leonard Fournette right end for 5 yards (tackle by Darron Lee),0.610,0.740
OT,9:24,2,5,JAX 30,20,20,Leonard Fournette middle for 1 yard (tackle by David Bass and Leonard Williams),0.740,0.170
OT,8:44,3,4,JAX 31,20,20,"Blake Bortles pass incomplete deep left intended for Allen Hurns. Penalty on Buster Skrine: Defensive Pass Interference, 15 yards (no play)",0.170,1.990
OT,8:40,1,10,JAX 46,20,20,Blake Bortles pass incomplete short left intended for Keelan Cole (defended by Kony Ealy),1.990,1.450
OT,8:35,2,10,JAX 46,20,20,Blake Bortles pass incomplete short right intended for Allen Hurns,1.450,0.760
OT,8:29,3,10,JAX 46,20,20,Blake Bortles pass incomplete short left intended for Keelan Cole (defended by Juston Burris),0.760,-0.320
OT,8:25,4,10,JAX 46,20,20,Brad Nortman punts 51 yards,-0.320,0.380
OT,8:11,1,10,NYJ 3,20,20,Bilal Powell middle for 3 yards (tackle by Myles Jack),-0.380,-0.560
OT,7:33,2,7,NYJ 6,20,20,Josh McCown pass complete short right to Jermaine Kearse for 4 yards (tackle by Jalen Ramsey),-0.560,-0.600
OT,6:58,3,3,NYJ 10,20,20,Josh McCown pass incomplete short right intended for Jermaine Kearse (defended by Jalen Ramsey),-0.600,-2.490
OT,6:55,4,3,NYJ 10,20,20,"Lac Edwards punts 40 yards, out of bounds",-2.490,-2.260
OT,6:48,1,10,,20,20,Leonard Fournette middle for 1 yard (tackle by Demario Davis),2.260,1.850
OT,6:12,2,9,NYJ 49,20,20,Leonard Fournette left end for 6 yards (tackle by Demario Davis),1.850,0.000
OT,5:26,,,,,,Timeout #1 by Jacksonville Jaguars,0.000,-1.950
OT,5:26,3,3,NYJ 43,20,20,Blake Bortles pass incomplete short right intended for Marqise Lee,1.950,0.400
OT,5:19,4,3,NYJ 43,20,20,"Brad Nortman punts 34 yards, fair catch by Jeremy Kerley",0.400,0.380
OT,5:12,1,10,NYJ 9,20,20,Bilal Powell left guard for 3 yards (tackle by Telvin Smith),-0.380,-0.560
OT,4:34,2,7,NYJ 12,20,20,Josh McCown pass complete short right to Robby Anderson for 8 yards (tackle by A.J. Bouye),-0.560,0.280
OT,3:57,1,10,NYJ 20,20,20,Bilal Powell right tackle for 2 yards (tackle by Calais Campbell),0.280,0.000
OT,3:20,2,8,NYJ 22,20,20,Josh McCown pass incomplete deep left intended for Robby Anderson,0.000,-0.690
OT,3:15,3,8,NYJ 22,20,20,"Josh McCown pass complete short left to Jermaine Kearse for 22 yards (tackle by Tashaun Gipson). Penalty on Austin Seferian-Jenkins: Offensive Holding, 10 yards (no play)",-0.690,0.000
OT,3:00,,,,,,Timeout #1 by New York Jets,0.000,2.360
OT,3:00,3,18,NYJ 12,20,20,Josh McCown pass complete short right to Bilal Powell for 13 yards (tackle by Dante Fowler),-2.360,-1.700
OT,2:20,4,5,NYJ 25,20,20,"Lac Edwards punts 70 yards, returned by Marqise Lee for 5 yards (tackle by Julian Stanford). Penalty on Arrelious Benn: Illegal Block Above the Waist, 2 yards",-1.700,0.380
OT,2:06,1,10,JAX 3,20,20,Leonard Fournette left guard for -1 yards (tackle by Darron Lee),-0.380,-0.850
OT,2:00,2,11,JAX 2,20,20,Leonard Fournette left guard for no gain (tackle by Jordan Jenkins),-0.850,0.000
OT,1:55,,,,,,Timeout #2 by New York Jets,0.000,1.540
OT,1:55,3,11,JAX 2,20,20,Blake Bortles pass incomplete deep left intended for Marcedes Lewis,-1.540,-2.490
OT,1:50,4,11,JAX 2,20,20,"Brad Nortman punts 45 yards, returned by Jeremy Kerley for 7 yards. Penalty on Paul Posluszny: Unsportsmanlike Conduct, 15 yards",-2.490,-3.910
OT,1:38,1,10,JAX 25,20,20,Bilal Powell left guard for 1 yard (tackle by Calais Campbell),3.910,0.000
OT,1:15,,,,,,Timeout #2 by Jacksonville Jaguars,0.000,-3.500
OT,1:15,2,9,JAX 24,20,20,Elijah McGuire left guard for 1 yard (tackle by Telvin Smith),3.500,2.940
OT,0:34,3,8,JAX 23,20,20,Josh McCown spiked the ball,2.940,1.930
OT,0:32,4,8,JAX 23,20,23,Chandler Catanzaro 41 yard field goal good,1.930,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
