Quarter,Time,Down,ToGo,Location,PIT,SDG,Detail,EPB,EPA
1,9:03,2,5,PIT 25,0,7,Timeout #1 by Pittsburgh Steelers,0.410,-0.300
1,9:03,3,5,PIT 25,0,7,Le'Veon Bell middle for 7 yards (tackle by Eric Weddle),-0.300,1.070
1,8:29,1,10,PIT 32,0,7,Le'Veon Bell left end for 1 yard (tackle by Manti Te'o),1.070,0.660
1,7:52,2,9,PIT 33,0,7,Le'Veon Bell middle for 3 yards (tackle by Donald Butler and Manti Te'o),0.660,0.370
1,7:10,3,6,PIT 36,0,7,Michael Vick sacked by Darrell Stuckey for -2 yards,0.370,-1.110
1,6:39,4,8,PIT 34,0,7,"Jordan Berry punts 42 yards, fair catch by Jacoby Jones",-1.110,-0.540
1,6:34,1,10,SDG 24,0,7,Melvin Gordon middle for 1 yard (tackle by Sean Spence),0.540,0.130
1,5:57,2,9,SDG 25,0,7,"Philip Rivers pass complete deep right to Ladarius Green for 16 yards (tackle by Sean Spence). Penalty on John Phillips: Offensive Holding, 10 yards (no play)",0.130,-1.350
1,5:21,2,19,SDG 15,0,7,Philip Rivers pass complete short left to Melvin Gordon for 1 yard (tackle by Will Allen),-1.350,-2.050
1,4:34,3,18,SDG 16,0,7,Philip Rivers pass complete short middle to Danny Woodhead for 10 yards (tackle by Lawrence Timmons),-2.050,-1.630
1,3:59,4,8,SDG 26,0,7,"Mike Scifres punts 54 yards, returned by Antonio Brown for 3 yards (tackle by Branden Oliver). Penalty on Antwon Blake: Offensive Holding, 10 yards",-1.630,0.320
1,3:48,1,10,PIT 13,0,7,Michael Vick pass complete short left to Le'Veon Bell for -2 yards (tackle by Jeremiah Attaochu),-0.320,-0.930
1,3:06,2,12,PIT 11,0,7,DeAngelo Williams middle for 7 yards (tackle by Jeremiah Attaochu and Jimmy Wilson),-0.930,-0.830
1,2:25,3,5,PIT 18,0,7,Michael Vick pass complete short right to Antonio Brown for 39 yards (tackle by Brandon Flowers),-0.830,2.720
1,1:46,1,10,SDG 43,0,7,DeAngelo Williams middle for 3 yards (tackle by Manti Te'o),2.720,2.580
1,1:05,2,7,SDG 40,0,7,"Michael Vick pass incomplete short right intended for Antonio Brown (defended by Jason Verrett). Penalty on Le'Veon Bell: Offensive Holding, 10 yards (no play)",2.580,1.230
1,0:59,2,17,,0,7,Michael Vick pass complete short right to Le'Veon Bell for 9 yards (tackle by Denzel Perryman and Donald Butler),1.230,1.750
1,0:18,3,8,SDG 41,0,7,Michael Vick pass incomplete short middle intended for Antonio Brown (defended by Jason Verrett),1.750,0.530
1,0:13,4,8,SDG 41,0,7,"Jordan Berry punts 30 yards, fair catch by Jacoby Jones. Penalty on Shamarko Thomas: Fair Catch Interference, 15 yards",0.530,-0.670
1,0:06,1,10,SDG 26,0,7,Philip Rivers pass complete short right to Melvin Gordon for -1 yards (tackle by Antwon Blake and Stephon Tuitt),0.670,-0.010
Quarter,Time,Down,ToGo,Location,PIT,SDG,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,11,SDG 25,0,7,"Melvin Gordon left end for no gain (tackle by Vince Williams). Penalty on Kenny Wiggins: Offensive Holding, 10 yards (no play)",-0.010,-1.500
2,14:31,2,21,SDG 15,0,7,Philip Rivers pass complete short middle to Melvin Gordon for 18 yards (tackle by Mike Mitchell and Vince Williams),-1.500,0.370
2,13:43,3,3,SDG 33,0,7,Philip Rivers pass incomplete deep left intended for Dontrelle Inman,0.370,-1.180
2,13:36,4,3,SDG 33,0,7,"Mike Scifres punts 52 yards, returned by Antonio Brown for 6 yards (tackle by Nick Dzubnar)",-1.180,-0.340
2,13:24,1,10,PIT 21,0,7,Le'Veon Bell right guard for -2 yards (tackle by Patrick Robinson and Eric Weddle),0.340,-0.530
2,12:46,2,12,PIT 19,0,7,Le'Veon Bell middle for 6 yards (tackle by Jeremiah Attaochu and Eric Weddle),-0.530,-0.360
2,12:05,3,6,PIT 25,0,7,Michael Vick pass incomplete short right intended for Markus Wheaton,-0.360,-1.700
2,12:01,4,6,PIT 25,0,7,"Jordan Berry punts 56 yards, returned by Jacoby Jones for no gain. Penalty on Brandon Flowers: Unnecessary Roughness, 9 yards, Penalty on Brandon Flowers: Illegal Block Above the Waist (Declined)",-1.700,0.380
2,11:50,1,10,SDG 10,0,7,Melvin Gordon middle for 2 yards (tackle by Robert Golden),-0.380,-0.630
2,11:10,2,8,SDG 12,0,7,"Penalty on Chris Hairston: False Start, 5 yards (no play)",-0.630,-1.000
2,10:49,2,13,SDG 7,0,7,Philip Rivers pass incomplete short left intended for Keenan Allen,-1.000,-1.770
2,10:45,3,13,SDG 7,0,7,Philip Rivers pass complete short middle to Danny Woodhead for 11 yards (tackle by Bud Dupree),-1.770,-2.240
2,10:16,4,2,SDG 18,0,7,"Mike Scifres punts 58 yards, returned by Antonio Brown for 10 yards (tackle by Ladarius Green). Penalty on Jordan Todman: Illegal Block Above the Waist, 10 yards",-2.240,-0.540
2,10:02,1,10,PIT 24,0,7,Michael Vick pass complete short right to Antonio Brown for 2 yards (tackle by Manti Te'o),0.540,0.270
2,9:22,2,8,PIT 26,0,7,Le'Veon Bell left end for 8 yards (tackle by Jason Verrett and Patrick Robinson),0.270,1.200
2,8:40,1,10,PIT 34,0,7,Le'Veon Bell left tackle for 4 yards (tackle by Ryan Carrethers),1.200,1.200
2,7:59,2,6,PIT 38,0,7,Le'Veon Bell left tackle for 9 yards (tackle by Melvin Ingram and Jeremiah Attaochu),1.200,2.060
2,7:16,1,10,PIT 47,0,7,Le'Veon Bell left end for 25 yards (tackle by Jeremiah Attaochu),2.060,3.710
2,6:27,1,10,SDG 28,0,7,Le'Veon Bell right end for -5 yards (tackle by Melvin Ingram),3.710,2.490
2,5:49,2,15,SDG 33,0,7,Le'Veon Bell left end for -4 yards (tackle by Donald Butler),2.490,1.290
2,5:08,3,19,SDG 37,0,7,Michael Vick pass complete short middle to Le'Veon Bell for 8 yards (tackle by Sean Lissemore),1.290,1.500
2,4:28,4,11,SDG 29,3,7,Chris Boswell 47 yard field goal good,1.500,3.000
2,4:28,,,PIT 35,3,7,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.280
2,4:24,1,10,SDG 20,3,7,Melvin Gordon right tackle for 2 yards (tackle by Stephon Tuitt and Lawrence Timmons),0.280,0.000
2,3:40,2,8,SDG 22,3,7,Philip Rivers sacked by Jacoby Jones for -7 yards,0.000,-1.860
2,2:55,3,15,SDG 15,3,7,Philip Rivers pass incomplete deep right intended for Antonio Gates,-1.860,-2.440
2,2:47,4,15,SDG 15,3,7,"Mike Scifres punts 55 yards, returned by Antonio Brown for 6 yards (tackle by Nick Dzubnar). Penalty on Darrius Heyward-Bey: Offensive Holding, 10 yards",-2.440,-0.670
2,2:36,1,10,PIT 26,3,7,Michael Vick pass complete short left to Le'Veon Bell for 1 yard (tackle by Manti Te'o),0.670,0.270
2,2:00,2,9,PIT 27,3,7,Le'Veon Bell right end for 32 yards (tackle by Jimmy Wilson),0.270,2.850
2,1:50,1,10,SDG 41,3,7,DeAngelo Williams right tackle for 3 yards (tackle by Kendall Reyes and Manti Te'o),2.850,2.850
2,1:43,1,10,SDG 41,3,7,Timeout #2 by Pittsburgh Steelers,2.850,2.710
2,1:43,2,7,SDG 38,3,7,Michael Vick pass incomplete short middle intended for Le'Veon Bell,2.710,2.020
2,1:40,3,7,SDG 38,3,7,Michael Vick sacked by Corey Liuget for -3 yards,2.020,2.020
2,1:34,3,7,SDG 38,3,7,Timeout #1 by Los Angeles Chargers,2.020,0.530
2,1:33,4,10,SDG 41,3,7,"Jordan Berry punts 34 yards, fair catch by Jacoby Jones",0.530,0.380
2,1:26,1,10,SDG 7,3,7,Danny Woodhead middle for 1 yard (tackle by Stephon Tuitt),-0.380,-0.710
2,1:04,2,9,SDG 8,3,7,Philip Rivers pass complete short middle to Antonio Gates for 5 yards (tackle by Sean Spence),-0.710,-0.710
2,0:56,2,9,SDG 8,3,7,Timeout #3 by Pittsburgh Steelers,-0.710,-0.720
2,0:56,3,4,SDG 13,3,7,Philip Rivers pass complete short middle to Keenan Allen for 8 yards (tackle by Robert Golden),-0.720,-0.720
2,0:49,3,4,SDG 13,3,7,Timeout #2 by Los Angeles Chargers,-0.720,0.340
2,0:49,1,10,SDG 21,3,7,Philip Rivers pass complete short right to Danny Woodhead for 16 yards (tackle by Sean Spence),0.340,1.400
2,0:29,1,10,SDG 37,3,7,Philip Rivers pass complete short right to Malcom Floyd for 14 yards,1.400,2.320
2,0:23,1,10,PIT 49,3,7,Philip Rivers pass complete short left to Keenan Allen for 9 yards (tackle by Ross Cockrell),2.320,2.320
2,0:14,1,10,PIT 49,3,7,Timeout #3 by Los Angeles Chargers,2.320,3.000
2,0:14,2,1,PIT 40,3,7,Philip Rivers pass complete short left to Danny Woodhead for -2 yards (tackle by James Harrison),3.000,2.020
2,0:12,3,3,PIT 42,3,7,Philip Rivers pass incomplete short left intended for Danny Woodhead,2.020,0.460
2,0:07,4,3,PIT 42,3,7,Josh Lambo 60 yard field goal no good,0.460,-2.260
2,0:02,1,10,,3,7,Michael Vick pass incomplete deep right intended for Darrius Heyward-Bey is intercepted by Jimmy Wilson at SDG-0,2.260,0.000
Quarter,Time,Down,ToGo,Location,PIT,SDG,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,3,7,"Chris Boswell kicks off 73 yards, returned by Jacoby Jones for 30 yards (tackle by Jordan Todman)",,
3,14:54,1,10,SDG 22,3,7,Melvin Gordon right tackle for 3 yards (tackle by Lawrence Timmons and Jacoby Jones),0.410,0.270
3,14:20,2,7,SDG 25,3,7,Philip Rivers pass complete short right to Antonio Gates for 12 yards (tackle by Mike Mitchell),0.270,1.400
3,13:45,1,10,SDG 37,3,7,Melvin Gordon right end for 4 yards (tackle by Antwon Blake),1.400,1.400
3,13:24,2,6,SDG 41,3,7,Melvin Gordon right end for 5 yards (tackle by Arthur Moats),1.400,1.360
3,13:05,3,1,SDG 46,3,7,"Melvin Gordon middle for 2 yards (tackle by Jacoby Jones). Melvin Gordon fumbles (forced by Jacoby Jones), recovered by Shamarko Thomas at SDG-48 (tackle by Melvin Gordon)",1.360,-2.390
3,13:00,1,10,SDG 48,3,7,Le'Veon Bell right end for 3 yards (tackle by Brandon Flowers),2.390,2.250
3,12:22,2,7,SDG 45,3,7,Le'Veon Bell middle for 3 yards (tackle by Jeremiah Attaochu),2.250,1.950
3,11:40,3,4,SDG 42,3,7,Le'Veon Bell right end for no gain (tackle by Corey Liuget),1.950,0.460
3,11:06,4,4,SDG 42,3,7,Jordan Berry punts 38 yards,0.460,0.380
3,10:54,1,10,SDG 4,3,7,Philip Rivers pass complete short middle to Antonio Gates for 10 yards (tackle by Robert Golden),-0.380,-0.280
3,10:21,1,10,SDG 14,3,7,Melvin Gordon middle for 2 yards (tackle by Cameron Heyward),-0.280,-0.510
3,9:47,2,8,SDG 16,3,7,Philip Rivers sacked by Bud Dupree for -4 yards,-0.510,-1.650
3,9:07,3,12,SDG 12,3,7,Philip Rivers pass incomplete short right intended for Danny Woodhead. Penalty on Chris Watt: Offensive Holding (Declined),-1.650,-2.490
3,9:00,4,12,SDG 12,3,7,"Mike Scifres punts 48 yards, returned by Antonio Brown for 2 yards (tackle by Kavell Conner)",-2.490,-1.730
3,8:48,1,10,PIT 42,3,7,Michael Vick sacked by Ricardo Mathews for -4 yards,1.730,0.650
3,8:04,2,14,PIT 38,3,7,Michael Vick pass complete short middle to Heath Miller for 4 yards (tackle by Donald Butler and Melvin Ingram),0.650,0.500
3,7:19,3,10,PIT 42,3,7,Michael Vick pass incomplete short right intended for Darrius Heyward-Bey (defended by Jimmy Wilson),0.500,-0.590
3,7:14,4,10,PIT 42,3,7,Jordan Berry punts 53 yards,-0.590,0.380
3,7:00,1,10,SDG 5,3,7,Melvin Gordon middle for 2 yards (tackle by Robert Golden and Antwon Blake),-0.380,-0.630
3,6:26,2,8,SDG 7,3,7,Philip Rivers pass complete short middle to Ladarius Green for 9 yards (tackle by Sean Spence and Lawrence Timmons),-0.630,-0.140
3,6:05,1,10,SDG 16,3,7,Philip Rivers pass complete short left to Keenan Allen for 6 yards (tackle by William Gay),-0.140,0.280
3,5:39,2,4,SDG 22,3,7,Philip Rivers pass complete short left to Keenan Allen for 20 yards (tackle by Sean Spence),0.280,1.730
3,4:57,1,10,SDG 42,3,7,Philip Rivers pass incomplete short right intended for Keenan Allen,1.730,1.190
3,4:54,2,10,SDG 42,3,7,Philip Rivers pass complete short right to Keenan Allen for 14 yards (tackle by Mike Mitchell),1.190,2.650
3,4:27,1,10,PIT 44,3,7,Philip Rivers pass incomplete short left intended for Melvin Gordon,2.650,2.110
3,4:21,2,10,PIT 44,3,7,Philip Rivers pass complete short right to Melvin Gordon for -2 yards (tackle by Lawrence Timmons),2.110,1.160
3,3:36,3,12,PIT 46,9,7,"Philip Rivers pass incomplete deep middle intended for Malcom Floyd is intercepted by Antwon Blake at PIT-30 and returned for 70 yards, touchdown",1.160,-7.000
3,3:21,,,SDG 46,10,7,Chris Boswell kicks extra point good,0.000,0.000
3,3:21,,,PIT 35,10,7,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.280
3,3:21,1,10,SDG 20,10,7,Philip Rivers pass complete short middle to Ladarius Green for 8 yards (tackle by Vince Williams),0.280,0.810
3,2:41,2,2,SDG 28,10,7,Philip Rivers pass complete short middle to Melvin Gordon for 5 yards (tackle by Vince Williams and Lawrence Timmons),0.810,1.140
3,2:11,1,10,SDG 33,10,7,Philip Rivers pass complete short left to Melvin Gordon for 17 yards (tackle by Mike Mitchell),1.140,2.260
3,1:22,1,10,,10,7,Philip Rivers pass complete deep left to Ladarius Green for 24 yards (tackle by Mike Mitchell),2.260,3.840
3,0:36,1,10,PIT 26,10,7,Melvin Gordon middle for 4 yards (tackle by Sean Spence),3.840,3.840
Quarter,Time,Down,ToGo,Location,PIT,SDG,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,PIT 22,10,7,Philip Rivers pass incomplete short right intended for Antonio Gates,3.840,3.140
4,14:56,3,6,PIT 22,10,7,Philip Rivers pass incomplete short right intended for Dontrelle Inman (defended by Robert Golden),3.140,2.020
4,14:53,4,6,PIT 22,10,10,Josh Lambo 40 yard field goal good,2.020,3.000
4,14:53,,,SDG 35,10,10,"Josh Lambo kicks off 72 yards, returned by Dri Archer for 30 yards (tackle by Jahleel Addae)",0.000,-0.480
4,14:43,1,10,PIT 23,10,10,Le'Veon Bell middle for 4 yards (tackle by Ryan Carrethers and Ricardo Mathews),0.480,0.470
4,14:17,2,6,PIT 27,10,10,Michael Vick pass incomplete short left intended for Matt Spaeth,0.470,0.470
4,14:11,2,6,PIT 27,10,10,Timeout #1 by Los Angeles Chargers,0.470,-0.230
4,14:11,3,6,PIT 27,10,10,Michael Vick pass incomplete short left intended for Markus Wheaton (defended by Patrick Robinson),-0.230,-1.570
4,14:06,4,6,PIT 27,10,10,"Jordan Berry punts 38 yards, returned by Jacoby Jones for 5 yards (tackle by Roosevelt Nix)",-1.570,-1.600
4,13:52,1,10,SDG 40,10,10,"Melvin Gordon middle for no gain (tackle by Arthur Moats). Penalty on D.J. Fluker: Offensive Holding, 10 yards (no play)",1.600,0.940
4,13:32,1,20,SDG 30,10,10,"Philip Rivers pass complete short left to Keenan Allen for 8 yards (tackle by Ross Cockrell). Keenan Allen fumbles (forced by Ross Cockrell), ball out of bounds at SDG-38. Penalty on Ross Cockrell: Defensive Pass Interference, 11 yards (no play)",0.940,1.660
4,13:08,1,10,SDG 41,10,10,Danny Woodhead left end for 9 yards (tackle by Jacoby Jones),1.660,2.340
4,12:46,2,1,,10,10,Danny Woodhead middle for 1 yard (tackle by Stephon Tuitt),2.340,2.320
4,12:04,1,10,PIT 49,10,10,"Danny Woodhead left end for no gain (tackle by Jacoby Jones). Penalty on J.D. Walton: Offensive Holding, 10 yards (no play)",2.320,1.660
4,11:35,1,20,SDG 41,10,10,Philip Rivers pass complete deep middle to Malcom Floyd for 32 yards (tackle by Ross Cockrell),1.660,3.780
4,10:49,1,10,PIT 27,10,10,Danny Woodhead right tackle for -1 yards (tackle by Lawrence Timmons),3.780,3.100
4,10:05,2,11,PIT 28,10,10,Melvin Gordon middle for 1 yard (tackle by Sean Spence),3.100,2.540
4,9:20,3,10,PIT 27,10,10,Philip Rivers pass complete short middle to Antonio Gates for 11 yards (tackle by Ross Cockrell),2.540,4.510
4,8:34,1,10,PIT 16,10,10,Philip Rivers pass incomplete deep right intended for Keenan Allen,4.510,3.900
4,8:29,2,10,PIT 16,10,10,"Philip Rivers pass complete short middle to Antonio Gates for 3 yards (tackle by Sean Spence). Penalty on Bud Dupree: Defensive Offside, 5 yards (no play)",3.900,4.760
4,8:07,2,5,PIT 11,10,16,"Philip Rivers pass complete short left to Antonio Gates for 11 yards, touchdown",4.760,7.000
4,8:07,,,PIT 11,10,17,Josh Lambo kicks extra point good,0.000,0.000
4,8:07,,,SDG 35,10,17,"Josh Lambo kicks off 69 yards, returned by Dri Archer for 32 yards (tackle by Kavell Conner)",0.000,-0.810
4,7:55,1,10,PIT 28,16,17,"Michael Vick pass complete deep left to Markus Wheaton for 72 yards, touchdown. Penalty on Brandon Flowers: Defensive Holding (Declined)",0.810,7.000
4,7:55,,,SDG 28,17,17,Chris Boswell kicks extra point good,0.000,0.000
4,7:55,,,PIT 35,17,17,"Chris Boswell kicks off 65 yards, touchback",0.000,-0.280
4,7:42,1,10,SDG 20,17,17,Philip Rivers pass complete short middle to Ladarius Green for 5 yards (tackle by Vince Williams and Lawrence Timmons),0.280,0.410
4,7:13,2,5,SDG 25,17,17,Philip Rivers pass complete short middle to Melvin Gordon for 14 yards (tackle by Mike Mitchell and William Gay),0.410,1.530
4,6:50,1,10,SDG 39,17,17,Melvin Gordon middle for 7 yards (tackle by James Harrison),1.530,1.930
4,6:30,2,3,SDG 46,17,17,Melvin Gordon left tackle for 1 yard (tackle by James Harrison),1.930,1.930
4,5:53,2,3,SDG 46,17,17,Timeout #1 by Pittsburgh Steelers,1.930,1.360
4,5:53,3,2,SDG 47,17,17,Philip Rivers pass complete short left to Ladarius Green for 4 yards (tackle by Ross Cockrell),1.360,2.320
4,5:28,1,10,PIT 49,17,17,Philip Rivers pass complete short left to Keenan Allen for no gain,2.320,1.780
4,4:50,2,10,PIT 49,17,17,Philip Rivers pass complete short middle to Antonio Gates for 9 yards (tackle by Vince Williams),1.780,2.280
4,4:29,3,1,PIT 40,17,17,Melvin Gordon middle for 2 yards (tackle by Mike Mitchell and Vince Williams),2.280,3.050
4,3:55,1,10,PIT 38,17,17,Philip Rivers pass incomplete short middle intended for Melvin Gordon,3.050,2.510
4,3:51,2,10,PIT 38,17,17,Philip Rivers pass complete short middle to Malcom Floyd for 2 yards (tackle by Ross Cockrell),2.510,2.080
4,3:06,3,8,PIT 36,17,17,Philip Rivers pass incomplete short middle intended for Keenan Allen (defended by Lawrence Timmons),2.080,0.880
4,3:01,4,8,PIT 36,17,20,Josh Lambo 54 yard field goal good,0.880,3.000
4,3:01,,,SDG 35,17,20,"Josh Lambo kicks off 65 yards, touchback",0.000,-0.280
4,2:38,1,10,PIT 20,17,20,Le'Veon Bell left guard for 7 yards (tackle by Jimmy Wilson),0.280,0.680
4,2:06,2,3,PIT 27,17,20,Le'Veon Bell left end for 4 yards (tackle by Jahleel Addae and Jeremiah Attaochu),0.680,1.000
4,2:00,1,10,PIT 31,17,20,Michael Vick pass incomplete deep right intended for Darrius Heyward-Bey,1.000,0.460
4,1:52,2,10,PIT 31,17,20,Michael Vick pass complete short right to Darrius Heyward-Bey for 9 yards (tackle by Brandon Flowers),0.460,0.960
4,1:15,3,1,PIT 40,17,20,Michael Vick pass complete short left to Darrius Heyward-Bey for 15 yards (tackle by Brandon Flowers),0.960,0.960
4,1:04,3,1,PIT 40,17,20,Timeout #2 by Pittsburgh Steelers,0.960,2.590
4,1:04,1,10,SDG 45,17,20,Michael Vick pass complete short right to Antonio Brown for 4 yards (tackle by Jason Verrett),2.590,2.580
4,0:41,2,6,SDG 41,17,20,Michael Vick pass incomplete deep right intended for Antonio Brown,2.580,1.880
4,0:36,3,6,SDG 41,17,20,Michael Vick middle for 24 yards (tackle by Patrick Robinson),1.880,4.440
4,0:18,1,10,SDG 17,17,20,Michael Vick spiked the ball,4.440,3.850
4,0:17,2,10,SDG 17,17,20,Michael Vick pass incomplete deep right intended for Darrius Heyward-Bey (defended by Brandon Flowers),3.850,3.070
4,0:12,3,10,SDG 17,17,20,Michael Vick pass complete deep middle to Heath Miller for 16 yards (tackle by Brandon Flowers). Penalty on Jahleel Addae: Unnecessary Roughness,3.070,3.070
4,0:05,3,10,SDG 17,17,20,Timeout #2 by Los Angeles Chargers,3.070,6.970
4,0:05,1,1,SDG 1,23,20,"Le'Veon Bell left tackle for 1 yard, touchdown",6.970,7.000
4,0:05,,,SDG 1,24,20,Chris Boswell kicks extra point good,0.000,0.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
