#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:20,SDG 46,3,1:28,6,Punt
2,1,8:27,SEA 14,9,4:55,21,Punt
3,1,1:06,SEA 15,9,4:38,80,Field Goal
4,2,9:57,SDG 41,1,0:09,0,Interception
5,2,5:15,SEA 7,9,3:37,92,Fumble
6,2,1:15,SDG 41,3,0:22,41,Touchdown
7,2,0:47,SDG 24,5,0:47,23,End of Half
8,3,15:00,,0,0:13,0,Touchdown
9,3,12:33,SEA 26,6,3:36,19,Punt
10,3,4:38,SEA 7,2,0:07,-7,Safety
11,3,0:37,SEA 48,3,1:54,5,Punt
12,4,12:26,SDG 11,4,0:59,6,Field Goal
13,4,6:39,,0,0:15,0,Touchdown
14,4,2:28,SEA 19,3,0:50,-6,Punt
15,4,0:06,SEA 13,1,0:06,-1,End of Game
