Quarter,Time,Down,ToGo,Location,TAM,NYJ,Detail,EPB,EPA
1,6:24,3,10,TAM 27,3,0,Vinny Testaverde pass complete to Laveranues Coles for 5 yards,2.540,2.040
1,6:06,4,5,TAM 22,3,0,Mike Nugent 40 yard field goal no good,2.040,-0.940
1,6:00,1,10,TAM 30,3,0,Brian Griese pass complete to Mike Alstott for 9 yards (tackle by Ty Law),0.940,1.610
1,5:30,2,1,TAM 39,3,0,Brian Griese sacked by Dewayne Robertson for -7 yards,1.610,-0.030
1,4:56,3,8,TAM 32,3,0,Brian Griese sacked by Dewayne Robertson and Mark Brown for -7 yards,-0.030,-1.700
1,4:36,4,15,TAM 25,3,0,"Josh Bidwell punts 41 yards, muffed catch by Jerricho Cotchery, recovered by Jerricho Cotchery and returned for 4 yards (tackle by Jameel Cook)",-1.700,-1.000
1,4:25,1,10,NYJ 31,3,0,Curtis Martin left tackle for 6 yards (tackle by Derrick Brooks),1.000,1.270
1,3:47,2,4,NYJ 37,3,0,Vinny Testaverde pass incomplete intended for Chris Baker,1.270,0.560
1,3:42,3,4,NYJ 37,3,0,Vinny Testaverde pass incomplete intended for Justin McCareins,0.560,-0.910
1,3:35,4,4,NYJ 37,3,0,"Ben Graham punts 40 yards, returned by Mark Jones for 13 yards (tackle by Derrick Strait)",-0.910,-1.330
1,3:24,1,10,TAM 36,3,0,Michael Pittman right tackle for 6 yards (tackle by Jonathan Vilma and Mark Brown),1.330,1.600
1,2:47,2,4,TAM 42,3,0,Michael Pittman up the middle for 5 yards (tackle by Dewayne Robertson and Victor Hobson),1.600,2.060
1,2:14,1,10,TAM 47,3,0,Michael Pittman left tackle for 4 yards (tackle by Mark Brown),2.060,2.060
1,1:32,2,6,NYJ 49,3,0,Brian Griese pass incomplete intended for Joey Galloway,2.060,1.360
1,1:27,3,6,NYJ 49,3,0,"Brian Griese pass incomplete intended for Joey Galloway is intercepted by David Barrett at NYJ-31 and returned for 16 yards. Penalty on Ty Law: Illegal Contact, 5 yards (no play)",1.360,2.650
1,1:15,1,10,NYJ 44,3,0,Michael Pittman right end for -1 yards (tackle by Lance Legree and Victor Hobson),2.650,1.980
1,0:34,2,11,NYJ 45,3,0,Michael Pittman right end for 10 yards (tackle by Jonathan Vilma and Erik Coleman),1.980,2.610
Quarter,Time,Down,ToGo,Location,TAM,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,1,NYJ 35,3,0,Mike Alstott right guard for no gain (tackle by James Reed and Dewayne Robertson),2.610,1.000
2,14:28,4,1,NYJ 35,3,0,Earnest Graham up the middle for 1 yard (tackle by Victor Hobson),1.000,3.310
2,14:02,1,10,NYJ 34,3,0,"Michael Pittman right guard for no gain (tackle by Mark Brown). Penalty on Sean Mahan: Offensive Holding, 10 yards (no play)",3.310,2.650
2,13:39,1,20,NYJ 44,3,0,Brian Griese pass complete to Joey Galloway for 16 yards (tackle by David Barrett),2.650,3.580
2,13:02,2,4,NYJ 28,3,0,Michael Pittman up the middle for 8 yards (tackle by Victor Hobson and Mark Brown),3.580,4.240
2,12:20,1,10,NYJ 20,3,0,Earnest Graham right tackle for 2 yards (tackle by Erik Coleman and James Reed),4.240,3.960
2,11:38,2,8,NYJ 18,3,0,Brian Griese pass incomplete intended for Michael Pittman,3.960,3.220
2,11:32,3,8,NYJ 18,3,0,Brian Griese pass incomplete intended for Alex Smith (defended by Erik Coleman),3.220,2.250
2,11:25,4,8,NYJ 18,6,0,Matt Bryant 36 yard field goal good,2.250,3.000
2,,,,TAM 30,6,0,"Matt Bryant kicks off 70 yards, returned by Justin Miller for 27 yards (tackle by Kalvin Pearson)",0.000,0.740
2,11:14,1,10,NYJ 27,6,0,Curtis Martin up the middle for 2 yards (tackle by Ryan Nece),0.740,0.470
2,10:35,2,8,NYJ 29,6,0,Curtis Martin left end for -1 yards (tackle by Dewayne White),0.470,-0.360
2,9:54,3,9,NYJ 28,6,0,Vinny Testaverde right end for 2 yards (tackle by Anthony McFarland),-0.360,-1.370
2,9:39,4,7,NYJ 30,6,0,"Ben Graham punts 42 yards, muffed catch by Mark Jones, recovered by Mark Jones and returned for 1 yard (tackle by Jerald Sowell)",-1.370,-1.000
2,9:28,1,10,TAM 31,6,0,Brian Griese pass complete to Jameel Cook for 1 yard (tackle by Victor Hobson and Sione Pouha),1.000,0.600
2,8:47,2,9,TAM 32,6,0,Brian Griese pass complete to Alex Smith for 7 yards (tackle by Victor Hobson and Erik Coleman),0.600,0.830
2,8:18,3,2,TAM 39,6,0,Brian Griese pass incomplete intended for Edell Shepherd is intercepted by Ty Law at NYJ-49 and returned for 43 yards,0.830,-5.370
2,8:05,1,8,TAM 8,6,0,"Curtis Martin right tackle for 3 yards (tackle by Ryan Nece). Penalty on Ronde Barber: Unnecessary Roughness, 3 yards",5.370,6.740
2,7:38,1,2,TAM 2,6,6,"Curtis Martin left guard for 2 yards, touchdown",6.740,7.000
2,,,,TAM 2,6,7,Mike Nugent kicks extra point good,0.000,0.000
2,,,,NYJ 30,6,7,"Mike Nugent kicks off 70 yards, touchback",0.000,0.280
2,7:32,1,10,TAM 20,6,7,Earnest Graham right tackle for 2 yards (tackle by Jonathan Vilma and Shaun Ellis),0.280,0.000
2,6:46,,,,6,7,Timeout #1 by Tampa Bay Buccaneers,0.000,0.000
2,6:46,2,8,TAM 22,6,7,Brian Griese pass complete to Michael Pittman for 15 yards,0.000,1.400
2,6:16,1,10,TAM 37,6,7,"Penalty on Anthony Davis: False Start, 5 yards (no play)",1.400,1.070
2,5:50,1,15,TAM 32,6,7,Brian Griese pass complete to Anthony Becht for 2 yards (tackle by Victor Hobson),1.070,0.450
2,5:21,2,13,TAM 34,6,7,Michael Pittman up the middle for -1 yards (tackle by Shaun Ellis),0.450,-0.360
2,4:45,3,14,TAM 33,6,7,Brian Griese pass incomplete intended for Ike Hilliard,-0.360,-1.180
2,4:39,4,14,TAM 33,6,7,"Josh Bidwell punts 46 yards, returned by Jerricho Cotchery for 9 yards (tackle by Barrett Ruud)",-1.180,-0.940
2,4:27,1,10,NYJ 30,6,7,Vinny Testaverde pass incomplete intended for Laveranues Coles (defended by Ronde Barber),0.940,0.390
2,4:21,2,10,NYJ 30,6,7,Curtis Martin left tackle for 2 yards (tackle by Dexter Jackson),0.390,-0.030
2,3:38,3,8,NYJ 32,6,7,Vinny Testaverde pass complete to Jerricho Cotchery for 7 yards (tackle by Juran Bolden),-0.030,-0.780
2,3:04,4,1,NYJ 39,6,7,"Ben Graham punts 41 yards, returned by Mark Jones for no gain. Penalty on Torrie Cox: Illegal Block Above the , 10 yards",-0.780,0.380
2,2:53,1,10,TAM 10,6,7,Michael Pittman left guard for 2 yards (tackle by Jonathan Vilma),-0.380,-0.630
2,2:48,,,,6,7,Timeout #1 by New York Jets,0.000,-0.630
2,2:48,2,8,TAM 12,6,7,Brian Griese pass complete to Joey Galloway for 13 yards (tackle by Erik Coleman),-0.630,0.610
2,2:16,1,10,TAM 25,6,7,Brian Griese pass complete to Alex Smith for 8 yards (tackle by Oliver Celestin and Jonathan Vilma),0.610,1.140
2,2:00,2,2,TAM 33,6,7,Brian Griese pass complete to Ike Hilliard for 4 yards (tackle by Derrick Strait),1.140,1.400
2,1:55,1,10,TAM 37,6,7,Brian Griese pass complete to Ike Hilliard for 5 yards (tackle by Derrick Strait),1.400,1.530
2,1:36,2,5,TAM 42,6,7,Brian Griese pass complete to Alex Smith for 7 yards (tackle by Jonathan Vilma),1.530,2.190
2,1:14,1,10,TAM 49,6,7,Brian Griese pass complete to Michael Pittman for 4 yards (tackle by Kerry Rhodes),2.190,2.190
2,1:09,2,6,NYJ 47,6,7,Brian Griese pass incomplete intended for Michael Clayton,2.190,1.490
2,1:03,3,6,NYJ 47,6,7,Brian Griese pass complete to Alex Smith for 7 yards (tackle by Jonathan Vilma),1.490,2.920
2,0:57,,,,6,7,Timeout #2 by Tampa Bay Buccaneers,0.000,2.920
2,0:57,1,10,NYJ 40,6,7,"Brian Griese pass incomplete is intercepted by Ty Law at NYJ-26 and returned for 20 yards. Penalty on Oliver Celestin: Defensive Pass Interfere, 11 yards (no play)",2.920,3.640
2,0:45,1,10,NYJ 29,6,7,Brian Griese pass complete to Ike Hilliard for 4 yards (tackle by Derrick Strait),3.640,3.640
2,0:20,2,6,NYJ 25,6,7,Brian Griese pass incomplete intended for Alex Smith,3.640,2.940
2,0:14,3,6,NYJ 25,6,7,Brian Griese pass incomplete intended for Joey Galloway (defended by Ty Law),2.940,1.830
2,0:10,,,,6,7,Timeout #2 by New York Jets,0.000,1.830
2,0:10,4,6,NYJ 25,9,7,Matt Bryant 43 yard field goal good,1.830,3.000
2,,,,TAM 30,9,7,--,0.000,-1.800
2,0:03,1,10,TAM 43,9,7,Brian Griese kneels for -1 yards,1.800,1.120
Quarter,Time,Down,ToGo,Location,TAM,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,9,7,"Matt Bryant kicks off 61 yards, returned by Justin Miller for 32 yards (tackle by Kalvin Pearson)",0.000,1.660
3,14:53,1,10,NYJ 41,9,7,Curtis Martin left guard for 4 yards (tackle by Shelton Quarles),1.660,1.660
3,14:18,2,6,NYJ 45,9,7,Vinny Testaverde pass complete to Laveranues Coles for 5 yards (tackle by Ronde Barber),1.660,1.620
3,13:40,3,1,NYJ 50,9,7,Vinny Testaverde pass complete to Doug Jolley for 16 yards (tackle by Dexter Jackson and Chris Hovan),1.620,3.310
3,12:58,1,10,TAM 34,9,7,Curtis Martin left end for no gain (tackle by Ronde Barber),3.310,2.770
3,12:20,2,10,TAM 34,9,7,Vinny Testaverde pass complete to Chris Baker for 11 yards (tackle by Shelton Quarles and Ryan Nece),2.770,4.040
3,11:38,1,10,TAM 23,9,7,"Curtis Martin left tackle for 5 yards (tackle by Derrick Brooks and Ryan Nece). Penalty on Will Allen: Unnecessary Roughness, 9 yards",4.040,5.140
3,11:11,1,9,TAM 9,9,7,Curtis Martin left guard for 7 yards (tackle by Dexter Jackson),5.140,5.720
3,10:32,2,2,TAM 2,9,7,Curtis Martin left guard for no gain (tackle by Will Allen and Simeon Rice),5.720,4.950
3,9:52,3,2,TAM 2,9,7,--,4.950,3.550
3,9:10,4,1,TAM 1,9,13,"Curtis Martin left guard for 1 yard, touchdown",3.550,7.000
3,,,,TAM 2,9,14,Mike Nugent kicks extra point good,0.000,0.000
3,,,,NYJ 30,9,14,"Mike Nugent kicks off 67 yards, returned by Earnest Graham for 22 yards (tackle by Rashad Washington)",0.000,0.610
3,8:59,1,10,TAM 25,9,14,"Michael Pittman left tackle for 16 yards. Penalty on Nate Lawrie: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,8:59,1,20,TAM 15,9,14,Michael Pittman right guard for 8 yards (tackle by Mark Brown and Ty Law),-0.410,-0.210
3,8:59,2,12,TAM 23,9,14,Brian Griese pass complete to Michael Pittman for no gain,-0.210,-0.890
3,7:12,3,12,TAM 23,9,14,Michael Pittman right end for 2 yards (tackle by James Reed),-0.890,-1.700
3,7:12,4,10,TAM 25,9,14,"Josh Bidwell punts 58 yards, returned by Jerricho Cotchery for 8 yards (tackle by Marquis Cooper)",-1.700,-0.610
3,6:25,1,10,NYJ 25,9,14,Vinny Testaverde pass complete to Laveranues Coles for 12 yards,0.610,1.400
3,5:54,1,10,NYJ 37,9,14,Derrick Blaylock left tackle for 2 yards (tackle by Derrick Brooks and Will Allen),1.400,1.130
3,5:14,2,8,NYJ 39,9,14,Vinny Testaverde pass complete to Doug Jolley for 8 yards (tackle by Ronde Barber),1.130,2.060
3,4:39,1,10,NYJ 47,9,14,"Penalty on Laveranues Coles: False Start, 5 yards (no play)",2.060,1.730
3,4:13,1,15,NYJ 42,9,14,Curtis Martin up the middle for 1 yard (tackle by Ronde Barber),1.730,0.980
3,3:35,2,14,NYJ 43,9,14,Vinny Testaverde pass complete to Laveranues Coles for 19 yards (tackle by Will Allen),0.980,3.050
3,2:53,1,10,TAM 38,9,14,Derrick Blaylock left tackle for 4 yards (tackle by Derrick Brooks),3.050,3.050
3,2:13,2,6,TAM 34,9,14,Vinny Testaverde pass incomplete intended for Justin McCareins (defended by Ronde Barber),3.050,2.340
3,2:06,3,6,TAM 34,9,14,Vinny Testaverde pass complete to Jerricho Cotchery for 7 yards (tackle by Juran Bolden and Ryan Nece),2.340,3.780
3,1:30,1,10,TAM 27,9,14,Curtis Martin left guard for 3 yards (tackle by Dewayne White and Simeon Rice),3.780,3.640
3,1:30,2,7,TAM 24,9,14,"Penalty on Jason Fabini: False Start, 5 yards (no play)",3.640,2.960
3,0:35,2,12,TAM 29,9,14,Curtis Martin up the middle for 4 yards (tackle by Shelton Quarles),2.960,2.810
Quarter,Time,Down,ToGo,Location,TAM,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,8,TAM 25,9,14,"Vinny Testaverde pass incomplete intended for Curtis Martin. Penalty on Derrick Brooks: Defensive Holding, 5 yards (no play)",2.810,4.240
4,14:56,1,10,TAM 20,9,14,Derrick Blaylock left guard for -5 yards (tackle by Simeon Rice),4.240,3.020
4,14:11,,,,9,14,Timeout #1 by New York Jets,0.000,3.020
4,14:11,2,15,TAM 25,9,14,Vinny Testaverde sacked by Simeon Rice for -7 yards,3.020,1.420
4,13:43,3,22,TAM 32,9,14,Vinny Testaverde pass complete to Derrick Blaylock for 3 yards (tackle by Shelton Quarles),1.420,1.500
4,13:03,4,19,TAM 29,9,14,Mike Nugent 48 yard field goal no good,1.500,-1.470
4,12:59,1,10,TAM 38,9,14,Brian Griese pass complete to Michael Pittman for 2 yards (tackle by David Barrett),1.470,1.190
4,12:16,2,8,TAM 40,9,14,"Brian Griese pass complete to Michael Pittman for 1 yard (tackle by Jonathan Vilma). Michael Pittman fumbles (forced by Jonathan Vilma), recovered by Michael Pittman at TAM-41",1.190,0.630
4,11:20,3,7,TAM 41,9,14,Brian Griese pass incomplete intended for Ike Hilliard,0.630,-0.650
4,11:14,4,7,TAM 41,9,14,"Josh Bidwell punts 59 yards, touchback",-0.650,-0.280
4,11:04,1,10,NYJ 20,9,14,"Vinny Testaverde pass incomplete intended for Justin McCareins is intercepted by Ryan Nece at NYJ-28 and returned for 15 yards. Penalty on Anthony McFarland: Defensive Offside, 5 yards (no play)",0.280,1.010
4,10:57,1,5,NYJ 25,9,14,Curtis Martin left end for 1 yard (tackle by Derrick Brooks),1.010,0.540
4,10:15,2,4,NYJ 26,9,14,Vinny Testaverde pass complete to Doug Jolley for 22 yards (tackle by Dexter Jackson and Will Allen),0.540,2.130
4,9:34,1,10,NYJ 48,9,14,Curtis Martin left tackle for 12 yards (tackle by Dexter Jackson),2.130,2.920
4,8:55,1,10,TAM 40,9,14,Vinny Testaverde pass incomplete intended for Justin McCareins is intercepted by Ronde Barber at TAM-14,2.920,0.280
4,8:46,1,10,TAM 14,9,14,Earnest Graham right tackle for -1 yards (tackle by James Reed and Dewayne Robertson),-0.280,-0.850
4,8:15,2,11,TAM 13,9,14,Brian Griese pass complete to Joey Galloway for 22 yards (tackle by Erik Coleman),-0.850,1.270
4,7:32,1,10,TAM 35,9,14,"Brian Griese pass complete to Anthony Becht for 4 yards (tackle by Ty Law). Penalty on Shaun Ellis: Roughing the Passer, 15 yards",1.270,2.520
4,7:02,1,10,NYJ 46,9,14,Brian Griese pass incomplete intended for Joey Galloway (defended by David Barrett),2.520,1.980
4,6:54,2,10,NYJ 46,9,14,Brian Griese pass complete to Michael Pittman for 11 yards (tackle by Kerry Rhodes),1.980,3.250
4,6:30,1,10,NYJ 35,9,14,Michael Pittman left tackle for 5 yards (tackle by Mark Brown),3.250,3.380
4,5:48,2,5,NYJ 30,9,14,Earnest Graham right tackle for 2 yards (tackle by Victor Hobson and Ty Law),3.380,2.940
4,5:05,3,3,NYJ 28,9,14,Brian Griese pass complete to Joey Galloway for 10 yards (tackle by Ty Law),2.940,4.370
4,4:59,1,10,NYJ 18,9,14,Brian Griese pass incomplete intended for Joey Galloway (defended by David Barrett),4.370,3.800
4,4:55,2,10,NYJ 18,9,14,Brian Griese pass incomplete intended for Anthony Becht,3.800,3.050
4,4:50,,,,9,14,Timeout #1 by Tampa Bay Buccaneers,0.000,3.050
4,4:50,3,10,NYJ 18,9,14,Brian Griese pass complete to Ike Hilliard for 6 yards (tackle by Jonathan Vilma and Victor Hobson),3.050,2.710
4,4:05,4,4,NYJ 12,12,14,Matt Bryant 30 yard field goal good,2.710,3.000
4,,,,TAM 30,12,14,"Matt Bryant kicks off 69 yards, returned by Justin Miller for 24 yards (tackle by Juran Bolden)",0.000,0.610
4,3:54,1,10,NYJ 25,12,14,Curtis Martin left tackle for -1 yards (tackle by Will Allen),0.610,-0.070
4,3:13,2,11,NYJ 24,12,14,Curtis Martin right guard for 7 yards (tackle by Marquis Cooper and Will Allen),-0.070,0.170
4,2:31,3,4,NYJ 31,12,14,Vinny Testaverde pass complete to Laveranues Coles for 17 yards (tackle by Ronde Barber),0.170,2.130
4,2:16,,,,12,14,Timeout #2 by Tampa Bay Buccaneers,0.000,2.130
4,2:16,1,10,NYJ 48,12,14,Curtis Martin right guard for no gain (tackle by Shelton Quarles),2.130,1.580
4,2:11,,,,12,14,Timeout #3 by Tampa Bay Buccaneers,0.000,1.580
4,2:11,2,10,NYJ 48,12,14,Curtis Martin left tackle for no gain (tackle by Shelton Quarles),1.580,0.890
4,2:00,3,10,NYJ 48,12,14,Vinny Testaverde sacked by Ryan Nece for -6 yards,0.890,-0.590
4,1:12,,,,12,14,Timeout #2 by New York Jets,0.000,-0.590
4,1:12,4,16,NYJ 42,12,14,"Ben Graham punts 50 yards, returned by Mark Jones for 4 yards (tackle by Ryan Myers)",-0.590,0.350
4,1:00,1,10,TAM 12,12,14,"Penalty on Anthony Davis: False Start, 5 yards (no play)",-0.350,-0.570
4,1:00,1,15,TAM 7,12,14,Brian Griese pass complete to Alex Smith for 17 yards (tackle by Erik Coleman and Ty Law),-0.570,0.540
4,0:39,1,10,TAM 24,12,14,Brian Griese pass incomplete intended for Joey Galloway,0.540,0.000
4,0:32,2,10,TAM 24,12,14,Brian Griese pass complete to Ike Hilliard for 8 yards (tackle by Jonathan Vilma),0.000,0.370
4,0:15,3,2,TAM 32,12,14,Brian Griese spiked the ball,0.370,-1.240
4,0:15,4,2,TAM 32,12,14,Brian Griese pass complete to Michael Pittman for 8 yards (tackle by Ty Law),-1.240,1.600
4,0:10,1,10,TAM 40,12,14,Brian Griese pass complete to Joey Galloway for 26 yards (tackle by Victor Hobson and Jonathan Vilma),1.600,3.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
