Quarter,Time,Down,ToGo,Location,STL,GNB,Detail,EPB,EPA
1,8:21,1,20,GNB 30,0,7,Marc Bulger pass complete to Kevin Curtis for 14 yards (tackle by Darren Sharper),3.580,4.280
1,7:37,2,6,GNB 16,0,7,Marc Bulger pass incomplete intended for Isaac Bruce,4.280,3.520
1,7:32,3,6,GNB 16,0,7,--,3.520,1.870
1,7:06,4,14,GNB 24,0,7,Jeff Wilkins 42 yard field goal no good,1.870,-1.070
1,7:02,1,10,GNB 32,0,7,Najeh Davenport left end for 1 yard (tackle by Pisa Tinoisamoa),1.070,0.660
1,6:27,2,9,GNB 33,0,7,Brett Favre pass complete to Robert Ferguson for 13 yards (tackle by Travis Fisher),0.660,1.990
1,5:55,1,10,GNB 46,0,7,Najeh Davenport left guard for 15 yards (tackle by Aeneas Williams and Adam Archuleta),1.990,2.980
1,5:11,1,10,STL 39,0,7,Brett Favre pass incomplete intended for Robert Ferguson,2.980,2.440
1,5:07,2,10,STL 39,0,7,"Penalty on James Jackson: False Start, 5 yards (no play)",2.440,1.770
1,5:07,2,15,STL 44,0,7,Tony Fisher left tackle for 6 yards (tackle by Pisa Tinoisamoa and Jimmy Kennedy),1.770,1.880
1,4:22,3,9,STL 38,0,7,Brett Favre pass incomplete intended for Donald Driver (defended by Tommy Polley),1.880,0.720
1,4:17,4,9,STL 38,0,7,Bryan Barker punts 28 yards,0.720,0.380
1,4:11,1,10,STL 10,0,7,Steven Jackson left guard for 9 yards (tackle by Kabeer Gbaja-Biamila),-0.380,0.240
1,3:34,2,1,STL 19,0,7,Steven Jackson left end for 4 yards (tackle by Mark Roman),0.240,0.480
1,2:49,1,10,STL 23,0,7,Steven Jackson left guard for 1 yard (tackle by Grady Jackson and Na'il Diggs),0.480,0.070
1,2:12,2,9,STL 24,0,7,Marc Bulger pass complete to Steven Jackson for 14 yards (tackle by Al Harris),0.070,1.470
1,2:06,1,10,STL 38,0,7,Marshall Faulk for 6 yards (tackle by Nick Barnett),1.470,1.730
1,1:39,2,4,STL 44,0,7,Marshall Faulk left tackle for 1 yard (tackle by Aaron Kampman and Cullen Jenkins),1.730,1.160
1,0:53,3,3,STL 45,0,7,Marc Bulger pass complete to Torry Holt for 15 yards (tackle by Al Harris),1.160,2.920
1,0:27,1,10,GNB 40,0,7,Marshall Faulk right end for -2 yards (tackle by Na'il Diggs),2.920,2.100
Quarter,Time,Down,ToGo,Location,STL,GNB,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,12,GNB 42,0,7,Marc Bulger pass complete to Kevin Curtis for 4 yards (tackle by Na'il Diggs),2.100,1.950
2,14:09,,,,0,7,Timeout #1 by St. Louis Rams,0.000,1.950
2,14:09,3,8,GNB 38,0,7,Marc Bulger pass complete to Shaun McDonald for 20 yards (tackle by Bhawoh Jue),1.950,4.370
2,13:44,1,10,GNB 18,0,7,Marc Bulger pass complete to Marshall Faulk for 2 yards (tackle by Aaron Kampman),4.370,4.090
2,13:03,2,8,GNB 16,0,7,Marc Bulger pass incomplete intended for Kevin Curtis,4.090,3.300
2,12:55,3,8,GNB 16,0,7,Marc Bulger pass incomplete intended for Torry Holt,3.300,2.380
2,12:51,4,8,GNB 16,3,7,Jeff Wilkins 34 yard field goal good,2.380,3.000
2,,,,STL 30,3,7,"Jeff Wilkins kicks off 65 yards, returned by Antonio Chatman for 20 yards (tackle by Pisa Tinoisamoa)",0.000,0.610
2,12:43,1,10,GNB 25,3,7,Brett Favre pass incomplete intended for Donald Driver,0.610,0.060
2,12:37,2,10,GNB 25,3,7,Brett Favre pass complete to Tony Fisher for 11 yards (tackle by Aeneas Williams),0.060,1.330
2,12:02,1,10,GNB 36,3,7,Najeh Davenport right tackle for 6 yards (tackle by Jerametrius Butler and Pisa Tinoisamoa),1.330,1.600
2,11:23,2,4,GNB 42,3,7,Brett Favre pass complete to William Henderson for 7 yards (tackle by Adam Archuleta),1.600,2.190
2,10:52,1,10,GNB 49,3,7,"Antonio Chatman left end for 6 yards (tackle by Ryan Pickett). Antonio Chatman fumbles (forced by Ryan Pickett), ball out of bounds at STL-40",2.190,2.460
2,10:32,2,4,STL 45,3,7,Najeh Davenport left guard for 5 yards (tackle by Robert W. Thomas and Jimmy Kennedy),2.460,2.920
2,9:57,1,10,STL 40,3,7,Brett Favre pass complete to Donald Driver for 12 yards (tackle by Jerametrius Butler),2.920,3.710
2,9:24,1,10,STL 28,3,7,Tony Fisher left tackle for 4 yards (tackle by Adam Archuleta and Brian Howard),3.710,3.710
2,8:47,2,6,STL 24,3,7,Brett Favre pass incomplete intended for Ben Steele,3.710,3.010
2,8:42,,,,3,7,Timeout #1 by Green Bay Packers,0.000,3.010
2,8:42,3,6,STL 24,3,7,"Penalty on Mike Wahle: False Start, 5 yards (no play)",3.010,2.340
2,8:42,3,11,STL 29,3,7,Brett Favre pass complete to Donald Driver for 18 yards (tackle by Rich Coady),2.340,4.840
2,8:02,1,10,STL 11,3,7,Najeh Davenport right end for 4 yards (tackle by Tommy Polley),4.840,4.890
2,7:31,2,6,STL 7,3,13,"Brett Favre pass complete to Bubba Franks for 7 yards, touchdown",4.890,7.000
2,,,,STL 2,3,14,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,3,14,"Ryan Longwell kicks off 47 yards, returned by Brandon Manumaleuna for 13 yards (tackle by Bhawoh Jue)",0.000,1.330
2,7:21,1,10,STL 36,3,14,Marc Bulger pass complete to Kevin Curtis for 13 yards (tackle by Darren Sharper),1.330,2.190
2,6:41,1,10,STL 49,3,14,Marc Bulger pass complete to Torry Holt for 5 yards (tackle by Al Harris),2.190,2.320
2,6:02,2,5,GNB 46,3,14,Marc Bulger sacked by Aaron Kampman for -10 yards,2.320,0.300
2,5:28,3,15,STL 44,3,14,Marc Bulger pass incomplete intended for Isaac Bruce,0.300,-0.460
2,5:23,4,15,STL 44,3,14,"Kevin Stemke punts 39 yards, fair catch by Antonio Chatman",-0.460,0.060
2,5:16,1,10,GNB 17,3,14,Najeh Davenport up the middle for 1 yard (tackle by Robert W. Thomas),-0.060,-0.420
2,4:43,2,9,GNB 18,3,14,Brett Favre pass complete to Donald Driver for 12 yards (tackle by Jerametrius Butler),-0.420,0.940
2,4:20,1,10,GNB 30,3,14,Najeh Davenport left end for 31 yards (tackle by Leonard Little),0.940,2.980
2,3:37,1,10,STL 39,3,14,Brett Favre pass complete to Bubba Franks for 29 yards (tackle by Antuan Edwards),2.980,4.910
2,2:56,1,10,STL 10,3,20,"Brett Favre pass complete to Javon Walker for 10 yards, touchdown",4.910,7.000
2,,,,STL 2,3,21,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,GNB 30,3,21,"Ryan Longwell kicks off 59 yards, returned by Arlen Harris for 17 yards (tackle by Vonta Leach)",0.000,0.810
2,2:45,1,10,STL 28,3,21,Marc Bulger pass complete to Shaun McDonald for 22 yards (tackle by Joey Thomas),0.810,2.260
2,2:18,1,10,GNB 50,3,21,Marc Bulger pass complete to Kevin Curtis for 11 yards (tackle by Joey Thomas),2.260,2.980
2,2:00,1,10,GNB 39,3,21,Marc Bulger pass complete to Shaun McDonald for 10 yards (tackle by Darren Sharper),2.980,3.640
2,1:54,1,10,GNB 29,3,21,Marc Bulger pass incomplete intended for Shaun McDonald,3.640,3.100
2,1:49,2,10,GNB 29,3,21,Marc Bulger pass incomplete intended for Isaac Bruce,3.100,2.410
2,1:43,3,10,GNB 29,3,21,Marc Bulger pass complete to Kevin Curtis for 13 yards (tackle by Hannibal Navies),2.410,4.510
2,1:32,,,,3,21,Timeout #2 by St. Louis Rams,0.000,4.510
2,1:32,1,10,GNB 16,3,21,"Penalty on Orlando Pace: False Start, 5 yards (no play)",4.510,4.170
2,1:32,1,15,GNB 21,3,21,Marc Bulger pass complete to Isaac Bruce for 16 yards (tackle by Ahmad Carroll),4.170,6.060
2,0:58,1,5,GNB 5,3,21,Marshall Faulk right tackle for 1 yard (tackle by Nick Barnett),6.060,5.340
2,0:36,,,,3,21,Timeout #2 by Green Bay Packers,0.000,5.340
2,0:36,2,4,GNB 4,9,21,"Marc Bulger pass complete to Isaac Bruce for 4 yards, touchdown. Penalty on Michael Hawthorne: Illegal Use of Hands (Declined)",5.340,7.000
2,,,,GNB 2,10,21,Jeff Wilkins kicks extra point good,0.000,0.000
2,,,,STL 30,10,21,"Jeff Wilkins kicks off 64 yards, returned by Robert Ferguson for 26 yards (tackle by Rich Coady)",0.000,1.070
2,0:23,1,10,GNB 32,10,21,"Tony Fisher right end for 3 yards (tackle by Bryce Fisher). Penalty on Javon Walker: Illegal Crackback, 15 yards",1.070,0.280
2,0:14,1,22,GNB 20,10,21,Brett Favre kneels for -1 yards,0.280,-1.290
Quarter,Time,Down,ToGo,Location,STL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,GNB 30,10,21,"Ryan Longwell kicks off 56 yards, returned by Arlen Harris for 19 yards (tackle by Michael Hawthorne)",0.000,1.140
3,14:55,1,10,STL 33,10,21,Marc Bulger pass incomplete intended for Isaac Bruce,1.140,0.590
3,14:49,2,10,STL 33,10,21,Marc Bulger pass complete to Brandon Manumaleuna for 25 yards (tackle by Nick Barnett),0.590,2.790
3,14:06,1,10,GNB 42,10,21,Marc Bulger pass incomplete intended for Kevin Curtis,2.790,2.240
3,14:03,2,10,GNB 42,10,21,Marc Bulger pass complete to Cam Cleeland for 7 yards (tackle by Kabeer Gbaja-Biamila),2.240,2.480
3,13:17,3,3,GNB 35,10,21,"Marc Bulger pass incomplete intended for Isaac Bruce (defended by Ahmad Carroll). Penalty on Ahmad Carroll: Defensive Holding, 5 yards (no play)",2.480,3.580
3,13:12,1,10,GNB 30,10,21,Marc Bulger pass incomplete intended for Isaac Bruce is intercepted by Ahmad Carroll,3.580,-0.280
3,13:04,1,10,GNB 20,10,21,Brett Favre pass incomplete intended for Donald Driver,0.280,-0.270
3,13:01,2,10,GNB 20,10,21,Brett Favre pass incomplete intended for Ben Steele,-0.270,-0.960
3,12:58,3,10,GNB 20,10,21,Brett Favre pass complete to Robert Ferguson for 27 yards (tackle by Antuan Edwards),-0.960,2.060
3,12:50,1,10,GNB 47,10,21,Najeh Davenport left end for 2 yards (tackle by Bryce Fisher),2.060,1.790
3,12:13,2,8,GNB 49,10,21,Najeh Davenport up the middle for -1 yards (tackle by Ryan Pickett and Pisa Tinoisamoa),1.790,0.960
3,11:35,3,9,GNB 48,10,21,Brett Favre pass incomplete intended for Robert Ferguson,0.960,-0.190
3,11:31,4,9,GNB 48,10,21,"Bryan Barker punts 52 yards, touchback",-0.190,-0.280
3,11:22,1,10,STL 20,10,21,"Penalty on Torry Holt: False Start, 5 yards (no play)",0.280,-0.310
3,11:22,1,15,STL 15,10,21,Steven Jackson right end for 6 yards (tackle by Aaron Kampman and Ahmad Carroll),-0.310,-0.130
3,10:35,2,9,STL 21,10,21,Marc Bulger pass complete to Torry Holt for 18 yards (tackle by Mark Roman),-0.130,1.530
3,9:51,1,10,STL 39,10,21,Steven Jackson left end for 11 yards (tackle by Darren Sharper),1.530,2.260
3,9:12,1,10,GNB 50,10,21,"Penalty on Torry Holt: False Start, 5 yards (no play)",2.260,1.930
3,8:55,1,15,STL 45,10,21,Marc Bulger pass complete to Torry Holt for 13 yards (tackle by Al Harris),1.930,2.790
3,8:13,2,2,GNB 42,10,21,Steven Jackson right tackle for 1 yard (tackle by Grady Jackson and Aaron Kampman),2.790,2.210
3,7:27,,,,10,21,Timeout #1 by St. Louis Rams,0.000,2.210
3,7:27,3,1,GNB 41,10,21,Steven Jackson left end for 1 yard (tackle by Hannibal Navies),2.210,2.920
3,6:42,1,10,GNB 40,10,21,Marc Bulger pass complete to Torry Holt for no gain,2.920,2.370
3,6:00,2,10,GNB 40,10,21,Marc Bulger pass complete to Shaun McDonald for 5 yards (tackle by Al Harris),2.370,2.340
3,5:22,,,,10,21,Timeout #2 by St. Louis Rams,0.000,2.340
3,5:22,3,5,GNB 35,10,21,Marc Bulger pass complete to Isaac Bruce for 8 yards (tackle by Joey Thomas),2.340,3.780
3,4:40,1,10,GNB 27,10,21,Marshall Faulk left end for -3 yards (tackle by Cletidus Hunt),3.780,2.830
3,3:58,2,13,GNB 30,10,21,Marc Bulger pass incomplete intended for Isaac Bruce,2.830,2.150
3,3:55,3,13,GNB 30,10,21,Marc Bulger pass complete to Shaun McDonald for 6 yards (tackle by Bhawoh Jue),2.150,1.870
3,3:50,4,7,GNB 24,10,21,Jeff Wilkins left end for -5 yards (tackle by Al Harris and Mark Roman),1.870,-0.870
3,3:42,1,10,GNB 29,10,21,Najeh Davenport right tackle for 37 yards (tackle by Jerametrius Butler),0.870,3.310
3,2:57,1,10,STL 34,10,21,Najeh Davenport left end for 3 yards (tackle by Antuan Edwards),3.310,3.180
3,2:26,2,7,STL 31,10,21,Brett Favre pass complete to Donald Driver for 15 yards (tackle by Adam Archuleta),3.180,4.510
3,1:51,1,10,STL 16,10,27,"Brett Favre pass complete to Donald Driver for 16 yards, touchdown",4.510,7.000
3,,,,STL 2,10,28,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,GNB 30,10,28,"Ryan Longwell kicks off 67 yards, returned by Arlen Harris for 20 yards (tackle by Jason Horton)",0.000,0.480
3,1:39,1,10,STL 23,10,28,Marc Bulger pass complete to Marshall Faulk for -5 yards (tackle by Na'il Diggs),0.480,-0.840
3,1:12,2,15,STL 18,10,28,Marc Bulger pass complete to Kevin Curtis for 12 yards (tackle by Nick Barnett),-0.840,0.170
3,0:34,3,3,STL 30,10,28,Marc Bulger pass complete to Marshall Faulk for 6 yards (tackle by Bhawoh Jue),0.170,1.330
3,0:02,1,10,STL 36,10,28,Marc Bulger pass incomplete intended for Marshall Faulk,1.330,0.790
Quarter,Time,Down,ToGo,Location,STL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,STL 36,10,28,Marc Bulger pass incomplete intended for Shaun McDonald,0.790,0.100
4,14:58,3,10,STL 36,10,28,Marc Bulger pass complete to Isaac Bruce for 56 yards (tackle by Al Harris),0.100,5.370
4,14:23,1,8,GNB 8,16,28,"Marc Bulger pass complete to Marshall Faulk for 8 yards, touchdown",5.370,7.000
4,,,,GNB 2,17,28,Jeff Wilkins kicks extra point good,0.000,0.000
4,,,,STL 30,17,28,"Jeff Wilkins kicks off 50 yards, returned by Kenny Peterson for 6 yards (tackle by Drew Wahlroos)",0.000,0.670
4,14:15,1,10,GNB 26,17,28,Najeh Davenport left end for 1 yard (tackle by Antuan Edwards),0.670,0.270
4,13:40,2,9,GNB 27,17,28,Brett Favre pass complete to Najeh Davenport for 8 yards (tackle by Pisa Tinoisamoa),0.270,0.630
4,13:14,3,1,GNB 35,17,28,Najeh Davenport left tackle for 8 yards (tackle by Travis Fisher),0.630,1.800
4,12:32,1,10,GNB 43,17,28,Brett Favre pass incomplete intended for Javon Walker,1.800,1.250
4,12:27,2,10,GNB 43,17,28,Tony Fisher left end for 24 yards (tackle by Antuan Edwards),1.250,3.380
4,12:02,1,10,STL 33,17,28,Tony Fisher left tackle for 3 yards (tackle by Tyoka Jackson and Ryan Pickett),3.380,3.240
4,11:23,2,7,STL 30,17,28,Brett Favre pass complete to Donald Driver for 12 yards (tackle by Jerametrius Butler),3.240,4.370
4,10:42,1,10,STL 18,17,28,Najeh Davenport right tackle for 3 yards (tackle by Adam Archuleta and Bryce Fisher),4.370,4.250
4,10:01,2,7,STL 15,17,28,Brett Favre pass complete to William Henderson for no gain,4.250,3.460
4,9:18,3,7,STL 15,17,28,Brett Favre right end for 6 yards (tackle by Antuan Edwards),3.460,2.980
4,8:33,4,1,STL 9,17,31,Ryan Longwell 27 yard field goal good,2.980,3.000
4,,,,GNB 30,17,31,"Ryan Longwell kicks off 55 yards, returned by Arlen Harris for 22 yards (tackle by Michael Hawthorne)",0.000,1.400
4,8:23,1,10,STL 37,17,31,Marc Bulger pass complete to Isaac Bruce for 33 yards (tackle by Michael Hawthorne),1.400,3.580
4,7:36,1,10,GNB 30,17,31,Marc Bulger pass complete to Marshall Faulk for 3 yards (tackle by Michael Hawthorne),3.580,3.440
4,6:52,2,7,GNB 27,17,31,"Marc Bulger sacked by Cletidus Hunt for -6 yards. Marc Bulger fumbles (forced by Cletidus Hunt), recovered by Tom Nutten at GNB-37. Penalty on Torry Holt: Illegal Motion (Declined)",3.440,1.420
4,6:26,3,17,GNB 37,17,31,Marc Bulger pass incomplete intended for Torry Holt,1.420,0.790
4,6:22,4,17,GNB 37,17,31,"Kevin Stemke punts 21 yards, fair catch by Antonio Chatman",0.790,0.140
4,6:15,1,10,GNB 16,17,31,Najeh Davenport right guard for 3 yards (tackle by Bryce Fisher and Damione Lewis),-0.140,-0.180
4,5:29,2,7,GNB 19,17,31,"Brett Favre pass complete to Robert Ferguson for 10 yards (tackle by Pisa Tinoisamoa). Penalty on Travis Fisher: Face Mask (5 Yards), 5 yards",-0.180,1.200
4,5:05,1,10,GNB 34,17,31,Najeh Davenport up the middle for 17 yards (tackle by Jimmy Kennedy),1.200,2.320
4,4:17,1,10,STL 49,17,31,Najeh Davenport right guard for 2 yards (tackle by Travis Fisher and Tommy Polley),2.320,2.050
4,3:31,2,8,STL 47,17,31,Tony Fisher left end for 2 yards (tackle by Tommy Polley),2.050,1.620
4,2:47,3,6,STL 45,17,31,Brett Favre pass complete to Javon Walker for 5 yards (tackle by Pisa Tinoisamoa),1.620,0.590
,,,,,,,"GNB challenged the ruling, and the play was upheld.",,
4,2:00,4,1,STL 40,17,37,"Najeh Davenport right tackle for 40 yards, touchdown",0.590,7.000
4,,,,STL 2,17,38,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 30,17,38,"Ryan Longwell kicks off 63 yards, returned by Arlen Harris for 23 yards (tackle by Ben Steele). Penalty on Drew Wahlroos: Illegal Block Above the Waist, 10 yards",0.000,-0.280
4,1:43,1,10,STL 14,17,38,"Penalty on Kabeer Gbaja-Biamila: Defensive Offside, 5 yards (no play)",-0.280,0.530
4,1:42,1,5,STL 19,17,38,Marc Bulger pass incomplete intended for Shaun McDonald (defended by Kabeer Gbaja-Biamila),0.530,-0.040
4,1:35,2,5,STL 19,17,38,Marc Bulger pass incomplete intended for Torry Holt,-0.040,-0.800
4,1:29,3,5,STL 19,17,38,Marc Bulger pass complete to Isaac Bruce for 14 yards (tackle by Michael Hawthorne),-0.800,1.140
4,1:04,1,10,STL 33,17,38,"Marc Bulger pass complete to Shaun McDonald for 19 yards. Penalty on Adam Timmerman: Offensive Holding, 10 yards (no play)",1.140,0.480
4,0:58,1,20,STL 23,17,44,,0.480,-7.000
4,,,,STL 2,17,45,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,GNB 15,17,45,"Ryan Longwell kicks off 68 yards, returned by Arlen Harris for 20 yards (tackle by Ben Steele)",0.000,1.400
4,0:40,1,10,STL 37,17,45,Marc Bulger sacked by Kabeer Gbaja-Biamila for -15 yards,1.400,-1.170
4,0:10,2,25,STL 22,17,45,--,-1.170,0.960
4,0:01,3,4,STL 43,17,45,Marc Bulger pass incomplete intended for Dane Looker,0.960,-0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
