Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
1,7:45,3,6,NOR 49,0,0,Drew Brees pass complete short left to Devery Henderson for 12 yards (tackle by Richard Marshall),1.220,2.980
1,7:01,1,10,CAR 39,0,0,Chris Ivory right end for 12 yards (tackle by Chris Gamble),2.980,3.780
1,6:19,1,10,CAR 27,0,0,Ladell Betts right guard for 7 yards (tackle by Tyler Brayton and Edward Johnson),3.780,4.180
1,5:42,2,3,CAR 20,0,0,Chris Ivory left end for 6 yards (tackle by Sherrod Martin and Richard Marshall),4.180,4.650
1,4:57,1,10,CAR 14,0,0,Ladell Betts left guard for 2 yards (tackle by James Anderson),4.650,4.330
1,4:25,2,8,CAR 12,0,0,"Drew Brees pass complete short middle to Lance Moore for 11 yards (tackle by Sherrod Martin). Lance Moore fumbles (forced by Sherrod Martin), recovered by James Anderson at CAR-0",4.330,-0.280
1,4:13,1,10,CAR 20,0,0,DeAngelo Williams right tackle for 5 yards (tackle by Scott Shanle),0.280,0.410
1,3:44,2,5,CAR 25,0,0,DeAngelo Williams left tackle for 4 yards (tackle by Tracy Porter),0.410,0.230
1,3:08,3,1,CAR 29,0,0,Jonathan Stewart right end for -1 yards (tackle by Pierson Prioleau and Sedrick Ellis),0.230,-1.500
1,2:34,4,2,CAR 28,0,0,"Jason Baker punts 50 yards, returned by Lance Moore for 2 yards (tackle by Marcus Hudson)",-1.500,-0.540
1,2:22,1,10,NOR 24,0,0,Drew Brees pass complete short right to Devery Henderson for 6 yards (tackle by Chris Gamble),0.540,0.810
1,1:43,2,4,NOR 30,0,0,Drew Brees pass complete short left to Marques Colston for 15 yards (tackle by Richard Marshall),0.810,1.930
1,0:59,1,10,NOR 45,0,0,Drew Brees pass incomplete short left intended for Marques Colston (defended by Edward Johnson),1.930,1.380
1,0:55,2,10,NOR 45,0,0,"Drew Brees pass incomplete short left intended for Ladell Betts. Penalty on James Anderson: Defensive Holding, 5 yards (no play)",1.380,2.260
1,0:51,1,10,,0,0,"Drew Brees pass incomplete deep middle intended for Robert Meachem. Penalty on Chris Gamble: Defensive Pass Interfere, 46 yards (no play)",2.260,6.280
1,0:43,1,4,CAR 4,0,0,Ladell Betts right guard for -3 yards (tackle by Jon Beason),6.280,4.760
1,0:05,2,7,CAR 7,0,0,Drew Brees pass complete short right to Jeremy Shockey for 3 yards (tackle by Charles Godfrey),4.760,4.490
Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,4,CAR 4,0,6,"Drew Brees pass complete short right to Lance Moore for 4 yards, touchdown",4.490,7.000
2,,,,CAR 2,0,7,John Carney kicks extra point good,0.000,0.000
2,,,,NOR 30,0,7,"Thomas Morstead kicks off 70 yards, returned by Mike Goodson for 28 yards (tackle by Patrick Robinson)",0.000,0.810
2,14:49,1,10,CAR 28,0,7,Jimmy Clausen left end for 6 yards (tackle by Scott Shanle),0.810,1.070
2,14:14,2,4,CAR 34,0,7,Jonathan Stewart right guard for 2 yards (tackle by Chris Reis),1.070,0.630
2,13:39,3,2,CAR 36,0,7,Jimmy Clausen pass complete short left to Dante Rosario for 7 yards (tackle by Usama Young and Jonathan Vilma),0.630,1.800
2,13:03,1,10,CAR 43,0,7,Jonathan Stewart right guard for 2 yards (tackle by Scott Shanle and Jabari Greer),1.800,1.520
2,12:26,2,8,CAR 45,6,7,"Jimmy Clausen pass complete deep right to Jonathan Stewart for 55 yards, touchdown",1.520,7.000
2,,,,NOR 2,7,7,John Kasay kicks extra point good,0.000,0.000
2,,,,CAR 30,7,7,"Rhys Lloyd kicks off 69 yards, returned by Courtney Roby for 29 yards (tackle by Sherrod Martin)",0.000,0.940
2,12:10,1,10,NOR 30,7,7,Chris Ivory right guard for 3 yards (tackle by Tyler Brayton and Jon Beason),0.940,0.800
2,11:33,2,7,NOR 33,7,7,Drew Brees pass complete short left to Ladell Betts for 8 yards (tackle by Richard Marshall and Sherrod Martin),0.800,1.660
2,10:46,1,10,NOR 41,7,7,Drew Brees sacked by Charles Johnson for -5 yards,1.660,0.450
2,10:13,2,15,NOR 36,7,7,Drew Brees pass complete short middle to Devery Henderson for 10 yards (tackle by Richard Marshall),0.450,1.090
2,9:32,3,5,NOR 46,7,7,Drew Brees pass complete short left to Lance Moore for 11 yards (tackle by Chris Gamble),1.090,2.720
2,9:01,1,10,CAR 43,7,7,Drew Brees pass complete short left to Marques Colston for 7 yards (tackle by Richard Marshall),2.720,3.120
2,8:40,2,3,CAR 36,7,7,"Chris Ivory left end for 13 yards (tackle by Richard Marshall). Chris Ivory fumbles (forced by Richard Marshall), recovered by James Anderson at CAR-21 (tackle by Chris Ivory)",3.120,-0.340
2,8:28,1,10,CAR 21,7,7,DeAngelo Williams left guard for 9 yards (tackle by Remi Ayodele),0.340,1.020
2,7:50,2,1,CAR 30,7,7,DeAngelo Williams right tackle for 8 yards (tackle by Tracy Porter and Chris Reis),1.020,1.470
2,7:13,1,10,CAR 38,7,7,Jimmy Clausen pass incomplete (defended by Remi Ayodele),1.470,0.920
2,7:08,2,10,CAR 38,7,7,Jimmy Clausen pass complete short right to Steve Smith for 6 yards (tackle by Jabari Greer),0.920,1.020
2,6:24,3,4,CAR 44,7,7,Jimmy Clausen sacked by Usama Young for -4 yards,1.020,-0.720
2,5:55,4,8,CAR 40,7,7,"Jason Baker punts 47 yards, returned by Lance Moore for 10 yards (tackle by James Anderson)",-0.720,-0.480
2,5:45,1,10,NOR 23,7,7,Drew Brees pass complete short right to Marques Colston for 7 yards (tackle by Chris Gamble),0.480,0.880
2,5:05,2,3,NOR 30,7,7,Drew Brees pass complete short right to Jeremy Shockey for 6 yards (tackle by Chris Gamble),0.880,1.330
2,4:26,1,10,NOR 36,7,7,Drew Brees pass incomplete short left intended for Marques Colston,1.330,0.790
2,4:20,,,,7,7,Timeout #1 by New Orleans Saints,0.000,0.790
2,4:20,2,10,NOR 36,7,7,Drew Brees pass complete short middle to Devery Henderson for 12 yards (tackle by Captain Munnerlyn),0.790,2.130
2,3:41,1,10,NOR 48,7,7,Drew Brees pass complete short left to Ladell Betts for 8 yards (tackle by Dan Connor),2.130,2.660
2,3:13,2,2,CAR 44,7,7,Drew Brees pass incomplete short right intended for Lance Moore (defended by Chris Gamble),2.660,1.950
2,3:09,3,2,CAR 44,7,7,Chris Ivory left end for 4 yards (tackle by James Anderson),1.950,2.920
2,2:47,1,10,CAR 40,7,7,Drew Brees pass incomplete short right intended for Jeremy Shockey,2.920,2.370
2,2:42,2,10,CAR 40,7,7,Drew Brees pass complete deep left to Jeremy Shockey for 20 yards (tackle by Charles Godfrey),2.370,4.240
2,2:16,1,10,CAR 20,7,7,Ladell Betts left guard for -1 yards (tackle by Derek Landri),4.240,3.560
2,2:00,2,11,CAR 21,7,7,Ladell Betts right guard for 7 yards (tackle by James Anderson),3.560,3.890
2,1:22,3,4,CAR 14,7,7,Drew Brees pass incomplete short right intended for Devery Henderson,3.890,2.580
2,1:17,4,4,CAR 14,7,10,John Carney 32 yard field goal good,2.580,3.000
2,,,,NOR 30,7,10,"Thomas Morstead kicks off 72 yards, returned by Mike Goodson for 22 yards (tackle by Usama Young)",0.000,0.280
2,1:07,1,10,CAR 20,7,10,Jimmy Clausen pass incomplete (defended by Sedrick Ellis),0.280,-0.270
2,1:02,2,10,CAR 20,7,10,Mike Goodson right guard for no gain (tackle by Usama Young and Jonathan Vilma),-0.270,-0.960
2,0:58,,,,7,10,Timeout #2 by New Orleans Saints,0.000,-0.960
2,0:58,3,10,CAR 20,7,10,Jimmy Clausen pass incomplete short right intended for David Gettis,-0.960,-2.030
2,0:54,4,10,CAR 20,7,10,"Jason Baker punts 48 yards, returned by Tracy Porter for 4 yards (tackle by Jordan Pugh)",-2.030,-1.330
2,0:42,1,10,NOR 36,7,10,Drew Brees pass complete short right to Jeremy Shockey for 8 yards (tackle by James Anderson),1.330,1.870
2,0:23,2,2,NOR 44,7,10,Drew Brees pass complete short right to Devery Henderson for 10 yards (tackle by Chris Gamble),1.870,2.520
2,0:18,1,10,CAR 46,7,10,"Drew Brees sacked by James Anderson for -8 yards. Drew Brees fumbles (forced by James Anderson), recovered by Drew Brees at NOR-46",2.520,0.900
Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 30,7,10,"Rhys Lloyd kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,NOR 20,7,10,Drew Brees pass complete short right to David Thomas for 3 yards (tackle by James Anderson),0.280,0.140
3,14:18,2,7,NOR 23,7,10,Drew Brees pass complete short right to Jeremy Shockey for 6 yards (tackle by James Anderson),0.140,0.230
3,13:40,3,1,NOR 29,7,10,Chris Ivory left end for 14 yards (tackle by Jon Beason and Charles Godfrey),0.230,1.800
3,12:59,1,10,NOR 43,7,10,Drew Brees pass incomplete short middle intended for Ladell Betts,1.800,1.250
3,12:55,2,10,NOR 43,7,10,Drew Brees pass incomplete short right intended for Devery Henderson,1.250,0.560
3,12:52,3,10,NOR 43,7,10,Drew Brees pass incomplete short left intended for Lance Moore (defended by Captain Munnerlyn),0.560,-0.520
3,12:46,4,10,NOR 43,7,10,"Thomas Morstead punts 57 yards, touchback",-0.520,-0.280
3,12:37,1,10,CAR 20,7,10,"DeAngelo Williams left end for 12 yards (tackle by Malcolm Jenkins). Penalty on Steve Smith: Offensive Holding, 10 yards",0.280,0.570
3,12:20,1,8,CAR 22,7,10,Jimmy Clausen pass complete short right to Tony Fiammetta for 4 yards (tackle by Chris Reis),0.570,0.540
3,11:44,2,4,CAR 26,7,10,Jimmy Clausen pass complete deep right to David Gettis for 21 yards (tackle by Jabari Greer),0.540,2.060
3,11:05,1,10,CAR 47,7,10,Jonathan Stewart right end for 7 yards (tackle by Jabari Greer),2.060,2.460
3,10:36,2,3,NOR 46,7,10,Jimmy Clausen pass incomplete (defended by Sedrick Ellis),2.460,1.750
3,10:31,3,3,NOR 46,7,10,Jimmy Clausen pass complete short left to Jeff King for 7 yards (tackle by Usama Young),1.750,2.980
3,9:52,1,10,NOR 39,13,10,"DeAngelo Williams left end for 39 yards, touchdown",2.980,7.000
3,,,,NOR 2,14,10,John Kasay kicks extra point good,0.000,0.000
3,,,,CAR 30,14,10,"Rhys Lloyd kicks off 63 yards, returned by Courtney Roby for 22 yards (tackle by Eric Norwood)",0.000,0.870
3,9:35,1,10,NOR 29,14,10,Ladell Betts left end for no gain (tackle by Richard Marshall),0.870,0.330
3,8:57,2,10,NOR 29,14,10,Drew Brees pass complete short right to Jeremy Shockey for 15 yards (tackle by Jon Beason),0.330,1.860
3,8:17,1,10,NOR 44,14,10,"Chris Ivory left end for 3 yards (tackle by Dan Connor and Derek Landri). Penalty on Jahri Evans: Offensive Holding, 10 yards (no play)",1.860,1.200
3,7:55,1,20,NOR 34,14,10,Drew Brees pass incomplete deep middle intended for David Thomas (defended by Dan Connor),1.200,-0.030
3,7:48,2,20,NOR 34,14,10,Drew Brees pass incomplete short left intended for Devery Henderson,-0.030,-0.690
3,7:43,3,20,NOR 34,14,10,Drew Brees pass incomplete short middle intended for Robert Meachem (defended by Tyler Brayton),-0.690,-1.110
3,7:39,4,20,NOR 34,14,10,"Thomas Morstead punts 50 yards, returned by Captain Munnerlyn for 13 yards (tackle by Jason Kyle). Captain Munnerlyn fumbles, recovered by Courtney Roby at CAR-29",-1.110,3.640
,,,,,,,"CAR challenged the fumble ruling, and the play was upheld.",,
3,7:25,1,10,CAR 29,14,10,Ladell Betts left end for 11 yards (tackle by Jordan Pugh),3.640,4.370
3,6:42,1,10,CAR 18,14,10,Drew Brees pass complete short right to Devery Henderson for 9 yards (tackle by Chris Gamble),4.370,5.420
3,6:15,2,1,CAR 9,14,10,Chris Ivory right end for -1 yards (tackle by Dan Connor),5.420,4.510
3,5:47,3,2,CAR 10,14,10,Drew Brees pass complete short right to Ladell Betts for 1 yard (tackle by Nick Hayden),4.510,2.980
3,4:59,4,1,CAR 9,14,10,"Penalty on John Carney: Delay of Game, 5 yards (no play)",2.980,2.530
3,4:41,4,6,CAR 14,14,13,John Carney 32 yard field goal good,2.530,3.000
3,,,,NOR 30,14,13,"Thomas Morstead kicks off 68 yards, returned by Mike Goodson for 46 yards (tackle by Randall Gay)",0.000,2.130
3,4:25,1,10,CAR 48,14,13,"Penalty on Jordan Gross: False Start, 5 yards (no play)",2.130,1.800
3,4:25,1,15,CAR 43,14,13,Jonathan Stewart right guard for 4 yards (tackle by Remi Ayodele),1.800,1.450
3,3:45,2,11,CAR 47,14,13,Jimmy Clausen pass complete short left to Steve Smith for 5 yards (tackle by Will Smith),1.450,1.420
3,3:18,3,6,NOR 48,14,13,Jimmy Clausen pass incomplete short left intended for David Gettis (defended by Usama Young),1.420,0.070
3,3:14,4,6,NOR 48,14,13,"Jason Baker punts 30 yards, fair catch by Lance Moore",0.070,-0.040
3,3:07,1,10,NOR 18,14,13,Drew Brees pass complete short right to Lance Moore for 7 yards (tackle by Chris Gamble),0.040,0.550
3,2:28,2,3,NOR 25,14,13,Devery Henderson right end for -2 yards (tackle by Greg Hardy),0.550,-0.530
3,1:45,3,5,NOR 23,14,13,Drew Brees pass incomplete deep middle intended for Marques Colston (defended by Richard Marshall),-0.530,-1.830
3,1:38,4,5,NOR 23,14,13,"Thomas Morstead punts 53 yards, returned by Captain Munnerlyn for 6 yards (tackle by Jo-Lonn Dunbar)",-1.830,-0.940
3,1:27,1,10,CAR 30,14,13,DeAngelo Williams right guard for 5 yards (tackle by Danny Clark and Sedrick Ellis),0.940,1.070
3,0:51,2,5,CAR 35,14,13,Jimmy Clausen pass complete short right to Brandon LaFell for 1 yard (tackle by Jabari Greer),1.070,0.500
3,0:10,3,4,CAR 36,14,13,Jimmy Clausen pass complete short right to Dante Rosario for 10 yards (tackle by Malcolm Jenkins),0.500,1.990
Quarter,Time,Down,ToGo,Location,CAR,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CAR 46,14,13,DeAngelo Williams left tackle for -2 yards (tackle by Danny Clark),1.990,1.180
4,14:16,2,12,CAR 44,14,13,DeAngelo Williams left tackle for 2 yards (tackle by Will Smith and Remi Ayodele),1.180,0.760
4,13:37,3,10,CAR 46,14,13,Jimmy Clausen pass incomplete short left intended for David Gettis (defended by Tracy Porter),0.760,-0.320
4,13:33,4,10,CAR 46,14,13,"Jason Baker punts 41 yards, returned by Lance Moore for 6 yards (tackle by James Anderson). Penalty on Danny Clark: Offensive Holding, 6 yards",-0.320,0.380
4,13:20,1,10,NOR 7,14,13,Chris Ivory left end for 2 yards (tackle by Jordan Pugh),-0.380,-0.630
4,12:41,2,8,NOR 9,14,13,Ladell Betts left tackle for 6 yards (tackle by Derek Landri),-0.630,-0.480
4,12:14,3,2,NOR 15,14,13,Drew Brees pass complete short left to David Thomas for 6 yards (tackle by Charles Godfrey and Jon Beason),-0.480,0.340
4,11:36,1,10,NOR 21,14,13,Chris Ivory left end for 9 yards (tackle by Charles Godfrey),0.340,1.020
4,10:56,2,1,NOR 30,14,13,Chris Ivory right end for 1 yard (tackle by James Anderson),1.020,1.000
4,10:24,1,10,NOR 31,14,13,Drew Brees pass complete short right to David Thomas for 16 yards (tackle by Dan Connor),1.000,2.060
4,9:42,1,10,NOR 47,14,13,Ladell Betts right guard for 9 yards (tackle by James Anderson),2.060,2.730
4,9:03,2,1,CAR 44,14,13,Ladell Betts left tackle for 4 yards (tackle by Nick Hayden),2.730,2.920
4,8:21,1,10,CAR 40,14,13,Drew Brees pass complete short right to David Thomas for 11 yards (tackle by Charles Godfrey),2.920,3.640
4,7:38,1,10,CAR 29,14,13,Drew Brees pass complete short right to Heath Evans for 4 yards (tackle by James Anderson and Charles Godfrey),3.640,3.640
4,6:54,2,6,CAR 25,14,13,Drew Brees pass incomplete short right intended for Lance Moore,3.640,2.940
4,6:50,,,,14,13,Timeout #1 by New Orleans Saints,0.000,2.940
4,6:50,3,6,CAR 25,14,13,Drew Brees pass complete short right to Robert Meachem for 7 yards (tackle by Captain Munnerlyn),2.940,4.370
4,6:05,1,10,CAR 18,14,13,Drew Brees pass complete short right to David Thomas for 6 yards (tackle by Chris Gamble and Charles Johnson),4.370,4.810
4,5:26,2,4,CAR 12,14,13,Drew Brees pass complete short right to Marques Colston for 7 yards (tackle by Richard Marshall),4.810,6.060
4,4:47,1,5,CAR 5,14,13,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Jordan Pugh),6.060,5.150
4,4:42,2,5,CAR 5,14,13,Ladell Betts right end for -6 yards (tackle by Derek Landri),5.150,3.120
4,4:06,3,11,CAR 11,14,13,Drew Brees pass complete short right to Lance Moore for 4 yards (tackle by Charles Godfrey),3.120,2.970
4,4:00,4,7,CAR 7,14,16,John Carney 25 yard field goal good,2.970,3.000
4,,,,NOR 30,14,16,"Thomas Morstead kicks off 72 yards, returned by Mike Goodson for 15 yards (tackle by Marvin Mitchell). Penalty on Marvin Mitchell: Face Mask (15 Yards), 15 yards",0.000,0.810
4,3:50,1,10,CAR 28,14,16,Jonathan Stewart right guard for 3 yards (tackle by Sedrick Ellis and Remi Ayodele),0.810,0.670
4,3:12,,,,14,16,Timeout #2 by Carolina Panthers,0.000,0.670
4,3:12,2,7,CAR 31,14,16,Jimmy Clausen left end for 5 yards (tackle by Usama Young and Tracy Porter),0.670,0.630
4,2:46,3,2,CAR 36,14,16,Jonathan Stewart right tackle for 4 yards (tackle by Anthony Hargrove and Jonathan Vilma),0.630,1.600
4,2:09,1,10,CAR 40,14,16,DeAngelo Williams right tackle for 6 yards (tackle by Marvin Mitchell),1.600,1.860
4,2:00,2,4,CAR 46,14,16,Jimmy Clausen pass incomplete short right intended for Jeff King (defended by Jonathan Vilma),1.860,1.160
4,1:57,3,4,CAR 46,14,16,Jimmy Clausen pass incomplete short left intended for David Gettis,1.160,-0.320
4,1:53,,,,14,16,Timeout #3 by Carolina Panthers,0.000,-0.320
4,1:53,4,4,CAR 46,14,16,Jimmy Clausen pass complete deep right to David Gettis for 16 yards,-0.320,3.050
4,1:46,,,,14,16,Timeout #2 by New Orleans Saints,0.000,3.050
4,1:46,1,10,NOR 38,14,16,DeAngelo Williams right tackle for 2 yards (tackle by Will Smith),3.050,2.780
4,1:35,,,,14,16,Timeout #3 by New Orleans Saints,0.000,2.780
4,1:35,2,8,NOR 36,14,16,DeAngelo Williams left end for -4 yards (tackle by Usama Young),2.780,1.550
4,0:51,3,12,NOR 40,14,16,Jimmy Clausen sacked by Malcolm Jenkins for -4 yards,1.550,0.330
4,0:08,4,16,NOR 44,14,16,Jimmy Clausen pass incomplete deep right intended for Dwayne Jarrett (defended by Jabari Greer),0.330,-1.860
4,0:02,1,10,NOR 44,14,16,Drew Brees kneels for -1 yards,1.860,1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
