Quarter,Time,Down,ToGo,Location,TAM,DEN,Detail,EPB,EPA
1,8:47,1,10,TAM 20,0,7,"Doug Martin left guard for 5 yards (tackle by Justin Bannan). Penalty on Justin Bannan: Face Mask (15 Yards), 15 yards",0.280,1.600
1,8:18,1,10,TAM 40,0,7,Josh Freeman pass incomplete deep left intended for Vincent Jackson,1.600,1.050
1,8:14,2,10,TAM 40,0,7,Josh Freeman pass complete short left to Doug Martin for 26 yards (tackle by Champ Bailey),1.050,3.310
1,7:36,1,10,DEN 34,0,7,Doug Martin left tackle for 9 yards (tackle by Keith Brooking),3.310,3.990
1,6:55,2,1,DEN 25,0,7,Josh Freeman pass complete short left to Luke Stocker for 11 yards (tackle by Von Miller),3.990,4.650
1,6:19,1,10,DEN 14,0,7,Doug Martin right tackle for -1 yards (tackle by Mike Adams and Derek Wolfe),4.650,3.850
1,5:33,2,11,DEN 15,0,7,Josh Freeman pass incomplete short middle intended for Tiquan Underwood,3.850,3.060
1,5:28,3,11,DEN 15,0,7,Josh Freeman pass complete short middle to Mike Williams for 1 yard (tackle by Chris Harris),3.060,2.510
1,4:46,4,10,DEN 14,3,7,Connor Barth 31 yard field goal good,2.510,3.000
1,4:41,,,TAM 35,3,7,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
1,4:41,1,10,DEN 20,3,7,"Peyton Manning pass complete short left to Knowshon Moreno for no gain. Penalty on Orlando Franklin: Face Mask (15 Yards), 10 yards (no play)",0.280,-0.760
1,4:41,1,20,DEN 10,3,7,Knowshon Moreno up the middle for 4 yards (tackle by Ahmad Black),-0.760,-1.180
1,3:36,2,16,DEN 14,3,7,Peyton Manning pass complete short middle to Jacob Tamme for 10 yards (tackle by Daniel Te'o-Nesheim and Ronde Barber),-1.180,-0.430
1,3:01,3,6,DEN 24,3,7,"Peyton Manning pass incomplete deep left intended for Matt Willis. Dan Koppen fumbles, recovered by Dan Koppen at DEN-DEN",-0.430,-1.770
1,2:52,4,6,DEN 24,3,7,"Britton Colquitt punts 46 yards, out of bounds",-1.770,-0.940
1,2:45,1,10,TAM 30,3,7,"Doug Martin left tackle for 2 yards (tackle by Elvis Dumervil). Penalty on Mitch Unrein: Illegal Use of Hands, 5 yards",0.940,1.400
1,2:24,1,10,TAM 37,3,7,Josh Freeman pass complete deep middle to Mike Williams for 40 yards (tackle by Chris Harris),1.400,4.040
1,1:40,1,10,DEN 23,3,7,Doug Martin left tackle for 7 yards (tackle by Champ Bailey and Rahim Moore),4.040,4.560
1,0:58,2,3,DEN 16,3,7,Doug Martin up the middle for 5 yards (tackle by Wesley Woodyard and D.J. Williams),4.560,4.840
1,0:20,1,10,DEN 11,9,7,"Josh Freeman pass complete short right to Dallas Clark for 11 yards, touchdown",4.840,7.000
1,0:20,,,DEN 2,10,7,Connor Barth kicks extra point good,0.000,0.000
1,0:14,,,TAM 35,10,7,"Michael Koenen kicks off 72 yards, returned by Trindon Holliday for 26 yards (tackle by Ahmad Black)",0.000,0.150
1,0:07,1,10,DEN 19,10,7,Knowshon Moreno left tackle for 9 yards (tackle by Da'Quan Bowers and Lavonte David),0.150,0.880
Quarter,Time,Down,ToGo,Location,TAM,DEN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,DEN 28,10,7,Knowshon Moreno up the middle for -3 yards (tackle by Da'Quan Bowers),0.880,-0.290
2,14:45,3,4,DEN 25,10,7,"Knowshon Moreno up the middle for no gain (tackle by Aaron Morgan and Michael Bennett). Penalty on TAM: Defensive 12 On-field, 5 yards (no play)",-0.290,0.000
,,,,,,,"DEN challenged the too many players on field ruling, and the original play was overturned.",,
2,14:07,,,,10,7,Timeout #1 by Denver Broncos,0.000,0.940
2,14:07,1,10,DEN 30,10,7,Peyton Manning pass complete short left to Knowshon Moreno for 2 yards (tackle by Mason Foster),0.940,0.660
2,13:40,2,8,DEN 32,10,7,Peyton Manning pass complete deep right to Demaryius Thomas for 28 yards (tackle by Ahmad Black),0.660,2.920
2,13:07,1,10,TAM 40,10,7,Knowshon Moreno left guard for 6 yards (tackle by Gerald McCoy),2.920,3.180
2,12:37,2,4,TAM 34,10,7,"Peyton Manning pass complete short middle to Jacob Tamme for 14 yards (tackle by Ronde Barber). Penalty on Chris Kuper: Offensive Holding, 10 yards (no play)",3.180,1.830
2,12:14,2,14,TAM 44,10,7,Lance Ball left end for -2 yards (tackle by Michael Bennett),1.830,0.890
2,11:27,3,16,TAM 46,10,7,Lance Ball up the middle for no gain (tackle by Dekoda Watson),0.890,0.200
2,10:46,4,16,TAM 46,10,7,"Britton Colquitt punts 38 yards, fair catch by Roscoe Parrish",0.200,0.380
2,10:37,1,10,TAM 8,10,7,Doug Martin left guard for 1 yard (tackle by Sealver Siliga),-0.380,-0.710
2,9:58,2,9,TAM 9,10,7,Josh Freeman pass complete short right to Luke Stocker for 8 yards (tackle by D.J. Williams and Chris Harris),-0.710,-0.370
2,9:33,3,1,TAM 17,10,7,Josh Freeman up the middle for 2 yards (tackle by Mitch Unrein),-0.370,0.150
2,8:52,1,10,TAM 19,10,7,Doug Martin up the middle for no gain (tackle by Jim Leonhard and Wesley Woodyard),0.150,-0.390
2,8:11,2,10,TAM 19,10,7,Doug Martin up the middle for 2 yards (tackle by Chris Harris and Von Miller),-0.390,-0.810
2,7:28,3,8,TAM 21,10,7,Josh Freeman pass complete deep left to Vincent Jackson for 19 yards (tackle by Rahim Moore),-0.810,1.600
2,6:52,1,10,TAM 40,10,7,Doug Martin right guard for 1 yard (tackle by Kevin Vickerson and Wesley Woodyard),1.600,1.190
2,6:12,2,9,TAM 41,10,7,"Josh Freeman pass complete short middle to Doug Martin for 4 yards (tackle by Wesley Woodyard and D.J. Williams). Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",1.190,-0.160
2,5:40,2,19,TAM 31,10,7,"Doug Martin left tackle for 5 yards (tackle by Chris Harris). Penalty on Elvis Dumervil: Defensive Offside, 5 yards (no play)",-0.160,0.510
2,5:13,2,14,TAM 36,10,7,Josh Freeman pass incomplete short left intended for Dallas Clark (defended by D.J. Williams),0.510,-0.160
2,5:08,3,14,TAM 36,10,7,"Josh Freeman pass incomplete deep left intended for Vincent Jackson is intercepted by Chris Harris at DEN-46. Penalty on Von Miller: Roughing the Passer, 15 yards (no play)",-0.160,2.320
2,5:00,1,10,DEN 49,10,7,Josh Freeman pass incomplete short left intended for Erik Lorig,2.320,1.780
2,4:52,2,10,DEN 49,10,7,Josh Freeman pass incomplete short right intended for Vincent Jackson,1.780,1.090
2,4:47,3,10,DEN 49,10,7,Josh Freeman pass incomplete short left intended for DJ Ware. Penalty on Jeremy Zuttah: Offensive Holding (Declined),1.090,0.000
2,4:44,4,10,DEN 49,10,7,"Michael Koenen punts 39 yards, fair catch by Jim Leonhard",0.000,0.380
2,4:35,1,10,DEN 10,10,7,Peyton Manning pass complete short left to Knowshon Moreno for 3 yards (tackle by E.J. Biggers),-0.380,-0.560
2,3:56,2,7,DEN 13,10,7,Knowshon Moreno left tackle for 16 yards (tackle by Ahmad Black),-0.560,0.870
2,3:16,1,10,DEN 29,10,7,Peyton Manning pass complete short left to Demaryius Thomas for 19 yards (tackle by Mark Barron),0.870,2.130
2,3:16,1,10,DEN 48,10,7,Peyton Manning pass complete short left to Matt Willis for 9 yards (tackle by Lavonte David),2.130,2.800
2,2:12,2,1,TAM 43,10,7,Ronnie Hillman right guard for -1 yards (tackle by Gary Gibson),2.800,1.950
2,2:00,3,2,TAM 44,10,7,Peyton Manning pass incomplete short left intended for Knowshon Moreno (defended by Lavonte David),1.950,0.000
2,1:56,,,,10,7,Timeout #2 by Denver Broncos,0.000,0.330
2,1:56,4,2,TAM 44,10,7,Britton Colquitt punts 40 yards,0.330,0.380
2,1:45,1,10,TAM 4,10,7,Doug Martin up the middle for 3 yards (tackle by Jim Leonhard and Justin Bannan),-0.380,-0.560
2,1:00,2,7,TAM 7,10,7,Doug Martin right guard for 3 yards (tackle by Elvis Dumervil),-0.560,-0.720
2,0:15,3,4,TAM 10,10,7,Doug Martin up the middle for 7 yards (tackle by Chris Harris),-0.720,-0.060
Quarter,Time,Down,ToGo,Location,TAM,DEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,10,7,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,DEN 20,10,7,Peyton Manning pass complete short middle to Matt Willis for 9 yards (tackle by Mark Barron),0.280,0.950
3,14:32,2,1,DEN 29,10,7,"Knowshon Moreno right tackle for no gain (tackle by Daniel Te'o-Nesheim and Lavonte David). Penalty on Zane Beadles: Offensive Holding, 10 yards (no play)",0.950,-0.460
3,14:05,2,11,DEN 19,10,7,Peyton Manning pass complete short middle to Demaryius Thomas for 5 yards (tackle by Ronde Barber),-0.460,-0.430
3,13:35,3,6,DEN 24,10,7,"Penalty on Michael Bennett: Neutral Zone Infraction, 5 yards (no play)",-0.430,0.230
3,13:20,3,1,DEN 29,10,7,Peyton Manning pass complete short right to Knowshon Moreno for 4 yards (tackle by Michael Bennett),0.230,1.140
3,12:39,1,10,DEN 33,10,7,Peyton Manning pass incomplete short right intended for Matt Willis,1.140,0.590
3,12:33,2,10,DEN 33,10,7,Peyton Manning pass complete short middle to Matt Willis for 4 yards (tackle by Ronde Barber and E.J. Biggers),0.590,0.430
3,12:00,3,6,DEN 37,10,7,Peyton Manning pass incomplete short right intended for Jacob Tamme,0.430,-0.910
3,11:55,4,6,DEN 37,10,7,"Britton Colquitt punts 55 yards, fair catch by Roscoe Parrish",-0.910,0.380
3,11:45,1,10,TAM 8,10,7,Doug Martin left guard for 2 yards (tackle by Von Miller),-0.380,-0.630
3,11:04,2,8,TAM 10,10,7,Josh Freeman pass incomplete short right intended for Mike Williams (defended by Chris Harris),-0.630,-1.190
3,11:00,3,8,TAM 10,10,7,Josh Freeman pass incomplete short right intended for Tiquan Underwood,-1.190,-2.490
3,10:55,4,8,TAM 10,10,7,"Michael Koenen punts 63 yards, returned by Trindon Holliday for 21 yards (tackle by Andrew Economos)",-2.490,-2.130
3,10:43,1,10,DEN 48,10,7,Peyton Manning pass complete short right to Demaryius Thomas for 13 yards (tackle by Leonard Johnson),2.130,2.980
3,10:11,1,10,TAM 39,10,7,Peyton Manning pass complete short right to Jacob Tamme for 15 yards (tackle by Mark Barron),2.980,3.970
3,9:37,1,10,TAM 24,10,7,Peyton Manning pass incomplete short left intended for Jacob Tamme,3.970,3.430
3,9:32,2,10,TAM 24,10,7,"Peyton Manning pass incomplete deep right intended for Demaryius Thomas (defended by Leonard Johnson). Penalty on Leonard Johnson: Defensive Pass Interference, 16 yards (no play)",3.430,5.370
3,9:27,1,8,TAM 8,10,13,"Peyton Manning pass complete short middle to Demaryius Thomas for 8 yards, touchdown",5.370,7.000
3,9:27,,,TAM 2,10,14,Matt Prater kicks extra point good,0.000,0.000
3,9:21,,,DEN 35,10,14,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,9:21,1,10,TAM 20,10,14,Josh Freeman pass incomplete short left intended for Doug Martin,0.280,-0.270
3,9:14,2,10,TAM 20,10,14,"Doug Martin up the middle for 6 yards (tackle by D.J. Williams). Penalty on Demar Dotson: Offensive Holding, 10 yards (no play)",-0.270,-1.510
3,8:56,2,20,TAM 10,10,14,Josh Freeman pass incomplete deep right intended for Mike Williams (defended by Chris Harris),-1.510,-2.590
3,8:50,3,20,TAM 10,10,14,DJ Ware right guard for 8 yards (tackle by Jim Leonhard),-2.590,-2.240
3,8:13,4,12,TAM 18,10,14,"Michael Koenen punts 51 yards, returned by Trindon Holliday for 12 yards (tackle by Danny Gorrer)",-2.240,-1.800
3,8:02,1,10,DEN 43,10,14,Peyton Manning pass complete short left to Jacob Tamme for 14 yards (tackle by Mason Foster),1.800,2.720
3,7:34,1,10,TAM 43,10,14,Peyton Manning pass complete short middle to Knowshon Moreno for 5 yards (tackle by Lavonte David),2.720,2.850
3,6:54,2,5,TAM 38,10,14,Ronnie Hillman right tackle for 6 yards (tackle by Lavonte David),2.850,3.450
3,6:19,1,10,TAM 32,10,14,Peyton Manning pass complete short left to Jacob Tamme for 9 yards (tackle by E.J. Biggers),3.450,4.120
3,5:55,2,1,TAM 23,10,14,"Ronnie Hillman left tackle for 9 yards (tackle by Ahmad Black). Penalty on Michael Bennett: Illegal Use of Hands, 5 yards",4.120,5.140
3,5:27,1,9,TAM 9,10,14,Knowshon Moreno left end for -1 yards (tackle by Lavonte David),5.140,4.190
3,4:45,2,10,TAM 10,10,20,"Peyton Manning pass complete short middle to Demaryius Thomas for 10 yards, touchdown",4.190,7.000
3,4:45,,,TAM 2,10,21,Matt Prater kicks extra point good,0.000,0.000
3,4:39,,,DEN 35,10,21,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,4:39,1,10,TAM 20,10,21,Doug Martin right guard for 2 yards (tackle by Kevin Vickerson),0.280,0.000
3,4:04,2,8,TAM 22,10,27,"Josh Freeman pass incomplete short right intended for Vincent Jackson is intercepted by Von Miller at TAM-26 and returned for 26 yards, touchdown",0.000,-7.000
3,,,,TAM 2,10,28,Matt Prater kicks extra point good,0.000,0.000
3,3:56,,,DEN 35,10,28,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
3,3:56,1,10,TAM 20,10,28,Josh Freeman pass complete short right to Tiquan Underwood for 12 yards (tackle by Champ Bailey),0.280,1.070
3,3:27,1,10,TAM 32,10,28,Josh Freeman pass complete short left to Doug Martin for 2 yards (tackle by Danny Trevathan),1.070,0.800
3,2:45,2,8,TAM 34,10,28,Josh Freeman pass incomplete deep middle intended for Vincent Jackson,0.800,0.100
3,2:40,3,8,TAM 34,10,28,Josh Freeman pass incomplete deep left intended for Mike Williams (defended by Jim Leonhard),0.100,-1.110
3,2:34,4,8,TAM 34,10,28,"Michael Koenen punts 51 yards, returned by Trindon Holliday for 45 yards (tackle by Jacob Cutrera)",-1.110,-2.920
3,2:16,1,10,TAM 40,10,28,Peyton Manning pass incomplete short middle intended for Jacob Tamme is intercepted by Lavonte David at TAM-25 and returned for 27 yards (tackle by Chris Kuper),2.920,-2.390
3,2:06,1,10,DEN 48,10,28,Josh Freeman pass incomplete short right intended for Dallas Clark,2.390,1.850
3,2:00,2,10,DEN 48,10,28,Josh Freeman pass complete short left to Vincent Jackson for 12 yards (tackle by Danny Trevathan),1.850,3.180
3,1:26,1,10,DEN 36,10,28,Josh Freeman pass incomplete short right intended for Mike Williams,3.180,2.640
3,1:21,2,10,DEN 36,10,28,Doug Martin up the middle for 4 yards (tackle by Derek Wolfe),2.640,2.480
3,0:49,3,6,DEN 32,10,28,"Josh Freeman pass complete short right to Mike Williams for 12 yards (tackle by Tony Carter). Penalty on Donald Penn: Illegal Use of Hands, 10 yards (no play)",2.480,1.160
3,0:19,3,16,DEN 42,10,28,"Josh Freeman pass incomplete short right intended for Tiquan Underwood (defended by Jim Leonhard). Penalty on Elvis Dumervil: Defensive Offside, 5 yards (no play)",1.160,1.820
3,0:13,3,11,DEN 37,10,28,Josh Freeman left tackle for 5 yards (tackle by Mike Adams),1.820,1.250
Quarter,Time,Down,ToGo,Location,TAM,DEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,6,DEN 32,13,28,Connor Barth 50 yard field goal good,1.250,3.000
4,14:55,,,TAM 35,13,28,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,14:55,1,10,DEN 20,13,28,Peyton Manning pass complete short left to Demaryius Thomas for 8 yards (tackle by Ronde Barber and LeQuan Lewis),0.280,0.810
4,14:27,2,2,DEN 28,13,28,Peyton Manning pass complete short left to Jacob Tamme for 6 yards (tackle by Ahmad Black),0.810,1.200
4,13:45,1,10,DEN 34,13,28,Knowshon Moreno right guard for no gain (tackle by Gerald McCoy),1.200,0.660
4,13:01,2,10,DEN 34,13,28,Ronnie Hillman up the middle for 7 yards (tackle by Gerald McCoy),0.660,0.890
4,12:24,3,3,DEN 41,13,28,Peyton Manning pass complete short middle to Eric Decker for 5 yards (tackle by Danny Gorrer),0.890,1.990
4,11:44,1,10,DEN 46,13,28,Knowshon Moreno up the middle for 5 yards (tackle by Mason Foster),1.990,2.130
4,11:12,2,5,TAM 49,13,28,Peyton Manning pass complete short right to Jacob Tamme for 4 yards (tackle by Da'Quan Bowers),2.130,1.950
4,10:32,3,1,TAM 45,13,28,Peyton Manning pass complete short middle to Jacob Tamme for 15 yards (tackle by Ahmad Black),1.950,3.580
4,9:49,1,10,TAM 30,13,28,Ronnie Hillman right end for 8 yards (tackle by Mason Foster),3.580,4.110
4,9:14,2,2,TAM 22,13,28,Knowshon Moreno left guard for 6 yards (tackle by Ronde Barber),4.110,4.510
4,8:30,1,10,TAM 16,13,28,Knowshon Moreno up the middle for 4 yards (tackle by Adam Hayward),4.510,4.570
4,7:49,2,6,TAM 12,13,28,Peyton Manning pass incomplete short right intended for Demaryius Thomas (defended by Ahmad Black),4.570,3.730
4,7:45,3,6,TAM 12,13,28,Peyton Manning pass incomplete short middle intended for Joel Dreessen,3.730,2.660
4,7:41,4,6,TAM 12,13,31,Matt Prater 31 yard field goal good,2.660,3.000
4,7:36,,,DEN 35,13,31,"Matt Prater kicks off 65 yards, touchback",0.000,0.280
4,7:36,1,10,TAM 20,13,31,Josh Freeman pass incomplete short middle intended for Tiquan Underwood (defended by Danny Trevathan),0.280,-0.270
4,7:31,2,10,TAM 20,13,31,Josh Freeman pass complete short left to Doug Martin for 14 yards (tackle by Von Miller),-0.270,1.200
4,6:58,1,10,TAM 34,13,31,Josh Freeman pass complete short right to Dallas Clark for 1 yard (tackle by Chris Harris),1.200,0.790
4,6:30,2,9,TAM 35,13,31,Josh Freeman pass incomplete short right intended for Tiquan Underwood (defended by Champ Bailey),0.790,0.100
4,6:25,3,9,TAM 35,13,31,Josh Freeman pass incomplete short right intended for Mike Williams,0.100,-1.040
4,6:19,4,9,TAM 35,13,31,Josh Freeman pass incomplete short left intended for Tiquan Underwood (defended by Tony Carter),-1.040,-3.250
4,6:13,1,10,TAM 35,13,31,Knowshon Moreno right tackle for no gain (tackle by Gary Gibson),3.250,2.700
4,5:29,2,10,TAM 35,13,31,Knowshon Moreno right tackle for 6 yards (tackle by Leonard Johnson),2.700,2.810
4,4:46,3,4,TAM 29,13,31,Peyton Manning pass incomplete short right intended for Jacob Tamme (defended by Da'Quan Bowers),2.810,1.560
4,4:42,4,4,TAM 29,13,31,Matt Prater 47 yard field goal no good,1.560,-1.400
4,4:37,1,10,TAM 37,13,31,Josh Freeman pass complete deep right to Vincent Jackson for 24 yards (tackle by Keith Brooking),1.400,2.980
4,4:10,1,10,DEN 39,13,31,"Josh Freeman sacked by Von Miller for -7 yards. Josh Freeman fumbles (forced by Von Miller), recovered by Josh Freeman at DEN-46",2.980,1.500
4,3:42,2,17,DEN 46,13,31,Josh Freeman pass incomplete deep right intended for Vincent Jackson (defended by Rahim Moore),1.500,0.830
4,3:33,3,17,DEN 46,13,31,Josh Freeman pass complete short left to Dallas Clark for 9 yards (tackle by Danny Trevathan),0.830,0.790
4,3:28,4,8,DEN 37,16,31,Connor Barth 55 yard field goal good,0.790,3.000
4,3:23,,,TAM 35,16,31,"Michael Koenen kicks off 65 yards, touchback",0.000,0.280
4,3:23,1,10,DEN 20,16,31,Knowshon Moreno up the middle for -3 yards (tackle by Gary Gibson),0.280,0.000
4,3:16,,,,16,31,Timeout #1 by Tampa Bay Buccaneers,0.000,-0.790
4,3:16,2,13,DEN 17,16,31,Knowshon Moreno right tackle for -2 yards (tackle by Lavonte David),-0.790,0.000
4,3:14,,,,16,31,Timeout #2 by Tampa Bay Buccaneers,0.000,-1.860
4,3:14,3,15,DEN 15,16,31,Knowshon Moreno left end for 2 yards (tackle by Daniel Te'o-Nesheim),-1.860,-2.320
4,3:09,4,13,DEN 17,16,31,"Britton Colquitt punts 45 yards, returned by Roscoe Parrish for 15 yards (tackle by Steven Johnson)",-2.320,-2.460
4,2:57,1,10,DEN 47,16,31,Josh Freeman pass incomplete deep right intended for Mike Williams (defended by Tony Carter),2.460,1.910
4,2:50,2,10,DEN 47,16,31,Josh Freeman pass complete short right to Mike Williams for 14 yards,1.910,3.380
4,2:44,1,10,DEN 33,16,31,Josh Freeman pass complete deep right to Mike Williams for 28 yards,3.380,6.060
4,2:39,1,5,DEN 5,22,31,"Josh Freeman pass complete short left to Mike Williams for 5 yards, touchdown",6.060,7.000
4,2:39,,,DEN 2,23,31,Connor Barth kicks extra point good,0.000,0.000
4,2:33,,,TAM 35,23,31,"Michael Koenen kicks onside 16 yards, recovered by Eric Decker",0.000,2.190
4,2:32,1,10,DEN 49,23,31,Knowshon Moreno up the middle for 5 yards (tackle by Mason Foster),2.190,2.320
4,2:00,2,5,TAM 46,23,31,"Penalty on Gary Gibson: Neutral Zone Infraction, 4 yards (no play)",2.320,2.860
4,2:00,2,1,TAM 42,23,31,Knowshon Moreno right guard for 2 yards (tackle by Lavonte David and Michael Bennett),2.860,2.920
4,1:16,1,10,TAM 40,23,31,Peyton Manning kneels for -2 yards,2.920,2.100
4,0:37,2,12,TAM 42,23,31,Peyton Manning kneels for -3 yards,2.100,1.030
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
