Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
2,15:00,2,6,ARI 26,3,0,"Matt Leinart pass incomplete short left intended for Larry Fitzgerald (defended by Anthony Henry). Penalty on Anthony Henry: Defensive Pass Interfere, 7 yards (no play)",0.410,1.140
2,14:49,1,10,ARI 33,3,0,Edgerrin James right end for 2 yards (tackle by Kenyon Coleman and Bradie James),1.140,0.860
2,14:12,2,8,ARI 35,3,0,Matt Leinart pass incomplete short right intended for Edgerrin James (defended by Roy Williams),0.860,0.170
2,14:06,3,8,ARI 35,3,0,Matt Leinart pass complete short left to Anquan Boldin for 10 yards (tackle by Anthony Henry),0.170,1.930
2,13:28,1,10,ARI 45,3,0,Edgerrin James right end for 8 yards (tackle by Keith Davis),1.930,2.460
2,12:47,2,2,DAL 47,3,0,Edgerrin James middle for no gain (tackle by Greg Ellis and Jason Ferguson),2.460,1.750
2,12:01,3,2,DAL 47,3,0,Matt Leinart pass incomplete short middle intended for Leonard Pope (defended by Chris Canty),1.750,0.130
2,12:01,4,2,DAL 47,3,0,"Scott Player punts 25 yards, fair catch by Terence Newman",0.130,-0.410
2,11:48,1,10,DAL 22,3,0,Tony Romo pass complete to Sam Hurd for 16 yards (tackle by Antrel Rolle and Robert Griffith),0.410,1.470
2,11:17,1,10,DAL 38,3,0,Julius Jones left end for -1 yards (tackle by Gerald Hayes),1.470,0.790
2,10:36,2,11,DAL 37,3,0,Tony Romo pass complete short middle to Jason Witten for 22 yards (tackle by Gerald Hayes and Aaron Francisco),0.790,2.850
2,9:55,1,10,ARI 41,3,0,Julius Jones right end for 6 yards (tackle by Chike Okeafor),2.850,3.120
2,9:23,2,4,ARI 35,3,0,Julius Jones right end for 5 yards (tackle by Gerald Hayes and Darnell Dockett),3.120,3.580
2,8:46,1,10,ARI 30,3,0,Tony Romo pass incomplete short left intended for Jason Witten,3.580,3.030
2,8:40,2,10,ARI 30,9,0,"Tony Romo pass complete deep left to Patrick Crayton for 30 yards, touchdown",3.030,7.000
2,,,,ARI 2,10,0,Mike Vanderjagt kicks extra point good,0.000,0.000
2,,,,DAL 30,10,0,"Mike Vanderjagt kicks off 66 yards, returned by J.J. Arrington for 21 yards (tackle by Miles Austin)",0.000,0.610
2,8:25,1,10,ARI 25,10,0,Matt Leinart pass incomplete short left intended for Adam Bergen,0.610,0.060
2,8:20,2,10,ARI 25,10,0,Matt Leinart pass complete short middle to Edgerrin James for 4 yards (tackle by Terence Newman),0.060,-0.100
2,7:35,3,6,ARI 29,10,0,Matt Leinart pass complete short left to Marcel Shipp for 7 yards (tackle by Anthony Henry and Terence Newman),-0.100,1.330
2,6:57,1,10,ARI 36,10,0,Matt Leinart pass complete short left to Larry Fitzgerald for 7 yards (tackle by Bradie James),1.330,1.740
2,6:18,2,3,ARI 43,10,0,Edgerrin James right end for 2 yards (tackle by Bradie James),1.740,1.290
2,5:34,3,1,ARI 45,10,0,J.J. Arrington middle for no gain (tackle by Jay Ratliff and Akin Ayodele),1.290,-0.390
2,5:04,,,,10,0,Timeout #1 by Arizona Cardinals,0.000,-0.390
2,5:04,4,1,ARI 45,10,0,Edgerrin James left end for 12 yards (tackle by Keith Davis),-0.390,2.720
2,4:25,1,10,DAL 43,10,0,Matt Leinart pass incomplete deep left intended for Larry Fitzgerald,2.720,2.180
2,4:20,2,10,DAL 43,10,0,"Matt Leinart pass incomplete short left intended for Larry Fitzgerald. Penalty on Larry Fitzgerald: Illegal Motion, 5 yards (no play)",2.180,1.500
2,4:15,2,15,DAL 48,10,0,Matt Leinart pass complete deep left to Anquan Boldin for 43 yards (tackle by Keith Davis),1.500,6.060
2,3:52,,,,10,0,Timeout #2 by Arizona Cardinals,0.000,6.060
2,3:52,1,5,DAL 5,10,0,Matt Leinart pass incomplete short left intended for Larry Fitzgerald,6.060,5.150
2,3:52,2,5,DAL 5,10,0,"Penalty on Leonard Davis: False Start, 5 yards (no play)",5.150,4.190
2,3:48,2,10,DAL 10,10,0,Matt Leinart pass incomplete short left intended for Edgerrin James (defended by DeMarcus Ware),4.190,3.130
2,3:42,3,10,DAL 10,10,0,Matt Leinart pass incomplete intended for Larry Fitzgerald,3.130,2.760
2,3:35,4,10,DAL 10,10,3,Neil Rackers 28 yard field goal good,2.760,3.000
2,,,,ARI 30,10,3,"Neil Rackers kicks off 70 yards, touchback",0.000,0.280
2,3:31,1,10,DAL 20,10,3,"Tony Romo pass complete short right to Terrell Owens for 9 yards (tackle by Antrel Rolle). Penalty on Terrell Owens: Illegal Touch Pass, 5 yards (no play)",0.280,-0.310
2,2:52,1,15,DAL 15,10,3,Julius Jones left end for 3 yards (tackle by Gerald Hayes),-0.310,-0.630
2,2:17,2,12,DAL 18,10,3,"Tony Romo pass incomplete intended for Julius Jones. Penalty on Marco Rivera: Offensive Holding, 9 yards (no play)",-0.630,-1.580
2,2:10,2,21,DAL 9,10,3,Marion Barber right end for 12 yards (tackle by Karlos Dansby),-1.580,-0.820
2,2:00,3,9,DAL 21,10,3,Tony Romo pass complete short middle to Patrick Crayton for 34 yards (tackle by Aaron Francisco),-0.820,2.590
2,1:29,1,10,ARI 45,10,3,"Tony Romo pass incomplete short left intended for Marion Barber. Penalty on ARI: Defensive 12 On-field, 5 yards (no play)",2.590,3.320
2,1:25,1,5,ARI 40,10,3,Marion Barber middle for no gain (tackle by Karlos Dansby),3.320,2.720
2,1:12,,,,10,3,Timeout #1 by Dallas Cowboys,0.000,2.720
2,1:12,2,5,ARI 40,10,3,Tony Romo pass incomplete deep right intended for Terrell Owens (defended by Robert Griffith),2.720,2.010
2,1:03,3,5,ARI 40,10,3,Julius Jones left end for 8 yards (tackle by Karlos Dansby),2.010,3.450
2,0:58,,,,10,3,Timeout #2 by Dallas Cowboys,0.000,3.450
2,0:58,1,10,ARI 32,10,3,Tony Romo pass incomplete deep left intended for Terrell Owens,3.450,2.900
2,0:52,2,10,ARI 32,10,3,Marion Barber middle for 5 yards (tackle by Karlos Dansby),2.900,2.870
2,0:33,3,5,ARI 27,10,3,Tony Romo pass complete short left to Terrell Owens for 17 yards (tackle by Eric Green),2.870,4.910
2,0:10,1,10,ARI 10,10,3,Tony Romo pass incomplete short right intended for Sam Hurd (defended by Antrel Rolle),4.910,4.190
2,0:08,2,10,ARI 10,10,3,"Tony Romo pass complete short right to Sam Hurd for 10 yards. Penalty on Patrick Crayton: Offensive Pass Interfere, 10 yards (no play)",4.190,3.000
2,0:03,,,,10,3,Timeout #3 by Arizona Cardinals,0.000,3.000
2,0:02,2,20,ARI 20,13,3,Mike Vanderjagt 38 yard field goal good,3.000,3.000
Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ARI 30,13,3,"Neil Rackers kicks off 67 yards, returned by Miles Austin for 17 yards (tackle by A.J. Schable)",0.000,0.280
3,14:55,1,10,DAL 20,13,3,Julius Jones middle for 1 yard (tackle by Adrian Wilson),0.280,-0.130
3,14:16,2,9,DAL 21,13,3,Tony Romo pass complete short middle to Sam Hurd for 8 yards (tackle by Karlos Dansby),-0.130,0.230
3,13:39,3,1,DAL 29,13,3,Tony Romo pass complete short middle to Terrell Owens for 5 yards (tackle by Karlos Dansby),0.230,1.200
3,13:03,1,10,DAL 34,13,3,Julius Jones right end for no gain (tackle by Orlando Huff),1.200,0.660
3,12:25,2,10,DAL 34,13,3,Tony Romo pass complete short right to Patrick Crayton for 14 yards (tackle by Aaron Francisco),0.660,2.130
3,11:47,,,,13,3,Timeout #1 by Arizona Cardinals,0.000,2.130
3,11:47,1,10,DAL 48,13,3,"Tony Romo for no gain. Tony Romo fumbles, recovered by Julius Jones at DAL-40",2.130,0.500
3,11:03,2,18,DAL 40,13,3,"Tony Romo pass incomplete short left intended for Patrick Crayton (defended by Eric Green). Penalty on Julius Jones: Chop Block, 15 yards (no play)",0.500,-1.520
3,10:57,2,33,DAL 25,13,3,Julius Jones middle for 1 yard (tackle by Darnell Dockett and Karlos Dansby),-1.520,-2.010
3,10:17,3,32,DAL 26,13,3,Tony Romo pass complete short left to Marion Barber for 8 yards (tackle by Robert Griffith),-2.010,-1.110
3,9:40,4,24,DAL 34,13,3,"Mat McBriar punts 66 yards, touchback",-1.110,-0.280
3,9:30,1,10,ARI 20,13,3,Matt Leinart pass incomplete short middle intended for Edgerrin James (defended by Bradie James),0.280,-0.270
3,9:24,2,10,ARI 20,13,3,Edgerrin James middle for 2 yards (tackle by Akin Ayodele),-0.270,-0.690
3,8:41,3,8,ARI 22,13,3,Matt Leinart pass complete short left to Larry Fitzgerald for 12 yards (tackle by Bradie James),-0.690,1.200
3,8:05,1,10,ARI 34,13,3,Edgerrin James left end for 2 yards (tackle by Greg Ellis),1.200,0.930
3,7:27,2,8,ARI 36,13,3,Matt Leinart pass complete short right to Leonard Pope for 7 yards (tackle by Akin Ayodele),0.930,1.160
3,6:42,3,1,ARI 43,13,3,Matt Leinart pass complete short left to Adam Bergen for 8 yards (tackle by Bradie James and Terence Newman),1.160,2.320
3,6:13,1,10,DAL 49,13,3,Edgerrin James middle for 4 yards (tackle by Marcus Spears),2.320,2.320
3,5:32,2,6,DAL 45,13,3,"Matt Leinart pass incomplete short left intended for Anquan Boldin is intercepted by Akin Ayodele at DAL-32 and returned for 2 yards. Penalty on Reggie Wells: Face Mask (15 Yards), 15 yards",2.320,-2.190
3,5:23,1,10,DAL 49,19,3,"Tony Romo pass complete deep left to Terrell Owens for 51 yards, touchdown",2.190,7.000
3,,,,ARI 2,20,3,Mike Vanderjagt kicks extra point good,0.000,0.000
3,,,,DAL 30,20,3,"Mike Vanderjagt kicks off 62 yards, returned by J.J. Arrington for 22 yards (tackle by Ryan Fowler)",0.000,0.940
3,5:09,1,10,ARI 30,20,3,Matt Leinart pass complete short left to Larry Fitzgerald for 3 yards (tackle by Anthony Henry),0.940,0.800
3,4:33,2,7,ARI 33,20,3,Edgerrin James middle for 6 yards (tackle by Keith Davis and Greg Ellis),0.800,0.890
3,3:56,3,1,ARI 39,20,3,Matt Leinart middle for 1 yard (tackle by Bradie James),0.890,1.600
3,3:20,1,10,ARI 40,20,3,Matt Leinart pass complete short left to Adam Bergen for 2 yards (tackle by Anthony Henry),1.600,1.320
3,2:33,2,8,ARI 42,20,3,Matt Leinart pass incomplete short middle intended for Anquan Boldin,1.320,0.630
3,2:26,3,8,ARI 42,20,3,Matt Leinart pass incomplete deep left intended for Anquan Boldin is intercepted by Pat Watkins at DAL-37 and returned for 24 yards,0.630,-2.980
3,2:16,1,10,ARI 39,20,3,Marion Barber middle for 4 yards (tackle by Adrian Wilson),2.980,2.980
3,1:32,2,6,ARI 35,20,3,Tony Romo pass complete short middle to Jason Witten for 17 yards (tackle by David Macklin and Robert Griffith),2.980,4.370
3,0:51,1,10,ARI 18,20,3,Marion Barber middle for 8 yards (tackle by Karlos Dansby),4.370,5.230
3,0:02,2,2,ARI 10,20,3,Marion Barber middle for 1 yard (tackle by Chike Okeafor),5.230,4.740
Quarter,Time,Down,ToGo,Location,DAL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,ARI 9,20,3,Marion Barber middle for 4 yards (tackle by Darnell Dockett),4.740,6.060
4,14:23,1,5,ARI 5,26,3,"Marion Barber left tackle for 5 yards, touchdown",6.060,7.000
4,,,,ARI 2,27,3,Mike Vanderjagt kicks extra point good,0.000,0.000
4,,,,DAL 30,27,3,"Mike Vanderjagt kicks off 66 yards, returned by J.J. Arrington for 18 yards (tackle by Ryan Fowler)",0.000,0.410
4,14:10,1,10,ARI 22,27,3,Matt Leinart pass complete short left to Larry Fitzgerald for 15 yards (tackle by Terence Newman and Bradie James),0.410,1.400
4,13:38,1,10,ARI 37,27,3,Matt Leinart pass incomplete short middle intended for Edgerrin James (defended by Bradie James),1.400,0.860
4,13:33,2,10,ARI 37,27,3,Matt Leinart pass incomplete short right intended for Larry Fitzgerald (defended by Jacques Reeves),0.860,0.170
4,13:27,3,10,ARI 37,27,3,Matt Leinart pass complete deep left to Bryant Johnson for 19 yards,0.170,2.650
4,12:53,1,10,DAL 44,27,3,Matt Leinart pass complete deep right to Larry Fitzgerald for 38 yards (tackle by Jacques Reeves),2.650,5.830
4,12:07,1,6,DAL 6,27,3,"Matt Leinart pass incomplete short left intended for Anquan Boldin. Penalty on Terence Newman: Defensive Holding, 3 yards (no play)",5.830,6.510
4,12:00,1,3,DAL 3,27,9,"Matt Leinart left end for 3 yards, touchdown",6.510,7.000
4,,,,DAL 2,27,10,Neil Rackers kicks extra point good,0.000,0.000
4,,,,ARI 30,27,10,"Neil Rackers kicks off 67 yards, returned by Miles Austin for 30 yards (tackle by David Macklin). Penalty on Bobby Carpenter: Offensive Holding, 10 yards",0.000,-0.220
4,11:46,1,10,DAL 15,27,10,Julius Jones left end for -3 yards (tackle by Bertrand Berry),-0.220,-1.000
4,11:05,2,13,DAL 12,27,10,Tony Romo pass complete short right to Sam Hurd for 11 yards (tackle by Adrian Wilson),-1.000,-0.390
4,10:18,3,2,DAL 23,27,10,Tony Romo left end for 7 yards,-0.390,0.940
4,9:28,1,10,DAL 30,27,10,Julius Jones left end for 2 yards (tackle by Chris Cooper),0.940,0.660
4,8:47,2,8,DAL 32,27,10,Tony Romo pass complete short right to Jason Witten for 2 yards (tackle by Antrel Rolle),0.660,0.230
4,7:59,3,6,DAL 34,27,10,Tony Romo pass complete deep middle to Terrell Owens for 21 yards (tackle by Robert Griffith),0.230,2.590
4,7:13,1,10,ARI 45,27,10,Tony Romo pass complete short right to Sam Hurd for 7 yards (tackle by Antrel Rolle),2.590,2.990
4,6:33,2,3,ARI 38,27,10,Marion Barber middle for 11 yards (tackle by Robert Griffith),2.990,3.780
4,5:52,1,10,ARI 27,27,10,Marion Barber left end for 1 yard (tackle by Orlando Huff),3.780,3.370
4,5:46,,,,27,10,Timeout #2 by Arizona Cardinals,0.000,3.370
4,5:46,2,9,ARI 26,27,10,"Marion Barber left end for 3 yards (tackle by Gerald Hayes). Penalty on Kyle Kosier: Offensive Holding, 10 yards (no play)",3.370,2.020
4,5:19,2,19,ARI 36,27,10,Marion Barber middle for 9 yards (tackle by Gerald Hayes),2.020,2.540
4,4:33,3,10,ARI 27,27,10,Marion Barber middle for 6 yards (tackle by Darnell Dockett and Kendrick Clancy),2.540,2.130
4,3:48,4,4,ARI 21,27,10,Marion Barber middle for -1 yards (tackle by Aaron Francisco),2.130,-0.410
4,3:43,1,10,ARI 22,27,10,"Edgerrin James middle for 2 yards (tackle by Kevin Burnett). Edgerrin James fumbles (forced by Kevin Burnett), recovered by Jay Ratliff at ARI-24 (tackle by Edgerrin James)",0.410,-3.970
,,,,,,,"ARI challenged the ruling, and the play was upheld.",,
4,3:34,1,10,ARI 24,27,10,Keylon Kincade middle for -1 yards (tackle by Adrian Wilson),3.970,3.300
4,2:49,2,11,ARI 25,27,10,Keylon Kincade right tackle for 3 yards (tackle by Orlando Huff),3.300,3.010
4,2:04,3,8,ARI 22,27,10,Keylon Kincade left end for no gain (tackle by Gabe Watson),3.010,1.990
4,2:00,4,8,ARI 22,27,10,Keylon Kincade right end for 7 yards (tackle by Gerald Hayes),1.990,0.220
4,1:50,1,10,ARI 15,27,10,Matt Leinart pass complete short left to Adam Bergen for 11 yards (tackle by Kevin Burnett and Anthony Henry),-0.220,0.670
4,1:28,1,10,ARI 26,27,10,Matt Leinart pass complete short right to Adam Bergen for 3 yards (tackle by Aaron Glenn),0.670,0.540
4,1:03,2,7,ARI 29,27,10,Matt Leinart pass complete short left to Bryant Johnson for 5 yards (tackle by Kevin Burnett),0.540,0.500
4,0:39,3,2,ARI 34,27,10,Matt Leinart pass complete short middle to J.J. Arrington for 4 yards (tackle by Anthony Henry),0.500,1.470
4,0:18,1,10,ARI 38,27,10,Matt Leinart spiked the ball,1.470,0.920
4,0:16,2,10,ARI 38,27,10,Matt Leinart pass incomplete short middle intended for Marcel Shipp,0.920,0.230
4,0:13,3,10,ARI 38,27,10,Matt Leinart pass complete short left to Adam Bergen for 6 yards,0.230,-0.460
4,0:08,4,4,ARI 44,27,10,Matt Leinart pass incomplete short left intended for Marcel Shipp,-0.460,1.860
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
