Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
3,6:52,1,10,DEN 46,13,13,Latavius Murray up the middle for 1 yard (tackle by Sebastian Joseph-Day),1.990,1.590
3,6:09,2,9,DEN 47,13,13,Russell Wilson pass incomplete deep left,1.590,0.890
3,6:02,3,9,DEN 47,13,13,Russell Wilson sacked by Derwin James for -11 yards,0.890,-0.980
3,5:19,4,20,DEN 36,13,13,"Corliss Waitman punts 43 yards, returned by DeAndre Carter for 9 yards (tackle by Tyrie Cleveland)",-0.980,-0.940
3,5:13,1,10,LAC 30,13,13,Justin Herbert pass incomplete short right intended for Austin Ekeler,0.940,0.390
3,5:10,2,10,LAC 30,13,13,Justin Herbert pass complete short right to Sony Michel for 5 yards (tackle by Alex Singleton),0.390,0.370
3,4:29,3,5,LAC 35,13,13,"Penalty on Baron Browning: Neutral Zone Infraction, 4 yards (accepted) (no play)",0.370,0.890
3,4:19,3,1,LAC 39,13,13,Sony Michel right tackle for 2 yards (tackle by Mike Purcell),0.890,1.660
3,3:38,1,10,LAC 41,13,13,Justin Herbert pass complete left to Donald Parham for 12 yards (tackle by K'Waun Williams),1.660,2.460
3,2:56,1,10,DEN 47,13,13,Austin Ekeler right end for 3 yards (tackle by Jonathon Cooper and Jonas Griffith),2.460,2.320
3,2:18,2,7,DEN 44,13,13,Justin Herbert pass incomplete short right intended for Austin Ekeler (defended by Justin Simmons),2.320,1.620
3,2:13,3,7,DEN 44,13,13,Justin Herbert pass complete short middle to DeAndre Carter for 7 yards (tackle by K'Waun Williams),1.620,3.120
3,1:27,1,10,DEN 37,13,13,Justin Herbert pass complete short left to Josh Palmer for 2 yards (tackle by Alex Singleton),3.120,2.840
3,0:51,2,8,DEN 35,13,13,Justin Herbert pass incomplete deep right intended for Austin Ekeler,2.840,2.150
3,0:44,3,8,DEN 35,13,13,Justin Herbert pass complete short right to Sony Michel for 6 yards (tackle by Justin Simmons and Jonas Griffith),2.150,1.600
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,2,DEN 29,13,13,Justin Herbert pass incomplete short left intended for DeAndre Carter (defended by Damarri Mathis),1.600,-0.870
4,14:55,1,10,DEN 29,13,13,Latavius Murray up the middle for 4 yards (tackle by Derwin James),0.870,0.870
4,14:26,2,6,DEN 33,13,13,Russell Wilson pass complete short right to Jerry Jeudy for 7 yards (tackle by Asante Samuel),0.870,1.600
4,13:43,1,10,DEN 40,13,13,Russell Wilson pass incomplete short right intended for Courtland Sutton (defended by Michael Davis),1.600,1.050
4,13:40,2,10,DEN 40,13,13,Russell Wilson scrambles left end for 9 yards (tackle by Bryce Callahan),1.050,1.550
4,12:57,3,1,DEN 49,13,13,Russell Wilson left end for 10 yards (tackle by Derwin James),1.550,2.850
4,12:17,1,10,LAC 41,13,13,Latavius Murray left tackle for -1 yards (tackle by Austin Johnson),2.850,2.170
4,11:37,2,11,LAC 42,13,13,Russell Wilson left end for 3 yards (tackle by Derrek Tuszka),2.170,1.880
4,10:58,3,8,LAC 39,13,13,Russell Wilson pass incomplete short left intended for Mike Boone,1.880,0.660
4,10:49,4,8,LAC 39,13,13,"Corliss Waitman punts 22 yards, fair catch by DeAndre Carter at LAC-17",0.660,0.060
4,10:41,1,10,LAC 17,13,13,"Justin Herbert pass short middle intended for Gerald Everett is intercepted by Baron Browning at LAC-24 and returned for -6 yards. Baron Browning fumbles (forced by Josh Palmer), recovered by Baron Browning at LAC-30",-0.060,-3.580
4,10:28,1,10,LAC 30,13,13,Mike Boone up the middle for 1 yard (tackle by Austin Johnson and Sebastian Joseph-Day),3.580,3.170
4,9:46,2,9,LAC 29,13,13,Russell Wilson pass complete short left to Mike Boone for 3 yards (tackle by Kenneth Murray),3.170,2.870
4,9:03,3,6,LAC 26,13,13,Russell Wilson sacked by Drue Tranquill for -4 yards,2.870,1.410
4,8:26,4,10,LAC 30,16,13,Brandon McManus 48 yard field goal good,1.410,3.000
4,8:21,,,DEN 35,16,13,"Brandon McManus kicks off 65 yards, touchback.",0.000,0.610
4,8:21,1,10,LAC 25,16,13,"Austin Ekeler right guard for 2 yards (tackle by Dre'Mont Jones and D.J. Jones). Penalty on Dre'Mont Jones: Face Mask (15 Yards), 15 yards (accepted)",0.610,1.730
4,8:01,1,10,LAC 42,16,13,Justin Herbert pass complete short right to Gerald Everett for 9 yards (tackle by Justin Simmons),1.730,2.400
4,7:25,2,1,DEN 49,16,13,Austin Ekeler left tackle for no gain (tackle by DeShawn Williams),2.400,1.690
4,6:42,3,1,DEN 49,16,13,Sony Michel left end for 7 yards (tackle by Alex Singleton),1.690,2.790
4,6:28,1,10,DEN 42,16,13,"Penalty on Mike Purcell: Unnecessary Roughness / Defense, 15 yards (accepted)",2.790,3.780
4,6:24,1,10,DEN 27,16,13,Justin Herbert pass complete short left to Austin Ekeler for -3 yards (tackle by Alex Singleton),3.780,2.830
4,5:46,2,13,DEN 30,16,13,Justin Herbert scrambles right end for 5 yards (tackle by Jonas Griffith),2.830,2.810
4,5:06,3,8,DEN 25,16,13,"Justin Herbert pass incomplete short right intended for Josh Palmer. Penalty on Damarri Mathis: Defensive Pass Interference, 10 yards (accepted) (no play)",2.810,4.580
4,4:59,1,10,DEN 15,16,13,"Austin Ekeler up the middle for no gain. Penalty on Brenden Jaimes: Offensive Holding, 10 yards (accepted) (no play)",4.580,3.910
4,4:54,1,20,DEN 25,16,13,Justin Herbert pass complete short middle to Austin Ekeler for 8 yards (tackle by Alex Singleton and Kareem Jackson),3.910,3.680
4,4:11,2,12,DEN 17,16,13,Justin Herbert pass incomplete short left intended for Austin Ekeler,3.680,2.980
4,4:06,3,12,DEN 17,16,13,Justin Herbert pass incomplete deep left intended for Mike Williams,2.980,2.310
4,4:02,4,12,DEN 17,16,16,Dustin Hopkins 35 yard field goal good,2.310,3.000
4,3:58,,,LAC 35,16,16,"JK Scott kicks off 65 yards, touchback.",0.000,0.610
4,3:58,1,10,DEN 25,16,16,Latavius Murray left guard for 14 yards (tackle by Michael Davis and Derwin James),0.610,1.530
4,3:24,1,10,DEN 39,16,16,Latavius Murray up the middle for 4 yards (tackle by Drue Tranquill and Jerry Tillery),1.530,1.530
4,2:40,2,6,DEN 43,16,16,Russell Wilson pass incomplete short left,1.530,0.830
4,2:31,,,,,,Timeout #1 by Denver Broncos,,
4,2:31,3,6,DEN 43,16,16,Russell Wilson sacked by Drue Tranquill for -9 yards,0.830,-1.110
4,2:01,4,15,DEN 34,16,16,Corliss Waitman punts 41 yards downed by Mitchell Fraboni,-1.110,-0.610
4,1:51,1,10,LAC 25,16,16,Justin Herbert pass complete short middle to Austin Ekeler for no gain (tackle by Jonas Griffith),0.610,0.060
4,1:27,2,10,LAC 25,16,16,Justin Herbert pass complete short left to Austin Ekeler for 5 yards (tackle by Alex Singleton),0.060,0.040
4,1:03,3,5,LAC 30,16,16,Justin Herbert pass complete short middle to Austin Ekeler for 5 yards (tackle by Alex Singleton),0.040,1.270
4,0:44,1,10,LAC 35,16,16,Justin Herbert pass complete short right to Josh Palmer for 5 yards (tackle by Damarri Mathis),1.270,1.400
4,0:38,,,,,,Timeout #2 by Denver Broncos,,
4,0:38,2,5,LAC 40,16,16,Justin Herbert pass complete short left to Gerald Everett for 4 yards (tackle by Alex Singleton),1.400,1.220
4,0:33,,,,,,Timeout #3 by Denver Broncos,,
4,0:33,3,1,LAC 44,16,16,Justin Herbert pass complete short left to Zander Horvath for no gain (tackle by Alex Singleton),1.220,-0.460
4,0:01,,,,,,Timeout #1 by Los Angeles Chargers,,
4,0:01,4,1,LAC 44,16,16,Justin Herbert pass incomplete deep right (defended by Damarri Mathis),-0.460,0.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,DEN,LAC,Detail,EPB,EPA
,,,,,,,"Broncos won the coin toss, Broncos to receive the overtime kickoff.",,
OT,10:00,,,LAC 35,16,16,"JK Scott kicks off 65 yards, touchback.",0.000,0.610
OT,10:00,1,10,DEN 25,16,16,Latavius Murray left guard for 5 yards (tackle by Austin Johnson and Derwin James),0.610,0.740
OT,9:25,2,5,DEN 30,16,16,Latavius Murray up the middle for 4 yards (tackle by Otito Ogbonnia),0.740,0.560
OT,8:38,3,1,DEN 34,16,16,Russell Wilson pass incomplete deep middle intended for KJ Hamler,0.560,-1.110
OT,8:32,,,,,,Timeout #1 by Los Angeles Chargers,,
OT,8:32,4,1,DEN 34,16,16,"Corliss Waitman punts 58 yards, returned by DeAndre Carter for 11 yards (tackle by Aaron Patrick)",-1.110,-0.150
OT,8:22,1,10,LAC 19,16,16,"Austin Ekeler for no gain. Penalty on Zion Johnson: Offensive Holding, 9 yards (accepted) (no play)",0.150,-0.720
OT,8:09,1,19,LAC 10,16,16,Justin Herbert pass complete short left to DeAndre Carter for 5 yards (tackle by K'Waun Williams),-0.720,-1.000
OT,7:30,2,14,LAC 15,16,16,Justin Herbert pass incomplete deep left intended for Mike Williams,-1.000,-1.760
OT,7:24,3,14,LAC 15,16,16,Justin Herbert pass incomplete deep right intended for Josh Palmer,-1.760,-2.440
OT,7:19,4,14,LAC 15,16,16,"JK Scott punts 54 yards, fair catch by Montrell Washington at DEN-31",-2.440,-1.000
OT,7:10,1,10,DEN 31,16,16,Latavius Murray right guard for 2 yards (tackle by Austin Johnson),1.000,0.730
OT,6:31,2,8,DEN 33,16,16,Latavius Murray up the middle for 1 yard (tackle by Khalil Mack),0.730,0.170
OT,5:51,3,7,DEN 34,16,16,Russell Wilson pass incomplete deep left intended for Jerry Jeudy (defended by Asante Samuel),0.170,-1.110
OT,5:44,4,7,DEN 34,16,16,"Corliss Waitman punts 47 yards, fair catch by DeAndre Carter at LAC-19",-1.110,-0.150
OT,5:36,1,10,LAC 19,16,16,Justin Herbert pass incomplete short middle intended for Austin Ekeler (defended by Alex Singleton),0.150,-0.390
OT,5:32,2,10,LAC 19,16,16,Justin Herbert pass incomplete short middle intended for Gerald Everett (defended by Kareem Jackson),-0.390,-1.070
OT,5:28,3,10,LAC 19,16,16,"Penalty on Jamaree Salyer: False Start, 5 yards (accepted) (no play)",-1.070,-1.920
OT,5:28,3,15,LAC 14,16,16,Justin Herbert pass complete short middle to Austin Ekeler for 6 yards (tackle by Jonas Griffith),-1.920,-2.030
OT,4:55,4,9,LAC 20,16,16,"JK Scott punts 52 yards, recovered by Deane Leonard at DEN-28",-2.030,3.710
OT,4:46,1,10,DEN 28,16,16,Austin Ekeler left end for -1 yards (tackle by Alex Singleton),3.710,3.030
OT,4:04,2,11,DEN 29,16,16,Austin Ekeler left end for -1 yards (tackle by Kareem Jackson and Alex Singleton),3.030,2.210
OT,3:24,3,12,DEN 30,16,16,Justin Herbert pass complete short left to Mike Williams for 9 yards (tackle by Justin Simmons),2.210,2.160
OT,2:43,,,,,,Timeout #1 by Denver Broncos,,
OT,2:43,4,3,DEN 21,16,19,Dustin Hopkins 39 yard field goal good,2.160,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
