Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Haason Reddick,ARI,0,10,8,80.0%,80,10.0,8.0,0,100.0,5.7,30,50,7,0,0,0.0,0,8,1,11.1%
Patrick Peterson,ARI,0,7,5,71.4%,80,16.0,11.4,0,109.2,13.3,52,28,1,0,0,0.0,0,3,1,25.0%
Byron Murphy,ARI,1,12,5,41.7%,34,6.8,2.8,1,42.4,13.5,13,21,0,0,0,0.0,0,5,1,16.7%
Jordan Hicks,ARI,1,4,4,100.0%,38,9.5,9.5,0,66.7,6.5,26,12,6,0,0,0.0,0,9,1,10.0%
Kevin Peterson,ARI,0,5,3,60.0%,82,27.3,16.4,0,104.2,14.2,48,34,2,0,0,0.0,0,4,1,20.0%
Joe Walker,ARI,0,1,1,100.0%,14,14.0,14.0,0,118.7,0.0,0,14,1,0,1,0.0,1,1,0,0.0%
Terrell Suggs,ARI,0,1,1,100.0%,6,6.0,6.0,0,91.7,0.0,0,6,8,0,0,0.5,1,7,1,12.5%
Jalen Thompson,ARI,0,1,1,100.0%,5,5.0,5.0,0,87.5,3.0,3,2,1,0,0,0.0,0,6,1,14.3%
Rodney Gunter,ARI,0,0,0,,,,,,,,,,0,0,0,1.5,2,2,1,33.3%
Chandler Jones,ARI,0,0,0,,,,,,,,,,12,0,0,2.0,2,5,0,0.0%
Budda Baker,ARI,0,2,0,0.0%,,,0.0,,39.6,16.0,,,3,0,1,0.0,1,9,1,10.0%
Jonathan Bullard,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,2,2,50.0%
Corey Peters,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,1,25.0%
Zach Kerr,ARI,0,0,0,,,,,,,,,,0,0,1,0.0,1,1,0,0.0%
Cassius Marsh,ARI,0,0,0,,,,,,,,,,3,0,0,0.0,0,1,0,0.0%
Michael Dogbe,ARI,0,0,0,,,,,,,,,,0,0,0,0.0,0,1,1,50.0%
Chris Banjo,ARI,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
M.J. Stewart,TAM,0,7,7,100.0%,53,7.6,7.6,0,98.2,4.3,30,23,0,0,0,0.0,0,8,0,0.0%
Lavonte David,TAM,0,4,4,100.0%,16,4.0,4.0,0,83.3,3.3,13,3,3,0,0,0.0,0,8,0,0.0%
Jordan Whitehead,TAM,0,6,4,66.7%,82,20.5,13.7,0,109.7,18.7,34,48,5,0,0,0.0,0,6,1,14.3%
Devin White,TAM,0,6,3,50.0%,20,6.7,3.3,1,97.2,9.2,11,9,2,0,0,0.0,0,6,2,25.0%
Andrew Adams,TAM,0,3,2,66.7%,43,21.5,14.3,0,109.7,18.3,43,0,0,0,0,0.0,0,3,0,0.0%
Ryan Smith,TAM,0,2,2,100.0%,75,37.5,37.5,1,158.3,22.0,44,31,0,0,0,0.0,0,2,0,0.0%
Sean Murphy-Bunting,TAM,0,5,2,40.0%,41,20.5,8.2,1,109.2,21.8,37,4,0,0,0,0.0,0,3,0,0.0%
Shaquil Barrett,TAM,0,1,1,100.0%,-2,-2.0,-2.0,0,79.2,-6.0,-6,4,10,0,1,1.0,2,3,2,40.0%
Vernon Hargreaves III,TAM,0,3,1,33.3%,9,9.0,3.0,0,42.4,11.7,9,0,0,0,0,0.0,0,2,0,0.0%
William Gholston,TAM,0,1,1,100.0%,15,15.0,15.0,0,118.7,0.0,0,15,0,0,0,0.0,0,1,1,50.0%
Jamel Dean,TAM,1,5,1,20.0%,-2,-2.0,-0.4,0,0.0,17.8,-2,0,0,0,0,0.0,0,2,0,0.0%
Ndamukong Suh,TAM,0,0,0,,,,,,,,,,0,0,1,1.0,2,2,0,0.0%
Jason Pierre-Paul,TAM,0,0,0,,,,,,,,,,0,0,1,0.0,1,3,3,50.0%
