Quarter,Time,Down,ToGo,Location,ARI,TAM,Detail,EPB,EPA
1,5:02,2,11,ARI 28,3,0,Jameis Winston pass complete deep middle to Mike Evans for 19 yards (tackle by Patrick Peterson),3.100,5.140
1,4:23,1,9,ARI 9,3,0,Jameis Winston pass complete short right to Chris Godwin for 2 yards (tackle by Jalen Thompson),5.140,4.760
1,3:46,2,7,ARI 7,3,6,"Ronald Jones up the middle for 7 yards, touchdown",4.760,7.000
1,3:42,,,ARI 15,3,7,Matt Gay kicks extra point good,0.000,0.000
1,3:42,,,TAM 35,3,7,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
1,3:42,1,10,ARI 25,3,7,Kyler Murray pass complete short right to Larry Fitzgerald for 11 yards (tackle by M.J. Stewart),0.610,1.330
1,3:24,1,10,ARI 36,3,7,Kyler Murray pass complete short right to Christian Kirk for 8 yards (tackle by Sean Murphy-Bunting),1.330,1.870
1,3:08,2,2,ARI 44,3,7,Kyler Murray pass complete short left to Kenyan Drake for 3 yards (tackle by M.J. Stewart),1.870,2.060
1,2:41,1,10,ARI 47,3,7,Kyler Murray pass complete short right to Larry Fitzgerald for 11 yards (tackle by M.J. Stewart),2.060,2.790
1,2:20,1,10,TAM 42,3,7,Kenyan Drake up the middle for 4 yards (tackle by Shaquil Barrett),2.790,2.780
1,1:56,2,6,TAM 38,3,7,Kyler Murray pass complete short right to Pharoh Cooper for 3 yards (tackle by Lavonte David),2.780,2.480
1,1:18,,,,,,Timeout #1 by Arizona Cardinals,,
1,1:18,3,3,TAM 35,3,7,Kyler Murray pass complete short middle to Larry Fitzgerald for 4 yards (tackle by Devin White and M.J. Stewart),2.480,3.510
1,0:58,1,10,TAM 31,3,7,David Johnson right end for no gain (tackle by Devin White),3.510,2.970
1,0:23,2,10,TAM 31,3,7,David Johnson left end for no gain (tackle by Devin White),2.970,2.280
Quarter,Time,Down,ToGo,Location,ARI,TAM,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,10,TAM 31,3,7,"Penalty on D.J. Humphries: False Start, 5 yards (no play)",2.280,1.620
2,15:00,3,15,TAM 36,3,7,"Penalty on Justin Pugh: False Start, 5 yards (no play)",1.620,0.960
2,15:00,3,20,TAM 41,3,7,Kyler Murray pass complete short left to Charles Clay for 5 yards (tackle by Lavonte David and Jordan Whitehead),0.960,0.880
2,14:19,4,15,TAM 36,6,7,Zane Gonzalez 54 yard field goal good,0.880,3.000
2,14:14,,,ARI 35,6,7,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,14:14,1,10,TAM 25,6,7,Jameis Winston pass incomplete short middle intended for Chris Godwin,0.610,0.060
2,14:09,2,10,TAM 25,6,7,Ronald Jones right guard for 5 yards (tackle by Jordan Hicks),0.060,0.040
2,13:30,3,5,TAM 30,6,7,Jameis Winston left end for 7 yards (tackle by Byron Murphy),0.040,1.400
2,12:46,1,10,TAM 37,6,7,Jameis Winston pass complete short left to Ronald Jones for 14 yards (tackle by Budda Baker),1.400,2.320
2,12:11,1,10,ARI 49,6,7,Peyton Barber right end for no gain (tackle by Jordan Hicks and Haason Reddick),2.320,1.780
2,11:34,2,10,ARI 49,6,7,Peyton Barber up the middle for 17 yards (tackle by Budda Baker and Jordan Hicks),1.780,3.450
2,10:53,1,10,ARI 32,6,7,Peyton Barber right guard for 5 yards (tackle by Jalen Thompson),3.450,3.580
2,10:16,2,5,ARI 27,6,7,"Peyton Barber left guard for 1 yard (tackle by Chandler Jones). Penalty on Chandler Jones: Unnecessary Roughness, 13 yards",3.580,4.710
2,9:49,1,10,ARI 13,6,7,"Jameis Winston pass incomplete short left. Penalty on Jameis Winston: Intentional Grounding, 10 yards",4.710,2.810
2,9:45,2,20,ARI 23,6,7,Jameis Winston pass complete short left to Breshad Perriman for 11 yards (tackle by Corey Peters),2.810,3.280
2,9:01,3,9,ARI 12,6,7,Jameis Winston pass incomplete short right intended for O.J. Howard (defended by Haason Reddick),3.280,2.630
2,8:57,4,9,ARI 12,6,10,Matt Gay 30 yard field goal good,2.630,3.000
2,8:53,,,TAM 35,6,10,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
2,8:53,1,10,ARI 25,6,10,Kenyan Drake left end for -6 yards (tackle by Jordan Whitehead),0.610,-0.810
2,8:33,2,16,ARI 19,6,10,Kyler Murray pass incomplete deep left intended for Christian Kirk,-0.810,-1.510
2,8:27,3,16,ARI 19,6,10,Kyler Murray sacked by Shaquil Barrett for -5 yards,-1.510,-2.470
2,7:54,4,21,ARI 14,6,10,"Andy Lee punts 52 yards, returned by T.J. Logan for 3 yards (tackle by Zeke Turner)",-2.470,-1.400
2,7:42,1,10,TAM 37,6,10,Ronald Jones left guard for 1 yard (tackle by Jonathan Bullard),1.400,0.990
2,7:07,2,9,TAM 38,6,10,Jameis Winston pass complete short right to O.J. Howard for 6 yards (tackle by Jordan Hicks),0.990,1.090
2,6:24,3,3,TAM 44,6,10,Jameis Winston pass incomplete deep right intended for T.J. Logan,1.090,-0.460
2,6:18,4,3,TAM 44,6,10,"Bradley Pinion punts 49 yards, fair catch by Pharoh Cooper at ARI-7",-0.460,0.380
2,6:10,1,10,ARI 7,6,10,Kyler Murray pass complete short right to Christian Kirk for 4 yards (tackle by M.J. Stewart),-0.380,-0.490
2,5:35,2,6,ARI 11,6,10,Kyler Murray pass incomplete deep right intended for Christian Kirk,-0.490,-0.950
2,5:29,3,6,ARI 11,6,10,Kyler Murray pass incomplete deep middle intended for Pharoh Cooper,-0.950,-2.490
2,5:24,4,6,ARI 11,6,10,"Andy Lee punts 56 yards, returned by T.J. Logan for 6 yards (tackle by Chris Banjo and Joe Walker)",-2.490,-1.530
2,5:13,1,10,TAM 39,6,10,Jameis Winston pass incomplete deep right intended for Chris Godwin,1.530,0.990
2,5:07,2,10,TAM 39,6,10,Jameis Winston pass incomplete short right intended for Breshad Perriman,0.990,0.300
2,5:03,3,10,TAM 39,6,10,Jameis Winston pass complete short right to Scott Miller for 5 yards (tackle by Budda Baker and Kevin Peterson),0.300,-0.460
2,4:26,4,5,TAM 44,6,10,"Bradley Pinion punts 48 yards out of bounds. Penalty on Darrell Daniels: Offensive Holding, 4 yards",-0.460,0.380
2,4:14,1,10,ARI 4,6,10,Kyler Murray left end for 32 yards (tackle by Andrew Adams),-0.380,1.330
2,3:48,1,10,ARI 36,6,10,Kyler Murray pass complete short left to Kenyan Drake for -2 yards (tackle by Lavonte David),1.330,0.520
2,3:17,2,12,ARI 34,6,10,Kyler Murray pass complete deep left to Andy Isabella for 17 yards (tackle by Andrew Adams),0.520,2.320
2,2:54,1,10,TAM 49,6,10,Kyler Murray pass complete short left to Kenyan Drake for -1 yards (tackle by Sean Murphy-Bunting and William Gholston),2.320,1.650
2,2:23,2,11,ARI 50,6,10,Kyler Murray pass complete short right to Christian Kirk for 9 yards (tackle by Vernon Hargreaves),1.650,2.150
2,2:00,3,2,TAM 41,6,10,Kyler Murray sacked by Ndamukong Suh for -3 yards,2.150,0.330
2,1:20,,,,,,Timeout #1 by Tampa Bay Buccaneers,,
2,1:20,4,5,TAM 44,6,10,Kyler Murray pass complete short left to Larry Fitzgerald for 11 yards (tackle by M.J. Stewart),0.330,3.380
2,1:15,1,10,TAM 33,6,10,Kenyan Drake right end for no gain (tackle by Lavonte David),3.380,2.840
2,1:10,2,10,TAM 33,12,10,"Kyler Murray pass complete deep right to Christian Kirk for 33 yards, touchdown",2.840,7.000
2,1:03,,,TAM 15,13,10,Zane Gonzalez kicks extra point good,0.000,0.000
2,1:03,,,ARI 35,13,10,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
2,1:03,1,10,TAM 25,13,10,Jameis Winston pass complete short left to Mike Evans for 17 yards (tackle by Budda Baker),0.610,1.730
2,0:40,1,10,TAM 42,13,10,Jameis Winston pass complete short right to Chris Godwin for 6 yards (tackle by Kevin Peterson),1.730,2.000
2,0:34,2,4,TAM 48,13,10,Jameis Winston pass complete short left to O.J. Howard for 5 yards (tackle by Jalen Thompson),2.000,2.460
2,0:28,1,10,ARI 47,13,10,Jameis Winston pass incomplete deep left intended for Breshad Perriman,2.460,1.910
2,0:23,2,10,ARI 47,13,10,Jameis Winston pass complete short middle to Dare Ogunbowale for 11 yards (tackle by Budda Baker),1.910,3.180
2,0:17,1,10,ARI 36,13,10,Jameis Winston pass complete deep right to O.J. Howard for 26 yards (tackle by Byron Murphy),3.180,4.910
2,0:12,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
2,0:12,1,10,ARI 10,13,16,"Jameis Winston pass complete short right to O.J. Howard for 10 yards, touchdown",4.910,7.000
2,0:08,,,ARI 15,13,17,Matt Gay kicks extra point good,0.000,0.000
2,0:08,,,TAM 35,13,17,"Bradley Pinion kicks off 73 yards, returned by Pharoh Cooper for 22 yards (tackle by Justin Watson). Penalty on Trent Sherfield: Offensive Holding, 7 yards",0.000,-0.380
2,0:01,1,10,ARI 7,13,17,Kyler Murray kneels for -1 yards,-0.380,-0.850
Quarter,Time,Down,ToGo,Location,ARI,TAM,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 35,13,17,"Bradley Pinion kicks off 68 yards, returned by Pharoh Cooper for 21 yards (tackle by Ryan Smith)",0.000,0.040
3,14:56,1,10,ARI 18,13,17,"Penalty on Justin Pugh: False Start, 5 yards (no play)",0.040,-0.450
3,14:56,1,15,ARI 13,13,17,Kyler Murray pass complete short middle to Andy Isabella for 55 yards (tackle by Vernon Hargreaves),-0.450,3.450
3,14:27,1,10,TAM 32,13,17,David Johnson left tackle for 5 yards (tackle by Ndamukong Suh),3.450,3.580
3,13:57,2,5,TAM 27,13,17,Kyler Murray pass incomplete short left intended for KeeSean Johnson (defended by Vita Vea),3.580,2.870
3,13:54,3,5,TAM 27,13,17,Kyler Murray pass complete short right to Larry Fitzgerald for 4 yards (tackle by Jordan Whitehead),2.870,2.080
3,13:14,4,1,TAM 23,13,17,Kyler Murray pass incomplete short right intended for Maxx Williams,2.080,-0.540
3,13:08,1,10,TAM 24,13,17,Ronald Jones up the middle for 1 yard (tackle by Terrell Suggs),0.540,0.130
3,12:35,2,9,TAM 25,13,17,Jameis Winston pass complete short right to Ronald Jones for 8 yards (tackle by Byron Murphy),0.130,0.500
3,12:04,3,1,TAM 33,13,17,Ronald Jones left guard for 11 yards (tackle by Budda Baker),0.500,1.860
3,11:30,1,10,TAM 44,13,17,Ronald Jones up the middle for no gain (tackle by Chandler Jones),1.860,1.320
3,10:53,2,10,TAM 44,13,17,Jameis Winston pass complete deep right to Mike Evans for 27 yards (tackle by Patrick Peterson),1.320,3.640
3,10:10,1,10,ARI 29,13,17,Jameis Winston sacked by Chandler Jones for -4 yards,3.640,2.560
3,9:27,2,14,ARI 33,13,17,Jameis Winston pass incomplete deep middle intended for Scott Miller,2.560,1.880
3,9:20,3,14,ARI 33,13,17,Jameis Winston pass complete short right to Breshad Perriman for 6 yards (tackle by Kevin Peterson and Haason Reddick),1.880,1.670
3,8:42,4,8,ARI 27,13,20,Matt Gay 45 yard field goal good,1.670,3.000
3,8:37,,,TAM 35,13,20,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
3,8:37,1,10,ARI 25,13,20,Kyler Murray pass complete short left to Andy Isabella for 6 yards (tackle by Ryan Smith),0.610,0.870
3,8:20,2,4,ARI 31,19,20,"Kyler Murray pass complete deep right to Christian Kirk for 69 yards, touchdown",0.870,7.000
3,8:10,,,TAM 15,20,20,Zane Gonzalez kicks extra point good,0.000,0.000
3,8:10,,,ARI 35,20,20,"Zane Gonzalez kicks off 65 yards, touchback.",0.000,0.610
3,8:10,1,10,TAM 25,20,20,Ronald Jones left tackle for 3 yards (tackle by Corey Peters and Haason Reddick),0.610,0.470
3,7:33,2,7,TAM 28,20,20,Jameis Winston pass complete short right to Ronald Jones for 5 yards (tackle by Jordan Hicks),0.470,0.430
3,6:48,3,2,TAM 33,20,20,Jameis Winston pass complete short right to Dare Ogunbowale for 5 yards (tackle by Haason Reddick),0.430,1.470
3,6:21,1,10,TAM 38,20,20,Jameis Winston pass incomplete deep right intended for Mike Evans,1.470,0.920
3,6:15,2,10,TAM 38,20,20,"Jameis Winston pass complete short left to Chris Godwin for 2 yards (tackle by Jalen Thompson). Penalty on Breshad Perriman: Offensive Holding, 10 yards",0.920,-0.160
3,5:52,2,18,TAM 30,20,20,Jameis Winston pass incomplete deep middle intended for O.J. Howard (defended by Budda Baker),-0.160,-0.820
3,5:46,3,18,TAM 30,20,20,T.J. Logan left guard for 6 yards (tackle by Jordan Hicks and Haason Reddick),-0.820,-0.980
3,5:12,4,12,TAM 36,20,20,"Bradley Pinion punts 45 yards, returned by Pharoh Cooper for 2 yards (tackle by Pat O'Connor and Justin Watson)",-0.980,-0.340
3,4:58,1,10,ARI 21,20,20,Kenyan Drake up the middle for 3 yards (tackle by Vita Vea),0.340,0.210
3,4:40,2,7,ARI 24,20,20,Kyler Murray pass complete short right to Maxx Williams for 15 yards (tackle by Devin White),0.210,1.530
3,4:17,1,10,ARI 39,20,20,Kyler Murray pass complete short left to Kenyan Drake for no gain (tackle by Lavonte David),1.530,0.990
3,3:35,2,10,ARI 39,20,20,Kyler Murray pass incomplete short right intended for Trent Sherfield (defended by Jamel Dean),0.990,0.300
3,3:31,3,10,ARI 39,20,20,Kyler Murray pass incomplete short middle intended for KeeSean Johnson,0.300,-0.780
3,3:26,4,10,ARI 39,20,20,"Andy Lee punts 50 yards, fair catch by T.J. Logan at TB-11",-0.780,0.370
3,3:18,1,10,TAM 11,20,20,Peyton Barber up the middle for -3 yards (tackle by Terrell Suggs),-0.370,-1.000
3,2:43,2,13,TAM 8,20,20,"Jameis Winston pass complete short right to Peyton Barber for 4 yards (tackle by Byron Murphy). Penalty on O.J. Howard: Offensive Holding, 6 yards",-1.000,-1.150
3,2:32,2,15,TAM 6,20,20,Peyton Barber left tackle for 4 yards (tackle by Terrell Suggs and Chandler Jones),-1.150,-1.540
3,1:55,3,11,TAM 10,20,20,Jameis Winston pass short middle (defended by Budda Baker) intended for Chris Godwin is intercepted by Jordan Hicks at TB-22 and returned for 2 yards,-1.540,-4.240
3,1:46,1,10,TAM 20,20,20,David Johnson left end for 1 yard (tackle by Jason Pierre-Paul),4.240,3.820
3,1:19,2,9,TAM 19,20,20,"Kyler Murray pass complete short right to David Johnson for 8 yards (tackle by Lavonte David). David Johnson fumbles (forced by Lavonte David), recovered by Lavonte David at TB-11 (tackle by David Johnson)",3.820,0.370
3,1:14,1,10,TAM 11,20,20,Ronald Jones right tackle for -2 yards (tackle by Jordan Hicks),-0.370,-0.930
3,0:37,2,12,TAM 9,20,20,Jameis Winston pass incomplete short right,-0.930,-1.650
3,0:33,3,12,TAM 9,20,20,Jameis Winston left end for 26 yards (tackle by Budda Baker),-1.650,1.270
Quarter,Time,Down,ToGo,Location,ARI,TAM,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,TAM 35,20,20,Jameis Winston pass incomplete deep right intended for Chris Godwin,1.270,0.720
4,14:55,2,10,TAM 35,20,20,"Penalty on Ryan Jensen: False Start, 5 yards (no play)",0.720,0.050
4,14:54,2,15,TAM 30,20,20,Jameis Winston pass complete deep right to Scott Miller for 28 yards (tackle by Kevin Peterson),0.050,2.790
4,14:13,1,10,ARI 42,20,20,Ronald Jones up the middle for 1 yard (tackle by Cassius Marsh),2.790,2.380
4,13:33,2,9,ARI 41,20,20,Jameis Winston pass complete short left to Ronald Jones for 1 yard (tackle by Haason Reddick),2.380,1.820
4,12:51,3,8,ARI 40,20,20,Jameis Winston pass complete short right to Chris Godwin for 10 yards,1.820,3.580
4,12:16,1,10,ARI 30,20,20,"Penalty on Josh Wells: False Start, 5 yards (no play)",3.580,3.250
4,11:59,1,15,ARI 35,20,20,Jameis Winston sacked by and Rodney Gunter for -8 yards and Terrell Suggs for -8 yards,3.250,1.280
4,11:16,2,23,ARI 43,20,20,Jameis Winston pass complete short middle to Dare Ogunbowale for 8 yards (tackle by Haason Reddick),1.280,1.680
4,10:36,3,15,ARI 35,20,20,Jameis Winston up the middle for 7 yards (tackle by Haason Reddick and Zach Kerr),1.680,1.590
4,9:53,4,8,ARI 28,20,20,"Matt Gay yard field goal no good. Penalty on Patrick Peterson: Defensive Offside, 5 yards (no play)",1.590,2.030
4,9:48,4,3,ARI 23,20,23,Matt Gay 41 yard field goal good,2.030,3.000
4,9:44,,,TAM 35,20,23,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,9:44,1,10,ARI 25,20,23,Kenyan Drake left tackle for 4 yards (tackle by Vita Vea),0.610,0.600
4,9:23,2,6,ARI 29,20,23,Kyler Murray left end for 7 yards (tackle by Jamel Dean),0.600,1.330
4,9:01,1,10,ARI 36,20,23,Kyler Murray pass incomplete short left,1.330,0.790
4,8:53,2,10,ARI 36,20,23,Kyler Murray pass incomplete deep right,0.790,0.100
4,8:45,3,10,ARI 36,20,23,Kyler Murray pass incomplete deep left intended for KeeSean Johnson (defended by Jamel Dean),0.100,-0.980
4,8:39,4,10,ARI 36,20,23,Andy Lee pass complete deep left to Pharoh Cooper for 26 yards (tackle by Andrew Adams). Penalty on Andrew Adams: Defensive Pass Interference (Declined),-0.980,3.050
4,8:09,1,10,TAM 38,20,23,"Kyler Murray pass incomplete deep right intended for Larry Fitzgerald. Penalty on M.J. Stewart: Defensive Pass Interference, 25 yards (no play)",3.050,4.710
4,8:04,1,10,TAM 13,20,23,Kyler Murray pass complete short left to Larry Fitzgerald for -2 yards (tackle by Jamel Dean),4.710,3.760
4,7:28,2,12,TAM 15,26,23,"Kyler Murray pass complete short middle to Christian Kirk for 15 yards, touchdown",3.760,7.000
4,7:22,,,TAM 15,27,23,Zane Gonzalez kicks extra point good,0.000,0.000
4,7:22,,,ARI 35,27,23,"Zane Gonzalez kicks off 66 yards, returned by T.J. Logan for 17 yards (tackle by Charles Washington)",0.000,-0.140
4,7:17,1,10,TAM 16,27,23,Jameis Winston pass incomplete deep middle intended for Mike Evans,-0.140,-0.660
4,7:11,2,10,TAM 16,27,23,Jameis Winston pass complete deep right to Mike Evans for 19 yards (tackle by Jordan Hicks),-0.660,1.270
4,6:53,1,10,TAM 35,27,23,Jameis Winston pass incomplete short right,1.270,0.720
4,6:46,2,10,TAM 35,27,23,"Jameis Winston pass complete short left to Ronald Jones for 8 yards. Ronald Jones fumbles, recovered by Budda Baker at ARI-44 (tackle by Chris Godwin)",0.720,-1.860
4,6:38,1,10,ARI 44,27,23,Kyler Murray pass incomplete short right intended for Kenyan Drake,1.860,1.320
4,6:31,,,,,,Timeout #2 by Tampa Bay Buccaneers,,
4,6:31,2,10,ARI 44,27,23,Kenyan Drake right end for 17 yards (tackle by Jordan Whitehead),1.320,2.980
4,5:56,1,10,TAM 39,27,23,Kenyan Drake left guard for no gain (tackle by Jason Pierre-Paul),2.980,2.440
4,5:11,2,10,TAM 39,27,23,Kyler Murray pass complete deep middle to Larry Fitzgerald for 24 yards (tackle by Jordan Whitehead),2.440,4.580
4,4:27,1,10,TAM 15,27,23,Kenyan Drake up the middle for no gain (tackle by Vita Vea),4.580,3.950
4,3:47,2,10,TAM 15,27,23,Kyler Murray pass short right intended for Trent Sherfield is intercepted by Jamel Dean at TB-8 and returned for no gain,3.950,0.380
4,3:40,1,10,TAM 8,27,23,Jameis Winston pass complete deep right to Chris Godwin for 49 yards (tackle by Jalen Thompson),-0.380,2.720
4,2:54,1,10,ARI 43,27,23,"Jameis Winston pass incomplete deep right intended for Mike Evans. Penalty on Byron Murphy: Defensive Pass Interference, 16 yards (no play)",2.720,3.780
4,2:49,1,10,ARI 27,27,23,Peyton Barber right end for 14 yards (tackle by Budda Baker),3.780,4.710
4,2:05,1,10,ARI 13,27,23,Jameis Winston pass incomplete short right intended for Chris Godwin (defended by Kevin Peterson),4.710,4.050
4,2:00,2,10,ARI 13,27,23,"Jameis Winston pass incomplete short right intended for Mike Evans. Penalty on Jalen Thompson: Defensive Pass Interference, 12 yards (no play)",4.050,6.970
4,1:56,1,1,ARI 1,27,23,Jameis Winston pass incomplete short right intended for O.J. Howard,6.970,5.910
4,1:51,,,,,,Timeout #1 by Arizona Cardinals,,
4,1:51,2,1,ARI 1,27,23,Peyton Barber up the middle for no gain (tackle by Terrell Suggs and Michael Dogbe),5.910,5.170
4,1:47,,,,,,Timeout #2 by Arizona Cardinals,,
4,1:47,3,1,ARI 1,27,29,"Peyton Barber left end for 1 yard, touchdown",5.170,7.000
4,1:43,,,ARI 15,27,30,Matt Gay kicks extra point good,0.000,0.000
4,1:43,,,TAM 35,27,30,"Bradley Pinion kicks off 65 yards, touchback.",0.000,0.610
4,1:43,1,10,ARI 25,27,30,Kenyan Drake up the middle for 3 yards (tackle by Lavonte David and Jason Pierre-Paul),0.610,0.470
4,1:20,2,7,ARI 28,27,30,Kyler Murray pass incomplete short right intended for Christian Kirk (defended by Vernon Hargreaves),0.470,-0.230
4,1:13,3,7,ARI 28,27,30,Kyler Murray pass complete short middle to Kenyan Drake for 2 yards (tackle by Jordan Whitehead and Devin White),-0.230,-1.370
4,0:30,4,5,ARI 30,27,30,"Kyler Murray pass incomplete deep right intended for Christian Kirk. Penalty on Vernon Hargreaves: Defensive Pass Interference, 18 yards (no play)",-1.370,2.130
4,0:25,1,10,ARI 48,27,30,"Kyler Murray up the middle for 8 yards (tackle by Devin White). Penalty on Mason Cole: Offensive Holding, 10 yards (no play)",2.130,1.470
4,0:18,1,20,ARI 38,27,30,Kyler Murray pass incomplete deep left intended for Christian Kirk,1.470,0.230
4,0:10,2,20,ARI 38,27,30,Kyler Murray pass incomplete deep left intended for Pharoh Cooper (defended by Jamel Dean),0.230,-0.430
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
