Quarter,Time,Tm,Detail,WAS,NYG
1.0,9:14,Redskins,Graham Gano 36 yard field goal,3,0
2.0,13:42,Redskins,Santana Moss 20 yard pass from Rex Grossman (Graham Gano kick),10,0
,7:56,Redskins,Darrel Young 6 yard rush (Graham Gano kick),17,0
,0:02,Giants,Lawrence Tynes 40 yard field goal,17,3
3.0,11:49,Redskins,Graham Gano 43 yard field goal,20,3
4.0,14:57,Redskins,Graham Gano 25 yard field goal,23,3
,0:33,Giants,Ahmad Bradshaw 3 yard rush (Lawrence Tynes kick),23,10
