Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
2,10:05,1,10,SEA 20,0,7,Matt Hasselbeck pass complete short right to Nate Burleson for -1 yards (tackle by E.J. Henderson),0.280,-0.460
2,9:30,2,11,SEA 19,0,7,Matt Hasselbeck pass complete short right to Nate Burleson for 12 yards (tackle by Karl Paymah),-0.460,1.000
2,8:52,1,10,SEA 31,0,7,Matt Hasselbeck pass complete short right to Justin Forsett for 8 yards (tackle by E.J. Henderson),1.000,1.540
2,8:36,2,2,SEA 39,0,7,Justin Forsett right tackle for no gain (tackle by Ray Edwards),1.540,0.830
2,8:00,3,2,SEA 39,0,7,Seneca Wallace right end for -9 yards (tackle by Ray Edwards),0.830,-1.370
2,7:42,4,11,SEA 30,0,7,Jon Ryan punts 40 yards,-1.370,-0.940
2,7:29,1,10,MIN 30,0,7,Brett Favre pass complete short left to Naufahu Tahi for 5 yards (tackle by LeRoy Hill),0.940,1.070
2,6:49,2,5,MIN 35,0,7,"Brett Favre pass complete short right to Percy Harvin for 4 yards (tackle by Jordan Babineaux). Penalty on Jordan Babineaux: Face Mask (15 Yards), 15 yards",1.070,2.520
2,6:25,1,10,SEA 46,0,7,Chester Taylor right end for no gain (tackle by David Hawthorne),2.520,1.980
2,5:43,2,10,SEA 46,0,7,"Brett Favre pass complete short left to Bernard Berrian for 1 yard (tackle by Marcus Trufant). Penalty on Brandon Mebane: Defensive Offside, 5 yards (no play)",1.980,2.650
2,5:23,2,5,SEA 41,0,7,"Brett Favre pass complete short right to Sidney Rice for 24 yards (tackle by Deon Grant). Penalty on Deon Grant: Tripping, 9 yards",2.650,5.370
2,5:05,1,8,SEA 8,0,7,Brett Favre pass incomplete short middle intended for Sidney Rice (defended by Jordan Babineaux),5.370,4.570
2,5:01,2,8,SEA 8,0,13,"Brett Favre pass complete short middle to Visanthe Shiancoe for 8 yards, touchdown",4.570,7.000
2,,,,SEA 2,0,14,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,0,14,"Ryan Longwell kicks off 71 yards, returned by Ben Obomanu for 36 yards (tackle by Jamarca Sanford). Ben Obomanu fumbles (forced by Jamarca Sanford), recovered by Heath Farwell at SEA-34",0.000,-3.310
2,4:46,1,10,SEA 34,0,14,Chester Taylor left tackle for 1 yard (tackle by Colin Cole),3.310,2.910
2,4:11,,,,0,14,Timeout #1 by Seattle Seahawks,0.000,2.910
2,4:11,2,9,SEA 33,0,14,Adrian Peterson middle for 7 yards (tackle by Cory Redding),2.910,3.140
2,3:29,3,2,SEA 26,0,14,Brett Favre pass complete short middle to Percy Harvin for 11 yards (tackle by Jordan Babineaux),3.140,4.580
2,2:46,1,10,SEA 15,0,14,Adrian Peterson left end for 10 yards (tackle by Jordan Babineaux),4.580,6.060
2,2:00,1,5,SEA 5,0,14,Chester Taylor middle for 2 yards (tackle by LeRoy Hill),6.060,5.530
2,1:17,2,3,SEA 3,0,20,"Brett Favre pass complete short middle to Bernard Berrian for 3 yards, touchdown",5.530,7.000
2,,,,SEA 2,0,21,Ryan Longwell kicks extra point good,0.000,0.000
2,,,,MIN 30,0,21,"Ryan Longwell kicks off 71 yards, returned by Louis Rankin for 25 yards (tackle by Cedric Griffin)",0.000,0.540
2,1:06,1,10,SEA 24,0,21,Matt Hasselbeck pass complete short middle to T.J. Houshmandzadeh for 1 yard (tackle by Ben Leber),0.540,0.130
2,1:00,,,,0,21,Timeout #1 by Minnesota Vikings,0.000,0.130
2,1:00,2,9,SEA 25,0,21,Matt Hasselbeck pass complete short right to Justin Forsett for 5 yards (tackle by Karl Paymah),0.130,0.100
2,0:52,3,4,SEA 30,0,21,"Penalty on Max Unger: False Start, 5 yards (no play)",0.100,-0.560
2,0:52,3,9,SEA 25,0,21,"Penalty on Sean Locklear: False Start, 5 yards (no play)",-0.560,-1.220
2,0:52,3,14,SEA 20,0,21,Matt Hasselbeck pass complete short middle to Justin Forsett for 13 yards (tackle by Ray Edwards),-1.220,-1.180
2,0:41,,,,0,21,Timeout #2 by Minnesota Vikings,0.000,-1.180
2,0:41,4,1,SEA 33,0,21,"Jon Ryan punts 67 yards, touchback",-1.180,-0.280
2,0:32,1,10,MIN 20,0,21,Adrian Peterson left end for 1 yard (tackle by Brandon Mebane and Deon Grant),0.280,-0.130
Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,0,21,"Olindo Mare kicks off 72 yards, returned by Percy Harvin for 17 yards (tackle by Ben Obomanu)",0.000,-0.220
3,14:55,1,10,MIN 15,0,21,Brett Favre pass complete short left to Adrian Peterson for 11 yards (tackle by David Hawthorne),-0.220,0.670
3,14:13,1,10,MIN 26,0,21,Brett Favre pass complete short right to Sidney Rice for 7 yards (tackle by Marcus Trufant),0.670,1.070
3,13:34,2,3,MIN 33,0,21,Adrian Peterson left end for 1 yard (tackle by David Hawthorne and Deon Grant),1.070,0.500
3,12:52,3,2,MIN 34,0,21,Adrian Peterson left guard for -2 yards (tackle by David Hawthorne),0.500,-1.240
3,12:19,4,4,MIN 32,0,21,Chris Kluwe punts 31 yards,-1.240,-1.400
3,12:12,1,10,SEA 37,0,21,Matt Hasselbeck pass incomplete short middle intended for T.J. Houshmandzadeh,1.400,0.860
3,12:08,2,10,SEA 37,0,21,Justin Forsett left guard for 9 yards (tackle by Madieu Williams),0.860,1.360
3,11:32,3,1,SEA 46,0,21,Justin Griffith right guard for no gain (tackle by Tyrell Johnson and Benny Sapp),1.360,-0.320
3,10:53,4,1,SEA 46,0,21,"Jon Ryan punts 43 yards, fair catch by Darius Reynaud",-0.320,0.370
3,10:45,1,10,MIN 11,0,21,Adrian Peterson middle for 1 yard (tackle by Aaron Curry and Colin Cole),-0.370,-0.710
3,10:08,2,9,MIN 12,0,21,Brett Favre pass incomplete short middle intended for Visanthe Shiancoe,-0.710,-1.300
3,10:04,3,9,MIN 12,0,21,Brett Favre pass complete short middle to Percy Harvin for 25 yards (tackle by Lawyer Milloy and Deon Grant),-1.300,1.400
3,9:24,1,10,MIN 37,0,21,Adrian Peterson right tackle for 13 yards (tackle by Lawyer Milloy and Marcus Trufant),1.400,2.260
3,8:47,1,10,,0,21,Brett Favre pass complete short middle to Visanthe Shiancoe for 5 yards (tackle by Deon Grant),2.260,2.390
3,8:19,2,5,SEA 45,0,21,Adrian Peterson left guard for 4 yards (tackle by Colin Cole),2.390,2.210
3,7:39,3,1,SEA 41,0,21,Adrian Peterson left end for 1 yard (tackle by Brandon Mebane and Red Bryant),2.210,2.920
3,6:47,1,10,SEA 40,0,21,Brett Favre pass complete short left to Bernard Berrian for 8 yards (tackle by Ken Lucas),2.920,3.450
3,6:19,2,2,SEA 32,0,21,Brett Favre pass complete short middle to Visanthe Shiancoe for 13 yards (tackle by Darryl Tapp),3.450,4.310
3,5:38,1,10,SEA 19,0,21,Adrian Peterson right tackle for 3 yards (tackle by Deon Grant),4.310,4.180
3,4:57,2,7,SEA 16,0,21,Brett Favre pass complete short middle to Visanthe Shiancoe for 9 yards (tackle by Jordan Babineaux),4.180,5.600
3,4:16,1,7,SEA 7,0,27,"Brett Favre pass complete short right to Sidney Rice for 7 yards, touchdown",5.600,7.000
3,,,,SEA 2,0,28,Ryan Longwell kicks extra point good,0.000,0.000
3,,,,MIN 30,0,28,"Ryan Longwell kicks off 48 yards, muffed catch by Steve Vallos, recovered by Nick Reed and returned for no gain",0.000,1.000
3,4:06,1,10,SEA 31,0,28,Matt Hasselbeck pass complete short right to Nate Burleson for 11 yards (tackle by Karl Paymah),1.000,1.730
3,3:35,1,10,SEA 42,0,28,Matt Hasselbeck pass complete short middle to T.J. Houshmandzadeh for 6 yards (tackle by Benny Sapp),1.730,2.000
3,2:58,2,4,SEA 48,0,28,Matt Hasselbeck pass complete deep right to Nate Burleson for 36 yards (tackle by Karl Paymah). Penalty on Karl Paymah: Defensive Pass Interfere (Declined),2.000,4.510
3,2:39,1,10,MIN 16,0,28,Justin Forsett middle for no gain (tackle by Pat Williams),4.510,3.900
3,1:57,2,10,MIN 16,0,28,Matt Hasselbeck sacked by E.J. Henderson for -9 yards,3.900,2.080
3,1:28,3,19,MIN 25,0,28,Matt Hasselbeck pass complete short middle to Justin Forsett for 3 yards (tackle by Asher Allen),2.080,1.990
3,0:48,4,16,MIN 22,3,28,Olindo Mare 40 yard field goal good,1.990,3.000
3,,,,SEA 30,3,28,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
3,0:43,1,10,MIN 20,3,28,Tarvaris Jackson pass complete short left to Adrian Peterson for no gain,0.280,-0.270
Quarter,Time,Down,ToGo,Location,SEA,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,10,MIN 20,3,28,"Tarvaris Jackson pass complete short right to Bernard Berrian for 9 yards (tackle by Kelly Jennings). Penalty on Kelly Jennings: Defensive Holding, 5 yards (no play)",-0.270,0.610
4,14:44,1,10,MIN 25,3,28,Adrian Peterson right end for -2 yards (tackle by Patrick Kerney),0.610,-0.210
4,14:02,2,12,MIN 23,3,28,Tarvaris Jackson pass complete short middle to Sidney Rice for 9 yards (tackle by Marcus Trufant),-0.210,0.300
4,13:19,3,3,MIN 32,3,28,Tarvaris Jackson pass complete short left to Sidney Rice for 8 yards (tackle by LeRoy Hill),0.300,1.600
,,,,,,,"MIN challenged the incomplete pass ruling, and the original play was overturned.",,
4,12:55,1,10,MIN 40,3,28,Tarvaris Jackson pass complete short right to Visanthe Shiancoe for 10 yards (tackle by LeRoy Hill),1.600,2.260
4,12:34,1,10,,3,28,Adrian Peterson middle for 1 yard (tackle by Colin Cole and Jordan Babineaux),2.260,1.850
4,11:55,2,9,SEA 49,3,28,Tarvaris Jackson pass incomplete short middle intended for Adrian Peterson,1.850,1.160
4,11:51,3,9,SEA 49,3,28,Tarvaris Jackson pass complete short left to Percy Harvin for 16 yards (tackle by Jordan Babineaux),1.160,3.380
4,11:09,1,10,SEA 33,3,28,Adrian Peterson left end for -1 yards (tackle by LeRoy Hill),3.380,2.700
4,10:29,2,11,SEA 34,3,34,"Tarvaris Jackson pass complete short right to Sidney Rice for 34 yards, touchdown",2.700,7.000
4,,,,SEA 2,3,35,Ryan Longwell kicks extra point good,0.000,0.000
4,,,,MIN 30,3,35,"Ryan Longwell kicks off 65 yards, returned by Louis Rankin for 17 yards (tackle by Heath Farwell)",0.000,0.410
4,10:15,1,10,SEA 22,3,35,Matt Hasselbeck pass complete deep right to Nate Burleson for 24 yards,0.410,1.990
4,9:48,1,10,SEA 46,3,35,Justin Forsett middle for -4 yards (tackle by Ray Edwards and Jared Allen),1.990,0.910
4,9:26,2,14,SEA 42,3,35,"Matt Hasselbeck pass complete short right to Justin Forsett for 47 yards (tackle by Benny Sapp). Justin Forsett fumbles (forced by Benny Sapp), ball out of bounds at MIN-11",0.910,4.840
4,9:00,1,10,MIN 11,3,35,"Justin Forsett middle for no gain (tackle by Jared Allen). Penalty on Jimmy Kennedy: Face Mask (15 Yards), 6 yards (no play)",4.840,6.060
4,8:50,1,5,MIN 5,3,35,Matt Hasselbeck middle for 4 yards (tackle by Chad Greenway),6.060,5.910
4,8:12,2,1,MIN 1,3,35,Matt Hasselbeck pass incomplete short right intended for John Carlson,5.910,5.170
4,8:09,3,1,MIN 1,9,35,"Justin Forsett middle for 1 yard, touchdown",5.170,7.000
4,,,,,9,35,"Two Point Attempt: Matt Hasselbeck pass incomplete intended for John Carlson, conversion fails",1.000,-1.000
,,,,,,,"SEA challenged the incomplete pass ruling, and the play was upheld.",,
4,,,,SEA 30,9,35,"Olindo Mare kicks off 68 yards, returned by Percy Harvin for 18 yards (tackle by D.D. Lewis)",0.000,0.280
4,8:00,1,10,MIN 20,9,35,Adrian Peterson left tackle for no gain (tackle by Lawrence Jackson),0.280,-0.270
4,7:18,2,10,MIN 20,9,35,Chester Taylor middle for 5 yards (tackle by Colin Cole and David Hawthorne),-0.270,-0.300
4,6:37,3,5,MIN 25,9,35,"Tarvaris Jackson pass complete short right to Sidney Rice for 8 yards (tackle by Marcus Trufant). Penalty on Phil Loadholt: Illegal Formation, 5 yards (no play)",-0.300,-0.960
4,6:08,3,10,MIN 20,9,35,Tarvaris Jackson for 6 yards,-0.960,-1.630
4,5:48,4,4,MIN 26,9,35,"Chris Kluwe punts 54 yards, returned by Nate Burleson for 14 yards (tackle by Heath Farwell)",-1.630,-1.200
4,5:35,1,10,SEA 34,9,35,Matt Hasselbeck pass complete short right to Deion Branch for 15 yards (tackle by Tyrell Johnson),1.200,2.190
4,5:15,1,10,SEA 49,9,35,Matt Hasselbeck pass complete short right to Justin Forsett for 2 yards (tackle by Kenny Onatolu),2.190,1.920
4,5:05,2,8,MIN 49,9,35,Matt Hasselbeck pass complete short left to T.J. Houshmandzadeh for 20 yards (tackle by Jamarca Sanford),1.920,3.640
4,4:40,1,10,MIN 29,9,35,Matt Hasselbeck pass incomplete short left intended for Nate Burleson (defended by Husain Abdullah),3.640,3.100
4,4:35,2,10,MIN 29,9,35,Matt Hasselbeck pass incomplete deep middle intended for T.J. Houshmandzadeh,3.100,2.410
4,4:29,3,10,MIN 29,9,35,Matt Hasselbeck pass incomplete intended for Deion Branch is intercepted by Asher Allen at MIN-15,2.410,0.220
4,4:22,1,10,MIN 15,9,35,Chester Taylor right guard for 2 yards (tackle by Deon Grant),-0.220,-0.440
4,3:44,2,8,MIN 17,9,35,Tarvaris Jackson pass incomplete short left intended for Greg Lewis,-0.440,-1.120
4,3:40,3,8,MIN 17,9,35,Chester Taylor middle for 5 yards (tackle by Brandon Mebane),-1.120,-1.900
4,3:34,,,,9,35,Timeout #2 by Seattle Seahawks,0.000,-1.900
4,3:33,4,3,MIN 22,9,35,"Chris Kluwe punts 50 yards, returned by Nate Burleson for -1 yards (tackle by Greg Lewis)",-1.900,-0.740
4,3:25,1,10,SEA 27,9,35,Seneca Wallace pass incomplete short left intended for John Carlson,0.740,0.200
4,3:20,2,10,SEA 27,9,35,Seneca Wallace pass incomplete short right intended for John Carlson (defended by Letroy Guion),0.200,-0.490
4,3:17,3,10,SEA 27,9,35,Seneca Wallace sacked by Husain Abdullah for -14 yards,-0.490,-2.490
4,2:43,4,24,SEA 13,9,35,"Jon Ryan punts 60 yards, returned by Darius Reynaud for 12 yards (tackle by Lance Laury)",-2.490,-1.530
4,2:30,1,10,MIN 39,9,35,Chester Taylor right end for 3 yards (tackle by Brandon Mebane),1.530,1.390
4,2:00,2,7,MIN 42,9,35,Chester Taylor left tackle for 3 yards (tackle by Aaron Curry and Jordan Babineaux),1.390,1.090
4,1:14,3,4,MIN 45,9,35,Chester Taylor right end for 25 yards (tackle by Aaron Curry),1.090,3.580
4,0:22,1,10,SEA 30,9,35,Tarvaris Jackson kneels for -1 yards,3.580,2.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
