Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Jonathan Taylor,IND,32,185,4,14,62,1.9,123,3.8,3,10.7
Deon Jackson,IND,6,12,0,,3,0.5,9,1.5,0,
Nyheim Hines,IND,4,31,0,2,15,3.8,16,4.0,1,4.0
Carson Wentz,IND,2,18,0,1,0,0.0,18,9.0,0,
Sam Ehlinger,IND,1,9,0,1,7,7.0,2,2.0,0,
Zach Pascal,IND,1,9,0,,6,6.0,3,3.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Matt Breida,BUF,5,51,0,2,45,9.0,6,1.2,0,
Zack Moss,BUF,3,5,0,,3,1.0,2,0.7,0,
Devin Singletary,BUF,3,17,0,1,8,2.7,9,3.0,0,
Josh Allen,BUF,2,18,0,2,18,9.0,0,0.0,0,
