Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
1,4:17,3,8,IND 33,7,0,"Josh Allen pass incomplete deep right intended for Cole Beasley. Penalty on Mitch Morse: Offensive Holding, 10 yards (accepted) (no play)",,
1,4:10,3,18,IND 43,7,0,Josh Allen pass deep right intended for Gabriel Davis is intercepted by George Odum at IND-22 and returned for 21 yards (tackle by Cody Ford),,
1,3:58,1,10,IND 43,7,0,Carson Wentz pass incomplete short middle intended for Jack Doyle,,
1,3:54,2,10,IND 43,7,0,Jonathan Taylor left end for 11 yards (tackle by Jordan Poyer),,
1,3:14,1,10,BUF 46,7,0,Carson Wentz pass complete short left to Jack Doyle for 18 yards (tackle by Levi Wallace),,
1,2:32,1,10,BUF 28,7,0,Carson Wentz pass complete short left to Michael Pittman for 5 yards (tackle by Vernon Butler and Harrison Phillips),,
1,1:51,2,5,BUF 23,13,0,"Carson Wentz pass complete short left to Jonathan Taylor for 23 yards, touchdown",,
1,1:38,,,BUF 15,14,0,Michael Badgley kicks extra point good,,
1,1:38,,,IND 35,14,0,"Rigoberto Sanchez kicks off 60 yards, returned by Isaiah McKenzie for 22 yards (tackle by George Odum)",,
1,1:31,1,10,BUF 27,14,0,Zack Moss right tackle for no gain (tackle by Grover Stewart),,
1,0:50,2,10,BUF 27,14,0,Josh Allen pass complete deep left to Gabriel Davis for 20 yards (tackle by Andrew Sendejo),,
1,0:14,1,10,BUF 47,14,0,Josh Allen pass complete short right to Stefon Diggs for 2 yards (tackle by Bobby Okereke and Kenny Moore),,
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,BUF 49,14,0,Josh Allen pass complete short middle to Dawson Knox for 18 yards (tackle by George Odum),,
2,14:21,1,10,IND 33,14,0,Zack Moss left tackle for 3 yards (tackle by Grover Stewart and DeForest Buckner),,
2,13:42,2,7,IND 30,14,0,Josh Allen scrambles right end for 8 yards (tackle by Dayo Odeyingbo and Grover Stewart),,
2,12:59,1,10,IND 22,14,0,Josh Allen pass incomplete deep right intended for Stefon Diggs,,
2,12:54,2,10,IND 22,14,0,Devin Singletary right tackle for 9 yards (tackle by George Odum),,
2,12:07,3,1,IND 13,14,0,Josh Allen pass complete short left to Cole Beasley for 3 yards,,
2,11:29,1,10,IND 10,14,0,Matt Breida left end for 4 yards (tackle by Bobby Okereke),,
2,10:47,2,6,IND 6,14,6,"Josh Allen pass complete to Stefon Diggs for 6 yards, touchdown",,
2,10:44,,,IND 15,14,7,Tyler Bass kicks extra point good,,
2,10:44,,,BUF 35,14,7,"Tyler Bass kicks off 65 yards, touchback.",,
2,10:44,1,10,IND 25,14,7,Carson Wentz pass incomplete short right intended for Jack Doyle,,
2,10:39,2,10,IND 25,14,7,Jonathan Taylor left guard for 2 yards (tackle by Mario Addison and Vernon Butler),,
2,9:53,3,8,IND 27,14,7,"Carson Wentz pass incomplete short left intended for Jack Doyle. Penalty on Mario Addison: Roughing the Passer, 15 yards (accepted) . Penalty on A.J. Klein: Defensive Pass Interference, 15 yards (declined) (no play)",,
2,9:50,1,10,IND 42,14,7,Jonathan Taylor up the middle for 4 yards (tackle by Micah Hyde),,
2,9:10,2,6,IND 46,14,7,Jonathan Taylor left tackle for 5 yards (tackle by Vernon Butler and Taron Johnson),,
2,8:27,3,1,BUF 49,14,7,Jonathan Taylor up the middle for 1 yard (tackle by Matt Milano and Gregory Rousseau),,
2,7:30,1,10,BUF 48,14,7,Jonathan Taylor left end for 6 yards (tackle by Micah Hyde),,
2,6:49,2,5,BUF 43,14,7,"Carson Wentz aborted snap, recovered by Nyheim Hines at BUF-48 Nyheim Hines for no gain",,
2,6:01,,,,,,Timeout #1 by Indianapolis Colts,,
2,6:01,3,10,BUF 48,14,7,Carson Wentz scrambles up the middle for 18 yards (tackle by Jordan Poyer),,
2,5:12,1,10,BUF 30,14,7,Jonathan Taylor left guard for 4 yards (tackle by A.J. Klein and Mario Addison),,
2,4:35,2,6,BUF 26,14,7,Jonathan Taylor left guard for 3 yards (tackle by A.J. Klein and Harrison Phillips),,
2,3:53,3,3,BUF 23,14,7,Jonathan Taylor up the middle for 7 yards (tackle by Jordan Poyer and Mario Addison),,
2,3:09,1,10,BUF 16,14,7,Jonathan Taylor left tackle for -1 yards (tackle by Matt Milano),,
2,2:25,2,11,BUF 17,14,7,Carson Wentz pass incomplete deep left intended for Mo Alie-Cox,,
2,2:20,3,11,BUF 17,14,7,Carson Wentz pass incomplete short left intended for Michael Pittman (defended by Ed Oliver),,
2,2:16,4,11,BUF 17,17,7,Michael Badgley 36 yard field goal good,,
2,2:12,,,IND 35,17,7,"Rigoberto Sanchez kicks off 62 yards, returned by Isaiah McKenzie for 12 yards. Isaiah McKenzie fumbles, recovered by T.J. Carrie at BUF-16 and returned for 14 yards (tackle by Jaquan Johnson and Andre Smith)",,
2,2:03,1,2,BUF 2,23,7,"Jonathan Taylor left guard for 2 yards, touchdown",,
2,1:59,,,BUF 15,24,7,Michael Badgley kicks extra point good,,
2,1:59,,,IND 35,24,7,"Rigoberto Sanchez kicks off 67 yards, returned by Isaiah McKenzie for 27 yards (tackle by Jahleel Addae)",,
2,1:54,1,10,BUF 25,24,7,Josh Allen pass complete short right to Devin Singletary for 14 yards (tackle by Andrew Sendejo and Bobby Okereke),,
2,1:23,1,10,BUF 39,24,7,Josh Allen pass complete short right to Dawson Knox for 12 yards (tackle by Shaquille Leonard and Isaiah Rodgers),,
2,0:55,1,10,IND 49,24,7,Josh Allen pass complete short right to Dawson Knox for 7 yards (tackle by Isaiah Rodgers and Shaquille Leonard),,
2,0:48,,,,,,Timeout #1 by Buffalo Bills,,
2,0:48,2,3,IND 42,24,7,Josh Allen pass complete short left to Stefon Diggs for 6 yards (tackle by Xavier Rhodes),,
2,0:30,1,10,IND 36,24,7,"Josh Allen sacked by Kwity Paye for -8 yards. Josh Allen fumbles (forced by Kwity Paye), recovered by Devin Singletary at IND-48 (tackle by Kwity Paye)",,
2,0:22,,,,,,Timeout #2 by Buffalo Bills,,
2,0:22,2,22,IND 48,24,7,Josh Allen pass incomplete short left intended for Zack Moss,,
2,0:17,3,22,IND 48,24,7,Josh Allen pass complete short right to Emmanuel Sanders for 10 yards (tackle by Shaquille Leonard),,
2,0:03,,,,,,Timeout #3 by Buffalo Bills,,
2,0:03,,,,,,Timeout #2 by Indianapolis Colts,,
2,0:03,4,12,IND 38,24,7,Tyler Bass 57 yard field goal no good,,
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,24,7,"Rigoberto Sanchez kicks off 58 yards, returned by Isaiah McKenzie for 20 yards (tackle by Jordan Glasgow and Jahleel Addae)",,
3,14:54,1,10,BUF 27,24,7,Josh Allen pass incomplete short left intended for Matt Breida (defended by Grover Stewart),,
3,14:50,2,10,BUF 27,24,7,Josh Allen pass incomplete deep left intended for Dawson Knox,,
3,14:44,3,10,BUF 27,24,7,Josh Allen pass incomplete deep middle intended for Gabriel Davis,,
3,14:39,4,10,BUF 27,24,7,"Matt Haack punts 55 yards, returned by Nyheim Hines for 7 yards (tackle by Reid Ferguson and Matt Breida)",,
3,14:25,1,10,IND 25,24,7,Carson Wentz pass incomplete short right intended for Michael Pittman,,
3,14:19,2,10,IND 25,24,7,"Penalty on IND: Delay of Game, 5 yards (accepted) (no play)",,
3,14:19,2,15,IND 20,24,7,Carson Wentz pass complete short left to Jack Doyle for 9 yards (tackle by A.J. Klein and Taron Johnson),,
3,13:37,3,6,IND 29,24,7,"Carson Wentz pass complete short left to T.Y. Hilton for 18 yards (tackle by Jordan Poyer). Penalty on Jordan Poyer: Unnecessary Roughness / Defense, 15 yards (accepted)",,
3,13:07,1,10,BUF 38,24,7,Carson Wentz pass incomplete short right intended for Zach Pascal,,
3,13:04,2,10,BUF 38,24,7,Jonathan Taylor right guard for 2 yards (tackle by Boogie Basham and Matt Milano),,
3,12:22,3,8,BUF 36,24,7,"Carson Wentz sacked by Ed Oliver for no gain. Penalty on Taron Johnson: Defensive Holding, 5 yards (accepted) (no play)",,
3,11:51,,,,,,Timeout #1 by Indianapolis Colts,,
3,11:51,1,10,BUF 31,24,7,"Carson Wentz pass incomplete short left intended for Jonathan Taylor (defended by Matt Milano). Penalty on Quenton Nelson: Offensive Holding, 10 yards (accepted) (no play)",,
3,11:43,1,20,BUF 41,24,7,Carson Wentz pass incomplete short middle intended for Dezmon Patmon (defended by A.J. Klein),,
3,11:37,2,20,BUF 41,24,7,Carson Wentz pass complete short right to Jonathan Taylor for no gain (tackle by Tre'Davious White and Matt Milano),,
3,10:57,3,20,BUF 41,24,7,Carson Wentz pass incomplete short right intended for Michael Pittman,,
3,10:50,4,20,BUF 41,24,7,Rigoberto Sanchez punts 31 yards downed by Ashton Dulin,,
3,10:42,1,10,BUF 10,24,7,"Matt Breida left tackle for 28 yards (tackle by George Odum). Penalty on George Odum: Unnecessary Roughness / Defense, 15 yards (accepted)",,
3,10:21,1,10,IND 47,24,7,Matt Breida left guard for 3 yards (tackle by Grover Stewart),,
3,9:47,2,7,IND 44,24,7,Matt Breida right tackle for 8 yards (tackle by Bobby Okereke),,
3,9:08,1,10,IND 36,24,7,Devin Singletary right guard for 5 yards (tackle by Shaquille Leonard),,
3,8:30,2,5,IND 31,24,7,Josh Allen pass incomplete short left intended for Dawson Knox,,
3,8:23,3,5,IND 31,24,7,Josh Allen pass incomplete short middle intended for Cole Beasley,,
3,8:18,4,5,IND 31,24,7,Tyler Bass 49 yard field goal no good,,
3,8:13,1,10,IND 39,24,7,Jonathan Taylor right guard for 3 yards (tackle by Boogie Basham and Gregory Rousseau),,
3,7:32,2,7,IND 42,24,7,Jonathan Taylor up the middle for 5 yards (tackle by Jordan Poyer),,
3,6:58,3,2,IND 47,24,7,Carson Wentz pass complete short right to Jack Doyle for 3 yards (tackle by Jordan Poyer),,
3,6:33,1,10,IND 50,24,7,Jonathan Taylor right tackle for 40 yards (tackle by Matt Milano),,
3,5:33,1,10,BUF 10,30,7,"Jonathan Taylor left tackle for 10 yards, touchdown",,
3,5:27,,,BUF 15,31,7,Michael Badgley kicks extra point good,,
3,5:27,,,IND 35,31,7,"Rigoberto Sanchez kicks off 61 yards, returned by Isaiah McKenzie for 17 yards (tackle by Ashton Dulin and George Odum)",,
3,5:17,1,10,BUF 21,31,7,Zack Moss right end for 2 yards (tackle by Dayo Odeyingbo and Taylor Stallworth),,
3,4:44,2,8,BUF 23,31,7,Josh Allen pass incomplete deep left intended for Emmanuel Sanders,,
3,4:40,3,8,BUF 23,31,7,Josh Allen pass short left (defended by Xavier Rhodes) intended for Emmanuel Sanders is intercepted by Kenny Moore at BUF-38 and returned for 14 yards (tackle by Ike Boettger),,
3,4:29,1,10,BUF 24,31,7,Jonathan Taylor up the middle for 9 yards (tackle by Jordan Poyer and Micah Hyde),,
3,3:46,2,1,BUF 15,31,7,Jonathan Taylor left guard for no gain (tackle by Levi Wallace and Taron Johnson),,
3,3:00,3,1,BUF 15,31,7,Jonathan Taylor up the middle for 3 yards (tackle by Tre'Davious White),,
3,2:20,1,10,BUF 12,31,7,Jonathan Taylor up the middle for 2 yards (tackle by Efe Obada and Harrison Phillips),,
3,1:40,2,8,BUF 10,31,7,"Carson Wentz pass complete short right to Kylen Granson for 8 yards (tackle by Vernon Butler and A.J. Klein). Penalty on Efe Obada: Roughing the Passer, 1 yard (accepted)",,
3,1:03,1,1,BUF 1,37,7,"Jonathan Taylor for 1 yard, touchdown",,
3,0:58,,,BUF 15,38,7,Michael Badgley kicks extra point good,,
3,0:58,,,IND 35,38,7,"Rigoberto Sanchez kicks off 59 yards, returned by Isaiah McKenzie for 17 yards (tackle by Jordan Glasgow)",,
3,0:53,1,10,BUF 23,38,7,Josh Allen pass complete short left to Cole Beasley for 6 yards (tackle by Kenny Moore),,
3,0:24,2,4,BUF 29,38,7,Josh Allen pass incomplete short left intended for Stefon Diggs (defended by Isaiah Rodgers),,
3,0:19,,,,,,Timeout #2 by Indianapolis Colts,,
3,0:19,3,4,BUF 29,38,7,Josh Allen pass complete short right to Cole Beasley for 7 yards (tackle by Rock Ya-Sin),,
Quarter,Time,Down,ToGo,Location,IND,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 36,38,7,Josh Allen pass complete short right to Matt Breida for 16 yards (tackle by Bobby Okereke),,
4,14:16,1,10,IND 48,38,7,Josh Allen pass complete short left to Cole Beasley for 7 yards (tackle by Isaiah Rodgers),,
4,13:41,2,3,IND 41,38,7,Josh Allen pass incomplete short left intended for Dawson Knox,,
4,13:38,3,3,IND 41,38,7,"Josh Allen pass complete deep left to Dawson Knox for 31 yards (tackle by Andrew Sendejo). Penalty on Andrew Sendejo: Illegal Contact, 5 yards (declined) . Penalty on Andrew Sendejo: Defensive Pass Interference, 15 yards (declined)",,
4,13:22,1,10,IND 10,38,7,Josh Allen pass complete deep right to Dawson Knox for 1 yard (tackle by Bobby Okereke),,
4,12:53,2,9,IND 9,38,7,Josh Allen pass incomplete short right intended for Dawson Knox (defended by Rock Ya-Sin),,
4,12:48,3,9,IND 9,38,13,"Josh Allen pass complete short middle to Stefon Diggs for 9 yards, touchdown",,
4,12:42,,,IND 2,38,15,"Two Point Attempt: Josh Allen rushes, conversion succeeds.",,
4,12:42,,,BUF 35,38,15,"Tyler Bass kicks off 64 yards, returned by Nyheim Hines for 19 yards (tackle by Tyler Matakevich)",,
4,12:36,1,10,IND 20,38,15,Nyheim Hines right guard for 19 yards (tackle by Tre'Davious White and Matt Milano),,
4,11:49,1,10,IND 39,38,15,Jonathan Taylor right tackle for 6 yards (tackle by A.J. Epenesa),,
4,11:06,2,4,IND 45,38,15,Jonathan Taylor left guard for 5 yards (tackle by Harrison Phillips and Vernon Butler),,
4,10:22,1,10,IND 50,38,15,Jonathan Taylor up the middle for 18 yards (tackle by Micah Hyde and Matt Milano),,
4,9:36,1,10,BUF 32,38,15,Zach Pascal right end for 9 yards (tackle by Taron Johnson),,
4,8:47,2,1,BUF 23,38,15,Nyheim Hines up the middle for 3 yards (tackle by Gregory Rousseau and Matt Milano),,
4,8:04,1,10,BUF 20,38,15,Jonathan Taylor left guard for -3 yards (tackle by Ed Oliver),,
4,7:20,2,13,BUF 23,38,15,Nyheim Hines right guard for 1 yard (tackle by Levi Wallace),,
4,6:36,3,12,BUF 22,38,15,Jonathan Taylor right guard for 5 yards (tackle by Harrison Phillips),,
4,6:27,,,,,,Timeout #1 by Buffalo Bills,,
4,6:27,4,7,BUF 17,41,15,Michael Badgley 35 yard field goal good,,
4,6:23,,,IND 35,41,15,"Rigoberto Sanchez kicks off 64 yards, returned by Isaiah McKenzie for 23 yards (tackle by Jahleel Addae and Zaire Franklin)",,
4,6:17,1,10,BUF 24,41,15,"Penalty on Dawson Knox: False Start, 5 yards (accepted) (no play)",,
4,6:17,1,15,BUF 19,41,15,Mitchell Trubisky pass complete short middle to Devin Singletary for 8 yards (tackle by E.J. Speed),,
4,5:53,2,8,BUF 26,41,15,Mitchell Trubisky pass incomplete short middle intended for Devin Singletary,,
4,5:49,3,8,BUF 27,41,15,Mitchell Trubisky pass complete short left to Gabriel Davis for 7 yards (tackle by T.J. Carrie),,
4,5:13,1,10,BUF 34,41,15,Mitchell Trubisky pass complete short left to Devin Singletary for 4 yards (tackle by E.J. Speed and Isaiah Rodgers),,
4,4:58,2,6,BUF 38,41,15,Mitchell Trubisky pass short right intended for Tommy Sweeney is intercepted by Zaire Franklin at 50 and returned for 8 yards (tackle by Isaiah McKenzie),,
4,4:49,1,10,BUF 42,41,15,Deon Jackson left tackle for 4 yards (tackle by Gregory Rousseau and Vernon Butler),,
4,4:05,2,6,BUF 38,41,15,Deon Jackson for 2 yards (tackle by Jaquan Johnson),,
4,3:20,3,4,BUF 36,41,15,Sam Ehlinger left end for 9 yards (tackle by Damar Hamlin),,
4,2:35,1,10,BUF 27,41,15,Deon Jackson right guard for -1 yards (tackle by Harrison Phillips and Tyler Matakevich),,
4,2:00,2,11,BUF 28,41,15,Deon Jackson right guard for 1 yard (tackle by Harrison Phillips),,
4,1:13,3,10,BUF 27,41,15,Deon Jackson up the middle for 3 yards (tackle by Gregory Rousseau),,
4,0:36,4,7,BUF 24,41,15,Deon Jackson up the middle for 3 yards (tackle by Gregory Rousseau),,
4,0:31,1,10,BUF 21,41,15,Matt Breida right tackle for 8 yards (tackle by Jahleel Addae),,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
