Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Melvin Gordon,LAC,12,55,1,4,25,2.1,30,2.5,0,
Austin Ekeler,LAC,8,101,0,4,38,4.8,63,7.9,2,4.0
Tyrod Taylor,LAC,4,10,0,1,9,2.3,1,0.3,0,
Justin Jackson,LAC,3,25,0,2,18,6.0,7,2.3,0,
Derek Watt,LAC,2,4,1,2,1,0.5,3,1.5,0,
Philip Rivers,LAC,1,0,0,0,0,0.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Leonard Fournette,JAX,15,50,0,4,14,0.9,36,2.4,1,15.0
Gardner Minshew II,JAX,6,31,0,2,17,2.8,14,2.3,0,
Ryquell Armstead,JAX,2,7,0,,0,0.0,7,3.5,0,
