Quarter,Time,Down,ToGo,Location,LAC,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Chargers won the coin toss and deferred, Jaguars to receive the opening kickoff.",,
1,15:00,,,LAC 35,0,0,"Ty Long kicks off 61 yards, returned by Michael Walker for 21 yards (tackle by Derek Watt)",0.000,0.610
1,14:55,1,10,JAX 25,0,0,Leonard Fournette up the middle for no gain (tackle by Drue Tranquill),0.610,0.060
1,14:21,2,10,JAX 25,0,0,Gardner Minshew pass complete short left to Keelan Cole for 12 yards (tackle by Desmond King),0.060,1.400
1,13:54,1,10,JAX 37,0,0,Leonard Fournette up the middle for 6 yards (tackle by Drue Tranquill),1.400,1.670
1,13:15,2,4,JAX 43,0,0,Leonard Fournette up the middle for 3 yards (tackle by Drue Tranquill),1.670,1.360
1,12:38,3,1,JAX 46,0,0,Leonard Fournette up the middle for 3 yards (tackle by Kyzir White and Thomas Davis),1.360,2.190
1,11:57,1,10,JAX 49,0,0,Gardner Minshew up the middle for 1 yard (tackle by Melvin Ingram),2.190,1.780
1,11:15,2,9,JAX 50,0,0,Leonard Fournette up the middle for 11 yards (tackle by Drue Tranquill),1.780,2.980
1,10:35,1,10,LAC 39,0,0,Ryquell Armstead left end for 3 yards (tackle by Drue Tranquill),2.980,2.850
1,9:56,2,7,LAC 36,0,0,Leonard Fournette up the middle for 2 yards (tackle by Brandon Facyson and Kyzir White),2.850,2.410
1,9:15,3,5,LAC 34,0,0,Gardner Minshew pass complete deep right to DJ Chark for 22 yards (tackle by Desmond King),2.410,4.780
1,8:33,1,10,LAC 12,0,0,Leonard Fournette up the middle for 1 yard (tackle by Derwin James and Melvin Ingram),4.780,4.270
1,8:06,2,9,LAC 11,0,0,Gardner Minshew pass incomplete short left intended for Leonard Fournette,4.270,3.290
1,8:01,3,9,LAC 11,0,0,Gardner Minshew left end for 3 yards (tackle by Joey Bosa),3.290,2.960
1,7:27,4,6,LAC 8,0,3,Josh Lambo 26 yard field goal good,2.960,3.000
1,7:23,,,JAX 35,0,3,"Logan Cooke kicks off 62 yards, returned by Desmond King for 18 yards (tackle by Joe Giles-Harris)",0.000,0.340
1,7:15,1,10,LAC 21,0,3,Austin Ekeler right tackle for 27 yards (tackle by Jarrod Wilson),0.340,2.130
1,6:39,1,10,LAC 48,0,3,Philip Rivers pass complete short right to Keenan Allen for 45 yards (tackle by Jarrod Wilson),2.130,5.600
1,5:56,1,7,JAX 7,0,3,"Philip Rivers pass incomplete short right intended for Keenan Allen. Penalty on A.J. Bouye: Defensive Pass Interference, 6 yards (no play)",5.600,6.970
1,5:50,1,1,JAX 1,6,3,"Melvin Gordon left end for 1 yard, touchdown",6.970,7.000
1,5:46,,,JAX 15,7,3,Michael Badgley kicks extra point good,0.000,0.000
1,5:46,,,LAC 35,7,3,"Ty Long kicks off 65 yards, touchback.",0.000,0.610
1,5:46,1,10,JAX 25,7,3,Leonard Fournette up the middle for 7 yards (tackle by Derwin James),0.610,1.010
1,5:08,2,3,JAX 32,7,3,Leonard Fournette right end for 2 yards (tackle by Brandon Mebane),1.010,0.560
1,4:22,3,1,JAX 34,7,3,Gardner Minshew pass incomplete short left intended for Chris Conley,0.560,-1.110
1,4:19,4,1,JAX 34,7,3,Logan Cooke punts 52 yards out of bounds,-1.110,0.280
1,4:10,1,10,LAC 14,7,3,Melvin Gordon right guard for 2 yards (tackle by Donald Payne and Abry Jones),-0.280,-0.510
1,3:38,2,8,LAC 16,7,3,Philip Rivers pass complete short middle to Melvin Gordon for 6 yards (tackle by Donald Payne),-0.510,-0.440
1,2:55,3,2,LAC 22,7,3,Philip Rivers pass complete short left to Austin Ekeler for 6 yards (tackle by Quincy Williams),-0.440,0.810
1,2:12,1,10,LAC 28,7,3,Philip Rivers pass incomplete deep left intended for Hunter Henry,0.810,0.260
1,2:05,2,10,LAC 28,7,3,Melvin Gordon up the middle for 17 yards (tackle by Andrew Wingard),0.260,1.930
1,1:27,1,10,LAC 45,7,3,"Melvin Gordon up the middle for -1 yards (tackle by Jarrod Wilson). Penalty on Keenan Allen: Illegal Block Above the Waist, 10 yards (no play)",1.930,1.270
1,1:03,1,20,LAC 35,7,3,Philip Rivers pass incomplete deep middle intended for Jalen Guyton (defended by Jarrod Wilson),1.270,0.030
