Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Keenan Allen,LAC,6,5,83,0,3,28,5.6,55,11.0,5.8,0,,0,0.0,0,118.7
Melvin Gordon,LAC,5,5,29,0,1,-13,-2.6,42,8.4,-2.6,1,5.0,0,0.0,0,90.8
Austin Ekeler,LAC,5,4,112,1,3,2,0.5,110,27.5,-0.4,0,,1,20.0,0,158.3
Hunter Henry,LAC,4,2,39,1,1,26,13.0,13,6.5,18.3,0,,1,25.0,0,124.0
Mike Williams,LAC,3,2,63,1,2,55,27.5,8,4.0,23.7,0,,0,0.0,0,149.3
Virgil Green,LAC,1,1,14,1,1,13,13.0,1,1.0,13.0,0,,0,0.0,0,158.3
Jalen Guyton,LAC,2,0,0,0,,0,,0,,37.5,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
DJ Chark,JAX,10,9,75,0,3,57,6.3,18,2.0,6.9,1,9.0,0,0.0,0,97.9
Dede Westbrook,JAX,7,6,25,0,,9,1.5,16,2.7,4.6,0,,0,0.0,0,81.5
Nick O'Leary,JAX,5,4,30,1,1,24,6.0,6,1.5,5.6,0,,0,0.0,0,131.2
Leonard Fournette,JAX,6,3,13,0,0,-5,-1.7,18,6.0,-1.7,0,,1,16.7,0,56.2
Keelan Cole,JAX,3,1,12,0,1,3,3.0,9,9.0,10.3,0,,0,0.0,0,46.5
Chris Conley,JAX,3,1,7,0,,7,7.0,0,0.0,16.0,0,,0,0.0,0,42.4
Michael Walker,JAX,1,1,9,0,1,6,6.0,3,3.0,6.0,0,,0,0.0,0,104.2
Ryquell Armstead,JAX,2,0,0,0,,0,,0,,2.5,0,,0,0.0,0,39.6
