Quarter,Time,Down,ToGo,Location,STL,GNB,Detail,EPB,EPA
2,9:56,2,8,STL 45,0,14,Todd Gurley middle for 7 yards (tackle by Mike Daniels),1.520,1.750
2,9:19,3,1,GNB 48,0,14,Nick Foles middle for 2 yards (tackle by Clay Matthews),1.750,2.520
2,8:42,1,10,GNB 46,0,14,Todd Gurley left end for 3 yards (tackle by Jayrone Elliott),2.520,2.380
2,8:03,2,7,GNB 43,0,14,"Nick Foles pass incomplete deep middle intended for Jared Cook. Penalty on Ha Ha Clinton-Dix: Defensive Pass Interference, 32 yards (no play)",2.380,4.840
2,7:57,1,10,GNB 11,0,14,Todd Gurley left guard for 6 yards (tackle by Micah Hyde),4.840,5.280
2,7:16,2,4,GNB 5,6,14,"Nick Foles pass complete short middle to Tavon Austin for 5 yards, touchdown",5.280,7.000
2,7:16,,,GNB 5,7,14,Greg Zuerlein kicks extra point good,0.000,0.000
2,7:16,,,STL 35,7,14,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,7:12,1,10,GNB 20,7,14,Aaron Rodgers for 5 yards (tackle by Robert Quinn),0.280,0.410
2,6:45,2,5,GNB 25,7,14,Aaron Rodgers pass incomplete deep left intended for Randall Cobb,0.410,0.410
2,6:40,2,5,GNB 25,7,14,Timeout #1 by Green Bay Packers,0.410,-0.300
2,6:40,3,5,GNB 25,7,14,Aaron Rodgers pass complete short middle to Ty Montgomery for 11 yards (tackle by Trumaine Johnson),-0.300,1.330
2,6:13,1,10,GNB 36,7,14,Aaron Rodgers pass complete short middle to James Starks for 7 yards (tackle by Nick Fairley),1.330,1.740
2,5:40,2,3,GNB 43,7,14,Aaron Rodgers middle for 5 yards (tackle by Eugene Sims),1.740,2.130
2,4:57,1,10,GNB 48,7,14,Eddie Lacy left end for 2 yards (tackle by Lamarcus Joyner),2.130,1.850
2,4:22,2,8,,7,14,Aaron Rodgers pass complete short right to Randall Cobb for 10 yards (tackle by Lamarcus Joyner),1.850,2.920
2,4:10,1,10,STL 40,7,14,Aaron Rodgers pass incomplete short right intended for James Jones is intercepted by Trumaine Johnson at STL-38 and returned for 29 yards,2.920,-3.380
2,4:03,1,10,GNB 33,7,14,Todd Gurley middle for 2 yards (tackle by Mike Neal),3.380,3.110
2,3:28,2,8,GNB 31,7,14,Todd Gurley right guard for 3 yards (tackle by Mike Daniels),3.110,2.810
2,2:49,3,5,GNB 28,7,14,Nick Foles pass complete short right to Stedman Bailey for 5 yards (tackle by Casey Hayward),2.810,4.040
,,,,,,,"GNB challenged the first down ruling, and the play was upheld.",,
2,2:09,1,10,GNB 23,7,14,Todd Gurley left end for 4 yards (tackle by Jayrone Elliott),4.040,4.050
2,2:00,2,6,GNB 19,7,14,"Penalty on Jamon Brown: False Start, 5 yards (no play)",4.050,3.360
2,2:00,2,11,GNB 24,7,14,Nick Foles pass complete short right to Stedman Bailey for no gain,3.360,3.360
2,1:50,2,11,GNB 24,7,14,Timeout #2 by Los Angeles Rams,3.360,2.680
2,1:50,3,11,GNB 24,7,14,Nick Foles pass incomplete deep left intended for Brian Quick (defended by Sam Shields),2.680,1.870
2,1:44,4,11,GNB 24,10,14,Greg Zuerlein 42 yard field goal good,1.870,3.000
2,1:44,,,STL 35,10,14,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,1:40,1,10,GNB 20,10,14,"Penalty on Aaron Rodgers: Delay of Game, 5 yards (no play)",0.280,-0.310
2,1:40,1,15,GNB 15,10,14,"Aaron Rodgers pass complete short right to Ty Montgomery for 5 yards (tackle by Trumaine Johnson). Penalty on Akeem Ayers: Defensive Holding, 5 yards (no play)",-0.310,0.280
2,1:32,1,10,GNB 20,10,14,Aaron Rodgers pass complete short left to Randall Cobb for 7 yards (tackle by Lamarcus Joyner),0.280,0.680
2,1:28,2,3,GNB 27,10,14,Aaron Rodgers pass complete short middle to Richard Rodgers for 12 yards (tackle by T.J. McDonald),0.680,1.530
2,1:10,1,10,GNB 39,10,14,Aaron Rodgers right end for 3 yards (tackle by Aaron Donald),1.530,1.390
2,0:48,2,7,GNB 42,10,14,Aaron Rodgers pass incomplete short right intended for James Starks,1.390,0.700
2,0:44,3,7,GNB 42,10,14,James Starks right end for 3 yards (tackle by Robert Quinn and James Laurinaitis),0.700,-0.390
Quarter,Time,Down,ToGo,Location,STL,GNB,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,10,14,"Greg Zuerlein kicks off 65 yards, touchback. Penalty on Daren Bates: Defensive Offside, 5 yards",0.000,0.610
3,14:58,1,10,GNB 25,10,14,Aaron Rodgers pass complete short right to Richard Rodgers for 5 yards (tackle by Michael Brockers and Lamarcus Joyner),0.610,0.740
3,14:19,2,5,GNB 30,10,14,Aaron Rodgers right end for 5 yards (tackle by Trumaine Johnson),0.740,1.270
3,13:29,1,10,GNB 35,10,14,Eddie Lacy right tackle for no gain (tackle by James Laurinaitis),1.270,0.720
3,12:52,2,10,GNB 35,10,20,"Aaron Rodgers pass complete deep middle to James Jones for 65 yards, touchdown",0.720,7.000
,,,,,,,"GNB challenged the runner broke the plane ruling, and the original play was overturned.",,
3,12:52,,,STL 35,10,21,Mason Crosby kicks extra point good,0.000,0.000
3,12:52,,,GNB 35,10,21,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
3,12:41,1,10,STL 20,10,21,Nick Foles pass complete short right to Lance Kendricks for 12 yards (tackle by Nate Palmer),0.280,1.070
3,12:01,1,10,STL 32,10,21,Todd Gurley left end for 3 yards (tackle by Ha Ha Clinton-Dix),1.070,0.930
3,11:21,2,7,STL 35,10,21,Nick Foles pass complete short right to Lance Kendricks for 4 yards (tackle by Clay Matthews and Nate Palmer),0.930,0.760
3,10:38,3,3,STL 39,10,21,Nick Foles pass incomplete short right intended for Jared Cook,0.760,-0.780
3,10:32,4,3,STL 39,10,21,"Johnny Hekker punts 51 yards, returned by Micah Hyde for no gain",-0.780,0.380
3,10:24,1,10,GNB 10,10,21,"Aaron Rodgers pass complete short left to James Starks for 10 yards (tackle by James Laurinaitis). Penalty on Richard Rodgers: Illegal Block Above the Waist, 5 yards (no play)",-0.380,-0.570
3,9:56,1,15,GNB 5,10,21,Aaron Rodgers pass complete short right to Randall Cobb for 6 yards (tackle by Trumaine Johnson),-0.570,-0.710
3,9:24,2,9,GNB 11,10,21,James Starks right tackle for 5 yards (tackle by James Laurinaitis),-0.710,-0.720
3,8:42,3,4,GNB 16,10,21,Aaron Rodgers pass incomplete short right intended for James Starks,-0.720,-2.390
3,8:36,4,4,GNB 16,10,21,"Tim Masthay punts 47 yards, returned by Tavon Austin for -2 yards (tackle by Damarious Randall)",-2.390,-1.270
3,8:26,1,10,STL 35,10,21,Todd Gurley left end for 4 yards (tackle by Quinten Rollins),1.270,1.260
3,7:49,2,6,STL 39,10,21,Todd Gurley left tackle for 4 yards (tackle by Nate Palmer),1.260,1.090
3,7:07,3,2,STL 43,10,21,Tavon Austin left end for no gain (tackle by Quinten Rollins),1.090,-0.520
3,6:33,4,2,STL 43,10,21,Johnny Hekker pass complete deep middle to Cody Davis for 20 yards (tackle by Chris Banjo),-0.520,3.120
3,5:46,1,10,GNB 37,10,21,Todd Gurley left end for 5 yards (tackle by Mike Daniels),3.120,3.250
3,5:07,2,5,GNB 32,10,21,Todd Gurley middle for no gain (tackle by Letroy Guion),3.250,2.540
3,4:26,3,5,GNB 32,10,21,Nick Foles pass incomplete,2.540,1.260
3,4:19,4,5,GNB 32,10,21,"Greg Zuerlein 50 yard field goal no good, blocked by Datone Jones",1.260,-1.600
3,4:15,1,10,GNB 40,10,21,Eddie Lacy middle for 3 yards (tackle by Aaron Donald),1.600,1.460
3,3:45,2,7,GNB 43,10,21,Aaron Rodgers pass incomplete short middle intended for John Kuhn (defended by Nick Fairley),1.460,0.760
3,3:42,3,7,GNB 43,10,21,"Aaron Rodgers sacked by Robert Quinn for -8 yards. Aaron Rodgers fumbles (forced by Robert Quinn), recovered by Lamarcus Joyner at GNB-41 (tackle by Randall Cobb)",0.760,-2.850
3,3:35,1,10,GNB 41,10,21,Todd Gurley left tackle for 5 yards (tackle by Julius Peppers),2.850,2.980
3,3:02,2,5,GNB 36,10,21,Todd Gurley right end for 7 yards (tackle by Damarious Randall),2.980,3.640
3,2:28,1,10,GNB 29,10,21,Todd Gurley left end for -3 yards (tackle by Mike Neal),3.640,2.700
3,1:47,2,13,GNB 32,10,21,"Nick Foles sacked by Julius Peppers for -6 yards. Nick Foles fumbles (forced by Julius Peppers), recovered by Tre Mason at GNB-39 and returned for 4 yards",2.700,2.700
3,0:57,2,13,GNB 32,10,21,Timeout #1 by Los Angeles Rams,2.700,1.620
3,0:57,3,16,GNB 35,10,21,Nick Foles pass incomplete short right intended for Stedman Bailey,1.620,0.970
3,0:52,4,16,GNB 35,10,21,Greg Zuerlein 53 yard field goal no good,0.970,-1.800
3,0:48,1,10,GNB 43,10,21,Eddie Lacy right guard for 8 yards (tackle by Robert Quinn),1.800,2.330
3,0:09,2,2,STL 49,10,21,"Penalty on Bryan Bulaga: False Start, 5 yards (no play)",2.330,1.660
Quarter,Time,Down,ToGo,Location,STL,GNB,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,GNB 46,10,21,Aaron Rodgers pass complete short right to James Jones for 12 yards (tackle by Trumaine Johnson),1.660,2.790
4,14:21,1,10,STL 42,10,21,Eddie Lacy middle for 4 yards (tackle by James Laurinaitis and Aaron Donald),2.790,2.780
4,13:52,2,6,STL 38,10,21,Aaron Rodgers pass complete short middle to Eddie Lacy for 8 yards (tackle by Lamarcus Joyner),2.780,3.580
4,13:16,1,10,STL 30,10,21,Aaron Rodgers pass incomplete short middle intended for Richard Rodgers,3.580,3.030
4,13:11,2,10,STL 30,10,21,Aaron Rodgers pass complete short middle to Richard Rodgers for 4 yards (tackle by Lamarcus Joyner),3.030,2.870
4,12:29,3,6,STL 26,10,21,Aaron Rodgers sacked by Michael Brockers for -3 yards,2.870,1.500
4,11:50,4,9,STL 29,10,21,"Mason Crosby 47 yard field goal good. Penalty on Richard Rodgers: Illegal Use of Hands, 10 yards (no play)",1.500,0.660
4,11:38,4,19,STL 39,10,21,"Tim Masthay punts 39 yards, touchback",0.660,-0.280
4,11:38,1,10,STL 20,10,21,Todd Gurley right tackle for 55 yards (tackle by Damarious Randall),0.280,3.910
4,11:05,1,10,GNB 25,10,21,Tavon Austin right end for 15 yards (tackle by Micah Hyde),3.910,4.910
4,10:21,1,10,GNB 10,10,21,Tre Mason middle for 2 yards (tackle by Mike Daniels),4.910,4.570
4,9:42,2,8,GNB 8,10,21,Todd Gurley right end for 1 yard (tackle by Ha Ha Clinton-Dix),4.570,3.810
4,9:09,3,7,GNB 7,10,21,Nick Foles pass incomplete short middle intended for Lance Kendricks is intercepted by Ha Ha Clinton-Dix at GNB--5,3.810,-0.280
4,9:03,1,10,GNB 20,10,21,Aaron Rodgers pass complete short right to James Starks for 3 yards (tackle by James Laurinaitis and Mark Barron),0.280,0.140
4,8:32,2,7,GNB 23,10,21,James Starks left end for 1 yard (tackle by James Laurinaitis and Mark Barron),0.140,-0.430
4,7:50,3,6,GNB 24,10,21,Aaron Rodgers pass incomplete short middle intended for James Starks (defended by Mark Barron),-0.430,-1.770
4,7:42,4,6,GNB 24,10,21,"Tim Masthay punts 52 yards, returned by Tavon Austin for 6 yards (tackle by Joe Thomas)",-1.770,-0.940
4,7:32,1,10,STL 30,10,21,Todd Gurley middle for no gain (tackle by Mike Pennel),0.940,0.390
4,6:49,2,10,STL 30,10,21,Todd Gurley left tackle for 11 yards (tackle by Ha Ha Clinton-Dix),0.390,1.660
4,6:12,1,10,STL 41,10,21,Todd Gurley left end for 3 yards (tackle by Letroy Guion),1.660,1.530
4,5:32,2,7,STL 44,10,21,Nick Foles pass incomplete short left intended for Brian Quick (defended by Sam Shields),1.530,0.830
4,5:26,3,7,STL 44,10,21,Nick Foles pass complete short right to Jared Cook for 8 yards (tackle by Micah Hyde),0.830,2.390
4,4:47,1,10,GNB 48,10,21,Nick Foles pass incomplete deep right intended for Jared Cook,2.390,1.850
4,4:40,2,10,GNB 48,10,21,Nick Foles sacked by Clay Matthews for -8 yards,1.850,0.100
4,3:58,3,18,STL 44,10,21,Nick Foles pass complete short middle to Benny Cunningham for 11 yards (tackle by Damarious Randall),0.100,0.270
4,3:28,4,7,GNB 45,10,21,Greg Zuerlein 63 yard field goal no good,0.270,-2.460
4,3:23,1,10,STL 47,10,21,Eddie Lacy middle for 3 yards (tackle by T.J. McDonald),2.460,2.460
4,3:18,1,10,STL 47,10,21,Timeout #2 by Los Angeles Rams,2.460,2.320
4,3:18,2,7,STL 44,10,21,Eddie Lacy left tackle for no gain (tackle by William Hayes),2.320,2.320
4,3:13,2,7,STL 44,10,21,Timeout #3 by Los Angeles Rams,2.320,1.620
4,3:13,3,7,STL 44,10,21,Aaron Rodgers pass complete short middle to Richard Rodgers for 18 yards (tackle by Rodney McLeod),1.620,3.840
4,3:13,1,10,STL 26,10,21,"Penalty on GNB: Offensive 12 On-field, 5 yards (no play)",3.840,3.510
4,2:38,1,15,STL 31,10,21,John Kuhn right guard for 3 yards (tackle by Daren Bates),3.510,3.030
4,2:00,2,12,STL 28,10,21,Eddie Lacy left end for no gain (tackle by Robert Quinn and Michael Brockers),3.030,2.350
4,1:15,3,12,STL 28,10,21,Aaron Rodgers pass complete short right to Ty Montgomery for 11 yards (tackle by Rodney McLeod),2.350,2.350
4,1:07,3,12,STL 28,10,21,Timeout #1 by Green Bay Packers,2.350,2.460
4,1:07,4,1,STL 17,10,24,Mason Crosby 35 yard field goal good,2.460,3.000
4,1:07,,,GNB 35,10,24,"Mason Crosby kicks off 65 yards, touchback",0.000,-0.280
4,1:03,1,10,STL 20,10,24,"Penalty on GNB: Defensive 12 On-field, 5 yards (no play)",0.280,1.010
4,1:03,1,5,STL 25,10,24,Nick Foles pass complete deep left to Stedman Bailey for 68 yards (tackle by Ha Ha Clinton-Dix),1.010,5.600
4,0:34,1,7,GNB 7,10,24,Nick Foles spiked the ball,5.600,4.760
4,0:33,2,7,GNB 7,10,24,Nick Foles pass incomplete short middle intended for Tavon Austin,4.760,3.810
4,0:28,3,7,GNB 7,10,24,Nick Foles pass incomplete short right intended for Tavon Austin is intercepted by Quinten Rollins at GNB-4 and returned for 3 yards,3.810,0.380
4,0:23,1,10,GNB 7,10,24,Aaron Rodgers kneels for -2 yards,-0.380,-0.930
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
