#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,STL 20,3,1:03,2,Punt
2,1,12:09,STL 25,10,5:21,30,Punt
3,1,4:07,STL 43,3,0:48,2,Interception
4,1,1:36,STL 41,3,0:43,1,Interception
5,1,0:53,STL 20,3,1:36,-2,Punt
6,2,12:22,STL 20,9,5:10,80,Touchdown
7,2,4:03,GNB 33,7,2:23,9,Field Goal
8,3,12:41,STL 20,4,2:17,19,Punt
9,3,8:26,STL 35,8,4:11,33,Missed FG
10,3,3:35,GNB 41,6,2:47,6,Missed FG
11,4,11:38,STL 20,5,2:35,73,Interception
12,4,7:32,STL 30,9,4:09,25,Missed FG
13,4,1:03,STL 20,4,0:40,73,Interception
