Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
1,9:46,2,3,SFO 49,0,7,"Kevin Smith left end for 1 yard (tackle by Dashon Goldson). Penalty on Jeff Backus: Offensive Holding, 10 yards (no play)",2.260,0.910
1,9:26,2,13,DET 41,0,7,"Matthew Stafford pass incomplete short right intended for Titus Young (defended by Chris Culliver). Penalty on Chris Culliver: Defensive Pass Interference, 33 yards (no play)",0.910,3.840
1,9:20,1,10,SFO 26,0,7,Matthew Stafford pass incomplete deep left intended for Tony Scheffler (defended by Carlos Rogers),3.840,3.300
1,9:15,2,10,SFO 26,0,7,Nate Burleson right end for 2 yards (tackle by Chris Culliver),3.300,2.870
1,8:32,3,8,SFO 24,0,7,Matthew Stafford pass complete short right to Brandon Pettigrew for 4 yards (tackle by Donte Whitner),2.870,2.200
1,7:51,4,4,SFO 20,3,7,Jason Hanson 38 yard field goal good,2.200,3.000
1,7:47,,,DET 35,3,7,"Jason Hanson kicks off 66 yards, returned by Kendall Hunter for 26 yards (tackle by Tahir Whitehead). Kendall Hunter fumbles (forced by Tahir Whitehead), recovered by Kassim Osgood at SFO-25 (tackle by Will Tukuafu)",0.000,-3.910
1,7:37,1,10,SFO 25,3,7,Joique Bell for 2 yards (tackle by Patrick Willis),3.910,3.630
1,6:56,2,8,SFO 23,3,7,Matthew Stafford pass incomplete short right intended for Nate Burleson,3.630,2.940
1,6:51,3,8,SFO 23,3,7,Matthew Stafford pass incomplete short middle intended for Titus Young (defended by Ahmad Brooks),2.940,1.930
1,6:47,4,8,SFO 23,6,7,Jason Hanson 41 yard field goal good,1.930,3.000
1,6:43,,,DET 35,6,7,"Jason Hanson kicks off 65 yards, returned by Kendall Hunter for 18 yards (tackle by Doug Hogue). Penalty on Daniel Kilgore: Offensive Holding, 9 yards",0.000,-0.380
1,6:37,1,10,SFO 9,6,7,Frank Gore up the middle for 14 yards (tackle by Erik Coleman),-0.380,0.480
1,5:58,1,10,SFO 23,6,7,Frank Gore up the middle for 4 yards (tackle by Justin Durant),0.480,0.470
1,5:16,2,6,SFO 27,6,7,Frank Gore left end for 5 yards (tackle by Drayton Florence),0.470,0.430
1,4:46,3,1,SFO 32,6,7,Frank Gore left guard for no gain (tackle by Stephen Tulloch),0.430,-1.240
1,3:38,4,1,SFO 32,6,7,"Andy Lee punts 52 yards, returned by Stefan Logan for 10 yards (tackle by Bruce Miller). Penalty on Tahir Whitehead: Illegal Block Above the Waist, 10 yards",-1.240,0.140
1,3:24,1,10,DET 16,6,7,Matthew Stafford pass incomplete deep right intended for Nate Burleson,-0.140,-0.660
1,3:17,2,10,DET 16,6,7,Joique Bell up the middle for 4 yards (tackle by Dashon Goldson),-0.660,-0.820
1,2:33,3,6,DET 20,6,7,Matthew Stafford pass incomplete deep middle intended for Titus Young is intercepted by Dashon Goldson at DET-43 and returned for 20 yards (tackle by Jeff Backus),-0.820,-4.040
1,2:21,1,10,DET 23,6,7,Frank Gore up the middle for 3 yards (tackle by John Wendling),4.040,3.900
1,1:36,2,7,DET 20,6,7,Frank Gore up the middle for 3 yards (tackle by Ndamukong Suh),3.900,0.000
1,0:53,,,,6,7,Timeout #1 by San Francisco 49ers,0.000,3.660
1,0:53,3,4,DET 17,6,7,"Alex Smith pass incomplete short left intended for Kyle Williams. Alex Smith fumbles, recovered by Alex Smith at DET-34",3.660,2.390
1,0:47,4,4,DET 17,6,7,"David Akers 35 yard field goal good. Penalty on Drayton Florence: Running Into the Kicker, 5 yards (no play)",2.390,4.780
1,0:42,1,10,DET 12,6,7,Frank Gore up the middle for 4 yards (tackle by DeAndre Levy),4.780,4.830
1,0:00,2,6,DET 8,6,7,"Alex Smith pass incomplete short right intended for Randy Moss. Penalty on Jacob Lacey: Defensive Pass Interference, 7 yards (no play)",4.830,6.970
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,1,DET 1,6,13,"Frank Gore left guard for 1 yard, touchdown",6.970,7.000
2,15:00,,,DET 2,6,14,David Akers kicks extra point good,0.000,0.000
2,14:57,,,SFO 35,6,14,"David Akers kicks off 73 yards, touchback",0.000,0.280
2,14:57,1,10,DET 20,6,14,Joique Bell left guard for 3 yards (tackle by Dashon Goldson),0.280,0.140
2,14:22,2,7,DET 23,6,14,Matthew Stafford pass complete short left to Joique Bell for 9 yards (tackle by Tarell Brown),0.140,1.070
2,13:57,1,10,DET 32,6,14,Joique Bell left end for 1 yard (tackle by Aldon Smith),1.070,0.660
2,13:15,2,9,DET 33,6,14,Matthew Stafford pass complete short middle to Calvin Johnson for 4 yards (tackle by Patrick Willis),0.660,0.500
2,12:29,3,5,DET 37,6,14,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Chris Culliver),0.500,-0.910
2,12:24,4,5,DET 37,6,14,"Ben Graham punts 46 yards, returned by Kyle Williams for 8 yards (tackle by DeAndre Levy)",-0.910,-0.610
2,12:14,1,10,SFO 25,6,14,Alex Smith pass complete short right to Delanie Walker for 7 yards (tackle by DeAndre Levy),0.610,1.010
2,11:36,2,3,SFO 32,6,14,Alex Smith pass complete short left to Mario Manningham for 10 yards (tackle by DeAndre Levy),1.010,1.730
2,11:07,1,10,SFO 42,6,14,Alex Smith pass complete short right to Randy Moss for 14 yards (tackle by Justin Durant),1.730,2.650
2,10:41,1,10,DET 44,6,14,"Penalty on Ndamukong Suh: Encroachment, 5 yards (no play)",2.650,3.380
2,10:04,1,5,DET 39,6,14,Alex Smith sacked by Ndamukong Suh for -12 yards,3.380,0.000
2,9:24,,,,6,14,Timeout #2 by San Francisco 49ers,0.000,1.170
2,9:24,2,17,SFO 49,6,14,Frank Gore up the middle for 12 yards (tackle by John Wendling),1.170,2.080
2,8:41,3,5,DET 39,6,14,Alex Smith pass incomplete short middle intended for Michael Crabtree,2.080,0.660
2,8:36,4,5,DET 39,6,14,"Andy Lee punts 25 yards, fair catch by Stefan Logan",0.660,0.280
2,8:30,1,10,DET 14,6,14,Kevin Smith left guard for 6 yards (tackle by Patrick Willis),-0.280,0.150
2,7:52,2,4,DET 20,6,14,Kevin Smith left guard for 5 yards (tackle by Ray McDonald),0.150,0.610
2,7:11,1,10,DET 25,6,14,Matthew Stafford pass complete short left to Nate Burleson for 11 yards (tackle by Patrick Willis),0.610,1.330
2,6:40,1,10,DET 36,6,14,Kevin Smith left end for 2 yards (tackle by Justin Smith),1.330,1.060
2,6:01,2,8,DET 38,6,14,Kevin Smith right guard for 2 yards (tackle by Patrick Willis),1.060,0.630
2,5:17,3,6,DET 40,6,14,Matthew Stafford pass complete deep left to Calvin Johnson for 24 yards (tackle by Donte Whitner),0.630,3.180
2,4:38,1,10,SFO 36,6,14,Kevin Smith up the middle for 3 yards (tackle by Justin Smith),3.180,3.040
2,3:54,2,7,SFO 33,6,14,"Matthew Stafford pass incomplete deep middle intended for Titus Young. Penalty on Carlos Rogers: Defensive Holding, 5 yards (no play)",3.040,3.710
2,3:48,1,10,SFO 28,6,14,Kevin Smith right guard for 7 yards (tackle by Navorro Bowman),3.710,4.110
2,3:08,2,3,SFO 21,6,14,Matthew Stafford pass incomplete short left intended for Calvin Johnson (defended by Navorro Bowman),4.110,3.400
2,3:02,3,3,SFO 21,6,14,Matthew Stafford pass incomplete short left intended for Calvin Johnson,3.400,2.160
2,2:58,4,3,SFO 21,6,14,Jason Hanson 40 yard field goal no good,2.160,-0.940
2,2:53,1,10,SFO 30,6,14,Alex Smith pass incomplete deep left intended for Vernon Davis (defended by Drayton Florence),0.940,0.390
2,2:45,2,10,SFO 30,6,14,Frank Gore up the middle for 16 yards (tackle by Erik Coleman),0.390,1.990
2,2:10,1,10,SFO 46,6,14,Alex Smith pass incomplete short middle intended for Kendall Hunter (defended by Stephen Tulloch),1.990,1.450
2,2:05,2,10,SFO 46,6,14,Kendall Hunter left tackle for no gain (tackle by DeAndre Levy),1.450,0.760
2,1:59,3,10,SFO 46,6,14,Alex Smith pass complete short right to Vernon Davis for 12 yards (tackle by Jacob Lacey),0.760,2.790
2,1:33,1,10,DET 42,6,14,Alex Smith pass incomplete short right intended for Frank Gore,2.790,2.240
2,1:29,2,10,DET 42,6,14,Alex Smith pass incomplete short middle intended for Kyle Williams (defended by Stephen Tulloch),2.240,1.550
2,1:25,3,10,DET 42,6,14,Alex Smith pass complete short middle to Frank Gore for 1 yard (tackle by DeAndre Levy),1.550,0.000
2,1:12,,,,6,14,Timeout #2 by Detroit Lions,0.000,0.530
2,1:12,4,9,DET 41,6,14,"Andy Lee punts 32 yards, fair catch by Stefan Logan",0.530,0.380
2,1:05,1,10,DET 9,6,14,Kevin Smith right guard for 1 yard (tackle by Navorro Bowman),-0.380,-0.710
2,0:24,2,9,DET 10,6,14,Matthew Stafford kneels for -1 yards,-0.710,-1.420
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,DET 35,6,14,"Jason Hanson kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,SFO 20,6,14,"Alex Smith sacked by Kyle Vanden Bosch for -3 yards. Penalty on Kyle Vanden Bosch: Face Mask (15 Yards), 15 yards",0.280,1.070
3,14:33,1,10,SFO 32,6,14,Frank Gore left tackle for 2 yards (tackle by Stephen Tulloch),1.070,0.800
3,13:53,2,8,SFO 34,6,14,Alex Smith pass complete short left to Mario Manningham for 13 yards (tackle by John Wendling),0.800,2.060
3,13:28,1,10,SFO 47,6,14,Frank Gore up the middle for 11 yards (tackle by Erik Coleman),2.060,2.790
3,12:43,1,10,DET 42,6,14,Alex Smith pass complete short right to Mario Manningham for 5 yards (tackle by Justin Durant and Jacob Lacey),2.790,2.920
3,12:04,2,5,DET 37,6,14,Kendall Hunter left end for 13 yards (tackle by John Wendling),2.920,3.970
3,11:38,1,10,DET 24,6,14,Alex Smith sacked by Ndamukong Suh and Corey Williams for -10 yards,3.970,2.080
3,11:01,2,20,DET 34,6,14,Alex Smith pass complete short left to Vernon Davis for 13 yards (tackle by Stephen Tulloch),2.080,3.140
3,10:27,3,7,DET 21,6,14,Alex Smith pass complete short right to Michael Crabtree for 3 yards (tackle by Erik Coleman),3.140,2.320
3,9:46,4,4,DET 18,6,17,David Akers 36 yard field goal good,2.320,3.000
3,9:42,,,SFO 35,6,17,"David Akers kicks off 66 yards, returned by Stefan Logan for 40 yards (tackle by Chris Culliver)",0.000,1.530
3,9:36,1,10,DET 39,6,17,Kevin Smith left tackle for 4 yards (tackle by Navorro Bowman and Aldon Smith),1.530,1.530
3,8:56,2,6,DET 43,6,17,Matthew Stafford pass complete short left to Calvin Johnson for 5 yards (tackle by Carlos Rogers),1.530,1.490
3,8:15,3,1,DET 48,6,17,Matthew Stafford pass complete short left to Kevin Smith for 12 yards (tackle by Navorro Bowman),1.490,2.920
3,7:45,1,10,SFO 40,6,17,Kevin Smith right tackle for no gain (tackle by Justin Smith),2.920,2.370
3,7:02,2,10,SFO 40,6,17,Kevin Smith right tackle for 9 yards (tackle by Dashon Goldson),2.370,2.870
3,6:21,3,1,SFO 31,6,17,Joique Bell up the middle for 4 yards (tackle by Justin Smith),2.870,3.780
3,5:46,1,10,SFO 27,6,17,Matthew Stafford pass complete short left to Calvin Johnson for 5 yards (tackle by Tarell Brown),3.780,3.910
3,5:08,2,5,SFO 22,6,17,Joique Bell left end for no gain (tackle by Aldon Smith),3.910,3.200
3,4:25,3,5,SFO 22,6,17,Matthew Stafford pass complete short left to Calvin Johnson for no gain,3.200,2.040
3,3:44,4,5,SFO 22,9,17,Jason Hanson 40 yard field goal good,2.040,3.000
3,3:40,,,DET 35,9,17,"Jason Hanson kicks off 70 yards, returned by Kendall Hunter for 20 yards (tackle by Ronnell Lewis)",0.000,-0.220
3,3:30,1,10,SFO 15,9,17,Alex Smith pass complete short right to Kendall Hunter for 9 yards (tackle by Justin Durant),-0.220,0.620
3,2:49,2,1,SFO 24,9,17,Kendall Hunter left end for 3 yards (tackle by John Wendling),0.620,0.740
3,2:02,1,10,SFO 27,9,17,Frank Gore left tackle for 6 yards (tackle by DeAndre Levy),0.740,1.010
3,1:20,2,4,SFO 33,9,17,Alex Smith pass complete short right to Michael Crabtree for 13 yards (tackle by Jacob Lacey),1.010,1.990
3,0:40,1,10,SFO 46,9,17,Alex Smith pass complete short left to Kendall Hunter for 12 yards (tackle by Stephen Tulloch),1.990,2.790
3,0:07,1,10,DET 42,9,17,Frank Gore right tackle for 12 yards (tackle by John Wendling),2.790,3.580
Quarter,Time,Down,ToGo,Location,DET,SFO,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,DET 30,9,17,Alex Smith pass incomplete short right intended for Bruce Miller,3.580,3.030
4,14:56,2,10,DET 30,9,17,Alex Smith pass incomplete short right intended for Delanie Walker,3.030,2.340
4,14:51,3,10,DET 30,9,17,Alex Smith pass incomplete short middle intended for Mario Manningham,2.340,1.410
4,14:47,4,10,DET 30,9,20,David Akers 48 yard field goal good,1.410,3.000
4,14:42,,,SFO 35,9,20,"David Akers kicks off 65 yards, touchback",0.000,0.280
4,14:42,1,10,DET 20,9,20,Kevin Smith right tackle for 4 yards (tackle by Navorro Bowman),0.280,0.270
4,14:00,2,6,DET 24,9,20,Matthew Stafford pass complete deep middle to Calvin Johnson for 26 yards (tackle by Dashon Goldson),0.270,2.260
4,13:21,1,10,,9,20,Kevin Smith up the middle for 3 yards (tackle by Navorro Bowman and Patrick Willis),2.260,2.120
4,12:45,2,7,SFO 47,9,20,Matthew Stafford pass complete short middle to Tony Scheffler for 13 yards (tackle by Carlos Rogers and Dashon Goldson),2.120,3.310
4,12:02,1,10,SFO 34,9,20,Matthew Stafford up the middle for 11 yards (tackle by Patrick Willis),3.310,4.040
4,11:23,1,10,SFO 23,9,20,Kevin Smith left guard for 2 yards (tackle by Navorro Bowman),4.040,3.770
4,10:41,2,8,SFO 21,9,20,Matthew Stafford sacked by Ray McDonald for -9 yards,3.770,1.880
,,,,,,,"DET challenged the runner was down by contact ruling, and the original play was overturned.",,
4,10:22,3,17,SFO 30,9,20,"Penalty on Nate Burleson: False Start, 5 yards (no play)",1.880,1.220
4,10:02,3,22,SFO 35,9,20,Matthew Stafford pass complete short left to Kevin Smith for 5 yards (tackle by Perrish Cox),1.220,1.410
4,9:21,4,17,SFO 30,12,20,Jason Hanson 48 yard field goal good,1.410,3.000
4,9:16,,,DET 35,12,20,"Jason Hanson kicks off 65 yards, returned by Kendall Hunter for 21 yards (tackle by Doug Hogue)",0.000,0.340
4,9:10,1,10,SFO 21,12,20,Frank Gore left end for -1 yards (tackle by DeAndre Levy),0.340,-0.340
4,8:32,2,11,SFO 20,12,20,Alex Smith pass complete short right to Vernon Davis for 4 yards (tackle by Stephen Tulloch and Justin Durant),-0.340,-0.490
4,7:51,3,7,SFO 24,12,20,Alex Smith pass complete short right to Michael Crabtree for 7 yards (tackle by Erik Coleman),-0.490,1.000
4,7:30,1,10,SFO 31,12,20,Frank Gore left tackle for -4 yards (tackle by DeAndre Levy),1.000,-0.080
4,6:44,2,14,SFO 27,12,20,Alex Smith pass incomplete short left intended for Frank Gore,-0.080,-0.760
4,6:41,3,14,SFO 27,12,20,Alex Smith pass complete short middle to Michael Crabtree for 16 yards (tackle by Drayton Florence and John Wendling),-0.760,1.800
4,5:53,1,10,SFO 43,12,20,Alex Smith pass complete short right to Frank Gore for 15 yards (tackle by DeAndre Levy),1.800,2.790
4,5:06,1,10,DET 42,12,20,Kendall Hunter left guard for no gain (tackle by Amari Spievey),2.790,2.240
4,4:23,2,10,DET 42,12,20,"Alex Smith right end for 10 yards (tackle by John Wendling). Penalty on Delanie Walker: Offensive Holding, 10 yards",2.240,2.240
4,4:09,2,10,DET 42,12,20,Frank Gore up the middle for 1 yard (tackle by Justin Durant),2.240,1.680
4,3:33,3,9,DET 41,12,20,Alex Smith pass complete short right to Michael Crabtree for 11 yards (tackle by Justin Durant),1.680,0.000
4,3:23,,,,12,20,Timeout #1 by Detroit Lions,0.000,3.580
4,3:23,1,10,DET 30,12,20,Kendall Hunter left end for 7 yards (tackle by Ashlee Palmer),3.580,0.000
4,3:11,,,,12,20,Timeout #2 by Detroit Lions,0.000,3.980
4,3:11,2,3,DET 23,12,26,"Alex Smith pass complete short right to Vernon Davis for 23 yards, touchdown",3.980,7.000
4,3:11,,,DET 2,12,27,David Akers kicks extra point good,0.000,0.000
4,3:04,,,SFO 35,12,27,"David Akers kicks off 71 yards, touchback",0.000,0.280
4,3:04,1,10,DET 20,12,27,Matthew Stafford sacked by Aldon Smith for -7 yards,0.280,-1.280
4,2:38,2,17,DET 13,12,27,Matthew Stafford pass incomplete short middle intended for Kevin Smith,-1.280,-2.190
4,2:32,3,17,DET 13,12,27,Matthew Stafford pass complete short right to Joique Bell for 50 yards (tackle by Tarell Brown),-2.190,3.120
4,2:20,1,10,SFO 37,12,27,Matthew Stafford pass complete short right to Brandon Pettigrew for 5 yards (tackle by Patrick Willis),3.120,0.000
4,2:14,,,,12,27,Timeout #1 by San Francisco 49ers,0.000,3.250
4,2:14,2,5,SFO 32,12,27,"Matthew Stafford pass incomplete deep middle intended for Titus Young (defended by Dashon Goldson). Penalty on Titus Young: Offensive Pass Interference, 10 yards (no play)",3.250,1.900
4,2:06,2,15,SFO 42,12,27,Matthew Stafford pass complete short left to Titus Young for 11 yards (tackle by Dashon Goldson),1.900,2.680
4,1:58,3,4,SFO 31,12,27,Matthew Stafford pass incomplete short middle intended for Brandon Pettigrew (defended by Patrick Willis),2.680,1.370
4,1:54,4,4,SFO 31,12,27,Matthew Stafford pass complete short middle to Calvin Johnson for 22 yards (tackle by Chris Culliver),1.370,0.000
4,1:45,,,,12,27,Timeout #3 by Detroit Lions,0.000,0.000
4,1:45,,,,12,27,Timeout #2 by San Francisco 49ers,0.000,5.140
4,1:45,1,9,SFO 9,12,27,Matthew Stafford pass incomplete short right intended for Joique Bell,5.140,4.380
4,1:40,2,9,SFO 9,12,27,Matthew Stafford pass incomplete short middle intended for Tony Scheffler,4.380,3.360
4,1:35,3,9,SFO 9,18,27,"Matthew Stafford pass complete short middle to Brandon Pettigrew for 9 yards, touchdown",3.360,7.000
4,1:35,,,SFO 2,19,27,Jason Hanson kicks extra point good,0.000,0.000
4,1:29,,,DET 35,19,27,Jason Hanson kicks off 40 yards,0.000,0.610
4,1:28,1,10,SFO 25,19,27,Alex Smith kneels for -1 yards,0.610,-0.070
4,0:46,2,11,SFO 24,19,27,Alex Smith kneels for -1 yards,-0.070,-0.890
4,0:23,3,12,SFO 23,19,27,Alex Smith kneels for -1 yards,-0.890,-1.900
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
