Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
2,0:47,4,10,CIN 41,17,7,"Sam Martin punts 32 yards, fair catch by Trent Taylor at CIN-9",0.530,0.380
2,0:40,1,10,CIN 9,17,7,Joe Burrow pass complete short right to Samaje Perine for 11 yards (tackle by Jordan Phillips),-0.380,0.280
2,0:33,1,10,CIN 20,17,7,Joe Burrow pass complete short middle to Samaje Perine for 5 yards (tackle by Matt Milano and Dean Marlowe),0.280,0.410
2,0:26,,,,,,Timeout #2 by Cincinnati Bengals,,
2,0:26,2,5,CIN 25,17,7,Joe Burrow pass complete short left to Samaje Perine for 7 yards (tackle by Siran Neal and Jordan Poyer),0.410,1.070
2,0:20,,,,,,Timeout #3 by Cincinnati Bengals,,
2,0:20,1,10,CIN 32,17,7,Joe Burrow scrambles left guard for 21 yards (tackle by Siran Neal),1.070,2.460
2,0:03,1,10,BUF 47,17,7,Joe Burrow spiked the ball,2.460,1.910
2,0:02,2,10,BUF 47,17,7,Joe Burrow pass incomplete deep middle,1.910,1.220
Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,17,7,"Evan McPherson kicks off 61 yards, returned by Nyheim Hines for 24 yards (tackle by Jalen Davis)",0.000,0.810
3,14:54,1,10,BUF 28,17,7,Devin Singletary up the middle for 3 yards (tackle by B.J. Hill and Vonn Bell),0.810,0.670
3,14:18,2,7,BUF 31,17,7,Josh Allen pass complete short middle to Stefon Diggs for 8 yards (tackle by Germaine Pratt),0.670,1.530
3,13:48,1,10,BUF 39,17,7,Devin Singletary right tackle for 6 yards (tackle by Vonn Bell and B.J. Hill),1.530,1.800
3,13:13,2,4,BUF 45,17,7,Devin Singletary up the middle for 7 yards (tackle by Germaine Pratt),1.800,2.390
3,12:39,1,10,CIN 48,17,7,Josh Allen pass complete short right to Khalil Shakir for 17 yards (tackle by Cam Taylor-Britt),2.390,3.510
3,11:58,1,10,CIN 31,17,7,Josh Allen scrambles left tackle for 2 yards (tackle by Eli Apple),3.510,3.240
3,11:20,2,8,CIN 29,17,7,Josh Allen scrambles left tackle for 6 yards (tackle by Cam Taylor-Britt),3.240,3.340
3,10:34,3,2,CIN 23,17,7,Josh Allen left end for 3 yards (tackle by Jessie Bates),3.340,4.240
3,9:55,1,10,CIN 20,17,7,Josh Allen pass incomplete deep right intended for Stefon Diggs,4.240,3.690
3,9:50,2,10,CIN 20,17,7,Josh Allen pass complete short middle to Cole Beasley for 11 yards (tackle by Jessie Bates),3.690,5.140
3,9:10,1,9,CIN 9,17,7,James Cook left end for -2 yards (tackle by Mike Hilton and Eli Apple),5.140,4.020
3,8:29,2,11,CIN 11,17,7,Josh Allen pass complete short left to Nyheim Hines for 4 yards (tackle by Vonn Bell),4.020,3.810
3,7:50,3,7,CIN 7,17,7,Josh Allen pass incomplete short left intended for Dawson Knox,3.810,2.970
3,7:45,4,7,CIN 7,17,10,Tyler Bass 25 yard field goal good,2.970,3.000
3,7:42,,,BUF 35,17,10,"Tyler Bass kicks off 65 yards, touchback.",0.000,0.610
3,7:42,1,10,CIN 25,17,10,Joe Mixon right tackle for 4 yards (tackle by Tremaine Edmunds and Jordan Poyer),0.610,0.600
3,7:07,2,6,CIN 29,17,10,Joe Burrow scrambles left tackle for 9 yards (tackle by Gregory Rousseau),0.600,1.470
3,6:27,1,10,CIN 38,17,10,Joe Burrow pass complete short right to Ja'Marr Chase for 11 yards (tackle by Kaiir Elam),1.470,2.190
3,5:48,1,10,CIN 49,17,10,Joe Burrow pass complete short right to Tee Higgins for 11 yards (tackle by Tre'Davious White),2.190,2.920
3,5:27,1,10,BUF 40,17,10,Joe Burrow pass incomplete short right intended for Joe Mixon,2.920,2.370
3,5:23,2,10,BUF 40,17,10,Joe Burrow pass incomplete short right intended for Trenton Irwin,2.370,1.680
3,5:19,,,,,,Timeout #1 by Buffalo Bills,,
3,5:19,3,10,BUF 40,17,10,Joe Burrow pass complete short left to Hayden Hurst for 13 yards (tackle by Jaquan Johnson),1.680,3.780
3,4:39,1,10,BUF 27,17,10,Joe Mixon left end for 7 yards (tackle by Matt Milano),3.780,4.180
3,4:04,2,3,BUF 20,17,10,Joe Burrow up the middle for 2 yards (tackle by Tim Settle),4.180,3.840
3,2:59,3,1,BUF 18,17,10,Joe Mixon left end for 13 yards (tackle by Jordan Poyer),3.840,6.060
3,2:17,1,5,BUF 5,17,10,"Joe Burrow pass incomplete short left intended for Trenton Irwin. Penalty on Tre'Davious White: Defensive Pass Interference, 4 yards (accepted) (no play)",6.060,6.970
3,2:13,1,1,BUF 1,17,10,Joe Mixon up the middle for no gain (tackle by Jaquan Johnson and Taron Johnson),6.970,5.910
3,1:29,2,1,BUF 1,17,10,Penalty on BUF: Defensive Too Many Men on Field (accepted) (no play),5.910,5.910
3,1:29,2,1,BUF 1,17,10,Penalty on Jordan Phillips: Encroachment (accepted) (no play),5.910,5.910
3,1:18,2,1,BUF 1,23,10,"Joe Mixon left guard for no gain (tackle by Shaq Lawson and Matt Milano) CIN challenged the runner broke the plane ruling, and the original play was overturned. Joe Mixon left guard for 1 yard, touchdown",5.910,7.000
3,1:17,,,BUF 15,24,10,Evan McPherson kicks extra point good,0.000,0.000
3,1:17,,,CIN 35,24,10,"Evan McPherson kicks off 65 yards, returned by Nyheim Hines for 22 yards (tackle by Samaje Perine). Penalty on Quintin Morris: Offensive Holding, 10 yards (accepted)",0.000,-0.350
3,1:11,1,10,BUF 12,24,10,Josh Allen pass incomplete deep right intended for Stefon Diggs,-0.350,-0.780
3,1:06,2,10,BUF 12,24,10,Josh Allen pass complete short right to Isaiah McKenzie for 8 yards (tackle by Logan Wilson),-0.780,-0.480
3,0:17,3,2,BUF 20,24,10,Josh Allen pass incomplete deep left intended for Gabriel Davis (defended by Cam Taylor-Britt),-0.480,-2.030
3,0:11,4,2,BUF 20,24,10,Sam Martin punts 43 yards downed by Taiwan Jones,-2.030,-1.400
3,0:02,1,10,CIN 37,24,10,Joe Burrow pass complete short right to Joe Mixon for 13 yards (tackle by Jaquan Johnson),1.400,2.260
Quarter,Time,Down,ToGo,Location,CIN,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,BUF 50,24,10,Joe Mixon left end for 9 yards (tackle by Jaquan Johnson and Jordan Poyer),2.260,2.930
4,14:11,2,1,BUF 41,24,10,Joe Mixon right guard for 3 yards (tackle by Tremaine Edmunds),2.930,3.050
4,13:33,1,10,BUF 38,24,10,Joe Burrow pass complete short left to Ja'Marr Chase for 8 yards (tackle by Kaiir Elam),3.050,3.590
4,12:56,2,2,BUF 30,24,10,Joe Burrow pass incomplete short right intended for Tee Higgins (defended by Boogie Basham),3.590,2.870
4,12:54,3,2,BUF 30,24,10,"Joe Burrow pass incomplete deep left intended for Tee Higgins. Penalty on Tre'Davious White: Defensive Pass Interference, 26 yards (accepted) (no play)",2.870,6.280
4,12:48,1,4,BUF 4,24,10,Joe Burrow up the middle for no gain (tackle by Gregory Rousseau and Tremaine Edmunds),6.280,5.340
4,12:13,2,4,BUF 4,24,10,Joe Burrow pass incomplete short left intended for Hayden Hurst,5.340,4.490
4,12:09,3,4,BUF 4,24,10,Joe Mixon up the middle for 2 yards (tackle by Cameron Lewis),4.490,3.250
4,11:25,4,2,BUF 2,27,10,"Evan McPherson 20 yard field goal good. Penalty on Jaquan Johnson: Defensive Offside, 5 yards (declined)",3.250,3.000
4,11:22,,,CIN 35,27,10,"Evan McPherson kicks off 65 yards, touchback.",0.000,0.610
4,11:22,1,10,BUF 25,27,10,Josh Allen pass complete deep left to Dawson Knox for 32 yards (tackle by Eli Apple),0.610,2.720
4,10:53,1,10,CIN 43,27,10,Josh Allen pass incomplete deep right,2.720,2.180
4,10:47,2,10,CIN 43,27,10,Josh Allen pass complete short left to Cole Beasley for 11 yards (tackle by Mike Hilton),2.180,3.450
4,10:16,1,10,CIN 32,27,10,"Josh Allen sacked by Mike Hilton for no gain. Josh Allen fumbles (forced by Mike Hilton), recovered by Trey Hendrickson at CIN-32 (tackle by Mitch Morse and Spencer Brown) Replay Assistant challenged the fumble ruling, and the original play was overturned. Josh Allen pass incomplete short right intended for Stefon Diggs (defended by Mike Hilton)",3.450,2.900
4,10:12,2,10,CIN 32,27,10,Josh Allen scrambles right tackle for 6 yards (tackle by Logan Wilson),2.900,3.010
4,9:24,3,4,CIN 26,27,10,Josh Allen pass complete short middle to Dawson Knox for 6 yards (tackle by Logan Wilson),3.010,4.240
4,8:49,1,10,CIN 20,27,10,Josh Allen pass complete short left to Devin Singletary for no gain (tackle by Mike Hilton),4.240,3.690
4,8:15,2,10,CIN 20,27,10,Josh Allen pass incomplete short right intended for Stefon Diggs (defended by B.J. Hill),3.690,3.010
4,8:10,3,10,CIN 20,27,10,"Penalty on Spencer Brown: False Start, 5 yards (accepted) (no play)",3.010,2.340
4,8:10,3,15,CIN 25,27,10,Josh Allen pass complete short right to Devin Singletary for 9 yards (tackle by Akeem Davis-Gaither),2.340,2.400
4,7:32,4,6,CIN 16,27,10,Josh Allen pass incomplete deep right intended for Gabriel Davis (defended by Eli Apple),2.400,0.140
4,7:23,1,10,CIN 16,27,10,Samaje Perine left tackle for 2 yards (tackle by Tre'Davious White and Matt Milano),-0.140,-0.350
4,7:19,,,,,,Timeout #2 by Buffalo Bills,,
4,7:19,2,8,CIN 18,27,10,Samaje Perine right guard for 11 yards (tackle by Tim Settle and Jaquan Johnson),-0.350,0.870
4,7:08,,,,,,Timeout #3 by Buffalo Bills,,
4,7:08,1,10,CIN 29,27,10,Joe Mixon for 1 yard (tackle by Jaquan Johnson and Ed Oliver),0.870,0.460
4,6:23,2,9,CIN 30,27,10,Joe Mixon right guard for 7 yards (tackle by Jaquan Johnson),0.460,0.700
4,5:40,3,2,CIN 37,27,10,Joe Mixon left guard for 3 yards (tackle by Shaq Lawson),0.700,1.600
4,4:54,1,10,CIN 40,27,10,Samaje Perine right guard for 4 yards (tackle by Eli Ankou),1.600,1.590
4,4:09,2,6,CIN 44,27,10,Samaje Perine up the middle for 3 yards (tackle by Eli Ankou),1.590,1.290
4,3:22,3,3,CIN 47,27,10,Samaje Perine right guard for 2 yards (tackle by Taron Johnson and Kaiir Elam),1.290,-0.130
4,2:39,4,1,CIN 49,27,10,"Penalty on Cordell Volson: False Start, 4 yards (accepted) (no play)",-0.130,-0.390
4,2:39,4,5,CIN 45,27,10,Drue Chrisman punts 45 yards out of bounds,-0.390,0.380
4,2:32,1,10,BUF 10,27,10,Josh Allen pass complete short left to Devin Singletary for 8 yards (tackle by Eli Apple),-0.380,0.070
4,2:26,2,2,BUF 18,27,10,Josh Allen pass complete short left to Dawson Knox for 13 yards (tackle by Germaine Pratt and Logan Wilson),0.070,1.000
4,2:05,1,10,BUF 31,27,10,Josh Allen pass complete short right to Devin Singletary for 4 yards (tackle by Mike Hilton),1.000,1.000
4,1:59,2,6,BUF 35,27,10,Josh Allen pass incomplete short left intended for Dawson Knox (defended by Germaine Pratt),1.000,0.300
4,1:53,3,6,BUF 35,27,10,Devin Singletary right tackle for 6 yards (tackle by B.J. Hill and Logan Wilson),0.300,1.660
4,1:25,1,10,BUF 41,27,10,Josh Allen pass complete short middle to Devin Singletary for 16 yards (tackle by Cam Taylor-Britt),1.660,2.720
4,1:18,1,10,CIN 43,27,10,Josh Allen pass complete short right to Quintin Morris for 6 yards (tackle by Germaine Pratt),2.720,2.990
4,1:13,2,4,CIN 37,27,10,Josh Allen pass intended for Cole Beasley is intercepted by Cam Taylor-Britt at CIN-2 and returned for no gain,2.990,0.380
4,1:02,1,10,CIN 2,27,10,Joe Burrow kneels for -1 yards,-0.380,-0.850
4,0:38,2,11,CIN 1,27,10,Joe Burrow kneels for no gain,-0.850,-1.540
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
