Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Najee Harris,PIT,22,111,0,4,50,2.3,61,2.8,3,7.3
Jaylen Warren,PIT,12,76,0,4,48,4.0,28,2.3,0,
Kenny Pickett,PIT,5,2,0,3,1,0.2,1,0.2,0,
Gunner Olszewski,PIT,1,6,0,1,5,5.0,1,1.0,0,
Derek Watt,PIT,1,3,0,1,3,3.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
J.K. Dobbins,BAL,17,93,0,4,53,3.1,40,2.4,2,8.5
Tyler Huntley,BAL,7,24,0,2,21,3.0,3,0.4,0,
Gus Edwards,BAL,3,2,0,,2,0.7,0,0.0,0,
Andy Isabella,BAL,1,1,0,,1,1.0,0,0.0,0,
