Quarter,Time,Tm,Detail,PIT,BAL
1.0,7:01,Steelers,Chris Boswell 21 yard field goal,3,0
2.0,14:09,Ravens,Justin Tucker 30 yard field goal,3,3
,0:07,Ravens,Isaiah Likely 7 yard pass from Tyler Huntley (Justin Tucker kick),3,10
3.0,9:31,Ravens,Justin Tucker 51 yard field goal,3,13
,3:42,Steelers,Chris Boswell 51 yard field goal,6,13
4.0,9:44,Steelers,Chris Boswell 33 yard field goal,9,13
,0:56,Steelers,Najee Harris 10 yard pass from Kenny Pickett (Chris Boswell kick),16,13
