Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Alvin Kamara,NOR,30,146,0,7,76,2.5,70,2.3,4,7.5
Tony Jones,NOR,7,22,0,,16,2.3,6,0.9,0,
Taysom Hill,NOR,5,18,0,2,13,2.6,5,1.0,0,
Trevor Siemian,NOR,2,-1,0,0,-1,-0.5,0,0.0,0,
Deonte Harty,NOR,1,9,0,0,8,8.0,1,1.0,0,
Adam Prentice,NOR,1,1,0,1,0,0.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Mike Davis,ATL,6,30,0,1,20,3.3,10,1.7,1,6.0
Cordarrelle Patterson,ATL,4,11,0,1,7,1.8,4,1.0,0,
Qadree Ollison,ATL,1,19,1,1,9,9.0,10,10.0,1,1.0
Matt Ryan,ATL,1,2,0,0,2,2.0,0,0.0,0,
