Unnamed: 0_level_0,Unnamed: 1_level_0,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Terence Newman,DAL,0,0,,0,0,2,21,10.5,0,0
Tyson Thompson,DAL,2,43,21.5,0,0,0,0,,0,0
,,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Kick Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns,Punt Returns
Player,Tm,Rt,Yds,Y/Rt,TD,Lng,Ret,Yds,Y/R,TD,Lng
Bobby Wade,TEN,4,87,21.8,0,0,0,0,,0,0
Casey Cramer,TEN,1,6,6.0,0,0,0,0,,0,0
Adam Jones,TEN,1,5,5.0,0,0,0,0,,0,0
Bo Scaife,TEN,1,18,18.0,0,0,0,0,,0,0
