#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,10:27,WAS 20,5,1:51,1,Punt
2,1,6:01,WAS 22,11,4:08,45,Missed FG
3,2,14:05,WAS 10,2,0:59,-9,Fumble
4,2,13:02,WAS 19,4,1:48,6,Fumble
5,2,10:18,WAS 35,5,1:42,65,Touchdown
6,2,7:00,ATL 1,3,1:23,1,Touchdown
7,2,3:27,WAS 13,4,1:15,31,Punt
8,2,0:56,WAS 30,7,0:49,34,Field Goal
9,3,15:00,WAS 24,10,5:08,76,Touchdown
10,3,7:21,WAS 31,4,2:38,8,Punt
11,3,3:43,WAS 26,4,2:35,28,Punt
12,3,0:19,WAS 29,5,2:32,71,Touchdown
13,4,11:40,WAS 46,3,1:36,-6,Punt
14,4,8:03,WAS 23,3,2:13,5,Punt
15,4,4:32,WAS 6,5,2:02,24,Punt
16,4,2:22,ATL 39,3,2:03,7,Punt
