Quarter,Time,Down,ToGo,Location,TAM,DAL,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the opening kickoff.",,
1,15:00,,,TAM 30,0,0,"Matt Bryant kicks off 67 yards, returned by Miles Austin for 20 yards (tackle by Tanard Jackson)",0.000,0.480
1,14:55,1,10,DAL 23,0,0,Brad Johnson pass incomplete short middle intended for Marion Barber,0.480,-0.070
1,14:50,2,10,DAL 23,0,0,Marion Barber right tackle for 1 yard (tackle by Kevin Carter and Barrett Ruud),-0.070,-0.630
1,14:11,3,9,DAL 24,0,0,Brad Johnson pass incomplete,-0.630,-1.770
1,14:04,4,9,DAL 24,0,0,"Sam Paulescu punts 43 yards, returned by Clifton Smith for 20 yards (tackle by Sam Paulescu)",-1.770,-2.460
1,13:55,1,10,DAL 47,0,0,Jeff Garcia pass complete short left to Antonio Bryant for 8 yards (tackle by Anthony Henry),2.460,2.990
1,13:33,2,2,DAL 39,0,0,Jeff Garcia pass complete short right to Antonio Bryant for 12 yards (tackle by Zach Thomas),2.990,3.780
1,12:59,1,10,DAL 27,0,0,Earnest Graham right tackle for 4 yards (tackle by Jay Ratliff),3.780,3.770
1,12:21,2,6,DAL 23,0,0,Jeff Garcia pass complete short middle to Antonio Bryant for 5 yards (tackle by DeMarcus Ware),3.770,3.840
1,11:44,3,1,DAL 18,0,0,Earnest Graham right guard for no gain (tackle by Tank Johnson),3.840,2.400
1,11:02,4,1,DAL 18,3,0,Matt Bryant 36 yard field goal good,2.400,3.000
1,,,,TAM 30,3,0,"Matt Bryant kicks off 66 yards, returned by Isaiah Stanback for 17 yards (tackle by Quincy Black)",0.000,0.340
1,10:57,1,10,DAL 21,3,0,Brad Johnson pass incomplete short right intended for Patrick Crayton,0.340,-0.200
1,10:48,2,10,DAL 21,3,0,Brad Johnson pass complete short middle to Terrell Owens for 7 yards (tackle by Jermaine Phillips),-0.200,0.040
1,10:10,3,3,DAL 28,3,0,Brad Johnson pass incomplete short right intended for Terrell Owens,0.040,-1.500
1,10:05,4,3,DAL 28,3,0,"Sam Paulescu punts 48 yards, returned by Clifton Smith for 14 yards (tackle by Carlos Polk)",-1.500,-1.470
1,9:54,1,10,TAM 38,3,0,Jeff Garcia pass complete short left to Clifton Smith for 13 yards (tackle by Zach Thomas),1.470,2.320
1,9:10,1,10,DAL 49,3,0,Jeff Garcia pass incomplete deep middle intended for Joey Galloway,2.320,1.780
1,9:03,2,10,DAL 49,3,0,Jeff Garcia pass complete short left to Antonio Bryant for 7 yards (tackle by Zach Thomas),1.780,2.020
1,8:21,,,,3,0,Timeout #1 by Tampa Bay Buccaneers,0.000,2.020
1,8:21,3,3,DAL 42,3,0,Jeff Garcia pass incomplete deep left intended for Antonio Bryant,2.020,0.460
1,8:15,4,3,DAL 42,3,0,"Josh Bidwell punts 35 yards, fair catch by Patrick Crayton",0.460,0.380
1,8:07,1,10,DAL 7,3,0,Marion Barber up the middle for 2 yards (tackle by Jermaine Phillips),-0.380,-0.630
1,7:27,2,8,DAL 9,3,0,Marion Barber left tackle for 1 yard (tackle by Derrick Brooks),-0.630,-1.070
1,7:27,3,7,DAL 10,3,0,"Penalty on Flozell Adams: False Start, 5 yards (no play)",-1.070,-1.650
1,6:33,3,12,DAL 5,3,0,Marion Barber up the middle for 8 yards (tackle by Cato June),-1.650,-2.490
1,5:59,4,4,DAL 13,3,0,"Sam Paulescu punts 53 yards, returned by Clifton Smith for 14 yards (tackle by Keith Davis)",-2.490,-2.130
1,5:45,1,10,TAM 48,3,0,Earnest Graham right guard for 4 yards (tackle by Zach Thomas),2.130,2.120
1,5:19,2,6,DAL 48,3,0,Earnest Graham up the middle for 2 yards (tackle by Zach Thomas),2.120,1.680
1,4:34,3,4,DAL 46,3,0,"Jeff Garcia pass complete short right to Warrick Dunn for 1 yard (tackle by Bradie James). Penalty on DeMarcus Ware: Defensive Offside, 5 yards (no play)",1.680,2.850
1,4:15,1,10,DAL 41,3,0,Jeff Garcia pass complete short right to Jerramy Stevens for 9 yards (tackle by Mike Jenkins),2.850,3.520
1,3:39,2,1,DAL 32,3,0,Earnest Graham up the middle for 1 yard (tackle by Zach Thomas and Tank Johnson),3.520,3.510
1,2:56,1,10,DAL 31,3,0,Jeff Garcia pass complete short middle to Michael Clayton for 17 yards (tackle by Ken Hamlin),3.510,4.650
1,2:20,1,10,DAL 14,3,0,Warrick Dunn up the middle for no gain (tackle by DeMarcus Ware),4.650,4.000
1,1:42,2,10,DAL 14,3,0,"Jeff Garcia pass complete short right to Antonio Bryant for no gain (tackle by Anthony Henry). Penalty on Jeff Garcia: Illegal Forward Pass, 5 yards",4.000,2.840
1,1:19,3,14,DAL 18,3,0,Jeff Garcia pass incomplete short left intended for Joey Galloway. Penalty on Antonio Bryant: Illegal Motion (Declined),2.840,2.250
1,1:14,4,14,DAL 18,6,0,Matt Bryant 36 yard field goal good,2.250,3.000
1,,,,TAM 30,6,0,"Matt Bryant kicks off 59 yards, returned by Miles Austin for 18 yards (tackle by Adam Hayward)",0.000,0.870
1,1:04,1,10,DAL 29,6,0,Brad Johnson pass complete short middle to Jason Witten for 8 yards (tackle by Barrett Ruud),0.870,1.410
1,0:31,2,2,DAL 37,6,0,Marion Barber right tackle for 3 yards (tackle by Kevin Carter),1.410,1.600
Quarter,Time,Down,ToGo,Location,TAM,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,DAL 40,6,0,--,1.600,2.130
2,14:21,2,2,DAL 48,6,0,Marion Barber left tackle for 6 yards (tackle by Phillip Buchanon),2.130,2.520
2,13:45,1,10,TAM 46,6,0,Marion Barber right guard for 1 yard (tackle by Derrick Brooks),2.520,2.110
2,13:06,2,9,TAM 45,6,0,Brad Johnson pass incomplete short right intended for Tony Curtis (defended by Cato June),2.110,1.420
2,13:01,3,9,TAM 45,6,0,Brad Johnson pass complete short right to Martellus Bennett for 10 yards (tackle by Sabby Piscitelli),1.420,3.250
2,12:30,1,10,TAM 35,6,0,Brad Johnson pass complete short right to Terrell Owens for -1 yards (tackle by Phillip Buchanon),3.250,2.570
2,11:53,2,11,TAM 36,6,0,Marion Barber left guard for 10 yards (tackle by Barrett Ruud and Aqib Talib),2.570,3.200
2,11:07,3,1,TAM 26,6,0,Marion Barber up the middle for 2 yards (tackle by Jovan Haye),3.200,3.970
2,10:23,,,,6,0,Timeout #1 by Dallas Cowboys,0.000,3.970
2,10:23,1,10,TAM 24,6,0,Brad Johnson pass incomplete short left intended for Tony Curtis (defended by Derrick Brooks),3.970,3.430
2,10:18,2,10,TAM 24,6,0,Marion Barber left tackle for 4 yards (tackle by Kevin Carter),3.430,3.270
2,9:38,3,6,TAM 20,6,0,Brad Johnson pass incomplete short right intended for Patrick Crayton (defended by Phillip Buchanon),3.270,2.150
2,9:38,4,6,TAM 20,6,3,Nick Folk 38 yard field goal good,2.150,3.000
