Quarter,Time,Tm,Detail,CHI,GNB
1.0,4:47,Packers,Davante Adams 29 yard pass from Aaron Rodgers (Mason Crosby kick),0,7
2.0,1:45,Bears,Eddy Pineiro 30 yard field goal,3,7
3.0,12:44,Packers,Aaron Jones 21 yard rush (Mason Crosby kick),3,14
,7:48,Packers,Aaron Jones 2 yard rush (Mason Crosby kick),3,21
4.0,14:56,Bears,Eddy Pineiro 27 yard field goal,6,21
,8:09,Bears,Anthony Miller 2 yard pass from Mitchell Trubisky (Eddy Pineiro kick),13,21
