Quarter,Time,Down,ToGo,Location,NOR,NWE,Detail,EPB,EPA
1,3:55,3,4,NWE 16,0,3,Drew Brees pass complete short right to Darren Sproles for 9 yards (tackle by Joe Vellano),3.740,5.600
1,3:07,1,7,NWE 7,0,3,Darren Sproles up the middle for 3 yards (tackle by Brandon Spikes),5.600,5.340
1,2:28,2,4,NWE 4,0,3,Darren Sproles right guard for 1 yard (tackle by Jerod Mayo and Joe Vellano),5.340,5.340
1,1:51,2,4,NWE 4,0,3,Timeout #1 by New England Patriots,5.340,4.720
1,1:51,3,3,NWE 3,6,3,"Drew Brees pass complete short left to Travaris Cadet for 3 yards, touchdown",4.720,7.000
1,1:51,,,NWE 2,7,3,Garrett Hartley kicks extra point good,0.000,0.000
1,1:51,,,NOR 35,7,3,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
1,1:46,1,10,NWE 20,7,3,Tom Brady pass complete deep right to Aaron Dobson for 20 yards,0.280,1.600
1,1:38,1,10,NWE 40,7,3,Tom Brady pass complete short left to Julian Edelman for 5 yards (tackle by David Hawthorne and Malcolm Jenkins),1.600,1.730
1,1:02,2,5,NWE 45,7,3,Stevan Ridley up the middle for 18 yards (tackle by Keenan Lewis),1.730,3.120
1,0:38,1,10,NOR 37,7,3,Stevan Ridley right end for 3 yards (tackle by Keenan Lewis and Curtis Lofton),3.120,2.980
1,0:18,2,7,NOR 34,7,3,Tom Brady pass complete deep left to Aaron Dobson for 19 yards (tackle by Jabari Greer),2.980,4.580
Quarter,Time,Down,ToGo,Location,NOR,NWE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NOR 15,7,3,Stevan Ridley right end for -1 yards (tackle by Malcolm Jenkins),4.580,3.810
2,14:24,2,11,NOR 16,7,3,Tom Brady pass complete short right to Aaron Dobson for 9 yards (tackle by Keenan Lewis),3.810,4.680
2,13:48,3,2,NOR 7,7,3,"Tom Brady pass incomplete short right intended for Aaron Dobson. Penalty on Keenan Lewis: Defensive Pass Interference, 6 yards (no play)",4.680,6.970
2,13:44,1,1,NOR 1,7,3,Tom Brady pass complete short left to Aaron Dobson for no gain,6.970,5.910
2,13:04,2,1,NOR 1,7,9,"Stevan Ridley up the middle for 1 yard, touchdown",5.910,7.000
2,13:04,2,1,NOR 1,7,9,"Penalty on Marcus Cannon: False Start, 5 yards (no play)",5.910,0.000
2,13:04,,,NOR 2,7,10,Stephen Gostkowski kicks extra point good,0.000,0.000
2,13:04,,,NWE 35,7,10,"Stephen Gostkowski kicks off 63 yards, returned by Darren Sproles for 21 yards (tackle by Jamie Collins)",0.000,-0.480
2,12:55,1,10,NOR 23,7,10,Drew Brees pass incomplete short right intended for Darren Sproles,0.480,-0.070
2,12:50,2,10,NOR 23,7,10,Drew Brees pass incomplete deep left intended for Ben Watson,-0.070,-0.760
2,12:44,3,10,NOR 23,7,10,Drew Brees pass incomplete short right intended for Jimmy Graham,-0.760,-1.830
2,12:38,4,10,NOR 23,7,10,Thomas Morstead punts 54 yards,-1.830,-1.200
2,12:28,1,10,NWE 34,7,10,Tom Brady sacked by Curtis Lofton for -8 yards,1.200,-0.420
2,11:51,2,18,NWE 26,7,10,Tom Brady pass incomplete deep middle intended for Danny Amendola. Penalty on Logan Mankins: Offensive Holding (Declined),-0.420,-1.090
2,11:46,3,18,NWE 26,7,10,Tom Brady pass complete short left to Michael Hoomanawanui for 19 yards (tackle by Kenny Vaccaro),-1.090,1.930
2,11:29,1,10,NWE 45,7,10,LeGarrette Blount left end for -4 yards (tackle by David Hawthorne),1.930,0.840
2,10:58,2,14,NWE 41,7,10,Tom Brady pass complete short left to Stevan Ridley for 14 yards (tackle by Curtis Lofton),0.840,2.590
2,10:31,1,10,NOR 45,7,10,Stevan Ridley left tackle for 6 yards (tackle by Cameron Jordan and Kenny Vaccaro),2.590,2.850
2,10:01,2,4,NOR 39,7,10,Tom Brady pass complete short left to Kenbrell Thompkins for 7 yards (tackle by Rafael Bush and Jabari Greer),2.850,3.450
2,9:31,1,10,NOR 32,7,10,Tom Brady pass complete short right to Danny Amendola for -1 yards (tackle by Malcolm Jenkins and Curtis Lofton),3.450,2.770
2,9:04,2,11,NOR 33,7,10,Tom Brady pass complete short right to Michael Hoomanawanui for 18 yards (tackle by Rafael Bush),2.770,4.580
2,8:31,1,10,NOR 15,7,10,Stevan Ridley up the middle for 4 yards (tackle by Cameron Jordan and Akiem Hicks),4.580,4.640
2,8:01,2,6,NOR 11,7,10,Tom Brady pass complete short left to Julian Edelman for 7 yards (tackle by Jabari Greer),4.640,6.280
2,7:39,1,4,NOR 4,7,16,"Stevan Ridley left tackle for 4 yards, touchdown",6.280,7.000
2,7:39,,,NOR 2,7,17,Stephen Gostkowski kicks extra point good,0.000,0.000
2,7:39,,,NWE 35,7,17,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
2,7:36,1,10,NOR 20,7,17,Pierre Thomas up the middle for 3 yards (tackle by Rob Ninkovich and Chandler Jones),0.280,0.140
2,6:55,2,7,NOR 23,7,17,Drew Brees pass incomplete short left intended for Jimmy Graham,0.140,-0.560
2,6:52,3,7,NOR 23,7,17,Drew Brees pass complete short left to Darren Sproles for 4 yards (tackle by Chris Jones),-0.560,-1.570
2,6:16,4,3,NOR 27,7,17,"Thomas Morstead punts 42 yards, fair catch by Julian Edelman",-1.570,-1.000
2,6:10,1,10,NWE 31,7,17,Brandon Bolden up the middle for 12 yards (tackle by Rafael Bush),1.000,1.800
2,5:33,1,10,NWE 43,7,17,Tom Brady pass incomplete short right intended for Aaron Dobson (defended by Keenan Lewis),1.800,1.250
2,5:29,2,10,NWE 43,7,17,Brandon Bolden left tackle for no gain (tackle by Akiem Hicks),1.250,1.250
2,5:25,2,10,NWE 43,7,17,Timeout #1 by New Orleans Saints,1.250,0.560
2,5:25,3,10,NWE 43,7,17,Tom Brady sacked by Tom Johnson for -8 yards,0.560,-1.040
2,4:59,4,18,NWE 35,7,17,"Ryan Allen punts 51 yards, returned by Darren Sproles for 9 yards (tackle by Marquice Cole)",-1.040,-0.480
2,4:49,1,10,NOR 23,7,17,Drew Brees pass incomplete deep right intended for Nick Toon,0.480,-0.070
2,4:41,2,10,NOR 23,7,17,Drew Brees pass incomplete deep left intended for Jimmy Graham (defended by Kyle Arrington),-0.070,-0.760
2,4:35,3,10,NOR 23,7,17,Drew Brees pass complete short middle to Kenny Stills for 16 yards (tackle by Kyle Arrington and Steve Gregory),-0.760,1.530
2,3:54,1,10,NOR 39,7,17,Drew Brees pass complete short left to Darren Sproles for 14 yards (tackle by Jerod Mayo),1.530,2.460
2,3:29,1,10,NWE 47,7,17,Drew Brees pass incomplete deep left intended for Darren Sproles,2.460,1.910
2,3:24,2,10,NWE 47,7,17,Pierre Thomas left tackle for 5 yards (tackle by Rob Ninkovich and Chris Jones),1.910,1.880
2,2:48,3,5,NWE 42,7,17,Drew Brees pass complete short right to Darren Sproles for 4 yards (tackle by Jerod Mayo),1.880,0.720
2,2:03,4,1,NWE 38,7,17,"Penalty on NOR: False Start, 5 yards (no play)",0.720,0.400
2,2:00,4,6,NWE 43,7,17,"Thomas Morstead punts 30 yards, fair catch by Julian Edelman",0.400,0.320
2,1:53,1,10,NWE 13,7,17,Stevan Ridley left tackle for no gain (tackle by Parys Haralson and David Hawthorne),-0.320,-0.320
2,1:47,1,10,NWE 13,7,17,Timeout #2 by New Orleans Saints,-0.320,-0.770
2,1:47,2,10,NWE 13,7,17,"Tom Brady pass incomplete short left intended for Danny Amendola. Penalty on Keenan Lewis: Defensive Holding, 5 yards (no play)",-0.770,0.040
2,1:40,1,10,NWE 18,7,17,Stevan Ridley right tackle for 19 yards (tackle by Kenny Vaccaro),0.040,0.040
2,1:34,1,10,NWE 18,7,17,Timeout #2 by New England Patriots,0.040,1.400
2,1:34,1,10,NWE 37,7,17,Tom Brady sacked by Malcolm Jenkins and Ramon Humber for -7 yards,1.400,-0.090
2,0:53,2,17,NWE 30,7,17,Stevan Ridley left end for 1 yard (tackle by Curtis Lofton),-0.090,-0.090
2,0:48,2,17,NWE 30,7,17,Timeout #3 by New Orleans Saints,-0.090,-0.620
2,0:48,3,16,NWE 31,7,17,"Penalty on NOR: Illegal Substitution, 5 yards (no play)",-0.620,0.040
2,0:48,3,11,NWE 36,7,17,Stevan Ridley left tackle for 6 yards (tackle by Corey White),0.040,0.040
2,0:04,3,11,NWE 36,7,17,Timeout #3 by New England Patriots,0.040,-0.590
2,0:04,4,5,NWE 42,7,17,Tom Brady pass incomplete deep right intended for Julian Edelman,-0.590,1.730
Quarter,Time,Down,ToGo,Location,NOR,NWE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NWE 35,7,17,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NOR 20,7,17,Pierre Thomas right guard for 3 yards (tackle by Brandon Spikes),0.280,0.140
3,14:27,2,7,NOR 23,7,17,Drew Brees pass complete short left to Kenny Stills for 14 yards (tackle by Kyle Arrington),0.140,1.400
3,13:47,1,10,NOR 37,7,17,Drew Brees pass complete short left to Darren Sproles for 19 yards (tackle by Rob Ninkovich),1.400,2.650
3,13:08,1,10,NWE 44,7,17,Drew Brees pass complete deep left to Ben Watson for 32 yards (tackle by Devin McCourty),2.650,2.650
3,12:20,1,10,NWE 44,7,17,Timeout #1 by New Orleans Saints,2.650,4.780
3,12:20,1,10,NWE 12,7,17,Drew Brees pass incomplete short left intended for Darren Sproles,4.780,4.100
3,12:17,2,10,NWE 12,7,17,Pierre Thomas left tackle for 2 yards (tackle by Chris Jones and Joe Vellano),4.100,3.480
3,11:37,3,8,NWE 10,7,17,Drew Brees pass incomplete short left intended for Nick Toon,3.480,2.760
3,11:31,4,8,NWE 10,10,17,Garrett Hartley 28 yard field goal good,2.760,3.000
3,11:31,,,NOR 35,10,17,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
3,11:27,1,10,NWE 20,10,17,"Tom Brady pass complete deep right to Aaron Dobson for 30 yards (tackle by Corey White). Penalty on Aaron Dobson: Offensive Pass Interference, 10 yards (no play)",0.280,-0.760
3,11:06,1,20,NWE 10,10,17,Tom Brady pass complete short left to Julian Edelman for 7 yards (tackle by Chris Carr),-0.760,-0.790
3,10:44,2,13,NWE 17,10,17,Tom Brady pass incomplete deep right intended for Aaron Dobson,-0.790,-1.510
3,10:40,3,13,NWE 17,10,17,Tom Brady pass incomplete deep middle intended for Danny Amendola,-1.510,-2.320
3,10:33,4,13,NWE 17,10,17,"Ryan Allen punts 50 yards, fair catch by Darren Sproles",-2.320,-1.140
3,10:26,1,10,NOR 33,10,17,Pierre Thomas up the middle for 6 yards (tackle by Chandler Jones and Steve Gregory),1.140,1.400
3,9:55,2,4,NOR 39,10,17,Drew Brees pass complete short right to Darren Sproles for 8 yards,1.400,2.060
3,9:27,1,10,NOR 47,10,17,Pierre Thomas right guard for 13 yards (tackle by Steve Gregory),2.060,2.920
3,8:58,1,10,NWE 40,10,17,Khiry Robinson right guard for 16 yards (tackle by Duron Harmon),2.920,3.970
3,8:20,1,10,NWE 24,10,17,Pierre Thomas left guard for 7 yards (tackle by Joe Vellano),3.970,4.460
3,7:48,2,3,NWE 17,10,17,Drew Brees pass complete short right to Jed Collins for 3 yards (tackle by Jerod Mayo),4.460,4.650
3,7:06,1,10,NWE 14,10,17,Drew Brees pass complete short middle to Marques Colston for 11 yards (tackle by Alfonzo Dennard and Steve Gregory),4.650,6.510
3,6:27,1,3,NWE 3,10,17,Drew Brees pass incomplete short right intended for Marques Colston,6.510,5.530
3,6:23,2,3,NWE 3,16,17,"Khiry Robinson left end for 3 yards, touchdown",5.530,7.000
3,6:23,,,NWE 2,17,17,Garrett Hartley kicks extra point good,0.000,0.000
3,6:23,,,NOR 35,17,17,"Thomas Morstead kicks off 71 yards, returned by LeGarrette Blount for 22 yards (tackle by Isa Abdul-Quddus). Penalty on Duron Harmon: Illegal Block Above the Waist, 8 yards",0.000,0.380
3,6:13,1,10,NWE 8,17,17,Stevan Ridley left end for 4 yards (tackle by Akiem Hicks),-0.380,-0.490
3,5:52,2,6,NWE 12,17,17,Tom Brady pass complete short left to Kenbrell Thompkins for 21 yards (tackle by Jabari Greer),-0.490,1.140
3,5:14,1,10,NWE 33,17,17,Stevan Ridley right guard for 4 yards (tackle by Parys Haralson and Akiem Hicks),1.140,1.130
3,4:48,2,6,NWE 37,17,17,"Tom Brady pass incomplete short middle intended for Kenbrell Thompkins. Penalty on Malcolm Jenkins: Unnecessary Roughness, 15 yards",1.130,2.390
3,4:43,1,10,NOR 48,17,17,Stevan Ridley left guard for 3 yards (tackle by Akiem Hicks),2.390,2.250
3,4:04,2,7,NOR 45,17,17,Stevan Ridley right guard for 6 yards (tackle by David Hawthorne and Ramon Humber),2.250,2.340
3,3:42,3,1,NOR 39,17,17,Stevan Ridley right end for 7 yards (tackle by Keenan Lewis),2.340,3.450
3,3:04,1,10,NOR 32,17,17,Tom Brady pass incomplete deep left intended for Kenbrell Thompkins (defended by Jabari Greer),3.450,2.900
3,2:58,2,10,NOR 32,17,17,"Danny Amendola left end for 1 yard (tackle by Rafael Bush). Penalty on NWE: Offensive Holding, 10 yards",2.900,1.690
3,2:27,2,19,NOR 41,17,17,Tom Brady pass incomplete short right intended for Kenbrell Thompkins,1.690,1.030
3,2:22,3,19,NOR 41,17,17,Tom Brady pass complete short left to Brandon Bolden for 4 yards (tackle by Curtis Lofton),1.030,0.790
3,1:42,4,15,NOR 37,17,20,Stephen Gostkowski 54 yard field goal good,0.790,3.000
3,1:42,,,NWE 35,17,20,"Stephen Gostkowski kicks off 65 yards, touchback",0.000,-0.280
3,1:36,1,10,NOR 20,17,20,Drew Brees pass incomplete short right intended for Darren Sproles,0.280,-0.270
3,1:30,2,10,NOR 20,17,20,Khiry Robinson up the middle for 4 yards (tackle by Brandon Spikes and Joe Vellano),-0.270,-0.430
3,0:47,3,6,NOR 24,17,20,Drew Brees pass incomplete deep right intended for Robert Meachem,-0.430,-1.770
3,0:41,4,6,NOR 24,17,20,"Thomas Morstead punts 46 yards, returned by Julian Edelman for 12 yards (tackle by Isa Abdul-Quddus)",-1.770,-1.730
3,0:31,1,10,NWE 42,17,20,LeGarrette Blount left guard for 1 yard (tackle by Curtis Lofton),1.730,1.320
Quarter,Time,Down,ToGo,Location,NOR,NWE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,9,NWE 43,17,20,LeGarrette Blount left tackle for 3 yards (tackle by Akiem Hicks and Kenny Vaccaro),1.320,1.030
4,14:23,3,6,NWE 46,17,20,Tom Brady sacked by Malcolm Jenkins for -6 yards,1.030,-0.720
4,13:53,4,12,NWE 40,17,20,"Ryan Allen punts 53 yards, returned by Darren Sproles for 8 yards (tackle by Dane Fletcher)",-0.720,0.220
4,13:43,1,10,NOR 15,17,20,Darren Sproles up the middle for 4 yards (tackle by Devin McCourty),-0.220,-0.110
4,13:02,2,6,NOR 19,17,20,Drew Brees sacked by Chandler Jones for -6 yards,-0.110,-1.640
4,12:20,3,12,NOR 13,17,20,Drew Brees pass incomplete short right intended for Jimmy Graham is intercepted by Kyle Arrington at NOR-25 and returned for 5 yards (tackle by Pierre Thomas),-1.640,-4.240
4,12:10,1,10,NOR 20,17,20,Stevan Ridley right tackle for 3 yards (tackle by Kevin Reddick),4.240,4.120
4,11:29,2,7,NOR 17,17,20,"Tom Brady pass complete short right to Brandon Bolden for 1 yard (tackle by Glenn Foster and David Hawthorne). Penalty on NOR: Illegal Substitution (Offsetting), Penalty on NWE: Offensive Holding (Offsetting) (no play)",4.120,4.120
4,11:05,2,7,NOR 17,17,20,Stevan Ridley right end for 4 yards (tackle by Rafael Bush),4.120,4.100
4,10:42,3,3,NOR 13,17,20,Stevan Ridley right end for 4 yards (tackle by Rafael Bush),4.100,5.140
4,10:20,1,9,NOR 9,17,20,Stevan Ridley right end for no gain (tackle by Curtis Lofton),5.140,4.380
4,9:52,2,9,NOR 9,17,20,Brandon Bolden up the middle for 5 yards (tackle by Ramon Humber and David Hawthorne),4.380,4.490
4,9:12,3,4,NOR 4,17,20,Brandon Bolden left end for -1 yards (tackle by Kenny Vaccaro and Glenn Foster),4.490,3.010
4,8:37,4,5,NOR 5,17,23,Stephen Gostkowski 23 yard field goal good,3.010,3.000
4,8:37,,,NWE 35,17,23,"Stephen Gostkowski kicks off 66 yards, returned by Darren Sproles for 20 yards (tackle by Dane Fletcher)",0.000,-0.150
4,8:29,1,10,NOR 19,17,23,Drew Brees left end for 16 yards,0.150,1.270
4,7:51,1,10,NOR 35,17,23,Pierre Thomas up the middle for 5 yards (tackle by Chandler Jones and Joe Vellano),1.270,1.400
4,7:15,2,5,NOR 40,17,23,Drew Brees pass complete short right to Ben Watson for 4 yards (tackle by Jerod Mayo),1.400,1.220
4,6:36,3,1,NOR 44,17,23,Jed Collins up the middle for 1 yard (tackle by Chandler Jones and Brandon Spikes),1.220,1.930
4,5:50,1,10,NOR 45,17,23,Khiry Robinson right end for 20 yards (tackle by Devin McCourty),1.930,3.250
4,5:12,1,10,NWE 35,17,23,Khiry Robinson up the middle for 4 yards (tackle by Rob Ninkovich and Joe Vellano),3.250,3.240
4,4:34,2,6,NWE 31,17,23,Pierre Thomas up the middle for 7 yards (tackle by Steve Gregory),3.240,3.970
4,3:55,1,10,NWE 24,17,23,"Drew Brees pass complete short right to Marques Colston for 10 yards (tackle by Steve Gregory). Penalty on Brian De La Puente: Offensive Holding, 10 yards (no play)",3.970,3.970
4,3:48,1,10,NWE 24,17,23,Timeout #2 by New Orleans Saints,3.970,3.310
4,3:48,1,20,NWE 34,17,23,Drew Brees pass incomplete deep left intended for Jimmy Graham,3.310,2.080
4,3:41,2,20,NWE 34,17,23,Drew Brees pass incomplete short middle intended for Darren Sproles,2.080,1.420
4,3:35,3,20,NWE 34,23,23,"Drew Brees pass complete deep right to Kenny Stills for 34 yards, touchdown",1.420,7.000
,,,,,,,"Replay Assistant challenged the ruling, and the play was upheld.",,
4,3:35,,,NWE 2,24,23,Garrett Hartley kicks extra point good,0.000,0.000
4,3:35,,,NOR 35,24,23,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
4,3:29,1,10,NWE 20,24,23,Tom Brady pass complete short right to Michael Hoomanawanui for 4 yards (tackle by Curtis Lofton and Keenan Lewis),0.280,0.270
4,2:58,2,6,NWE 24,24,23,Tom Brady pass incomplete short middle intended for Brandon Bolden,0.270,-0.430
4,2:54,3,6,NWE 24,24,23,Tom Brady pass incomplete short left intended for Julian Edelman,-0.430,-1.770
4,2:50,4,6,NWE 24,24,23,Tom Brady pass incomplete short middle intended for Aaron Dobson,-1.770,-3.970
4,2:46,1,10,NWE 24,24,23,Khiry Robinson right tackle for 4 yards (tackle by Jamie Collins),3.970,3.970
4,2:36,1,10,NWE 24,24,23,Timeout #1 by New England Patriots,3.970,3.970
4,2:36,1,10,NWE 24,24,23,Timeout #3 by New Orleans Saints,3.970,3.970
4,2:36,2,6,NWE 20,24,23,Pierre Thomas left guard for -1 yards (tackle by Marcus Forston),3.970,3.970
4,2:33,2,6,NWE 20,24,23,Timeout #2 by New England Patriots,3.970,3.140
4,2:33,3,7,NWE 21,24,23,Drew Brees pass incomplete deep left intended for Marques Colston (defended by Alfonzo Dennard),3.140,2.060
4,2:29,4,7,NWE 21,27,23,Garrett Hartley 39 yard field goal good,2.060,3.000
4,2:29,,,NOR 35,27,23,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
4,2:24,1,10,NWE 20,27,23,Tom Brady pass incomplete deep right intended for Julian Edelman is intercepted by Keenan Lewis at NOR-30,0.280,-0.940
4,2:16,1,10,NOR 30,27,23,Khiry Robinson right guard for 2 yards (tackle by Steve Gregory),0.940,0.940
4,2:10,1,10,NOR 30,27,23,Timeout #3 by New England Patriots,0.940,0.660
4,2:10,2,8,NOR 32,27,23,Pierre Thomas right end for 1 yard (tackle by Steve Gregory and Joe Vellano),0.660,0.100
4,2:00,3,7,NOR 33,27,23,Drew Brees left end for -5 yards (tackle by Chandler Jones),0.100,-1.500
4,1:20,4,12,NOR 28,27,23,"Thomas Morstead punts 42 yards, out of bounds",-1.500,-0.940
4,1:13,1,10,NWE 30,27,23,Tom Brady pass complete deep middle to Julian Edelman for 23 yards (tackle by Rafael Bush),0.940,2.460
4,0:53,1,10,NOR 47,27,23,Tom Brady pass complete short middle to Austin Collie for 15 yards (tackle by David Hawthorne),2.460,3.450
4,0:39,1,10,NOR 32,27,23,Tom Brady pass complete short right to Aaron Dobson for 6 yards (tackle by Keenan Lewis),3.450,3.710
4,0:35,2,4,NOR 26,27,23,Tom Brady pass incomplete deep middle intended for Julian Edelman,3.710,3.010
4,0:30,3,4,NOR 26,27,23,Tom Brady pass incomplete deep middle intended for Julian Edelman,3.010,1.810
4,0:24,4,4,NOR 26,27,23,Tom Brady pass complete short left to Austin Collie for 9 yards (tackle by Malcolm Jenkins and Rafael Bush),1.810,4.440
4,0:11,1,10,NOR 17,27,23,Tom Brady spiked the ball,4.440,3.850
4,0:10,2,10,NOR 17,27,29,"Tom Brady pass complete deep left to Kenbrell Thompkins for 17 yards, touchdown",3.850,7.000
4,0:10,,,NOR 2,27,30,Stephen Gostkowski kicks extra point good,0.000,0.000
4,0:10,,,NWE 35,27,30,"Stephen Gostkowski kicks off 70 yards, returned by Pierre Thomas for 12 yards. Pierre Thomas fumbles, recovered by Jamie Collins at NOR-7",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
