0,1
Officials,Officials
Referee,Tony Corrente
Umpire,Fred Bryan
Head Linesman,George Hayward
Line Judge,Darryll Lewis
Back Judge,Gregory Wilson
Side Judge,Ronald Torbert
Field Judge,Gary Cavaletto
